HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
20891	2	10	1	1	8	10	1	5	7	8	4	2	4	8	7	9	2	5	7	9
20892	4	10	7	6	9	10	4	7	7	9	6	3	8	5	2	1	10	5	9	2
20893	2	3	7	10	8	1	5	10	1	9	4	5	10	3	4	9	1	9	6	7
20973	3	4	10	6	9	5	4	5	6	8	3	10	3	6	9	1	7	2	10	7
20974	1	3	2	7	5	1	9	6	3	9	9	7	4	8	6	3	3	3	5	10
20975	5	5	9	4	4	3	3	6	7	1	3	8	5	2	9	4	8	10	10	8
21054	10	5	7	3	8	7	1	10	9	5	4	7	9	3	10	6	7	4	4	3
21055	9	9	3	7	5	2	9	10	2	1	6	7	9	8	10	10	3	9	3	2
21135	5	5	6	7	1	10	6	4	6	6	4	1	8	9	8	9	8	9	9	4
21136	9	8	1	8	2	2	1	3	9	5	4	8	5	5	7	1	7	6	4	8
21137	6	2	5	7	8	7	10	5	8	4	5	5	5	9	5	10	9	10	9	2
21214	2	8	3	9	10	7	10	3	4	7	9	7	4	8	2	6	1	10	6	2
21215	6	9	2	10	9	3	5	9	2	1	9	4	7	10	8	8	5	2	9	5
21217	8	9	5	9	6	10	6	5	7	5	9	7	6	9	4	6	2	5	8	10
21218	6	4	6	2	8	5	1	4	1	3	8	1	5	5	6	5	4	2	9	9
21219	9	2	7	8	6	5	10	2	2	6	10	5	4	10	3	2	10	6	3	7
21295	4	5	5	5	5	8	4	5	1	4	5	1	8	10	3	10	5	2	4	10
21296	7	8	1	8	2	8	6	5	1	5	7	3	10	2	1	10	3	8	8	9
21299	9	3	2	5	2	6	1	9	4	2	9	1	8	9	2	6	4	1	8	4
21376	4	9	10	8	5	4	6	3	3	1	10	10	9	8	2	1	3	2	5	3
21377	6	2	9	2	8	10	10	6	1	9	8	7	10	4	8	2	2	7	3	2
21380	6	7	2	9	3	6	8	6	3	2	5	2	10	6	1	3	8	3	7	2
21381	2	9	4	8	4	5	8	2	1	10	1	2	9	4	8	7	9	10	8	2
21457	7	4	6	9	4	3	5	5	3	7	7	7	3	5	6	3	5	10	9	6
21458	8	6	1	8	2	9	2	9	3	7	5	7	6	9	10	10	8	2	5	6
21459	10	2	8	6	2	10	7	2	3	8	2	8	9	9	5	8	3	1	7	6
21462	2	1	6	5	7	4	8	10	9	7	4	8	1	7	8	10	9	7	10	9
21537	1	10	5	7	7	6	1	6	8	7	5	5	10	10	7	3	9	4	8	4
21538	10	9	1	4	2	7	8	2	6	10	2	6	4	3	1	2	6	9	3	10
21539	10	9	7	8	7	8	8	2	8	5	3	1	9	10	7	7	1	1	4	2
21542	7	9	6	4	9	6	1	2	2	6	2	1	8	3	1	5	6	5	9	8
21543	3	2	3	10	1	6	10	7	3	7	2	7	10	4	1	2	4	2	10	4
21619	6	2	9	6	4	7	8	6	1	3	6	10	10	1	5	3	7	1	3	5
21620	4	4	9	1	2	4	10	4	7	8	7	9	4	3	4	8	7	5	2	9
21621	5	8	8	2	3	10	6	9	10	7	4	7	9	7	3	1	1	1	4	3
21624	5	8	7	2	5	1	10	4	6	3	9	3	8	5	5	8	4	8	9	8
21625	8	5	4	10	10	9	10	7	2	6	7	9	2	9	8	5	9	10	6	8
21700	1	4	7	9	5	5	7	2	9	1	3	2	4	5	6	6	1	2	6	5
21701	6	7	8	6	4	6	5	8	7	1	9	4	1	7	8	8	6	10	3	2
21702	5	10	1	6	3	6	3	6	6	2	4	1	7	7	8	7	5	7	5	4
21705	1	1	8	10	5	3	8	6	2	5	3	8	8	9	10	7	6	2	8	3
21706	9	8	7	2	5	8	3	6	5	1	3	3	5	8	7	7	4	9	3	5
21781	10	5	8	9	8	6	1	2	5	9	5	6	2	9	9	4	5	2	5	7
21782	2	4	1	9	8	7	5	3	1	4	8	6	9	2	7	7	10	10	6	5
21785	5	4	4	1	7	1	4	10	5	10	3	1	2	5	10	2	4	5	4	5
21786	7	7	1	8	1	10	3	10	8	1	2	2	9	10	8	7	4	7	1	10
21787	3	5	8	9	3	3	1	1	9	9	4	2	1	10	8	10	10	1	7	5
21863	2	1	10	4	7	1	6	4	10	6	5	7	9	6	4	9	3	8	1	7
21864	3	10	2	5	5	6	3	6	1	3	1	1	5	3	10	3	10	7	10	2
21866	8	3	10	7	10	9	9	2	4	3	2	2	9	1	3	9	7	8	2	5
21867	1	5	1	10	3	9	5	5	6	2	10	9	1	4	3	2	4	7	1	8
21868	2	4	10	3	6	9	9	6	8	7	5	5	1	3	10	3	7	6	8	4
21944	6	2	8	4	5	2	9	2	7	7	8	10	2	6	5	5	3	2	8	2
21945	6	8	8	2	1	4	10	1	4	4	8	1	6	8	1	5	8	2	9	6
21948	6	5	3	4	7	8	3	5	2	3	2	9	10	8	9	5	2	8	1	6
21949	2	1	8	2	3	4	1	4	10	6	1	8	6	8	8	10	10	9	1	4
21950	10	2	1	2	3	6	6	9	6	7	9	5	6	4	7	2	3	7	1	9
22024	2	10	3	9	9	1	5	4	5	6	2	2	7	9	6	5	7	7	4	1
22025	2	3	4	6	2	3	7	2	9	8	4	10	4	2	4	9	4	5	6	8
22026	4	6	8	7	9	9	5	10	10	5	7	9	8	6	6	3	2	5	7	6
22028	2	3	7	4	6	1	5	3	2	10	5	4	6	1	10	10	2	5	10	7
22029	9	2	8	3	4	4	9	8	5	10	9	9	5	10	3	10	1	4	10	1
22030	10	9	7	5	4	9	9	7	6	8	3	1	1	3	5	5	10	2	4	10
22031	7	6	4	10	2	4	7	9	2	8	1	3	4	6	10	4	4	3	6	9
22105	5	2	7	4	5	9	3	7	9	2	9	10	2	7	3	6	7	3	10	1
22106	5	10	4	1	9	6	2	8	1	4	8	10	9	8	4	6	5	1	7	3
22107	2	5	2	8	4	9	9	1	7	8	2	1	10	4	4	5	4	7	10	8
22109	5	3	1	7	9	4	6	9	9	3	10	2	6	4	2	2	7	9	1	6
22110	3	10	9	1	4	1	1	4	6	6	4	3	7	6	7	4	6	8	9	2
22111	8	1	10	7	8	10	3	6	7	9	3	6	1	1	8	10	9	10	6	6
22112	10	4	3	8	1	2	9	10	5	8	5	10	1	4	3	6	6	3	4	3
22187	2	3	4	1	6	2	5	10	4	8	8	8	6	5	6	5	1	6	1	10
22190	4	7	2	7	9	6	10	4	4	2	4	8	6	9	7	7	8	8	1	2
22191	2	6	9	7	1	2	2	1	2	2	10	9	9	5	3	10	1	6	7	8
22192	4	8	1	5	3	8	4	8	1	7	10	7	6	3	8	7	1	1	8	7
22193	9	1	8	6	3	7	3	10	6	4	1	6	2	2	4	8	10	4	10	1
22194	8	3	10	5	7	1	8	9	7	6	8	5	10	2	8	4	5	9	6	6
22271	4	3	4	9	10	6	1	3	1	8	2	6	8	1	9	6	7	8	5	9
22272	7	10	1	5	10	10	3	4	7	2	7	1	3	2	3	8	9	6	9	8
22273	6	4	7	1	1	9	5	7	10	3	7	10	8	2	10	2	2	10	6	2
22274	5	1	6	10	9	10	3	3	2	5	4	8	7	1	8	7	2	1	3	1
22353	1	7	7	9	6	5	1	10	7	9	1	2	3	5	3	8	6	3	2	8
22354	5	4	1	8	2	3	1	4	10	7	5	1	1	8	5	3	1	4	3	5
22355	6	3	1	2	5	5	7	1	8	7	5	10	3	8	4	7	5	6	10	1
22435	5	1	1	8	3	1	10	9	1	6	9	10	6	6	1	4	8	5	10	6
22436	9	5	6	1	9	7	3	6	8	4	9	7	8	5	6	9	5	7	7	1
22437	4	5	9	8	4	4	1	3	3	7	8	9	6	4	9	1	10	5	3	5
22515	6	5	4	9	8	8	8	1	5	6	8	1	3	4	3	8	3	1	2	2
22516	3	2	6	1	10	4	1	7	6	5	10	2	6	8	5	4	1	10	1	1
22517	3	1	6	5	1	5	8	10	5	7	9	3	5	1	2	5	3	7	7	10
22519	8	5	10	4	4	4	1	7	9	10	9	9	1	10	7	2	8	10	10	8
22596	5	7	8	3	4	8	1	4	6	8	9	7	2	1	6	10	2	3	8	5
22597	8	10	1	10	2	8	2	1	8	8	8	2	10	10	10	4	8	9	3	9
22598	3	6	7	1	7	1	5	9	8	6	4	10	9	2	1	10	9	10	4	10
22599	9	8	9	1	5	1	1	2	5	10	8	10	2	4	3	2	9	9	8	7
22600	3	7	3	1	3	1	7	3	5	7	2	7	8	3	2	9	5	4	1	5
22677	3	10	1	4	1	4	1	1	4	6	9	3	7	5	10	1	5	1	5	10
22757	6	4	3	8	5	10	5	7	5	1	8	4	10	8	10	2	2	3	1	10
22762	8	3	7	5	6	9	2	2	4	4	6	1	2	9	8	5	5	8	7	5
22843	6	8	1	9	2	6	4	2	2	7	4	8	7	6	5	4	7	6	9	7
23005	5	3	10	1	10	1	3	7	5	3	3	2	8	2	7	5	9	3	9	7
23086	6	6	7	1	8	3	9	3	10	9	8	4	7	10	5	3	1	1	9	3
23166	5	9	9	7	1	4	8	4	2	2	4	7	1	7	7	7	2	6	7	9
23167	2	6	6	7	6	9	8	5	10	9	4	4	9	6	5	10	9	7	6	5
23247	5	7	9	3	9	8	2	8	1	9	7	1	1	10	8	1	1	3	1	1
23248	7	7	2	4	4	5	4	10	8	5	4	8	1	6	7	6	6	8	7	8
23328	4	8	4	8	10	4	8	8	6	9	2	9	9	3	6	10	3	1	4	5
23329	8	2	1	2	10	8	10	9	7	9	4	9	3	4	8	6	3	1	2	1
23407	6	2	10	7	3	3	5	6	1	1	4	1	3	6	2	8	1	5	3	9
23408	1	10	3	10	7	4	5	4	8	2	4	3	2	7	10	2	8	9	10	5
23409	9	8	4	10	1	10	6	8	5	6	7	9	4	9	8	7	6	9	2	3
23410	8	6	10	3	5	4	7	1	4	9	2	6	9	3	3	5	5	10	7	5
23488	6	8	6	2	6	8	6	8	6	9	10	5	1	10	3	8	7	6	8	5
23489	10	7	8	3	5	2	7	3	3	5	3	6	6	4	5	3	10	5	4	5
23490	9	10	1	3	8	9	6	10	4	10	10	4	7	2	4	5	6	2	9	5
23491	3	2	1	6	1	9	3	3	7	9	2	9	2	4	8	10	5	10	3	1
23569	8	5	10	4	4	4	7	10	9	6	10	2	1	7	10	1	10	4	2	8
23570	6	10	9	6	5	10	6	5	2	5	2	1	6	6	7	8	4	10	3	5
23571	10	9	7	10	8	8	8	7	1	10	6	5	10	6	10	9	4	10	1	4
23572	8	9	4	6	4	7	5	6	8	4	4	1	9	2	10	7	7	1	7	7
23651	10	4	4	9	6	2	4	4	10	4	1	8	8	7	2	10	8	7	4	10
23652	1	2	5	10	2	5	4	7	7	1	6	7	5	6	8	8	1	6	9	1
23653	3	8	6	10	4	7	10	10	5	5	7	6	9	3	8	1	7	7	1	3
23732	6	2	2	9	9	6	3	1	3	1	10	2	10	1	3	6	4	7	8	5
23733	5	7	6	10	4	1	6	4	1	3	6	7	1	2	3	1	2	1	10	1
23734	4	7	2	2	4	3	1	7	9	1	7	5	4	8	8	2	10	4	3	10
23814	2	5	1	10	10	2	4	7	9	3	7	2	5	4	8	4	10	7	3	8
23815	8	5	1	1	7	7	2	3	1	3	3	10	6	1	5	10	6	6	8	1
23896	3	9	9	7	6	7	2	4	7	7	9	4	6	9	2	3	9	9	3	1
23976	8	7	3	9	5	8	3	10	8	7	8	9	4	4	10	2	6	5	1	9
23977	2	7	9	10	3	7	4	7	6	10	8	6	10	1	4	1	4	6	6	8
24058	7	9	2	7	10	1	3	10	10	1	4	3	3	3	4	5	10	9	2	1
24220	10	5	2	5	4	7	7	3	9	8	1	6	2	7	9	10	6	8	6	4
25108	8	6	6	3	5	3	4	8	1	3	8	5	6	7	7	7	8	7	9	10
25109	6	6	8	5	10	4	7	3	1	10	5	4	8	4	6	6	3	5	9	3
25187	5	6	7	1	10	10	8	8	10	6	7	7	5	6	4	5	3	3	10	3
25188	2	5	8	8	3	5	7	9	6	9	9	10	5	5	5	4	1	6	9	10
25189	10	6	1	8	1	6	4	1	7	9	8	6	5	8	2	6	4	8	7	10
25190	8	8	4	2	1	5	9	2	5	3	5	10	3	3	9	5	7	9	6	4
25191	5	2	2	3	8	4	5	10	10	1	9	1	5	8	7	6	9	10	5	10
25192	5	9	9	2	6	1	7	2	5	5	6	7	9	2	8	9	2	3	10	4
25269	6	9	3	2	5	1	2	10	3	5	5	5	7	9	10	2	1	7	8	4
25270	4	9	8	2	6	1	1	9	1	9	8	5	8	4	2	6	7	6	6	7
25271	6	1	10	3	4	6	1	3	10	7	5	2	7	4	7	9	4	7	2	5
25272	7	9	8	7	9	1	5	7	3	2	4	4	9	8	10	1	8	7	6	2
25273	2	10	1	8	9	6	2	2	7	1	7	4	6	4	1	1	4	6	2	1
25350	6	1	10	3	6	6	8	5	6	9	3	2	10	6	9	5	5	1	7	8
25351	1	5	2	6	9	8	5	3	4	6	4	3	4	6	10	10	3	3	10	10
25352	7	9	9	8	2	1	1	9	1	2	8	10	10	4	8	10	8	8	2	7
25353	7	6	7	3	8	9	7	3	3	7	1	3	5	3	8	5	4	7	10	2
25354	2	4	1	8	8	1	5	7	9	2	6	5	5	7	10	8	7	7	1	5
25431	1	8	5	7	8	7	2	1	7	2	3	2	6	1	1	5	4	3	6	9
25432	5	6	1	3	2	1	5	2	7	6	8	7	4	5	7	3	4	1	6	9
25433	3	6	5	6	7	7	7	6	10	7	5	7	2	7	10	1	1	5	3	6
25434	9	2	1	4	9	2	9	9	2	8	6	4	5	2	5	5	1	2	9	7
25435	7	7	5	7	5	2	1	2	9	1	7	7	1	8	8	8	3	3	4	5
25512	4	4	6	2	2	2	2	7	6	9	5	5	4	5	5	5	9	3	5	2
25513	6	2	2	4	4	8	8	6	4	8	1	5	6	5	9	6	7	7	7	1
25514	2	8	8	5	2	6	3	7	9	4	4	7	3	1	4	10	9	5	7	8
25515	8	4	8	5	5	3	1	6	9	1	7	2	1	8	7	7	2	5	5	9
25516	7	9	4	7	8	6	3	7	6	8	7	10	7	4	9	8	9	1	7	2
25594	1	7	3	7	10	6	8	1	9	9	5	6	9	6	2	5	2	9	4	4
25595	10	8	9	1	4	8	4	5	6	7	5	7	2	8	5	7	6	9	3	10
25596	7	8	3	9	7	2	3	7	7	2	7	3	7	5	2	9	5	1	9	7
25597	7	10	4	8	3	10	5	3	2	3	6	6	6	5	1	10	5	5	3	1
25674	2	10	2	7	9	8	3	1	3	8	3	9	2	6	3	5	10	8	4	1
25675	8	3	2	4	4	4	8	2	10	9	2	10	7	7	3	7	7	10	3	3
25676	3	4	3	5	1	5	6	4	2	5	10	10	5	7	8	9	8	7	2	1
25677	6	5	1	1	1	7	10	4	8	3	5	7	5	9	1	8	4	8	1	9
25678	5	9	4	7	4	7	7	4	5	10	6	6	1	4	4	9	1	10	9	5
25756	6	3	6	8	10	7	9	3	6	6	4	1	7	4	4	7	1	8	4	2
25757	9	1	6	7	9	10	7	6	9	10	9	7	8	3	6	4	2	2	8	1
25758	2	1	2	2	3	9	3	9	10	9	7	10	4	9	6	6	5	5	4	5
25759	7	5	1	10	3	5	7	9	3	7	4	1	1	9	7	10	3	1	2	4
25837	6	7	2	4	7	7	4	8	9	10	7	6	3	3	9	8	3	4	3	9
25838	5	4	4	9	2	7	7	8	3	7	2	10	8	5	8	10	5	2	8	4
25839	3	2	6	4	5	4	9	5	10	9	4	7	4	7	4	1	4	3	6	3
25840	4	1	4	10	6	6	9	8	9	10	5	10	8	2	10	7	1	5	3	9
25918	6	10	9	6	1	7	6	3	8	2	8	5	2	1	1	7	10	5	1	9
25919	7	3	2	1	4	9	5	1	3	3	5	8	6	4	9	2	7	3	9	8
25920	8	9	4	5	1	1	10	8	5	1	9	10	10	2	2	5	4	5	8	10
25921	10	10	6	3	4	3	2	1	9	8	6	9	8	5	10	3	10	9	3	6
25999	1	10	5	7	7	10	10	9	3	8	1	2	5	8	10	7	2	4	10	4
26000	2	3	7	1	2	4	3	2	8	2	1	7	7	3	2	1	2	1	5	1
26001	5	1	3	9	3	9	5	6	5	5	6	5	10	2	5	9	1	5	2	9
26002	9	2	4	7	1	3	7	3	4	8	1	8	9	8	10	5	6	6	3	5
26081	3	3	5	10	7	10	3	4	2	5	9	8	7	4	1	10	8	8	8	2
26082	9	1	2	10	2	3	1	5	7	1	4	5	2	10	6	4	4	4	2	9
26083	7	2	2	9	5	2	7	7	6	5	2	2	9	2	7	7	7	5	5	8
26161	1	4	10	6	9	4	7	4	9	8	9	5	1	5	2	6	5	9	4	6
26162	8	9	8	9	9	6	8	2	10	8	5	9	8	10	5	4	4	2	4	5
26163	7	2	3	3	3	1	7	3	2	2	1	8	2	4	8	8	1	9	8	3
26164	4	2	9	9	5	10	1	5	9	8	1	5	6	4	9	6	7	3	5	3
26242	2	5	10	6	7	3	8	3	1	10	6	5	3	10	5	8	9	5	1	4
26243	7	3	4	10	3	1	9	1	2	7	4	6	10	1	10	9	1	3	7	8
26244	3	8	5	8	10	2	7	10	3	6	2	6	8	9	1	7	1	4	2	1
26245	2	6	3	5	8	5	1	6	9	7	4	9	5	10	6	1	4	8	4	8
26324	8	1	6	8	4	7	7	9	5	1	6	9	10	9	7	4	8	5	3	3
26325	2	1	10	7	9	2	5	9	5	8	8	5	2	5	9	7	4	8	10	7
26326	1	8	8	3	7	10	8	10	8	7	10	9	2	8	3	10	8	4	5	8
26404	3	9	8	3	5	9	6	8	2	6	5	1	4	8	9	5	1	3	3	8
26405	1	8	8	3	7	2	5	6	2	3	9	6	4	7	6	1	4	1	1	9
26406	9	1	8	7	3	4	7	7	4	8	9	2	5	5	10	2	7	6	7	6
26407	9	7	4	6	9	4	5	6	9	5	7	4	10	4	6	8	5	2	6	5
26485	8	7	10	9	8	3	2	2	10	1	2	4	6	4	6	1	6	4	5	9
26486	2	6	10	1	2	3	8	7	1	8	5	5	8	1	6	8	5	5	2	4
26487	3	3	4	3	2	5	2	3	1	6	9	9	5	3	1	1	5	6	6	5
26488	10	9	7	3	3	10	9	10	8	9	2	5	8	5	9	5	9	4	1	8
26567	6	4	3	2	7	6	5	9	3	8	7	10	7	10	8	5	10	5	4	9
26568	8	7	5	2	4	10	6	10	3	8	2	9	7	8	8	2	10	9	8	5
26569	1	2	7	3	2	10	8	8	6	7	1	8	8	1	3	7	5	4	1	7
26647	4	5	1	5	7	2	4	10	5	7	8	4	5	10	1	10	10	7	5	3
26648	10	4	7	3	3	8	1	3	4	2	5	6	4	4	3	1	6	5	7	2
26649	9	2	10	8	7	10	5	8	6	1	1	10	2	1	1	4	6	8	4	10
26650	9	10	3	2	2	10	7	4	1	1	8	5	5	3	3	7	3	1	5	5
26729	4	4	9	5	5	7	6	2	7	3	9	7	10	7	10	4	10	1	9	10
26730	4	6	10	10	6	7	2	2	6	4	1	9	6	7	9	6	7	8	5	4
26731	1	5	2	6	2	2	2	4	2	3	6	6	5	9	9	1	8	9	9	3
26810	6	10	3	4	2	9	1	10	2	2	1	3	8	3	3	9	8	10	7	6
26811	2	9	7	10	4	10	3	4	6	9	10	5	2	4	10	10	1	3	9	1
26812	4	6	4	1	3	9	5	4	10	2	2	2	1	6	5	4	1	9	8	3
26891	2	8	6	10	2	1	5	5	5	6	7	4	7	8	1	8	9	2	8	10
26892	1	2	10	2	3	6	4	7	2	8	6	7	10	1	8	3	6	5	9	9
26893	2	5	9	9	6	10	9	4	1	9	10	9	5	4	10	7	5	2	6	5
26972	7	6	6	2	1	7	5	2	10	5	3	2	8	6	4	4	9	3	8	8
26973	5	6	2	8	8	6	9	2	8	6	6	6	3	1	10	5	5	2	10	10
26974	6	1	1	6	9	6	10	10	4	1	9	2	7	3	4	6	6	4	4	6
27054	3	3	9	9	7	6	10	8	3	7	8	9	7	4	8	5	4	9	10	4
27055	4	7	4	6	5	8	4	10	2	8	7	4	7	2	3	3	9	6	2	7
27134	10	1	6	9	5	2	4	1	7	1	1	7	5	9	4	1	8	8	7	1
27135	1	2	10	6	6	8	8	3	4	3	10	7	4	8	2	4	7	4	2	1
27136	7	9	8	8	7	9	1	4	6	2	2	7	6	7	9	9	8	7	9	10
27216	6	9	1	2	4	6	3	8	6	8	3	6	5	6	7	10	1	4	4	6
27217	8	4	7	5	6	1	3	5	10	1	3	6	3	10	4	10	2	2	8	6
28594	5	10	3	10	1	8	10	8	8	10	10	2	1	5	5	9	6	6	5	8
28837	6	7	3	4	9	1	3	9	7	5	4	6	4	10	4	2	4	2	3	1
