BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
BIO11_Mean	0.957729	0.664686	0.920144	-0.712299	0.749899	0.988071	-0.406936	0.187397	0.876055	0.787943	1.000000	-0.445348	-0.424819	-0.450286	0.612748	-0.416379	-0.447194	-0.654701	-0.122979	0.779383	-0.253831	-0.481592	0.478829	-0.912134	0.928046	-0.842641	-0.545990	-0.284095	-0.711916	-0.084085	-0.530219	-0.542254	-0.385896	-0.380769	-0.022048	0.772090	0.192902	-0.171551	0.951851	0.684841	0.768186	0.379342	-0.354720	0.967760	0.603741	0.168298
BIO12_Mean	-0.630262	-0.781389	-0.418506	-0.174216	-0.805513	-0.338105	-0.487584	-0.322012	-0.535904	-0.785783	-0.445348	1.000000	0.953258	0.886924	-0.562849	0.963909	0.906158	0.829618	0.847281	-0.737253	-0.259108	0.883809	-0.647609	0.379145	-0.415594	0.255371	0.913325	0.881350	0.855716	0.739823	0.921290	0.912519	0.815254	0.866554	0.685047	-0.790523	0.219118	-0.011524	-0.339190	-0.758551	-0.706181	-0.044264	0.339236	-0.382858	-0.797898	-0.246682
BIO13_Mean	-0.593424	-0.711313	-0.387619	-0.148102	-0.746322	-0.327452	-0.433610	-0.335599	-0.490321	-0.733559	-0.424819	0.953258	1.000000	0.739393	-0.380986	0.996301	0.761055	0.747492	0.871274	-0.698547	-0.227128	0.788645	-0.595239	0.386477	-0.405287	0.262438	0.820686	0.793856	0.768324	0.704878	0.839999	0.836082	0.819378	0.856248	0.695822	-0.726569	0.214702	0.025475	-0.335744	-0.681592	-0.643109	-0.017167	0.348864	-0.378094	-0.709898	-0.176988
BIO14_Mean	-0.615262	-0.772435	-0.439275	-0.130969	-0.788142	-0.351428	-0.450713	-0.175214	-0.594361	-0.754554	-0.450286	0.886924	0.739393	1.000000	-0.715691	0.755907	0.994595	0.884331	0.607769	-0.679069	-0.191933	0.866061	-0.607381	0.361101	-0.416318	0.247838	0.901990	0.838905	0.866969	0.610051	0.886264	0.876320	0.659982	0.714786	0.527102	-0.764604	0.138320	-0.061024	-0.344744	-0.762331	-0.691058	-0.122930	0.243547	-0.377951	-0.803445	-0.343029
BIO15_Mean	0.682955	0.716202	0.617995	-0.210038	0.696972	0.543273	0.101319	0.131739	0.649679	0.686276	0.612748	-0.562849	-0.380986	-0.715691	1.000000	-0.397810	-0.723865	-0.668246	-0.251008	0.672887	0.083507	-0.630437	0.611893	-0.414597	0.485656	-0.356911	-0.670378	-0.513480	-0.737563	-0.268808	-0.647333	-0.640187	-0.386030	-0.447781	-0.138856	0.738852	0.190609	-0.122298	0.480744	0.663054	0.715306	0.429539	-0.351156	0.510317	0.704008	0.331875
BIO16_Mean	-0.590020	-0.718977	-0.382525	-0.165153	-0.750881	-0.316663	-0.452611	-0.343012	-0.485944	-0.736461	-0.416379	0.963909	0.996301	0.755907	-0.397810	1.000000	0.777006	0.754799	0.880247	-0.697665	-0.233872	0.803412	-0.604049	0.374259	-0.397049	0.248599	0.834572	0.812241	0.777124	0.719400	0.852381	0.847030	0.821668	0.860151	0.703064	-0.732289	0.224757	0.019003	-0.323153	-0.688157	-0.645391	-0.011945	0.351270	-0.366521	-0.721695	-0.181892
BIO17_Mean	-0.617443	-0.783068	-0.437217	-0.142899	-0.793747	-0.345269	-0.464989	-0.190369	-0.586174	-0.761002	-0.447194	0.906158	0.761055	0.994595	-0.723865	0.777006	1.000000	0.880317	0.637256	-0.694497	-0.214024	0.874411	-0.622955	0.353096	-0.406895	0.242536	0.908625	0.850510	0.870093	0.633270	0.896653	0.886796	0.681328	0.739494	0.544354	-0.773623	0.146469	-0.054684	-0.338100	-0.764917	-0.698955	-0.123499	0.262894	-0.373574	-0.810013	-0.342199
BIO18_Mean	-0.777739	-0.823042	-0.633618	0.086736	-0.869393	-0.578458	-0.253231	-0.021344	-0.812871	-0.848756	-0.654701	0.829618	0.747492	0.884331	-0.668246	0.754799	0.880317	1.000000	0.431607	-0.740062	-0.081305	0.789225	-0.539231	0.616088	-0.656294	0.501922	0.861247	0.695052	0.908315	0.446757	0.844618	0.847367	0.605800	0.642540	0.373705	-0.819631	0.100105	-0.017168	-0.600344	-0.842716	-0.781173	-0.147970	0.296910	-0.615055	-0.809014	-0.298989
BIO19_Mean	-0.303343	-0.513454	-0.100851	-0.347574	-0.504647	-0.019934	-0.550802	-0.477159	-0.140639	-0.485093	-0.122979	0.847281	0.871274	0.607769	-0.251008	0.880247	0.637256	0.431607	1.000000	-0.504049	-0.304942	0.690631	-0.557218	0.057595	-0.081121	-0.029098	0.678377	0.768921	0.549506	0.755251	0.703215	0.687017	0.760265	0.802587	0.770478	-0.513859	0.266525	0.012704	-0.010476	-0.430606	-0.402117	0.066739	0.256375	-0.068260	-0.538037	-0.104446
CDD_IDW1N10	0.862887	0.846163	0.752272	-0.286215	0.848055	0.688969	0.087571	0.344733	0.727223	0.854159	0.779383	-0.737253	-0.698547	-0.679069	0.672887	-0.697665	-0.694497	-0.740062	-0.504049	1.000000	-0.020846	-0.737040	0.758673	-0.623817	0.665387	-0.488538	-0.785205	-0.600569	-0.866407	-0.392508	-0.788567	-0.799798	-0.737066	-0.736872	-0.398159	0.911081	0.002952	-0.099125	0.645911	0.739760	0.826679	0.321662	-0.450077	0.703291	0.759252	0.360143
CSDI_IDW1N10	-0.104559	-0.004515	-0.365747	0.517993	0.076907	-0.285133	0.452380	0.106707	-0.118753	0.091551	-0.253831	-0.259108	-0.227128	-0.191933	0.083507	-0.233872	-0.214024	-0.081305	-0.304942	-0.020846	1.000000	-0.211029	-0.032724	0.218817	-0.271226	0.179957	-0.203449	-0.313597	-0.101787	-0.335501	-0.223794	-0.202319	-0.139981	-0.216659	-0.180197	0.074945	-0.065583	0.223253	-0.295026	0.218176	0.108726	-0.086274	-0.026377	-0.290036	0.172208	0.064204
CWD_IDW1N10	-0.654227	-0.761286	-0.426592	-0.125868	-0.810897	-0.379674	-0.440585	-0.328618	-0.558706	-0.794913	-0.481592	0.883809	0.788645	0.866061	-0.630437	0.803412	0.874411	0.789225	0.690631	-0.737040	-0.211029	1.000000	-0.674389	0.408327	-0.466524	0.291862	0.968137	0.917799	0.915516	0.694366	0.952071	0.939751	0.759815	0.826953	0.640874	-0.825537	0.259762	-0.121635	-0.367234	-0.811232	-0.743145	-0.042476	0.213671	-0.407957	-0.852472	-0.281229
DTR_IDW1N10	0.605668	0.806918	0.508709	-0.006255	0.722389	0.367861	0.354616	0.350571	0.498932	0.682096	0.478829	-0.647609	-0.595239	-0.607381	0.611893	-0.604049	-0.622955	-0.539231	-0.557218	0.758673	-0.032724	-0.674389	1.000000	-0.260455	0.359437	-0.208531	-0.671841	-0.582897	-0.688531	-0.401156	-0.666286	-0.666981	-0.608840	-0.631881	-0.400663	0.784597	0.032422	-0.176970	0.274648	0.526682	0.555796	0.333725	-0.426878	0.369126	0.784574	0.370419
FD_IDW1N10	-0.876369	-0.549768	-0.821169	0.636607	-0.679801	-0.923963	0.405019	-0.108269	-0.816009	-0.723811	-0.912134	0.379145	0.386477	0.361101	-0.414597	0.374259	0.353096	0.616088	0.057595	-0.623817	0.218817	0.408327	-0.260455	1.000000	-0.981694	0.943286	0.477928	0.228134	0.636139	0.060570	0.463710	0.478631	0.318822	0.303218	0.012892	-0.661065	-0.045411	0.049734	-0.968409	-0.703872	-0.690815	-0.142362	0.237719	-0.962620	-0.532770	-0.001634
GSL_IDW1N10	0.901370	0.614748	0.859075	-0.626737	0.722680	0.927428	-0.360484	0.108197	0.842428	0.757327	0.928046	-0.415594	-0.405287	-0.416318	0.485656	-0.397049	-0.406895	-0.656294	-0.081121	0.665387	-0.271226	-0.466524	0.359437	-0.981694	1.000000	-0.915133	-0.530800	-0.275668	-0.687684	-0.083566	-0.509752	-0.521537	-0.337106	-0.328237	-0.025048	0.705481	0.048786	-0.053056	0.957993	0.723613	0.715480	0.183129	-0.253050	0.956750	0.587327	0.034794
ID_IDW1N10	-0.788142	-0.475357	-0.760870	0.644475	-0.580345	-0.869558	0.449036	-0.021470	-0.765408	-0.619141	-0.842641	0.255371	0.262438	0.247838	-0.356911	0.248599	0.242536	0.501922	-0.029098	-0.488538	0.179957	0.291862	-0.208531	0.943286	-0.915133	1.000000	0.345286	0.101810	0.513431	-0.053577	0.324259	0.337272	0.151837	0.147790	-0.119351	-0.541071	-0.061970	0.019194	-0.921495	-0.588484	-0.543851	-0.064288	0.115998	-0.919311	-0.457376	0.043873
PRCPTOT_IDW1N10	-0.714443	-0.817896	-0.502796	-0.079085	-0.861302	-0.442403	-0.417944	-0.283646	-0.641131	-0.844053	-0.545990	0.913325	0.820686	0.901990	-0.670378	0.834572	0.908625	0.861247	0.678377	-0.785205	-0.203449	0.968137	-0.671841	0.477928	-0.530800	0.345286	1.000000	0.931544	0.960474	0.715967	0.992583	0.982887	0.809270	0.860651	0.658552	-0.871126	0.231192	-0.074961	-0.444382	-0.857932	-0.799012	-0.077894	0.288751	-0.479662	-0.877053	-0.266148
R10MM_IDW1N10	-0.473663	-0.647442	-0.244478	-0.286762	-0.680999	-0.179185	-0.548580	-0.343537	-0.380131	-0.657615	-0.284095	0.881350	0.793856	0.838905	-0.513480	0.812241	0.850510	0.695052	0.768921	-0.600569	-0.313597	0.917799	-0.582897	0.228134	-0.275668	0.101810	0.931544	1.000000	0.795379	0.890706	0.936717	0.916087	0.810226	0.872646	0.789501	-0.693959	0.300863	-0.135857	-0.175622	-0.698484	-0.612187	0.023886	0.195312	-0.211370	-0.750166	-0.215908
R1MM_IDW1N10	-0.846446	-0.880030	-0.668100	0.103662	-0.926410	-0.619126	-0.266347	-0.222442	-0.789125	-0.916889	-0.711916	0.855716	0.768324	0.866969	-0.737563	0.777124	0.870093	0.908315	0.549506	-0.866407	-0.101787	0.915516	-0.688531	0.636139	-0.687684	0.513431	0.960474	0.795379	1.000000	0.521214	0.945015	0.944061	0.735859	0.774070	0.491121	-0.934849	0.139473	-0.014285	-0.621437	-0.903536	-0.874778	-0.166613	0.343549	-0.655020	-0.896744	-0.285858
R20MM_IDW1N10	-0.244619	-0.409576	-0.054301	-0.333891	-0.431401	-0.000289	-0.492276	-0.357618	-0.135425	-0.416608	-0.084085	0.739823	0.704878	0.610051	-0.268808	0.719400	0.633270	0.446757	0.755251	-0.392508	-0.335501	0.694366	-0.401156	0.060570	-0.083566	-0.053577	0.715967	0.890706	0.521214	1.000000	0.758380	0.740596	0.772992	0.824474	0.823154	-0.446889	0.260993	-0.104543	0.005936	-0.459016	-0.378043	0.080112	0.156662	-0.021268	-0.501435	-0.099905
R95P_IDW1N10	-0.700812	-0.807674	-0.486506	-0.093002	-0.849737	-0.425660	-0.426144	-0.298523	-0.620263	-0.834085	-0.530219	0.921290	0.839999	0.886264	-0.647333	0.852381	0.896653	0.844618	0.703215	-0.788567	-0.223794	0.952071	-0.666286	0.463710	-0.509752	0.324259	0.992583	0.936717	0.945015	0.758380	1.000000	0.994808	0.858989	0.902899	0.703572	-0.863205	0.227143	-0.066858	-0.425905	-0.846982	-0.789841	-0.073752	0.304756	-0.461762	-0.863850	-0.259788
R99P_IDW1N10	-0.710703	-0.812922	-0.500325	-0.080184	-0.855307	-0.438452	-0.416150	-0.289603	-0.632042	-0.839535	-0.542254	0.912519	0.836082	0.876320	-0.640187	0.847030	0.886796	0.847367	0.687017	-0.799798	-0.202319	0.939751	-0.666981	0.478631	-0.521537	0.337272	0.982887	0.916087	0.944061	0.740596	0.994808	1.000000	0.870795	0.905325	0.699813	-0.869309	0.229093	-0.069513	-0.440309	-0.851092	-0.793134	-0.065685	0.303844	-0.477484	-0.866015	-0.273597
RX1DAY_IDW1N10	-0.530901	-0.648485	-0.367168	-0.111109	-0.657357	-0.284997	-0.386297	-0.398243	-0.408263	-0.647816	-0.385896	0.815254	0.819378	0.659982	-0.386030	0.821668	0.681328	0.605800	0.760265	-0.737066	-0.139981	0.759815	-0.608840	0.318822	-0.337106	0.151837	0.809270	0.810226	0.735859	0.772992	0.858989	0.870795	1.000000	0.979323	0.883631	-0.704806	0.238225	-0.001326	-0.277969	-0.617450	-0.599280	-0.004536	0.328135	-0.323334	-0.662337	-0.157362
RX5DAY_IDW1N10	-0.539951	-0.667625	-0.351535	-0.148707	-0.683848	-0.275758	-0.428361	-0.399651	-0.419475	-0.674332	-0.380769	0.866554	0.856248	0.714786	-0.447781	0.860151	0.739494	0.642540	0.802587	-0.736872	-0.216659	0.826953	-0.631881	0.303218	-0.328237	0.147790	0.860651	0.872646	0.774070	0.824474	0.902899	0.905325	0.979323	1.000000	0.879284	-0.726930	0.230062	-0.010207	-0.261898	-0.652064	-0.630092	-0.035818	0.327063	-0.305363	-0.699938	-0.165965
SDII_IDW1N10	-0.173962	-0.374154	-0.027318	-0.353340	-0.368981	0.065769	-0.505452	-0.355488	-0.085973	-0.346737	-0.022048	0.685047	0.695822	0.527102	-0.138856	0.703064	0.544354	0.373705	0.770478	-0.398159	-0.180197	0.640874	-0.400663	0.012892	-0.025048	-0.119351	0.658552	0.789501	0.491121	0.823154	0.703572	0.699813	0.883631	0.879284	1.000000	-0.397822	0.400353	-0.108023	0.046738	-0.366269	-0.289553	0.242549	0.117919	0.017644	-0.449093	0.032262
SU_IDW1N10	0.897758	0.880595	0.704668	-0.168833	0.944044	0.684920	0.202363	0.367159	0.771835	0.944511	0.772090	-0.790523	-0.726569	-0.764604	0.738852	-0.732289	-0.773623	-0.819631	-0.513859	0.911081	0.074945	-0.825537	0.784597	-0.661065	0.705481	-0.541071	-0.871126	-0.693959	-0.934849	-0.446889	-0.863205	-0.869309	-0.704806	-0.726930	-0.397822	1.000000	-0.027964	-0.090742	0.646653	0.902473	0.917648	0.285059	-0.455172	0.705029	0.927231	0.348615
TN10P_IDW1N10	0.081983	-0.023178	0.194896	-0.374381	-0.055977	0.218745	-0.343599	-0.031369	0.092831	-0.053238	0.192902	0.219118	0.214702	0.138320	0.190609	0.224757	0.146469	0.100105	0.266525	0.002952	-0.065583	0.259762	0.032422	-0.045411	0.048786	-0.061970	0.231192	0.300863	0.139473	0.260993	0.227143	0.229093	0.238225	0.230062	0.400353	-0.027964	1.000000	-0.533193	0.131794	-0.141671	-0.002866	0.710244	-0.225337	0.133194	-0.144342	0.242337
TN90P_IDW1N10	-0.121611	-0.111410	-0.204675	0.218047	-0.064711	-0.165746	0.138016	-0.095350	-0.105238	-0.055135	-0.171551	-0.011524	0.025475	-0.061024	-0.122298	0.019003	-0.054684	-0.017168	0.012704	-0.099125	0.223253	-0.121635	-0.176970	0.049734	-0.053056	0.019194	-0.074961	-0.135857	-0.014285	-0.104543	-0.066858	-0.069513	-0.001326	-0.010207	-0.108023	-0.090742	-0.533193	1.000000	-0.129868	0.072874	-0.070081	-0.503911	0.553284	-0.144674	0.017245	0.097474
TNN_IDW1N10	0.880074	0.557626	0.888614	-0.749558	0.644434	0.963861	-0.496419	0.067125	0.841926	0.683919	0.951851	-0.339190	-0.335744	-0.344744	0.480744	-0.323153	-0.338100	-0.600344	-0.010476	0.645911	-0.295026	-0.367234	0.274648	-0.968409	0.957993	-0.921495	-0.444382	-0.175622	-0.621437	0.005936	-0.425905	-0.440309	-0.277969	-0.261898	0.046738	0.646653	0.131794	-0.129868	1.000000	0.632580	0.686070	0.241296	-0.252443	0.991097	0.483418	0.033666
TNX_IDW1N10	0.833813	0.761941	0.565096	-0.044403	0.913473	0.621815	0.248135	0.257305	0.745782	0.924725	0.684841	-0.758551	-0.681592	-0.762331	0.663054	-0.688157	-0.764917	-0.842716	-0.430606	0.739760	0.218176	-0.811232	0.526682	-0.703872	0.723613	-0.588484	-0.857932	-0.698484	-0.903536	-0.459016	-0.846982	-0.851092	-0.617450	-0.652064	-0.366269	0.902473	-0.141671	0.072874	0.632580	1.000000	0.920891	0.093805	-0.308994	0.657512	0.901912	0.245024
TR_IDW1N10	0.877844	0.751413	0.637812	-0.193159	0.892766	0.704888	0.118276	0.312540	0.761514	0.915509	0.768186	-0.706181	-0.643109	-0.691058	0.715306	-0.645391	-0.698955	-0.781173	-0.402117	0.826679	0.108726	-0.743145	0.555796	-0.690815	0.715480	-0.543851	-0.799012	-0.612187	-0.874778	-0.378043	-0.789841	-0.793134	-0.599280	-0.630092	-0.289553	0.917648	-0.002866	-0.070081	0.686070	0.920891	1.000000	0.292598	-0.422130	0.711870	0.820608	0.281700
TX10P_IDW1N10	0.312572	0.215740	0.374488	-0.392262	0.190038	0.368046	-0.253547	0.041265	0.287405	0.198439	0.379342	-0.044264	-0.017167	-0.122930	0.429539	-0.011945	-0.123499	-0.147970	0.066739	0.321662	-0.086274	-0.042476	0.333725	-0.142362	0.183129	-0.064288	-0.077894	0.023886	-0.166613	0.080112	-0.073752	-0.065685	-0.004536	-0.035818	0.242549	0.285059	0.710244	-0.503911	0.241296	0.093805	0.292598	1.000000	-0.498318	0.261697	0.132793	0.255146
TX90P_IDW1N10	-0.405474	-0.389466	-0.353263	0.109697	-0.380675	-0.310036	-0.038321	-0.210732	-0.329445	-0.400874	-0.354720	0.339236	0.348864	0.243547	-0.351156	0.351270	0.262894	0.296910	0.256375	-0.450077	-0.026377	0.213671	-0.426878	0.237719	-0.253050	0.115998	0.288751	0.195312	0.343549	0.156662	0.304756	0.303844	0.328135	0.327063	0.117919	-0.455172	-0.225337	0.553284	-0.252443	-0.308994	-0.422130	-0.498318	1.000000	-0.288010	-0.366924	0.138252
TXN_IDW1N10	0.911695	0.616127	0.907761	-0.725568	0.692680	0.968949	-0.447829	0.125726	0.849836	0.727948	0.967760	-0.382858	-0.378094	-0.377951	0.510317	-0.366521	-0.373574	-0.615055	-0.068260	0.703291	-0.290036	-0.407957	0.369126	-0.962620	0.956750	-0.919311	-0.479662	-0.211370	-0.655020	-0.021268	-0.461762	-0.477484	-0.323334	-0.305363	0.017644	0.705029	0.133194	-0.144674	0.991097	0.657512	0.711870	0.261697	-0.288010	1.000000	0.541199	0.087939
TXX_IDW1N10	0.774875	0.844964	0.536275	0.046476	0.912327	0.514737	0.383731	0.278578	0.705888	0.895147	0.603741	-0.797898	-0.709898	-0.803445	0.704008	-0.721695	-0.810013	-0.809014	-0.538037	0.759252	0.172208	-0.852472	0.784574	-0.532770	0.587327	-0.457376	-0.877053	-0.750166	-0.896744	-0.501435	-0.863850	-0.866015	-0.662337	-0.699938	-0.449093	0.927231	-0.144342	0.017245	0.483418	0.901912	0.820608	0.132793	-0.366924	0.541199	1.000000	0.284843
WSDI_IDW1N10	0.229390	0.366740	0.148341	0.059651	0.333119	0.107458	0.243021	0.119649	0.163348	0.295373	0.168298	-0.246682	-0.176988	-0.343029	0.331875	-0.181892	-0.342199	-0.298989	-0.104446	0.360143	0.064204	-0.281229	0.370419	-0.001634	0.034794	0.043873	-0.266148	-0.215908	-0.285858	-0.099905	-0.259788	-0.273597	-0.157362	-0.165965	0.032262	0.348615	0.242337	0.097474	0.033666	0.245024	0.281700	0.255146	0.138252	0.087939	0.284843	1.000000
