ID	I0001	I0002	I0003	I0004	I0005	I0006	I0007	I0008	I0009	I0010	I0991	I0992	I0993	I0994	I0995	I0996	I0997	I0998	I0999	I1000
25270	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25271	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25272	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25273	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25350	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25351	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25352	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25353	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25354	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25431	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25432	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25433	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25434	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25435	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25512	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25513	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25514	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25515	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25516	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25594	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25595	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25596	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25597	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25674	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25675	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25676	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25677	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25678	1	7	8	10	5	8	2	10	6	6	6	1	5	5	1	10	1	6	1	1
25756	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
25757	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25758	1	7	8	10	5	8	2	10	6	6	6	1	5	5	1	10	1	6	1	1
25759	1	7	8	10	5	8	2	10	6	6	6	1	5	5	1	10	1	6	1	1
25837	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
25838	1	7	8	10	5	8	2	10	6	6	6	1	5	5	1	10	1	6	1	1
25839	1	7	8	10	5	8	2	10	6	6	6	1	5	5	1	10	1	6	1	1
25840	1	7	8	10	5	8	2	10	6	6	6	1	5	5	1	10	1	6	1	1
25918	1	7	8	10	5	8	2	10	6	8	6	1	5	5	1	10	1	6	1	1
25919	1	7	8	10	5	8	2	10	6	8	6	1	5	5	1	10	1	6	1	1
25920	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
25921	1	7	5	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
25999	1	7	8	10	5	8	2	10	6	8	6	1	5	5	1	10	1	6	1	1
26000	1	7	8	10	5	8	2	10	6	8	6	1	5	5	1	10	1	6	1	1
26001	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26002	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26081	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26082	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26083	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26161	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26162	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26163	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26164	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	1	1
26242	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26243	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26244	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26245	1	7	5	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26324	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26325	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26326	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26404	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26405	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26406	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26407	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
26485	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26486	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26487	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26488	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
26567	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26568	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26569	1	7	5	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	2	1
26647	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26648	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26649	1	7	5	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	2	1
26650	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
26729	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26730	1	7	5	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	2	1
26731	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
26810	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	1	1
26811	1	7	8	10	5	8	3	10	6	8	6	1	5	5	1	10	1	6	2	1
26812	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
26891	1	7	8	10	5	8	3	10	6	8	9	1	5	5	1	10	1	6	2	1
26892	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
26893	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
26972	1	7	8	10	5	8	3	10	6	8	9	1	5	5	1	10	1	6	2	1
26973	1	7	5	10	5	8	3	10	6	8	9	1	5	5	1	10	1	6	2	1
26974	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
27054	1	7	5	10	5	8	3	10	6	8	9	1	5	5	1	10	1	6	2	1
27055	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
27134	1	7	5	10	5	8	3	10	6	8	9	1	5	5	1	10	1	6	2	1
27135	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
27136	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
27216	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
27217	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39418	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39419	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39420	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39421	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39422	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39423	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	1	1
39424	1	7	5	10	5	8	3	10	6	6	6	1	5	5	1	10	1	6	1	1
39425	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
39426	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
39430	1	7	8	8	5	8	2	10	6	9	10	8	5	5	1	10	1	6	1	1
39431	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39432	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39433	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39434	6	7	8	8	4	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39435	6	7	8	8	4	5	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39436	6	7	8	8	4	5	1	5	6	9	7	8	5	5	6	6	1	6	1	1
39437	6	7	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39438	6	7	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39440	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39446	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39447	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39498	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39499	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39500	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39501	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39502	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39503	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39504	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	1	1
39505	1	7	5	10	5	8	3	10	6	6	6	1	5	7	1	10	1	6	1	1
39506	1	7	5	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
39507	1	7	8	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
39510	1	7	8	10	5	8	2	10	6	9	10	8	5	5	1	10	1	6	1	1
39511	6	7	8	8	5	8	2	10	6	9	10	8	5	5	6	10	1	6	1	1
39512	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39513	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39514	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39515	6	7	8	8	4	5	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39516	6	7	8	8	4	5	1	5	6	9	10	8	5	5	6	10	1	6	1	1
39517	6	7	8	8	4	5	1	5	6	9	7	8	5	5	6	6	1	6	1	1
39518	6	7	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39519	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39520	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39526	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39527	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39528	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39580	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39581	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39582	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39583	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39584	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39585	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39586	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39587	1	7	5	10	5	8	2	10	6	6	6	1	5	7	1	10	1	6	1	1
39588	1	7	5	10	5	8	2	10	6	6	10	1	5	7	1	10	1	6	1	1
39589	1	7	5	10	5	8	2	10	6	6	10	1	5	5	1	10	1	6	1	1
39590	1	7	8	10	5	8	2	10	6	6	10	8	5	5	1	10	1	6	1	1
39591	1	7	8	10	5	8	2	10	6	9	10	8	5	5	1	10	1	6	1	1
39592	6	7	8	8	5	8	2	10	6	9	10	8	5	5	6	10	1	6	1	1
39593	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39594	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39595	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39596	6	7	8	8	4	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39597	6	7	8	8	4	5	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39598	6	7	8	8	4	5	1	5	6	9	10	8	5	5	6	6	1	6	1	1
39599	6	7	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39600	6	7	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39601	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39602	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39603	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39607	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39608	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39661	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39662	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39663	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39664	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39665	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39666	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39667	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39668	1	7	5	10	5	8	3	10	6	6	6	1	5	7	1	10	1	6	2	1
39669	1	7	5	10	5	8	2	10	6	6	6	1	5	7	1	10	1	6	1	1
39670	1	7	5	10	5	8	2	10	6	6	10	1	5	7	1	10	1	6	1	1
39671	1	7	5	10	5	8	2	10	6	6	10	1	5	7	1	10	1	6	1	1
39672	1	7	8	10	5	8	2	10	6	9	10	8	5	5	1	10	1	6	1	1
39673	1	7	8	10	5	8	2	10	6	9	10	8	5	5	1	10	1	6	1	1
39674	6	7	8	8	5	8	2	10	6	9	10	8	5	5	6	10	1	6	1	1
39675	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39676	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39677	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39678	6	7	8	8	4	5	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39679	6	7	8	8	4	5	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39680	6	7	8	8	4	5	1	5	6	9	10	8	5	5	6	6	1	6	1	1
39681	6	7	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39682	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39683	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39684	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39685	6	4	8	8	4	5	1	5	6	9	7	8	5	5	6	6	9	6	1	1
39688	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39689	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39690	6	4	8	8	4	5	1	5	6	7	7	8	5	5	6	6	9	6	1	1
39742	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39743	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39744	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39745	1	7	5	10	5	8	3	10	6	8	9	1	5	7	1	10	1	6	2	1
39746	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39747	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39748	1	7	5	10	5	8	3	10	6	8	6	1	5	7	1	10	1	6	2	1
39749	1	7	5	10	5	8	3	10	6	6	6	1	5	7	1	10	1	6	2	1
39750	1	7	5	10	5	8	2	10	6	6	6	1	5	7	1	10	1	6	1	1
39751	1	7	5	10	5	8	2	10	6	6	10	1	5	7	1	10	1	6	1	1
39752	1	7	5	10	5	8	2	10	6	6	10	1	5	7	1	10	1	6	1	1
39753	1	7	5	10	5	8	2	10	6	9	10	8	5	7	1	10	1	6	1	1
39754	6	7	8	8	5	8	2	10	6	9	10	8	5	5	6	10	1	6	1	1
39755	6	7	8	8	5	8	2	10	6	9	10	8	5	5	6	10	1	6	1	1
39756	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39757	6	7	8	8	5	8	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39758	6	7	8	8	4	5	1	10	6	9	10	8	5	5	6	10	1	6	1	1
39759	6	7	8	8	4	5	1	10	6	9	10	8	5	5	6	10	1	6	1	1
