BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
BIO11_Mean	0.957303	-0.133640	0.800548	-0.905732	0.563256	0.993374	-0.853390	0.047595	0.890745	0.685816	1.000000	0.257658	0.048639	0.286856	-0.211753	0.069700	0.304490	-0.260476	0.527459	0.289394	0.203390	0.168522	-0.305573	-0.926054	0.908047	-0.943576	0.237567	0.359900	-0.011431	0.199137	0.180057	0.104151	0.072007	0.157646	0.373204	0.572723	-0.077402	0.344921	0.943899	0.522395	0.520963	-0.177126	0.292181	0.948871	0.367827	0.402500
BIO12_Mean	0.071883	-0.595006	0.138572	-0.507657	-0.389620	0.319127	-0.570390	-0.237552	0.127333	-0.287725	0.257658	1.000000	0.773540	0.823658	-0.417415	0.848736	0.842720	0.626792	0.798026	-0.505763	-0.207022	0.773580	-0.321666	-0.249754	0.221576	-0.251565	0.848283	0.749699	0.762240	0.444878	0.759031	0.694658	0.362940	0.470282	0.489921	-0.335347	0.374012	0.064569	0.258231	-0.332512	-0.280513	0.241245	0.331420	0.240109	-0.392547	0.256047
BIO13_Mean	-0.042783	-0.200916	0.114542	-0.213039	-0.313743	0.064075	-0.236800	-0.057763	-0.078734	-0.242739	0.048639	0.773540	1.000000	0.358028	0.158501	0.984615	0.373077	0.787550	0.451899	-0.235206	-0.495886	0.647310	-0.016688	-0.036768	0.069759	-0.069314	0.709321	0.735024	0.487104	0.698095	0.799147	0.807601	0.731453	0.773007	0.728991	-0.311347	0.319787	-0.148483	0.085182	-0.296060	-0.247933	0.311140	0.045195	0.095896	-0.369966	-0.105147
BIO14_Mean	0.088734	-0.723317	0.054976	-0.537932	-0.399841	0.362350	-0.625553	-0.186118	0.134443	-0.282684	0.286856	0.823658	0.358028	1.000000	-0.705168	0.451846	0.994143	0.436740	0.675231	-0.615192	0.083310	0.653225	-0.476284	-0.292598	0.219081	-0.281879	0.718800	0.541604	0.766141	0.120684	0.528262	0.439941	0.011385	0.118556	0.167077	-0.324225	0.254051	0.169734	0.270118	-0.293495	-0.275387	0.075764	0.374305	0.237949	-0.357464	0.321730
BIO15_Mean	-0.066872	0.741926	0.155345	0.356194	0.207566	-0.300413	0.454283	0.306949	-0.218105	0.152217	-0.211753	-0.417415	0.158501	-0.705168	1.000000	0.052426	-0.711888	0.051847	-0.484808	0.612125	-0.451130	-0.243403	0.548869	0.273272	-0.163682	0.215182	-0.298698	-0.049662	-0.538140	0.312914	-0.059262	0.028585	0.413277	0.326801	0.265279	0.094062	-0.054497	-0.345890	-0.174277	0.065331	0.064421	0.198927	-0.510258	-0.123782	0.081702	-0.553914
BIO16_Mean	-0.045597	-0.282900	0.112064	-0.262039	-0.353461	0.095910	-0.294143	-0.117382	-0.054121	-0.280486	0.069700	0.848736	0.984615	0.451846	0.052426	1.000000	0.468310	0.776891	0.546305	-0.298428	-0.465656	0.689458	-0.066951	-0.060239	0.082648	-0.085692	0.754486	0.754153	0.560771	0.661561	0.810249	0.803149	0.670084	0.727259	0.687539	-0.342561	0.353720	-0.118258	0.104148	-0.332731	-0.272595	0.319561	0.109963	0.108342	-0.398316	-0.032714
BIO17_Mean	0.106157	-0.724826	0.075082	-0.552303	-0.384315	0.380260	-0.638150	-0.199886	0.160404	-0.267751	0.304490	0.842720	0.373077	0.994143	-0.711888	0.468310	1.000000	0.425496	0.706319	-0.614357	0.070413	0.660881	-0.478644	-0.313815	0.243788	-0.298387	0.724394	0.552820	0.764784	0.133510	0.535217	0.445612	0.017950	0.129970	0.179390	-0.311049	0.262455	0.172723	0.288660	-0.282700	-0.265081	0.079765	0.385289	0.256165	-0.348354	0.332642
BIO18_Mean	-0.346628	-0.285608	-0.250052	0.043019	-0.562872	-0.234949	-0.021231	0.166463	-0.462037	-0.492234	-0.260476	0.626792	0.787550	0.436740	0.051847	0.776891	0.425496	1.000000	0.061731	-0.519375	-0.417564	0.615509	0.044758	0.260957	-0.243677	0.192282	0.689339	0.567214	0.638334	0.491201	0.745640	0.771153	0.598174	0.602455	0.484782	-0.574539	0.284296	-0.273622	-0.247796	-0.519504	-0.532657	0.274351	-0.076180	-0.227021	-0.545256	-0.298735
BIO19_Mean	0.364887	-0.500927	0.393825	-0.669449	-0.053719	0.581946	-0.699147	-0.412505	0.507417	0.027351	0.527459	0.798026	0.451899	0.675231	-0.484808	0.546305	0.706319	0.061731	1.000000	-0.200531	0.008777	0.523007	-0.428765	-0.523843	0.480318	-0.468554	0.559519	0.548373	0.462156	0.236177	0.422583	0.328731	0.069941	0.197336	0.311581	0.028924	0.269987	0.292121	0.527759	0.003404	0.086808	0.121206	0.452184	0.489416	-0.076152	0.531576
CDD_IDW1N10	0.434988	0.614986	0.440952	-0.013927	0.665677	0.212625	0.100356	0.087353	0.392274	0.623711	0.289394	-0.505763	-0.235206	-0.615192	0.612125	-0.298428	-0.614357	-0.519375	-0.200531	1.000000	0.060193	-0.515078	0.280816	-0.238937	0.295849	-0.236129	-0.550064	-0.226332	-0.816172	0.064581	-0.411318	-0.382015	0.024829	-0.034166	0.084659	0.649948	-0.195913	0.062623	0.302846	0.593437	0.646668	-0.071836	-0.181869	0.312337	0.557475	-0.064416
CSDI_IDW1N10	0.202564	-0.345648	-0.222483	-0.123647	0.180853	0.234370	-0.176442	-0.037062	0.264890	0.222250	0.203390	-0.207022	-0.495886	0.083310	-0.451130	-0.465656	0.070413	-0.417564	0.008777	0.060193	1.000000	-0.352323	-0.394927	-0.202748	0.073304	-0.178352	-0.321992	-0.406945	-0.156178	-0.494027	-0.474937	-0.522251	-0.585086	-0.585228	-0.452482	0.330401	-0.179584	0.412344	0.112374	0.381571	0.336538	-0.337801	0.296515	0.076176	0.332551	0.474965
CWD_IDW1N10	0.007903	-0.385754	0.193054	-0.419626	-0.422831	0.210224	-0.462016	-0.182621	0.020864	-0.332933	0.168522	0.773580	0.647310	0.653225	-0.243403	0.689458	0.660881	0.615509	0.523007	-0.515078	-0.352323	1.000000	-0.272580	-0.140143	0.114613	-0.173131	0.933689	0.816371	0.830575	0.492873	0.846159	0.790828	0.432683	0.560046	0.535785	-0.492616	0.375674	-0.104822	0.198733	-0.497206	-0.415430	0.286220	0.058951	0.209260	-0.571945	0.027351
DTR_IDW1N10	-0.143125	0.680551	-0.006783	0.452647	0.241069	-0.372096	0.554362	0.281965	-0.228762	0.121125	-0.305573	-0.321666	-0.016688	-0.476284	0.548869	-0.066951	-0.478644	0.044758	-0.428765	0.280816	-0.394927	-0.272580	1.000000	0.366604	-0.207159	0.227379	-0.292086	-0.256236	-0.279506	-0.042139	-0.190140	-0.133210	0.025172	-0.033199	-0.111662	0.197718	-0.044792	-0.472348	-0.378735	-0.035595	-0.148713	0.151251	-0.470136	-0.288339	0.339842	-0.441875
FD_IDW1N10	-0.914305	0.122320	-0.751551	0.790341	-0.602561	-0.929683	0.759517	-0.018148	-0.860199	-0.711506	-0.926054	-0.249754	-0.036768	-0.292598	0.273272	-0.060239	-0.313815	0.260957	-0.523843	-0.238937	-0.202748	-0.140143	0.366604	1.000000	-0.976989	0.965033	-0.201965	-0.328789	0.030171	-0.163666	-0.148868	-0.081789	-0.062826	-0.143364	-0.335688	-0.603233	0.096739	-0.376440	-0.961480	-0.629821	-0.595107	0.263438	-0.323672	-0.954845	-0.429009	-0.349703
GSL_IDW1N10	0.925323	0.006189	0.801581	-0.743310	0.664601	0.897786	-0.690515	0.085267	0.838477	0.758328	0.908047	0.221576	0.069759	0.219081	-0.163682	0.082648	0.243788	-0.243677	0.480318	0.295849	0.073304	0.114613	-0.207159	-0.976989	1.000000	-0.958726	0.175834	0.324029	-0.079120	0.197950	0.150904	0.094817	0.111516	0.187604	0.367138	0.638018	-0.114104	0.305466	0.938151	0.637391	0.590736	-0.239303	0.244088	0.946103	0.472839	0.258618
ID_IDW1N10	-0.946111	0.057480	-0.767801	0.802049	-0.627968	-0.935925	0.753526	-0.113044	-0.851971	-0.738879	-0.943576	-0.251565	-0.069314	-0.281879	0.215182	-0.085692	-0.298387	0.192282	-0.468554	-0.236129	-0.178352	-0.173131	0.227379	0.965033	-0.958726	1.000000	-0.246939	-0.359812	-0.004532	-0.200416	-0.199072	-0.133305	-0.099185	-0.180165	-0.371442	-0.615968	0.108662	-0.294446	-0.939021	-0.583866	-0.526778	0.254466	-0.257035	-0.959519	-0.442245	-0.302999
PRCPTOT_IDW1N10	0.073185	-0.482170	0.172054	-0.481301	-0.394759	0.284067	-0.532617	-0.096187	0.049463	-0.282362	0.237567	0.848283	0.709321	0.718800	-0.298698	0.754486	0.724394	0.689339	0.559519	-0.550064	-0.321992	0.933689	-0.292086	-0.201965	0.175834	-0.246939	1.000000	0.897775	0.855437	0.598132	0.940378	0.885721	0.541202	0.649327	0.646866	-0.442862	0.393451	-0.068487	0.236399	-0.427701	-0.398415	0.272246	0.140191	0.244621	-0.511662	0.102673
R10MM_IDW1N10	0.243068	-0.267004	0.380888	-0.509262	-0.171104	0.377706	-0.524507	-0.075445	0.195938	-0.059667	0.359900	0.749699	0.735024	0.541604	-0.049662	0.754153	0.552820	0.567214	0.548373	-0.226332	-0.406945	0.816371	-0.256236	-0.328789	0.324029	-0.359812	0.897775	1.000000	0.550257	0.834099	0.930237	0.884870	0.714731	0.808478	0.839785	-0.242446	0.364970	-0.106471	0.401600	-0.213406	-0.177417	0.279053	0.038611	0.407960	-0.364446	0.015965
R1MM_IDW1N10	-0.200494	-0.628965	-0.139827	-0.299654	-0.606242	0.061594	-0.385801	-0.159691	-0.160097	-0.529701	-0.011431	0.762240	0.487104	0.766141	-0.538140	0.560771	0.764784	0.638334	0.462156	-0.816172	-0.156178	0.830575	-0.279506	0.030171	-0.079120	-0.004532	0.855437	0.550257	1.000000	0.148937	0.693713	0.638764	0.160319	0.259950	0.207372	-0.609100	0.360726	-0.015736	-0.045479	-0.613969	-0.581253	0.224413	0.236695	-0.045084	-0.590257	0.187620
R20MM_IDW1N10	0.175846	0.039638	0.306178	-0.230963	-0.010021	0.179398	-0.212133	0.050922	0.083335	0.058677	0.199137	0.444878	0.698095	0.120684	0.312914	0.661561	0.133510	0.491201	0.236177	0.064581	-0.494027	0.492873	-0.042139	-0.163666	0.197950	-0.200416	0.598132	0.834099	0.148937	1.000000	0.794670	0.809103	0.903679	0.929961	0.913287	-0.087345	0.217382	-0.203124	0.254602	-0.045720	-0.026772	0.218425	-0.164083	0.266649	-0.201671	-0.219725
R95P_IDW1N10	0.056163	-0.317438	0.190245	-0.377718	-0.332430	0.205087	-0.409156	-0.017206	-0.007044	-0.230679	0.180057	0.759031	0.799147	0.528262	-0.059262	0.810249	0.535217	0.745640	0.422583	-0.411318	-0.474937	0.846159	-0.190140	-0.148868	0.150904	-0.199072	0.940378	0.930237	0.693713	0.794670	1.000000	0.984153	0.782496	0.854121	0.812709	-0.406838	0.366183	-0.149058	0.205280	-0.373101	-0.351241	0.287874	0.021060	0.218054	-0.482441	-0.063219
R99P_IDW1N10	-0.001888	-0.254196	0.146357	-0.289282	-0.339248	0.122848	-0.317835	0.022729	-0.076733	-0.247374	0.104151	0.694658	0.807601	0.439941	0.028585	0.803149	0.445612	0.771153	0.328731	-0.382015	-0.522251	0.790828	-0.133210	-0.081789	0.094817	-0.133305	0.885721	0.884870	0.638764	0.809103	0.984153	1.000000	0.835914	0.884644	0.815459	-0.420190	0.364537	-0.186524	0.140675	-0.380586	-0.357802	0.301970	-0.030975	0.154320	-0.484560	-0.149769
RX1DAY_IDW1N10	0.066639	0.080761	0.199282	-0.104246	-0.062029	0.050036	-0.089920	0.139015	-0.061580	-0.003639	0.072007	0.362940	0.731453	0.011385	0.413277	0.670084	0.017950	0.598174	0.069941	0.024829	-0.585086	0.432683	0.025172	-0.062826	0.111516	-0.099185	0.541202	0.714731	0.160319	0.903679	0.782496	0.835914	1.000000	0.978546	0.920850	-0.165824	0.186623	-0.205243	0.135337	-0.088047	-0.100166	0.212275	-0.167687	0.151099	-0.238886	-0.311883
RX5DAY_IDW1N10	0.128400	0.027253	0.282339	-0.214755	-0.071996	0.142203	-0.201406	0.083971	0.013644	-0.002261	0.157646	0.470282	0.773007	0.118556	0.326801	0.727259	0.129970	0.602455	0.197336	-0.034166	-0.585228	0.560046	-0.033199	-0.143364	0.187604	-0.180165	0.649327	0.808478	0.259950	0.929961	0.854121	0.884644	0.978546	1.000000	0.952248	-0.179769	0.207322	-0.177657	0.221064	-0.118744	-0.119119	0.208241	-0.129621	0.239519	-0.273123	-0.246542
SDII_IDW1N10	0.342515	-0.012457	0.418373	-0.391672	0.080847	0.356831	-0.369619	0.085708	0.219474	0.174896	0.373204	0.489921	0.728991	0.167077	0.265279	0.687539	0.179390	0.484782	0.311581	0.084659	-0.452482	0.535785	-0.111662	-0.335688	0.367138	-0.371442	0.646866	0.839785	0.207372	0.913287	0.812709	0.815459	0.920850	0.952248	1.000000	-0.011559	0.176073	-0.077971	0.405586	0.049048	0.032868	0.166706	-0.042016	0.422549	-0.144945	-0.091250
SU_IDW1N10	0.730605	0.366093	0.461905	-0.226617	0.898510	0.528537	-0.143154	0.151103	0.683213	0.888648	0.572723	-0.335347	-0.311347	-0.324225	0.094062	-0.342561	-0.311049	-0.574539	0.028924	0.649948	0.330401	-0.492616	0.197718	-0.603233	0.638018	-0.615968	-0.442862	-0.242446	-0.609100	-0.087345	-0.406838	-0.420190	-0.165824	-0.179769	-0.011559	1.000000	-0.330052	0.215559	0.529087	0.894241	0.807700	-0.347668	0.001891	0.557212	0.912977	0.198576
TN10P_IDW1N10	-0.174741	-0.198917	0.008000	-0.081905	-0.324448	-0.054428	-0.105668	-0.159988	-0.088882	-0.311184	-0.077402	0.374012	0.319787	0.254051	-0.054497	0.353720	0.262455	0.284296	0.269987	-0.195913	-0.179584	0.375674	-0.044792	0.096739	-0.114104	0.108662	0.393451	0.364970	0.360726	0.217382	0.366183	0.364537	0.186623	0.207322	0.176073	-0.330052	1.000000	-0.254623	-0.046558	-0.370184	-0.297234	0.755278	-0.007665	-0.067462	-0.299427	0.108320
TN90P_IDW1N10	0.282927	-0.347430	0.079647	-0.339981	0.117515	0.376698	-0.373497	-0.150410	0.321840	0.170714	0.344921	0.064569	-0.148483	0.169734	-0.345890	-0.118258	0.172723	-0.273622	0.292121	0.062623	0.412344	-0.104822	-0.472348	-0.376440	0.305466	-0.294446	-0.068487	-0.106471	-0.015736	-0.203124	-0.149058	-0.186524	-0.205243	-0.177657	-0.077971	0.215559	-0.254623	1.000000	0.332202	0.300498	0.378297	-0.323523	0.715068	0.288965	0.151655	0.606563
TNN_IDW1N10	0.905066	-0.083910	0.838274	-0.850554	0.537270	0.939006	-0.804170	-0.030976	0.864322	0.649435	0.943899	0.258231	0.085182	0.270118	-0.174277	0.104148	0.288660	-0.247796	0.527759	0.302846	0.112374	0.198733	-0.378735	-0.961480	0.938151	-0.939021	0.236399	0.401600	-0.045479	0.254602	0.205280	0.140675	0.135337	0.221064	0.405586	0.529087	-0.046558	0.332202	1.000000	0.514589	0.565341	-0.179157	0.295918	0.989744	0.309850	0.311860
TNX_IDW1N10	0.680720	0.254122	0.353789	-0.172463	0.844252	0.488734	-0.125414	0.201703	0.594095	0.861983	0.522395	-0.332512	-0.296060	-0.293495	0.065331	-0.332731	-0.282700	-0.519504	0.003404	0.593437	0.381571	-0.497206	-0.035595	-0.629821	0.637391	-0.583866	-0.427701	-0.213406	-0.613969	-0.045720	-0.373101	-0.380586	-0.088047	-0.118744	0.049048	0.894241	-0.370184	0.300498	0.514589	1.000000	0.841433	-0.418239	0.052364	0.516194	0.849622	0.166443
TR_IDW1N10	0.632497	0.219215	0.391226	-0.231632	0.744371	0.491671	-0.180658	-0.032599	0.643058	0.756136	0.520963	-0.280513	-0.247933	-0.275387	0.064421	-0.272595	-0.265081	-0.532657	0.086808	0.646668	0.336538	-0.415430	-0.148713	-0.595107	0.590736	-0.526778	-0.398415	-0.177417	-0.581253	-0.026772	-0.351241	-0.357802	-0.100166	-0.119119	0.032868	0.807700	-0.297234	0.378297	0.565341	0.841433	1.000000	-0.344783	0.155701	0.542364	0.654611	0.227029
TX10P_IDW1N10	-0.247212	-0.026621	-0.020001	0.028758	-0.335283	-0.179472	0.032941	-0.089767	-0.208460	-0.336708	-0.177126	0.241245	0.311140	0.075764	0.198927	0.319561	0.079765	0.274351	0.121206	-0.071836	-0.337801	0.286220	0.151251	0.263438	-0.239303	0.254466	0.272246	0.279053	0.224413	0.218425	0.287874	0.301970	0.212275	0.208241	0.166706	-0.347668	0.755278	-0.323523	-0.179157	-0.418239	-0.344783	1.000000	-0.166135	-0.180875	-0.316075	-0.023208
TX90P_IDW1N10	0.162670	-0.528888	0.029625	-0.397302	-0.083390	0.346747	-0.443257	-0.325083	0.285579	-0.038967	0.292181	0.331420	0.045195	0.374305	-0.510258	0.109963	0.385289	-0.076180	0.452184	-0.181869	0.296515	0.058951	-0.470136	-0.323672	0.244088	-0.257035	0.140191	0.038611	0.236695	-0.164083	0.021060	-0.030975	-0.167687	-0.129621	-0.042016	0.001891	-0.007665	0.715068	0.295918	0.052364	0.155701	-0.166135	1.000000	0.238437	-0.030315	0.685104
TXN_IDW1N10	0.928904	-0.013228	0.862157	-0.836679	0.578124	0.935932	-0.779414	0.030192	0.858708	0.687387	0.948871	0.240109	0.095896	0.237949	-0.123782	0.108342	0.256165	-0.227021	0.489416	0.312337	0.076176	0.209260	-0.288339	-0.954845	0.946103	-0.959519	0.244621	0.407960	-0.045084	0.266649	0.218054	0.154320	0.151099	0.239519	0.422549	0.557212	-0.067462	0.288965	0.989744	0.516194	0.542364	-0.180875	0.238437	1.000000	0.335903	0.273065
TXX_IDW1N10	0.542272	0.370512	0.274265	-0.026247	0.821450	0.329841	0.046026	0.173349	0.512096	0.776423	0.367827	-0.392547	-0.369966	-0.357464	0.081702	-0.398316	-0.348354	-0.545256	-0.076152	0.557475	0.332551	-0.571945	0.339842	-0.429009	0.472839	-0.442245	-0.511662	-0.364446	-0.590257	-0.201671	-0.482441	-0.484560	-0.238886	-0.273123	-0.144945	0.912977	-0.299427	0.151655	0.309850	0.849622	0.654611	-0.316075	-0.030315	0.335903	1.000000	0.151349
WSDI_IDW1N10	0.294380	-0.485336	0.080173	-0.454139	0.065499	0.450816	-0.485996	-0.346556	0.430698	0.104755	0.402500	0.256047	-0.105147	0.321730	-0.553914	-0.032714	0.332642	-0.298735	0.531576	-0.064416	0.474965	0.027351	-0.441875	-0.349703	0.258618	-0.302999	0.102673	0.015965	0.187620	-0.219725	-0.063219	-0.149769	-0.311883	-0.246542	-0.091250	0.198576	0.108320	0.606563	0.311860	0.166443	0.227029	-0.023208	0.685104	0.273065	0.151349	1.000000
