HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
31022	1	3	3	7	9	3	10	5	3	10	1	3	6	10	4	3	5	3	5	3
31023	5	2	7	2	9	10	8	5	6	2	5	7	6	7	8	2	8	2	6	3
31024	1	2	8	1	10	6	2	8	8	6	6	3	2	7	2	7	10	3	4	6
31103	3	1	5	10	8	10	3	3	9	5	1	5	5	9	6	1	4	10	3	9
31104	5	3	2	10	1	2	7	3	2	4	10	10	6	7	5	2	5	1	7	7
31105	5	6	1	10	5	1	5	5	8	8	10	9	5	1	1	7	8	3	10	6
31184	4	5	1	9	9	5	6	5	4	7	8	7	9	7	9	10	3	3	5	7
31185	3	2	3	7	8	3	5	6	3	3	5	7	4	8	1	1	4	7	9	10
31186	9	4	9	8	2	6	3	8	3	2	1	3	1	3	2	1	5	1	9	4
31264	5	10	2	10	8	5	6	5	10	7	5	4	9	6	8	4	10	7	1	5
31265	3	6	6	7	2	9	4	10	10	4	9	9	6	5	8	7	10	7	7	6
31266	3	10	3	3	1	8	1	6	2	10	4	5	9	2	9	3	6	10	8	4
31267	8	4	2	5	3	4	10	8	9	4	6	1	10	6	8	6	6	10	2	5
31345	5	8	9	9	6	4	4	3	2	4	1	8	5	9	10	3	3	3	5	5
31346	2	10	8	1	10	2	1	7	8	8	10	4	6	10	5	9	8	6	2	2
31347	2	7	3	6	1	4	5	2	10	9	3	9	5	10	4	6	2	9	9	10
31348	8	5	4	5	3	6	7	8	6	10	7	8	9	1	6	9	2	7	7	8
31427	9	6	5	2	1	2	10	6	9	6	7	10	7	7	5	7	9	2	4	1
31428	5	7	4	6	1	8	9	2	5	5	9	6	1	9	6	7	7	4	8	5
31429	9	8	8	6	3	5	3	9	3	7	2	10	3	4	6	5	1	4	3	6
31507	7	1	9	7	3	8	2	10	6	1	5	10	6	8	4	5	5	8	3	6
31508	4	3	2	3	8	3	6	4	5	9	10	2	4	8	9	8	7	10	8	8
31509	10	2	6	8	2	10	4	7	3	3	3	10	10	10	5	2	6	9	8	9
31510	7	7	5	3	7	6	3	10	10	3	9	5	8	5	6	4	8	4	7	6
31588	7	6	6	1	7	1	4	5	2	3	10	9	2	7	10	9	2	6	9	4
31589	1	2	8	4	5	3	5	10	1	2	7	10	3	4	1	5	3	10	6	1
31590	6	10	5	4	1	5	8	1	9	1	9	1	7	8	2	9	4	6	4	1
31591	3	3	8	10	2	5	5	2	8	7	8	4	10	7	4	2	8	1	10	7
31669	6	6	6	6	7	3	1	5	2	10	10	8	5	9	5	2	2	3	5	6
31670	10	8	2	6	9	8	3	1	10	3	8	3	10	6	7	6	8	7	7	5
31671	9	4	3	4	2	10	6	4	7	5	10	3	5	4	5	6	2	9	10	7
31672	6	7	10	6	9	7	3	6	3	10	1	5	3	3	10	9	5	5	1	10
31750	5	6	5	6	8	1	5	2	3	3	7	9	6	5	5	4	8	8	6	4
31751	10	7	8	7	1	6	7	9	4	6	1	9	10	6	1	7	5	2	8	3
31752	5	2	5	9	2	7	2	6	2	7	10	3	5	5	2	2	6	3	7	3
31753	7	9	5	8	3	10	4	6	10	6	3	7	5	6	3	2	2	3	1	1
31831	10	9	3	6	2	6	7	10	3	3	6	5	10	4	4	8	8	3	5	9
31832	6	7	2	7	8	6	5	8	6	3	7	10	10	4	4	9	1	3	9	3
31833	1	4	7	5	10	4	6	4	8	10	8	6	7	2	3	1	8	3	8	9
31834	10	8	1	10	3	2	9	4	5	4	10	8	8	7	1	10	1	8	7	4
31912	6	2	6	6	2	9	6	4	3	9	1	5	10	3	8	8	8	6	7	2
31913	5	1	1	9	7	10	4	2	1	2	1	4	6	8	3	9	5	1	7	4
31914	9	9	8	2	1	10	9	2	7	3	3	3	3	1	5	3	5	1	10	4
31915	5	8	10	2	8	4	10	9	6	1	10	5	2	9	7	8	1	9	1	9
31992	5	9	2	9	6	7	5	5	9	7	9	10	7	1	10	6	3	10	10	6
31993	7	5	5	7	10	6	7	9	4	4	6	10	9	5	8	10	9	6	4	5
31994	6	4	10	8	6	8	2	10	2	3	9	5	9	10	3	3	1	5	2	2
31995	4	2	1	7	5	4	10	3	4	7	1	1	2	4	5	10	5	6	8	9
31996	3	2	10	10	10	8	9	9	10	3	1	7	1	7	10	10	7	6	5	7
32074	9	2	10	9	6	4	4	10	3	9	4	3	8	5	6	1	3	9	8	1
32075	9	4	5	5	3	7	3	2	9	1	3	8	7	6	3	1	6	2	3	2
32076	1	7	7	8	9	1	4	9	3	6	7	10	7	10	1	8	3	6	2	2
32077	10	8	3	3	10	10	6	6	2	7	3	2	7	3	6	2	3	7	6	2
32155	2	10	9	3	9	3	4	10	2	5	8	5	3	4	1	10	3	6	2	3
32156	10	3	6	1	7	4	7	2	2	9	9	3	4	1	1	9	5	4	2	10
32157	10	4	9	5	3	8	2	10	2	1	3	10	5	4	1	4	3	7	6	8
32158	7	3	3	3	10	3	1	8	7	8	3	9	3	10	1	4	8	4	9	4
32236	3	8	9	7	2	7	7	5	3	4	2	7	3	8	7	7	5	10	10	2
32237	2	2	3	3	1	10	5	4	10	4	4	9	1	5	2	4	2	5	5	10
32238	8	3	9	6	4	7	1	10	1	1	5	5	10	10	7	4	6	7	6	3
32239	6	1	3	10	10	1	4	3	4	5	7	8	6	9	7	1	7	4	1	7
32317	1	9	6	4	7	9	8	6	2	2	1	10	2	3	7	10	10	3	9	2
32318	6	2	3	7	2	1	8	2	1	3	9	10	4	3	3	8	8	4	4	1
32319	10	2	5	8	7	5	8	2	3	3	10	4	5	10	3	6	7	6	7	3
32320	5	2	10	9	2	8	2	7	5	8	5	9	2	1	1	2	9	4	9	3
32399	5	3	5	6	9	1	3	7	3	9	7	6	8	8	10	2	9	6	7	7
32400	5	7	4	7	4	4	4	4	7	3	1	8	5	7	8	7	3	9	2	10
32401	1	6	10	10	1	10	10	5	2	10	6	10	7	3	5	2	6	1	8	9
32479	2	1	2	4	2	5	3	5	4	10	8	1	5	5	5	7	8	1	4	2
32480	5	7	2	10	1	7	1	3	7	7	8	7	2	7	6	10	5	2	3	1
32481	8	1	2	8	4	1	3	4	3	3	9	4	5	2	8	1	10	10	2	10
32482	5	8	6	5	1	10	5	6	7	2	3	9	5	5	4	7	5	6	3	10
32561	10	4	9	7	3	3	2	2	1	6	2	9	7	6	7	9	9	8	4	5
32562	9	3	2	8	4	6	2	5	5	4	4	6	10	10	2	1	8	4	8	6
32563	10	8	1	4	6	8	8	7	5	6	4	9	5	7	5	5	9	5	8	5
32643	4	9	9	3	1	7	8	8	8	3	9	3	7	1	5	5	4	6	4	8
32644	4	4	5	10	2	9	10	5	4	4	1	9	1	7	1	10	8	10	2	1
32723	8	5	7	10	3	2	10	9	6	3	9	3	2	8	1	10	1	8	5	7
32724	2	2	6	5	3	2	4	2	3	9	5	3	6	8	8	7	10	2	3	9
32725	3	5	10	5	5	4	10	10	8	10	5	10	9	6	7	7	5	3	8	6
32804	1	8	3	6	9	3	4	10	7	2	1	1	2	2	4	7	7	2	2	2
32805	9	2	5	7	6	7	9	10	1	5	4	4	7	10	6	6	9	6	10	9
32806	7	5	5	9	4	10	10	1	10	4	7	6	9	7	3	4	10	3	10	2
32886	10	6	9	9	2	7	4	3	9	1	1	6	9	9	6	5	3	5	9	4
32887	9	8	1	10	2	2	4	1	6	3	5	7	5	6	1	2	1	7	8	9
32966	1	2	10	5	2	1	2	2	8	9	10	6	10	10	8	2	5	9	3	8
32967	3	6	8	7	1	8	5	5	7	7	4	8	8	4	3	8	8	1	1	7
32968	9	4	6	5	3	1	1	9	7	4	8	4	3	8	6	8	6	5	10	9
33048	6	9	6	3	1	8	8	6	8	9	1	7	7	2	2	2	5	5	4	9
33049	2	5	9	10	5	5	3	8	8	10	5	8	2	4	1	1	1	2	1	6
33129	8	7	10	3	7	6	4	6	2	3	8	8	6	3	5	2	1	3	7	7
33130	9	3	9	4	4	3	6	1	9	6	6	10	3	7	7	2	6	9	8	5
33210	8	10	2	1	9	10	10	6	3	7	8	2	10	10	8	2	4	5	4	2
33211	9	9	5	2	9	1	5	6	10	3	3	3	3	7	9	10	5	3	8	2
33291	9	2	7	9	10	8	2	8	6	2	3	7	4	1	8	9	10	4	2	9
33292	2	3	6	1	10	4	2	8	6	3	9	8	1	9	4	3	3	4	3	7
33373	4	1	6	2	3	5	8	7	3	7	10	2	6	2	3	7	4	10	6	9
33453	1	3	10	3	3	10	1	7	5	4	6	8	10	2	5	7	8	9	10	7
33454	1	6	10	3	8	8	5	8	5	2	8	10	9	8	5	5	6	8	8	7
33534	2	5	7	1	7	9	9	2	8	8	3	1	4	7	2	3	6	2	2	5
33535	9	1	3	8	4	10	7	1	4	1	7	3	9	1	10	4	6	5	3	10
33616	7	8	10	9	5	1	4	5	5	6	8	7	9	8	3	7	1	6	7	8
33696	2	9	7	8	1	9	6	2	1	5	7	10	8	9	6	2	1	4	4	8
33697	2	8	9	9	4	10	8	2	3	10	8	9	2	3	9	4	1	4	6	3
33777	2	7	8	10	1	3	10	10	4	5	2	1	7	5	5	7	1	8	1	9
33778	9	1	3	1	5	4	10	7	5	6	10	7	10	4	5	1	1	1	7	7
33859	9	1	8	3	1	10	2	7	9	2	4	7	2	10	10	7	10	9	10	7
33939	4	3	2	6	9	3	3	4	6	10	5	10	9	6	2	4	9	5	6	7
33940	4	8	6	8	2	8	3	7	6	6	7	6	2	4	8	6	8	9	1	7
34021	10	7	8	8	9	10	8	5	2	9	10	9	6	4	4	9	10	1	9	9
34102	9	4	9	1	5	6	9	5	6	3	7	5	4	9	5	1	10	9	6	2
34182	7	10	7	10	9	5	3	4	9	10	9	8	7	6	1	3	3	5	4	9
34183	4	7	6	2	10	6	6	7	1	7	7	2	7	6	10	4	4	2	6	3
34264	4	4	7	5	10	9	4	7	1	1	3	5	3	6	8	7	8	2	2	6
34345	7	6	3	10	4	7	5	10	8	1	8	3	4	10	1	1	9	8	3	3
34425	10	1	2	7	3	3	2	2	6	5	1	7	7	3	7	5	1	10	5	3
34426	2	2	4	5	9	2	6	4	1	7	5	8	4	10	3	1	6	10	4	3
34506	5	6	9	3	1	10	3	10	1	6	9	7	6	1	6	9	1	3	9	9
34507	4	8	5	9	1	10	10	5	8	2	6	1	3	7	4	2	6	9	1	9
34588	1	8	8	10	4	10	9	10	3	8	4	5	6	7	6	8	2	3	8	5
34669	3	4	4	10	6	10	1	8	9	8	4	5	6	2	7	8	8	3	2	8
34750	4	1	2	10	4	8	7	5	8	1	3	4	5	5	3	9	4	10	1	9
34912	9	8	1	10	10	6	8	10	2	2	8	1	1	3	8	3	4	5	1	4
34993	3	6	4	10	9	2	7	2	10	8	6	3	9	4	6	8	5	10	6	4
35155	5	8	2	10	4	2	5	3	8	5	5	1	8	1	5	7	10	10	2	5
39385	10	1	3	1	8	3	8	1	3	4	6	2	6	10	9	10	9	1	1	10
39386	1	5	3	3	7	2	8	9	3	4	2	2	2	7	4	3	4	7	2	10
39387	3	3	5	8	8	4	3	4	3	3	2	7	7	1	2	4	10	1	6	7
39388	9	9	6	2	4	7	1	8	7	9	9	2	5	10	6	4	5	8	9	8
39389	5	7	10	6	2	3	1	9	6	2	4	10	1	5	8	8	3	7	5	9
39390	4	2	4	5	2	1	8	5	8	7	6	8	1	3	4	8	6	1	6	6
39391	2	7	10	4	7	7	4	9	8	5	2	6	5	9	1	8	10	4	6	2
39392	6	10	7	6	4	7	10	10	4	2	6	2	2	5	10	8	5	6	2	4
39393	4	1	3	3	3	8	4	5	8	1	8	8	5	2	9	5	9	6	9	4
39394	10	7	5	5	9	3	2	5	4	3	3	1	8	9	8	7	5	3	5	9
39395	7	2	10	8	7	2	7	3	2	9	6	2	4	9	4	5	7	5	6	5
39396	4	4	3	7	4	6	3	5	6	10	6	6	10	8	7	8	9	2	5	2
39397	2	1	4	10	5	9	8	5	3	9	2	4	10	8	2	3	4	9	8	8
39398	5	2	5	9	1	4	7	9	2	1	7	9	1	2	1	7	5	5	10	2
39399	4	9	5	1	5	6	10	5	6	6	7	9	9	8	6	2	9	6	6	3
39400	6	8	5	7	6	9	2	3	9	6	6	6	3	10	3	1	1	6	8	6
39401	1	1	2	9	3	5	7	5	1	10	2	8	8	5	10	7	4	10	6	3
39402	10	4	3	6	4	4	2	2	4	4	1	2	3	9	10	9	5	2	1	3
39403	9	4	1	1	7	2	1	7	4	7	9	9	1	3	9	3	6	4	4	4
39404	5	9	9	8	10	5	10	3	9	8	7	6	5	2	5	5	6	10	6	8
39405	4	4	5	4	9	4	9	4	8	4	4	8	2	1	1	1	9	6	4	6
39406	9	10	6	3	3	9	6	8	5	3	9	7	5	1	3	10	2	8	5	4
39407	9	9	9	8	6	2	10	9	7	8	2	6	8	2	6	4	2	3	4	5
39408	6	9	4	4	9	1	10	4	10	3	1	4	7	9	2	4	7	1	7	6
39409	1	6	6	5	7	3	7	2	8	1	7	1	10	2	7	10	6	4	3	3
39410	9	2	2	9	7	1	5	9	10	3	6	5	4	1	7	9	1	7	4	10
39411	8	4	5	5	3	6	7	8	10	7	10	4	5	5	2	6	5	3	6	4
39412	7	3	3	10	1	2	6	3	6	3	6	2	6	8	6	6	1	6	3	10
39413	2	7	10	9	10	5	9	3	9	7	4	8	3	5	8	8	8	3	8	4
39466	5	10	3	1	4	7	6	5	3	9	9	10	8	10	2	10	4	5	9	8
39467	1	5	8	4	3	9	3	8	7	2	7	7	8	5	1	6	7	10	9	6
39468	10	4	5	1	10	7	3	5	4	7	9	6	3	2	7	4	9	9	9	3
39469	1	4	2	1	7	7	5	5	10	2	6	10	2	10	9	4	5	3	3	10
39470	10	1	6	10	5	7	8	9	7	7	10	10	4	3	7	7	10	10	3	2
39471	2	5	4	3	6	8	3	8	5	8	5	9	10	8	9	10	8	10	7	7
39472	10	1	3	1	10	10	6	9	10	3	5	7	6	7	8	9	10	1	6	5
39473	2	3	10	6	9	10	9	5	6	8	6	2	9	10	2	2	9	9	3	9
39474	1	9	5	1	7	4	8	7	7	10	7	1	2	1	8	7	2	1	10	1
39475	4	2	10	1	10	2	5	2	5	10	4	9	5	9	7	10	6	1	7	9
39476	3	8	8	2	6	9	10	3	3	4	4	6	2	6	9	7	9	8	5	10
39477	4	9	4	6	5	8	5	6	2	1	10	1	1	4	7	2	10	2	4	2
39478	2	3	1	6	10	3	3	6	3	2	3	4	1	2	8	8	2	2	5	10
39479	6	6	8	3	5	2	7	8	8	2	2	4	1	9	6	3	6	3	6	3
39480	7	3	7	6	6	7	4	8	3	2	1	4	5	3	8	2	3	6	6	1
39481	1	3	4	9	7	4	4	9	3	5	3	6	4	2	3	5	5	8	2	4
39482	7	6	2	2	2	4	7	1	1	5	8	10	6	7	3	1	3	5	8	9
39483	4	4	1	1	8	3	4	8	10	1	3	4	10	4	5	2	5	3	2	9
39484	6	5	6	6	10	5	2	6	6	3	6	8	10	10	8	6	8	4	3	8
39485	5	4	9	2	9	8	1	3	4	5	6	5	3	3	6	6	8	10	8	6
39486	9	5	8	4	6	5	3	2	6	7	10	5	9	3	1	6	10	8	1	9
39487	4	6	4	1	10	9	6	4	8	1	7	4	8	8	9	6	10	9	2	2
39488	6	1	1	2	3	9	5	10	8	8	4	5	6	9	10	3	7	4	2	4
39489	7	3	8	8	6	10	9	10	3	4	8	2	1	3	6	9	3	5	9	8
39490	9	9	4	10	4	1	9	4	1	5	10	1	8	2	7	9	9	2	8	4
39491	10	7	2	10	1	4	9	2	5	7	3	3	1	2	4	4	3	6	3	5
39492	10	7	5	10	7	3	5	7	5	10	10	6	4	3	7	3	5	5	6	6
39493	1	8	2	10	7	7	2	6	5	5	10	2	9	7	4	5	9	3	5	5
39547	7	4	3	9	9	10	1	4	5	1	7	8	8	9	7	4	2	9	6	6
39548	3	3	4	10	5	6	7	10	1	7	3	7	8	3	9	2	6	7	10	10
39549	1	1	4	2	3	4	3	3	2	3	6	8	6	8	3	4	7	5	8	4
39550	8	3	1	1	8	2	10	5	9	7	2	10	7	2	8	6	10	4	7	10
39551	2	8	1	9	4	4	7	1	10	3	6	4	6	4	10	7	5	1	9	5
39552	9	4	2	6	1	5	5	9	7	1	8	1	8	9	8	8	7	3	5	2
39553	7	1	6	1	5	7	6	9	1	4	2	4	7	6	4	6	3	7	3	1
39554	4	2	5	7	2	3	4	9	8	9	6	3	5	3	10	1	4	6	1	2
39555	2	3	10	5	3	6	10	10	2	5	6	8	4	9	10	1	2	4	3	8
39556	2	9	5	9	2	3	2	5	2	5	1	6	3	3	8	7	5	6	5	7
39557	4	5	10	5	1	9	2	3	1	8	5	3	8	1	1	2	2	2	4	7
39558	7	6	8	10	9	2	7	5	9	2	1	8	2	9	2	7	7	4	10	3
39559	9	2	7	9	9	1	9	10	4	3	1	6	7	8	5	4	1	4	6	7
39560	3	2	2	9	1	7	10	6	5	5	6	10	6	3	2	8	1	7	5	9
39561	3	3	5	6	3	10	1	9	10	5	4	2	6	7	5	8	7	5	4	1
39562	3	10	4	5	2	8	1	3	2	9	7	9	4	8	6	5	6	10	3	2
39563	9	9	4	8	6	8	4	6	6	9	3	5	6	3	1	10	3	9	1	1
39564	3	9	4	6	5	2	7	9	9	6	3	10	10	10	4	4	2	6	1	2
39565	7	5	4	10	5	8	1	6	10	2	3	4	2	8	1	10	4	6	6	8
39566	10	8	2	8	4	2	2	1	10	9	2	1	3	10	7	9	4	7	6	8
39567	3	5	3	7	4	2	3	4	6	6	1	6	9	10	6	3	7	6	5	8
39568	10	3	6	7	10	6	4	1	9	6	6	7	1	2	10	9	3	6	9	9
39569	10	3	3	10	7	3	5	4	8	2	4	10	2	9	4	8	1	10	3	2
39570	1	4	1	1	7	8	2	8	6	10	9	5	8	5	5	3	6	6	10	6
39571	10	8	8	6	8	9	8	8	7	6	7	2	2	9	9	4	7	5	6	10
39572	1	6	7	4	1	5	2	8	6	9	4	5	5	1	3	2	5	10	10	6
39573	8	6	5	8	9	2	6	8	1	5	3	6	3	4	4	7	4	1	9	1
39574	9	3	8	4	6	7	2	1	4	4	8	9	10	8	6	7	10	2	7	2
39575	1	1	9	10	2	2	10	4	5	1	9	2	8	1	7	8	9	8	4	5
39629	2	5	7	4	6	10	7	7	2	10	9	4	4	6	3	8	1	6	1	10
39630	4	7	6	2	10	10	7	8	10	8	10	8	1	2	10	6	1	7	3	1
39631	6	10	8	1	8	7	3	6	2	3	7	2	8	10	4	7	5	5	4	10
39632	9	4	9	6	6	5	8	2	8	10	8	4	7	3	7	8	7	3	6	3
39633	10	3	6	9	10	7	2	1	9	3	3	3	8	9	10	10	5	6	6	9
39634	8	7	2	9	6	8	9	8	10	5	7	2	6	9	10	1	1	1	1	9
39635	4	10	5	4	7	5	2	2	9	6	1	9	8	7	7	5	9	4	3	8
39636	8	10	5	4	5	3	8	7	4	8	2	8	2	5	1	1	9	10	7	10
39637	10	8	3	3	6	9	3	6	3	2	4	7	2	8	9	8	3	10	9	10
39638	5	7	6	1	10	7	1	1	4	2	2	1	3	4	10	6	4	3	5	10
39639	10	6	9	2	10	7	10	5	3	2	5	10	3	8	6	5	4	2	1	7
39640	10	2	8	7	8	5	2	10	4	7	7	7	9	6	9	10	10	9	1	1
39641	5	9	4	7	9	5	8	1	4	7	10	8	3	3	5	6	1	5	8	1
39642	2	7	8	1	8	7	2	6	2	2	4	9	2	8	6	1	7	3	9	2
39643	3	5	7	8	10	7	9	10	2	10	7	10	1	8	2	8	3	5	1	3
39644	3	9	8	4	8	10	5	6	9	7	6	3	3	1	10	10	6	2	4	3
39645	3	8	8	8	3	5	8	1	4	2	6	10	10	1	9	4	10	3	10	2
39646	7	10	8	1	4	6	8	5	5	9	9	5	6	6	5	9	7	4	7	2
39647	4	3	10	1	6	3	1	5	6	10	2	10	2	3	5	7	2	5	9	2
39648	7	10	4	9	9	8	2	5	10	3	6	7	2	2	8	6	10	5	4	3
39649	3	4	7	3	6	10	9	2	3	3	10	5	4	5	10	7	10	10	1	10
39650	7	3	2	3	2	4	2	7	4	1	10	6	1	4	3	9	10	4	8	9
39651	6	1	3	6	9	1	1	6	3	5	1	4	6	3	4	5	2	7	9	3
39652	7	1	5	2	7	7	1	9	8	6	7	8	6	8	2	6	1	10	4	9
39653	4	5	8	1	1	2	1	10	4	2	3	5	4	2	8	10	9	7	8	7
39654	4	1	4	6	10	10	3	1	10	3	7	5	4	7	10	1	2	8	7	9
39655	7	5	3	10	3	10	10	2	8	4	3	3	1	9	10	6	10	8	5	4
39656	8	3	4	9	10	10	8	3	5	7	5	1	3	7	9	4	8	3	8	3
39657	8	3	6	7	9	6	2	3	6	7	1	6	4	5	3	3	3	6	5	9
39658	3	9	6	8	8	4	4	2	3	5	2	5	3	7	9	5	10	7	10	7
39709	6	4	6	2	8	10	9	10	1	1	2	5	4	5	3	2	7	2	7	1
39710	6	4	2	7	1	3	10	2	7	7	3	9	9	8	7	6	6	3	3	10
39711	10	7	3	3	10	7	6	5	1	9	9	10	3	2	1	4	10	6	8	3
39712	6	5	2	8	6	5	3	5	6	5	7	8	5	3	10	2	9	1	5	6
39713	9	6	6	4	6	5	5	9	8	4	10	8	8	4	2	1	6	6	8	5
39714	1	2	9	7	7	10	1	4	6	6	9	9	8	8	10	1	9	7	6	6
39715	2	8	10	2	6	8	1	9	8	4	6	5	8	5	7	7	2	9	7	3
39716	1	1	1	1	8	6	6	2	5	4	9	10	4	6	8	8	10	5	1	7
39717	10	1	10	5	7	2	5	1	3	4	2	3	5	6	9	1	1	1	10	6
39718	6	3	5	7	9	5	2	3	4	9	8	9	9	10	7	4	4	7	4	8
39719	2	1	6	5	6	3	1	2	6	3	3	2	6	9	9	9	5	3	4	1
39720	10	8	10	2	9	3	6	3	8	8	5	6	8	8	6	6	6	9	3	6
39721	7	3	7	6	5	10	4	3	7	4	5	7	10	1	3	9	7	7	1	6
39722	2	7	1	5	6	10	5	8	5	3	7	10	9	5	9	4	10	4	10	2
39723	9	6	10	7	5	8	2	2	4	6	2	9	8	3	2	8	4	5	7	2
39724	7	2	6	10	1	5	9	4	6	3	10	4	5	5	9	10	4	6	10	8
39725	2	3	5	5	1	6	5	10	7	6	6	1	3	4	9	7	5	10	3	1
39726	10	1	10	7	8	1	10	7	6	5	5	2	1	4	3	5	10	7	8	8
39727	6	7	7	9	9	8	3	1	9	4	9	1	4	2	1	7	6	10	3	6
39728	1	5	7	6	1	5	2	9	10	6	3	8	3	9	6	4	2	1	4	6
39729	5	6	4	10	6	4	10	10	4	8	5	8	7	3	3	1	5	1	8	3
39730	4	9	10	4	2	4	8	9	5	5	8	7	5	7	2	9	3	8	10	6
39731	2	9	6	10	2	5	10	3	8	1	4	9	10	10	10	2	8	7	3	3
39732	8	8	7	8	1	2	2	6	6	4	10	7	6	5	6	7	8	1	5	5
39733	3	1	10	6	2	10	7	4	4	9	6	6	2	8	5	3	6	1	5	2
39734	3	9	1	2	6	2	5	1	8	3	8	2	8	8	4	10	7	8	1	9
39735	7	1	7	3	9	10	2	7	3	4	4	10	9	4	10	9	6	3	10	4
39736	4	2	4	4	7	3	9	6	10	3	2	4	9	9	5	10	1	6	5	7
39737	7	6	4	1	7	6	9	2	9	10	7	2	5	6	5	3	7	4	9	3
39738	7	9	6	1	6	6	5	10	2	7	7	7	1	4	5	3	2	8	3	5
39739	10	7	4	3	4	4	9	8	4	1	7	1	6	1	9	8	7	9	3	4
39740	7	8	9	3	7	5	4	7	6	8	6	3	8	6	1	1	10	10	7	9
39790	7	5	3	7	2	9	10	8	5	6	6	5	8	1	6	2	7	3	4	6
39791	7	1	2	1	2	3	1	9	9	9	8	1	5	5	5	5	5	4	3	10
39792	8	1	3	6	10	6	8	8	6	7	3	4	10	10	2	3	6	3	9	8
39793	5	3	3	1	2	6	3	9	10	8	2	3	2	7	5	10	5	7	8	2
39794	6	3	4	10	2	8	7	7	3	10	5	9	10	2	2	7	9	8	3	3
39795	5	1	9	10	4	2	2	7	10	10	10	6	4	10	1	7	3	8	4	5
39796	1	8	6	1	7	3	10	3	4	3	2	3	10	1	3	7	9	5	5	10
39797	1	5	4	6	8	2	3	1	3	7	1	5	1	9	4	3	1	6	10	8
39798	3	3	9	8	1	8	1	3	7	1	1	8	3	2	7	3	8	9	4	6
39799	2	4	9	6	10	10	3	10	10	4	8	7	6	5	6	4	10	6	8	7
39800	4	10	7	10	10	4	8	8	5	6	8	7	6	10	1	7	5	4	8	10
39801	2	7	8	10	6	5	6	2	5	5	3	9	10	5	9	8	7	1	4	8
