BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
BIO14_Mean	-0.267187	-0.523616	0.123908	-0.021291	-0.483798	-0.099019	-0.163188	-0.093843	-0.283836	-0.425051	-0.163198	0.479505	0.190845	1.000000	-0.499036	0.222582	0.981348	0.479075	0.362365	-0.504690	-0.270162	0.465919	-0.446537	0.198515	-0.219578	0.201490	0.492668	0.458214	0.575605	0.266062	0.388798	0.352131	0.171744	0.195285	0.192893	-0.169867	-0.105105	0.201947	-0.156671	-0.418885	-0.191145	-0.224451	0.209650	-0.185430	-0.501263	-0.342207
BIO15_Mean	0.576659	0.475864	0.293485	-0.397268	0.538651	0.467499	-0.252578	0.524672	0.412337	0.539887	0.527664	-0.102342	0.169491	-0.499036	1.000000	0.126119	-0.490660	-0.157692	-0.175490	0.373234	0.313350	-0.075149	0.342199	-0.411813	0.440088	-0.377309	-0.115832	-0.086047	-0.228001	0.039127	-0.024704	0.011946	0.172681	0.153154	0.155302	0.551182	0.429698	-0.396790	0.466559	0.394358	0.536655	0.608130	-0.521681	0.512711	0.359469	0.170110
BIO16_Mean	0.243522	-0.353045	0.447165	-0.525828	-0.138080	0.395940	-0.562224	0.222465	0.129297	-0.057455	0.372119	0.928355	0.990882	0.222582	0.126119	1.000000	0.298823	0.717471	0.538073	-0.401185	-0.049044	0.744712	-0.418301	-0.217619	0.220273	-0.179790	0.801761	0.765867	0.697437	0.815234	0.851585	0.847339	0.800480	0.824491	0.796171	0.340602	0.414357	-0.158914	0.338083	-0.224821	0.309325	0.116913	-0.161868	0.347120	-0.340806	-0.218752
BIO17_Mean	-0.212528	-0.543971	0.203449	-0.098932	-0.476870	-0.028497	-0.244853	-0.065646	-0.229967	-0.407005	-0.096915	0.563189	0.265931	0.981348	-0.490660	0.298823	1.000000	0.550953	0.408527	-0.528729	-0.283897	0.551057	-0.482300	0.147533	-0.166020	0.154421	0.575280	0.542195	0.636445	0.355045	0.476860	0.441041	0.255258	0.279258	0.277458	-0.112829	-0.058804	0.187235	-0.089791	-0.426402	-0.138096	-0.193224	0.174112	-0.119647	-0.530076	-0.371258
BIO18_Mean	0.000626	-0.514216	0.335213	-0.328855	-0.393341	0.174015	-0.442066	0.159533	-0.133209	-0.285719	0.128785	0.814283	0.689504	0.479075	-0.157692	0.717471	0.550953	1.000000	0.284126	-0.519358	-0.162937	0.705820	-0.464473	-0.000787	0.002192	0.034081	0.775894	0.715965	0.726789	0.713435	0.792808	0.786011	0.650885	0.703988	0.639576	0.084487	0.196899	-0.026493	0.108516	-0.401156	0.065032	-0.004987	-0.045403	0.100528	-0.524685	-0.299456
BIO19_Mean	0.075850	-0.300975	0.353835	-0.317362	-0.179457	0.233267	-0.388733	-0.031797	0.109288	-0.135022	0.183112	0.636551	0.510784	0.362365	-0.175490	0.538073	0.408527	0.284126	1.000000	-0.310230	-0.201645	0.548044	-0.374321	-0.097269	0.094086	-0.095817	0.555107	0.546112	0.530648	0.448011	0.512163	0.485395	0.354810	0.361979	0.390289	0.154084	0.190305	0.063327	0.176918	-0.251330	0.118768	-0.056470	0.093571	0.161949	-0.335498	-0.310557
CDD_IDW1N10	0.506621	0.718351	0.074759	-0.121621	0.694248	0.306991	0.033727	0.285559	0.436843	0.659509	0.373301	-0.525008	-0.376091	-0.504690	0.373234	-0.401185	-0.528729	-0.519358	-0.310230	1.000000	0.080928	-0.449038	0.731666	-0.478011	0.493268	-0.447923	-0.555323	-0.455818	-0.710502	-0.379582	-0.531059	-0.502157	-0.419954	-0.437757	-0.333350	0.367578	0.035904	-0.039053	0.359218	0.589208	0.255026	0.349215	-0.274817	0.406827	0.635435	0.385239
CSDI_IDW1N10	0.098723	0.118423	-0.242295	0.148312	0.265379	-0.026468	0.187712	0.138252	0.078570	0.265781	0.001432	-0.205192	-0.026322	-0.270162	0.313350	-0.049044	-0.283897	-0.162937	-0.201645	0.080928	1.000000	-0.234137	0.129699	-0.057139	0.047818	-0.096925	-0.210317	-0.212617	-0.281859	-0.032584	-0.091102	-0.043412	0.181197	0.134653	0.138646	0.047141	0.333781	-0.321951	-0.035197	0.382480	0.125781	0.303622	-0.355447	-0.024274	0.394577	0.387295
CWD_IDW1N10	0.277593	-0.382247	0.673937	-0.629274	-0.197805	0.481199	-0.700868	0.242493	0.166509	-0.096253	0.434629	0.869126	0.716065	0.465919	-0.075149	0.744712	0.551057	0.705820	0.548044	-0.449038	-0.234137	1.000000	-0.514431	-0.264247	0.263736	-0.211292	0.962137	0.966056	0.874307	0.833777	0.903045	0.868554	0.688091	0.738553	0.761672	0.377895	0.316920	-0.002719	0.408942	-0.368554	0.269161	0.090087	-0.140995	0.403789	-0.537018	-0.450758
DTR_IDW1N10	0.210622	0.742183	-0.191067	0.179492	0.557722	-0.025290	0.357623	0.139836	0.195304	0.462756	0.059063	-0.544813	-0.412357	-0.446537	0.342199	-0.418301	-0.482300	-0.464473	-0.374321	0.731666	0.129699	-0.514431	1.000000	-0.109127	0.150139	-0.127067	-0.558905	-0.483577	-0.675831	-0.401477	-0.537232	-0.512719	-0.403675	-0.429252	-0.331236	0.111490	0.073920	-0.267427	-0.018509	0.396927	-0.069587	0.276505	-0.264141	0.069516	0.682810	0.430197
FD_IDW1N10	-0.923452	-0.343730	-0.699739	0.784846	-0.691713	-0.912954	0.704354	-0.505169	-0.843240	-0.760298	-0.917768	-0.158552	-0.229616	0.198515	-0.411813	-0.217619	0.147533	-0.000787	-0.097269	-0.478011	-0.057139	-0.264247	-0.109127	1.000000	-0.993159	0.952240	-0.156560	-0.253805	0.035651	-0.246164	-0.179505	-0.197217	-0.223724	-0.227535	-0.297032	-0.801414	-0.394441	0.103824	-0.944073	-0.583936	-0.672470	-0.532013	0.431633	-0.937347	-0.373167	-0.047434
GSL_IDW1N10	0.933199	0.377131	0.711724	-0.793833	0.700239	0.917902	-0.705371	0.507241	0.849661	0.766845	0.926815	0.156131	0.232390	-0.219578	0.440088	0.220273	-0.166020	0.002192	0.094086	0.493268	0.047818	0.263736	0.150139	-0.993159	1.000000	-0.946788	0.153415	0.253415	-0.048307	0.251647	0.179476	0.199010	0.229908	0.233197	0.305672	0.806998	0.405596	-0.118779	0.948146	0.575428	0.673703	0.551691	-0.445691	0.943535	0.377613	0.052266
ID_IDW1N10	-0.862202	-0.359142	-0.621356	0.714777	-0.676113	-0.847119	0.633469	-0.367688	-0.872128	-0.728714	-0.850352	-0.125119	-0.189681	0.201490	-0.377309	-0.179790	0.154421	0.034081	-0.095817	-0.447923	-0.096925	-0.211292	-0.127067	0.952240	-0.946788	1.000000	-0.112689	-0.209847	0.085658	-0.217519	-0.142101	-0.161337	-0.203281	-0.200954	-0.274543	-0.709359	-0.356713	0.070741	-0.891286	-0.574775	-0.585060	-0.458336	0.329226	-0.878119	-0.407055	-0.087947
PRCPTOT_IDW1N10	0.177103	-0.477743	0.576625	-0.560486	-0.292606	0.391758	-0.647709	0.196788	0.063606	-0.191900	0.342025	0.914336	0.766412	0.492668	-0.115832	0.801761	0.575280	0.775894	0.555107	-0.555323	-0.210317	0.962137	-0.558905	-0.156560	0.153415	-0.112689	1.000000	0.980446	0.926643	0.879932	0.959140	0.923888	0.765020	0.812173	0.822941	0.292236	0.337739	-0.034159	0.307839	-0.437587	0.204574	0.046039	-0.098682	0.306252	-0.578970	-0.392640
R10MM_IDW1N10	0.264002	-0.388228	0.639839	-0.615347	-0.204106	0.464674	-0.684473	0.218993	0.162303	-0.105889	0.420094	0.882678	0.726325	0.458214	-0.086047	0.765867	0.542195	0.715965	0.546112	-0.455818	-0.212617	0.966056	-0.483577	-0.253805	0.253415	-0.209847	0.980446	1.000000	0.867058	0.878828	0.918788	0.877463	0.719121	0.769786	0.824422	0.346870	0.359067	-0.043489	0.389967	-0.378390	0.208290	0.099387	-0.141987	0.389735	-0.517596	-0.365054
R1MM_IDW1N10	-0.020377	-0.595636	0.472296	-0.425961	-0.466022	0.220592	-0.541282	0.111828	-0.131605	-0.377394	0.161551	0.850039	0.663770	0.575605	-0.228001	0.697437	0.636445	0.726789	0.530648	-0.710502	-0.281859	0.874307	-0.675831	0.035651	-0.048307	0.085658	0.926643	0.867058	1.000000	0.672699	0.848068	0.803112	0.602411	0.648176	0.614807	0.162503	0.231828	0.046478	0.130638	-0.567824	0.123796	-0.079236	0.037741	0.119633	-0.702767	-0.494490
R20MM_IDW1N10	0.270168	-0.348680	0.493350	-0.540313	-0.133577	0.425512	-0.595533	0.227919	0.164836	-0.038519	0.391583	0.823058	0.794460	0.266062	0.039127	0.815234	0.355045	0.713435	0.448011	-0.379582	-0.032584	0.833777	-0.401477	-0.246164	0.251647	-0.217519	0.879932	0.878828	0.672699	1.000000	0.942194	0.932448	0.894639	0.930128	0.933155	0.281225	0.345294	-0.135859	0.363212	-0.262297	0.212728	0.122161	-0.201787	0.365434	-0.377932	-0.150587
R95P_IDW1N10	0.213069	-0.462934	0.521241	-0.553129	-0.236878	0.405757	-0.632063	0.230934	0.086739	-0.132488	0.361311	0.902077	0.825734	0.388798	-0.024704	0.851585	0.476860	0.792808	0.512163	-0.531059	-0.091102	0.903045	-0.537232	-0.179505	0.179476	-0.142101	0.959140	0.918788	0.848068	0.942194	1.000000	0.991514	0.899908	0.930194	0.891024	0.299563	0.359806	-0.089590	0.326526	-0.355191	0.265450	0.082432	-0.149973	0.326109	-0.497684	-0.281884
R99P_IDW1N10	0.237294	-0.441510	0.500593	-0.545299	-0.195603	0.414935	-0.619029	0.251353	0.105648	-0.089489	0.373476	0.880142	0.824744	0.352131	0.011946	0.847339	0.441041	0.786011	0.485395	-0.502157	-0.043412	0.868554	-0.512719	-0.197217	0.199010	-0.161337	0.923888	0.877463	0.803112	0.932448	0.991514	1.000000	0.925969	0.946039	0.885514	0.319780	0.371202	-0.109479	0.338333	-0.298429	0.306064	0.108850	-0.179482	0.338507	-0.444299	-0.251996
RX1DAY_IDW1N10	0.279499	-0.342457	0.381588	-0.488930	-0.069475	0.402407	-0.529876	0.259959	0.159044	0.022083	0.377484	0.740007	0.793916	0.171744	0.172681	0.800480	0.255258	0.650885	0.354810	-0.419954	0.181197	0.688091	-0.403675	-0.223724	0.229908	-0.203281	0.765020	0.719121	0.602411	0.894639	0.899908	0.925969	1.000000	0.985352	0.929994	0.314215	0.417709	-0.228691	0.339626	-0.133985	0.344495	0.183841	-0.270670	0.344947	-0.250609	-0.044093
RX5DAY_IDW1N10	0.276587	-0.350917	0.434199	-0.526245	-0.110467	0.416934	-0.571560	0.266549	0.148209	-0.015721	0.390134	0.775687	0.816416	0.195285	0.153154	0.824491	0.279258	0.703988	0.361979	-0.437757	0.134653	0.738553	-0.429252	-0.227535	0.233197	-0.200954	0.812173	0.769786	0.648176	0.930128	0.930194	0.946039	0.985352	1.000000	0.945447	0.308380	0.415610	-0.211140	0.354287	-0.200818	0.315980	0.191839	-0.259529	0.357824	-0.324156	-0.079639
SDII_IDW1N10	0.337284	-0.268702	0.475887	-0.562140	-0.041670	0.465310	-0.590044	0.251831	0.232628	0.047241	0.444371	0.761756	0.778982	0.192893	0.155302	0.796171	0.277458	0.639576	0.390289	-0.333350	0.138646	0.761672	-0.331236	-0.297032	0.305672	-0.274543	0.822941	0.824422	0.614807	0.933155	0.891024	0.885514	0.929994	0.945447	1.000000	0.342138	0.480774	-0.242037	0.399518	-0.168489	0.277635	0.265657	-0.320499	0.412809	-0.272571	-0.036804
SU_IDW1N10	0.912979	0.301950	0.747030	-0.796860	0.658353	0.896154	-0.703484	0.701649	0.698230	0.733324	0.913901	0.267920	0.358135	-0.169867	0.551182	0.340602	-0.112829	0.084487	0.154084	0.367578	0.047141	0.377895	0.111490	-0.801414	0.806998	-0.709359	0.292236	0.346870	0.162503	0.281225	0.299563	0.319780	0.314215	0.308380	0.342138	1.000000	0.500963	-0.212713	0.869884	0.495136	0.898029	0.586277	-0.529291	0.895870	0.299073	-0.112797
TN10P_IDW1N10	0.476727	0.142172	0.413234	-0.508696	0.275916	0.493417	-0.438072	0.391154	0.360576	0.309723	0.516119	0.327335	0.403087	-0.105105	0.429698	0.414357	-0.058804	0.196899	0.190305	0.035904	0.333781	0.316920	0.073920	-0.394441	0.405596	-0.356713	0.337739	0.359067	0.231828	0.345294	0.359806	0.371202	0.417709	0.415610	0.480774	0.500963	1.000000	-0.601433	0.445163	0.132871	0.386124	0.664066	-0.575162	0.489975	0.071472	0.005223
TN90P_IDW1N10	-0.210061	-0.228620	-0.037806	0.089030	-0.269896	-0.128734	-0.001700	-0.307177	-0.113590	-0.246185	-0.169975	-0.031251	-0.158394	0.201947	-0.396790	-0.158914	0.187235	-0.026493	0.063327	-0.039053	-0.321951	-0.002719	-0.267427	0.103824	-0.118779	0.070741	-0.034159	-0.043489	0.046478	-0.135859	-0.089590	-0.109479	-0.228691	-0.211140	-0.242037	-0.212713	-0.601433	1.000000	-0.103978	-0.182797	-0.133086	-0.417455	0.585974	-0.153929	-0.248743	-0.097924
TNN_IDW1N10	0.936941	0.273748	0.839108	-0.910362	0.588940	0.975072	-0.840098	0.557553	0.817750	0.674014	0.975073	0.288996	0.352951	-0.156671	0.466559	0.338083	-0.089791	0.108516	0.176918	0.359218	-0.035197	0.408942	-0.018509	-0.944073	0.948146	-0.891286	0.307839	0.389967	0.130638	0.363212	0.326526	0.338333	0.339626	0.354287	0.399518	0.869884	0.445163	-0.103978	1.000000	0.425541	0.769852	0.558546	-0.431484	0.989989	0.180191	-0.067841
TNX_IDW1N10	0.580068	0.421499	-0.022343	-0.075328	0.822013	0.383219	0.015949	0.324332	0.570377	0.828950	0.410048	-0.372423	-0.195245	-0.418885	0.394358	-0.224821	-0.426402	-0.401156	-0.251330	0.589208	0.382480	-0.368554	0.396927	-0.583936	0.575428	-0.574775	-0.437587	-0.378390	-0.567824	-0.262297	-0.355191	-0.298429	-0.133985	-0.200818	-0.168489	0.495136	0.132871	-0.182797	0.425541	1.000000	0.543817	0.314391	-0.343932	0.425543	0.887307	0.302151
TR_IDW1N10	0.797213	0.157340	0.582020	-0.660522	0.584444	0.780590	-0.606326	0.629690	0.601200	0.671512	0.784565	0.212819	0.342200	-0.191145	0.536655	0.309325	-0.138096	0.065032	0.118768	0.255026	0.125781	0.269161	-0.069587	-0.672470	0.673703	-0.585060	0.204574	0.208290	0.123796	0.212728	0.265450	0.306064	0.344495	0.315980	0.277635	0.898029	0.386124	-0.133086	0.769852	0.543817	1.000000	0.492584	-0.437110	0.769462	0.278385	-0.115034
TX10P_IDW1N10	0.630918	0.357578	0.483570	-0.541112	0.454857	0.591584	-0.452524	0.516121	0.468478	0.499493	0.622348	0.024947	0.131762	-0.224451	0.608130	0.116913	-0.193224	-0.004987	-0.056470	0.349215	0.303622	0.090087	0.276505	-0.532013	0.551691	-0.458336	0.046039	0.099387	-0.079236	0.122161	0.082432	0.108850	0.183841	0.191839	0.265657	0.586277	0.664066	-0.417455	0.558546	0.314391	0.492584	1.000000	-0.759148	0.591132	0.224211	0.066710
TX90P_IDW1N10	-0.547450	-0.279056	-0.355506	0.394303	-0.435142	-0.472578	0.319419	-0.547357	-0.351118	-0.488769	-0.507234	-0.053695	-0.176913	0.209650	-0.521681	-0.161868	0.174112	-0.045403	0.093571	-0.274817	-0.355447	-0.140995	-0.264141	0.431633	-0.445691	0.329226	-0.098682	-0.141987	0.037741	-0.201787	-0.149973	-0.179482	-0.270670	-0.259529	-0.320499	-0.529291	-0.575162	0.585974	-0.431484	-0.343932	-0.437110	-0.759148	1.000000	-0.478257	-0.288646	0.078547
TXN_IDW1N10	0.954760	0.327165	0.831049	-0.909247	0.622537	0.974850	-0.820137	0.598236	0.809922	0.700891	0.985342	0.282567	0.360151	-0.185430	0.512711	0.347120	-0.119647	0.100528	0.161949	0.406827	-0.024274	0.403789	0.069516	-0.937347	0.943535	-0.878119	0.306252	0.389735	0.119633	0.365434	0.326109	0.338507	0.344947	0.357824	0.412809	0.895870	0.489975	-0.153929	0.989989	0.425543	0.769462	0.591132	-0.478257	1.000000	0.213803	-0.037976
TXX_IDW1N10	0.395730	0.552996	-0.243497	0.144969	0.784326	0.149792	0.277609	0.169706	0.446169	0.732076	0.200641	-0.514910	-0.320431	-0.501263	0.359469	-0.340806	-0.530076	-0.524685	-0.335498	0.635435	0.394577	-0.537018	0.682810	-0.373167	0.377613	-0.407055	-0.578970	-0.517596	-0.702767	-0.377932	-0.497684	-0.444299	-0.250609	-0.324156	-0.272571	0.299073	0.071472	-0.248743	0.180191	0.887307	0.278385	0.224211	-0.288646	0.213803	1.000000	0.423478
WSDI_IDW1N10	0.044879	0.311473	-0.329948	0.210488	0.301153	-0.098867	0.296686	-0.010186	0.051250	0.240689	-0.057795	-0.368410	-0.207394	-0.342207	0.170110	-0.218752	-0.371258	-0.299456	-0.310557	0.385239	0.387295	-0.450758	0.430197	-0.047434	0.052266	-0.087947	-0.392640	-0.365054	-0.494490	-0.150587	-0.281884	-0.251996	-0.044093	-0.079639	-0.036804	-0.112797	0.005223	-0.097924	-0.067841	0.302151	-0.115034	0.066710	0.078547	-0.037976	0.423478	1.000000
