HID	PA
41594	1
41595	1
41596	1
41597	1
41598	1
41599	1
41600	1
41601	1
41602	1
41603	1
41604	1
41605	1
41606	1
41607	1
41608	1
41609	0
41610	0
41611	0
41612	0
41613	0
41653	0
41654	0
41655	0
41656	0
41657	0
41658	0
41659	0
41660	0
41661	0
41662	0
41663	0
41664	1
41665	1
41666	1
41667	1
41668	1
41669	1
41670	1
41671	1
41672	1
41673	1
41674	1
41675	1
41676	1
41677	1
41678	1
41679	1
41680	1
41681	1
41682	1
41683	1
41684	1
41685	1
41686	1
41687	1
41688	1
41689	1
41690	0
41691	0
41692	0
41693	0
41694	0
41734	0
41735	0
41736	0
41737	0
41738	0
41739	0
41740	0
41741	0
41742	0
41743	0
41744	0
41745	0
41746	1
41747	1
41748	1
41749	1
41750	1
41751	1
41752	1
41753	1
41754	1
41755	1
41756	1
41757	1
41758	1
41759	1
41760	1
41761	1
41762	1
41763	1
41764	1
41765	1
41766	1
41767	1
41768	1
41769	1
41770	1
41771	1
41772	0
41773	0
41774	0
41775	0
41816	0
41817	0
41818	0
41819	0
41820	0
41821	0
41822	0
41823	0
41824	0
41825	0
41826	0
41827	1
41828	1
41829	1
41830	1
41831	1
41832	1
41833	1
41834	1
41835	1
41836	1
41837	1
41838	1
41839	1
41840	1
41841	1
41842	1
41843	1
41844	1
41845	1
41846	1
41847	1
41848	1
41849	1
41850	1
41851	1
41852	1
41853	0
41854	0
41855	0
41856	0
41857	0
41896	0
41897	0
41898	0
41899	0
41900	0
41901	0
41902	0
41903	0
41904	0
41905	0
41906	0
41907	0
41908	1
41909	1
41910	1
41911	1
41912	1
41913	1
41914	1
41915	1
41916	1
41917	1
41918	1
41919	1
41920	1
41921	1
41922	1
41923	1
41924	1
41925	1
41926	1
41927	1
41928	1
41929	1
41930	1
41931	1
41932	1
41933	1
41934	0
41935	0
41936	0
41937	0
41978	0
41979	0
41980	0
41981	0
41982	0
41983	0
41984	0
41985	0
41986	0
41987	0
41988	0
41989	0
41990	1
41991	1
41992	1
41993	1
41994	1
41995	1
41996	1
41997	1
41998	1
41999	1
42000	1
42001	1
42002	1
42003	1
42004	1
42005	1
42006	1
42007	1
42008	1
42009	1
42010	1
42011	1
42012	1
42013	1
42014	1
42015	1
42016	0
42017	0
42018	0
42019	0
42059	0
42060	0
42061	0
42062	0
42063	0
42064	0
42065	0
42066	0
42067	0
42068	0
42069	0
42070	0
42071	1
42072	1
42073	1
42074	1
42075	1
42076	1
42077	1
42078	1
42079	1
42080	1
42081	1
42082	1
42083	1
42084	1
42085	1
42086	1
42087	1
42088	1
42089	1
42090	1
42091	1
42092	1
42093	1
42094	1
42095	1
42096	1
42097	0
42098	1
42099	0
42100	0
42101	0
42140	0
42141	0
42142	0
42143	0
42144	0
42145	0
42146	0
42147	0
42148	0
42149	0
42150	0
42151	0
42152	1
42153	1
42154	1
42155	1
42156	1
42157	1
42158	1
42159	1
42160	1
42161	1
42162	1
42163	1
42164	1
42165	1
42166	1
42167	1
42168	1
42169	1
42170	1
42171	1
42172	1
42173	1
42174	1
42175	1
42176	1
42177	1
42178	1
42179	0
42180	1
42181	0
42182	0
42221	0
42222	0
42223	0
42224	0
42225	0
42226	0
42227	0
42228	0
42229	0
42230	0
42231	0
42232	0
42233	0
42234	1
42235	1
42236	1
42237	1
42238	1
42239	1
42240	1
42241	1
42242	1
42243	1
42244	1
42245	1
42246	1
42247	1
42248	1
42249	1
42250	1
42251	1
42252	1
42253	1
42254	1
42255	1
42256	1
42257	1
42258	1
42259	1
42260	1
42261	1
42262	0
42263	0
42264	0
42303	0
42304	0
42305	0
42306	0
42307	0
42308	0
42309	0
42310	0
42311	0
42312	0
42313	0
42314	0
42315	1
42316	1
42317	1
42318	1
42319	1
42320	1
42321	1
42322	1
42323	1
42324	1
42325	1
42326	1
42327	1
42328	1
42329	1
42330	1
42331	1
42332	1
42333	1
42334	1
42335	1
42336	1
42337	1
42338	1
42339	1
42340	1
42341	1
42342	1
42343	1
42344	0
42345	0
42383	0
42384	0
42385	0
42386	0
42387	0
42388	0
42389	0
42390	0
42391	0
42392	0
42393	0
42394	0
42395	0
42396	1
42397	1
42398	1
42399	1
42400	1
42401	1
42402	1
42403	1
42404	1
42405	1
42406	1
42407	1
42408	1
42409	1
42410	1
42411	1
42412	1
42413	1
42414	1
42415	1
42416	1
42417	1
42418	1
42419	1
42420	1
42421	1
42422	1
42423	1
42424	1
42425	0
42426	0
42465	0
42466	0
42467	0
42468	0
42469	0
42470	0
42471	0
42472	0
42473	0
42474	0
42475	0
42476	0
42477	1
42478	1
42479	1
42480	1
42481	1
42482	1
42483	1
42484	1
42485	1
42486	1
42487	1
42488	1
42489	1
42490	1
42491	1
42492	1
42493	1
42494	1
42495	1
42496	1
42497	1
42498	1
42499	1
42500	1
42501	1
42502	1
42503	1
42504	1
42505	1
42506	1
42507	0
42508	0
42546	0
42547	0
42548	0
42549	0
42550	0
42551	0
42552	0
42553	0
42554	0
42555	0
42556	0
42557	0
42558	0
42559	1
42560	1
42561	1
42562	1
42563	1
42564	1
42565	1
42566	1
42567	1
42568	1
42569	1
42570	1
42571	1
42572	1
42573	1
42574	1
42575	1
42576	1
42577	1
42578	1
42579	1
42580	1
42581	1
42582	1
42583	1
42584	1
42585	1
42586	1
42587	1
42588	0
42589	0
42627	0
42628	0
42629	0
42630	0
42631	0
42632	0
42633	0
42634	0
42635	0
42636	0
42637	0
42638	0
42639	0
42640	1
42641	1
42642	1
42643	1
42644	1
42645	1
42646	1
42647	1
42648	1
42649	1
42650	1
42651	1
42652	1
42653	1
42654	1
42655	1
42656	1
42657	1
42658	1
42659	1
42660	1
42661	1
42662	1
42663	1
42664	1
42665	1
42666	1
42667	1
42668	1
42669	0
42670	0
42708	0
42709	0
42710	0
42711	0
42712	0
42713	0
42714	0
42715	0
42716	0
42717	0
42718	0
42719	0
42720	0
42721	1
42722	1
42723	1
42724	1
42725	1
42726	1
42727	1
42728	1
42729	1
42730	1
42731	1
42732	1
42733	1
42734	1
42735	1
42736	1
42737	1
42738	1
42739	1
42740	1
42741	1
42742	1
42743	1
42744	1
42745	1
42746	1
42747	1
42748	1
42749	1
42750	1
42751	0
42752	0
42790	0
42791	0
42792	0
42793	0
42794	0
42795	0
42796	0
42797	0
42798	0
42799	0
42800	0
42801	0
42802	0
42803	1
42804	1
42805	1
42806	1
42807	1
42808	1
42809	1
42810	1
42811	1
42812	1
42813	1
42814	1
42815	1
42816	1
42817	1
42818	1
42819	1
42820	1
42821	1
42822	1
42823	1
42824	1
42825	1
42826	1
42827	1
42828	1
42829	1
42830	1
42831	1
42832	0
42833	0
42834	0
42871	0
42872	0
42873	0
42874	0
42875	0
42876	0
42877	0
42878	0
42879	0
42880	0
42881	0
42882	0
42883	0
42884	1
42885	1
42886	1
42887	1
42888	1
42889	1
42890	1
42891	1
42892	1
42893	1
42894	1
42895	1
42896	1
42897	1
42898	1
42899	1
42900	1
42901	1
42902	1
42903	1
42904	1
42905	1
42906	1
42907	1
42908	1
42909	1
42910	1
42911	1
42912	0
42913	0
42914	0
42915	0
42952	0
42953	0
42954	0
42955	0
42956	0
42957	0
42958	0
42959	0
42960	0
42961	0
42962	0
42963	0
42964	1
42965	1
42966	1
42967	1
42968	1
42969	1
42970	1
42971	1
42972	1
42973	1
42974	1
42975	1
42976	1
42977	1
42978	1
42979	1
42980	1
42981	1
42982	1
42983	1
42984	1
42985	1
42986	1
42987	1
42988	1
42989	1
42990	1
42991	1
42992	1
42993	0
42994	1
42995	0
42996	0
43034	0
43035	0
43036	0
43038	0
43039	0
43040	0
43041	0
43042	0
43043	0
43044	0
43045	0
43046	1
43047	1
43048	1
43049	1
43050	1
43051	1
43052	1
43053	1
43054	1
43055	1
43056	1
43057	1
43058	1
43059	1
43060	1
43061	1
43062	1
43063	1
43064	1
43065	1
43066	1
43067	1
43068	1
43069	1
43070	1
43071	1
43072	1
43073	1
43074	1
43075	1
43076	1
43077	0
43078	0
43115	0
43116	0
43117	0
43118	0
43119	0
43120	0
43121	0
43122	0
43123	0
43124	0
43125	0
43126	0
43127	1
43128	1
43129	1
43130	1
43131	1
43132	1
43133	1
43134	1
43135	1
43136	1
43137	1
43138	1
43139	1
43140	1
43141	1
43142	1
43143	1
43144	1
43145	1
43146	1
43147	1
43148	1
43149	1
43150	1
43151	1
43152	1
43153	1
43154	1
43155	1
43156	1
43157	0
43197	0
43198	0
43199	0
43200	0
43201	0
43202	0
43203	0
43204	0
43205	0
43206	0
43207	0
43208	1
43209	1
43210	1
43211	1
43212	1
43213	1
43214	1
43215	1
43216	1
43217	1
43218	1
43219	1
43220	1
43221	1
43222	1
43223	1
43224	1
43225	1
43226	1
43227	1
43228	1
43229	1
43230	1
43231	1
43232	1
43233	1
43234	1
43235	1
43236	1
43237	1
43238	1
43239	0
43279	0
43280	0
43281	0
43282	0
43283	0
43284	0
43285	0
43286	0
43287	0
43288	0
43289	0
43290	1
43291	1
43292	1
43293	1
43294	1
43295	1
43296	1
43297	1
43298	1
43299	1
43300	1
43301	1
43302	1
43303	1
43304	1
43305	1
43306	1
43307	1
43308	1
43309	1
43310	1
43311	1
43312	1
43313	1
43314	1
43315	1
43316	1
43317	1
43318	1
43319	1
43320	1
43359	0
43360	0
43361	0
43362	0
43363	0
43364	0
43365	0
43366	0
43367	0
43368	0
43369	0
43370	1
43371	1
43372	1
43373	1
43374	1
43375	1
43376	1
43377	1
43378	1
43379	1
43380	1
43381	1
43382	1
43383	1
43384	1
43385	1
43386	1
43387	1
43388	1
43389	1
43390	1
43391	1
43392	1
43393	1
43394	1
43395	1
43396	1
43397	1
43398	1
43400	1
43441	0
43442	0
43443	0
43444	0
43445	0
43446	0
43447	0
43448	0
43449	0
43450	0
43451	0
43452	1
43453	1
43454	1
43455	1
43456	1
43457	1
43458	1
43459	1
43460	1
43461	1
43462	1
43463	1
43464	1
43465	1
43466	1
43467	1
43468	1
43469	1
43470	1
43471	1
43472	1
43473	1
43474	1
43475	1
43476	1
43477	1
43478	1
43479	1
43480	1
43523	0
43524	0
43525	0
43526	0
43527	0
43528	0
43529	0
43530	0
43531	0
43532	0
43533	0
43534	1
43535	1
43536	1
43537	1
43538	1
43539	1
43540	1
43541	1
43542	1
43543	1
43544	1
43545	1
43546	1
43547	1
43548	1
43549	1
43550	1
43551	1
43552	1
43553	1
43554	1
43555	1
43556	1
43557	1
43558	1
43559	1
43560	1
43561	1
43604	0
43605	0
43606	0
43607	0
43608	0
43609	0
43610	0
43611	0
43612	0
43613	0
43614	1
43615	1
43616	1
43617	1
43618	1
43619	1
43620	1
43621	1
43622	1
43623	1
43624	1
43625	1
43626	1
43627	1
43628	1
43629	1
43630	1
43631	1
43632	1
43633	1
43634	1
43635	1
43636	1
43637	1
43638	1
43639	1
43640	1
43641	1
43642	1
43685	0
43686	0
43687	0
43688	0
43689	0
43690	0
43691	0
43692	0
43693	0
43694	0
43695	0
43696	1
43697	1
43698	1
43699	1
43700	1
43701	1
43702	1
43703	1
43704	1
43705	1
43706	1
43707	1
43708	1
43709	1
43710	1
43711	1
43712	1
43713	1
43714	1
43715	1
43716	1
43717	1
43718	1
43719	1
43720	1
43721	1
43722	1
43723	1
43767	0
43768	0
43769	0
43770	0
43771	0
43772	0
43773	0
43774	0
43775	0
43776	0
43777	0
43778	1
43779	1
43780	1
43781	1
43782	1
43783	1
43784	1
43785	1
43786	1
43787	1
43788	1
43789	1
43790	1
43791	1
43792	1
43793	1
43794	1
43795	1
43796	1
43797	1
43798	1
43799	1
43800	1
43801	1
43802	1
43803	1
43804	1
43805	0
43848	0
43849	0
43850	0
43851	0
43852	0
43853	0
43854	0
43855	0
43856	0
43857	0
43858	1
43859	1
43860	1
43861	1
43862	1
43863	1
43864	1
43865	1
43866	1
43867	1
43868	1
43869	1
43870	1
43871	1
43872	1
43873	1
43874	1
43875	1
43876	1
43877	1
43878	1
43879	1
43880	1
43881	1
43882	1
43883	1
43884	1
43885	1
43929	0
43930	0
43931	0
43932	0
43933	0
43934	0
43935	0
43936	0
43937	0
43938	0
43939	0
43940	1
43941	1
43942	1
43943	1
43944	1
43945	1
43946	1
43947	1
43948	1
43949	1
43950	1
43951	1
43952	1
43953	1
43954	1
43955	1
43956	1
43957	1
43958	1
43959	1
43960	1
43961	1
43962	1
43963	1
43964	1
43965	1
43966	1
43967	0
44011	0
44012	0
44013	0
44014	0
44015	0
44016	0
44017	0
44018	0
44019	0
44020	0
44021	0
44022	1
44023	1
44024	1
44025	1
44026	1
44027	1
44028	1
44029	1
44030	1
44031	1
44032	1
44033	1
44034	1
44035	1
44036	1
44037	1
44038	1
44039	1
44040	1
44041	1
44042	1
44043	1
44044	1
44045	1
44046	1
44047	1
44048	1
44092	0
44093	0
44094	0
44095	0
44096	0
44097	0
44098	0
44099	0
44100	0
44101	0
44102	0
44103	1
44104	1
44105	1
44106	1
44107	1
44108	1
44109	1
44110	1
44111	1
44112	1
44113	1
44114	1
44115	1
44116	1
44117	1
44118	1
44119	1
44120	1
44121	1
44122	1
44123	1
44124	1
44125	1
44126	1
44127	1
44128	1
44173	0
44174	0
44175	0
44176	0
44177	0
44178	0
44179	0
44180	0
44181	0
44182	0
44183	0
44184	1
44185	1
44186	1
44187	1
44188	1
44189	1
44190	1
44191	1
44192	1
44193	1
44194	1
44195	1
44196	1
44197	1
44198	1
44199	1
44200	1
44201	1
44202	1
44203	1
44204	1
44205	1
44206	1
44207	1
44208	1
44209	1
44210	1
44255	0
44256	0
44257	0
44258	0
44259	0
44260	0
44261	0
44262	0
44263	0
44264	0
44265	0
44266	1
44267	1
44268	1
44269	1
44270	1
44271	1
44272	1
44273	1
44274	1
44275	1
44276	1
44277	1
44278	1
44279	1
44280	1
44281	1
44282	1
44283	1
44284	1
44285	1
44286	1
44287	1
44288	1
44289	1
44290	1
44291	1
44292	1
44335	0
44336	0
44337	0
44338	0
44339	0
44340	0
44341	0
44342	0
44343	0
44344	0
44345	0
44346	0
44347	1
44348	1
44349	1
44350	1
44351	1
44352	1
44353	1
44354	1
44355	1
44356	1
44357	1
44358	1
44359	1
44360	1
44361	1
44362	1
44363	1
44364	1
44365	1
44366	1
44367	1
44368	1
44369	1
44370	1
44371	1
44372	1
44417	0
44418	0
44419	0
44420	0
44421	0
44422	0
44423	0
44424	0
44425	0
44426	0
44427	0
44428	1
44429	1
44430	1
44431	1
44432	1
44433	1
44434	1
44435	1
44436	1
44437	1
44438	1
44439	1
44440	1
44441	1
44442	1
44443	1
44444	1
44445	1
44446	1
44447	1
44448	1
44449	1
44450	1
44451	1
44452	1
44453	1
44454	0
44468	0
44499	0
44500	0
44501	0
44502	0
44503	0
44504	0
44505	0
44506	0
44507	0
44508	0
44509	0
44510	1
44511	1
44512	1
44513	1
44514	1
44515	1
44516	1
44517	1
44518	1
44519	1
44520	1
44521	1
44522	1
44523	1
44524	1
44525	1
44526	1
44527	1
44528	1
44529	1
44530	1
44531	1
44532	1
44533	1
44534	1
44535	0
44549	0
44550	0
44579	0
44580	0
44581	0
44582	0
44583	0
44584	0
44585	0
44586	0
44587	0
44588	0
44589	0
44590	0
44591	1
44592	1
44593	1
44594	1
44595	1
44596	1
44597	1
44598	1
44599	1
44600	1
44601	1
44602	1
44603	1
44604	1
44605	1
44606	1
44607	1
44608	1
44609	1
44610	1
44611	1
44612	1
44613	1
44614	1
44615	1
44616	0
44629	0
44630	0
44631	0
44661	0
44662	0
44663	0
44664	0
44665	0
44666	0
44667	0
44668	0
44669	0
44670	0
44671	0
44672	1
44673	1
44674	1
44675	1
44676	1
44677	1
44678	1
44679	1
44680	1
44681	1
44682	1
44683	1
44684	1
44685	1
44686	1
44687	1
44688	1
44689	1
44690	1
44691	1
44692	1
44693	1
44694	1
44695	1
44696	1
44697	1
44710	0
44711	0
44712	0
44713	0
44743	0
44744	0
44745	0
44746	0
44747	0
44748	0
44749	0
44750	0
44751	0
44752	0
44753	0
44754	1
44755	1
44756	1
44757	1
44758	1
44759	1
44760	1
44761	1
44762	1
44763	1
44764	1
44765	1
44766	1
44767	1
44768	1
44769	1
44770	1
44771	1
44772	1
44773	1
44774	1
44775	1
44776	1
44777	1
44778	1
44779	0
44791	0
44792	0
44793	0
44794	0
44824	0
44825	0
44826	0
44827	0
44828	0
44829	0
44830	0
44831	0
44832	0
44833	0
44834	0
44835	1
44836	1
44837	1
44838	1
44839	1
44840	1
44841	1
44842	1
44843	1
44844	1
44845	1
44846	1
44847	1
44848	1
44849	1
44850	1
