BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
BIO11_Mean	0.958100	-0.413816	0.679939	-0.844239	0.639144	0.953164	-0.643054	0.607622	0.972886	0.757691	1.000000	0.609636	0.664028	0.178376	0.075645	0.634710	0.214828	-0.015259	0.578647	0.025100	0.389229	0.601474	-0.277436	-0.483374	0.431051	-0.267558	0.505255	0.426374	0.595007	0.116822	0.404847	0.362286	-0.016001	0.036066	0.035961	0.842739	0.352045	0.069442	0.848639	0.345067	0.736089	0.353498	-0.281103	0.935066	0.289800	-0.037914
BIO12_Mean	0.448990	-0.574307	0.675789	-0.780954	0.054436	0.665042	-0.699271	0.105203	0.585467	0.136841	0.609636	1.000000	0.842544	0.571338	-0.360990	0.858186	0.609496	0.545558	0.624525	-0.413961	0.114213	0.850461	-0.463130	-0.124960	0.110264	-0.031176	0.896715	0.852450	0.888807	0.630448	0.828554	0.734590	0.279708	0.352235	0.404255	0.315790	0.126271	0.255126	0.450145	-0.334431	0.146108	0.029572	-0.152834	0.516360	-0.392676	-0.288472
BIO13_Mean	0.573071	-0.419030	0.400602	-0.695008	0.290074	0.627948	-0.507496	0.257996	0.611863	0.331817	0.664028	0.842544	1.000000	0.165899	0.132742	0.987988	0.191563	0.453590	0.399904	-0.095713	0.418800	0.638784	-0.309418	-0.221779	0.197712	-0.088720	0.630939	0.577603	0.658833	0.449689	0.629611	0.564414	0.261504	0.366724	0.331033	0.420434	0.315966	0.138032	0.486258	-0.099446	0.330323	0.295021	-0.262955	0.639448	-0.065506	-0.072499
BIO14_Mean	0.036859	-0.489048	0.633624	-0.403559	-0.283204	0.336781	-0.553036	-0.105288	0.196122	-0.162169	0.178376	0.571338	0.165899	1.000000	-0.727146	0.170092	0.989649	0.448807	0.434811	-0.568740	-0.326348	0.600614	-0.530198	0.060510	-0.067061	0.056703	0.644200	0.614879	0.595720	0.518800	0.627141	0.597292	0.270125	0.217690	0.207967	-0.068226	-0.221423	0.259825	0.221958	-0.340119	-0.126535	-0.226387	-0.051393	0.041007	-0.619068	-0.412709
BIO15_Mean	0.213692	0.336366	-0.462297	0.167640	0.391724	-0.103541	0.365033	0.341644	-0.004278	0.323008	0.075645	-0.360990	0.132742	-0.727146	1.000000	0.108261	-0.752057	-0.208230	-0.440954	0.730752	0.659341	-0.344752	0.373796	-0.248223	0.234191	-0.138188	-0.493496	-0.476184	-0.479146	-0.343794	-0.431992	-0.391475	-0.101000	-0.002795	-0.033204	0.270845	0.445878	-0.265415	0.069027	0.480919	0.301030	0.541843	-0.081639	0.265809	0.624753	0.516070
BIO16_Mean	0.540671	-0.421066	0.384357	-0.682505	0.259121	0.603173	-0.499960	0.234537	0.585494	0.294891	0.634710	0.858186	0.987988	0.170092	0.108261	1.000000	0.195815	0.483734	0.402806	-0.133306	0.400360	0.653468	-0.307974	-0.210147	0.188226	-0.080842	0.653402	0.605347	0.674053	0.473509	0.650851	0.580830	0.277584	0.390614	0.359359	0.392665	0.315369	0.129432	0.450470	-0.129651	0.291651	0.289028	-0.255707	0.611896	-0.084075	-0.078796
BIO17_Mean	0.064264	-0.512483	0.680514	-0.448823	-0.275589	0.376287	-0.591771	-0.096710	0.234687	-0.152354	0.214828	0.609496	0.191563	0.989649	-0.752057	0.195815	1.000000	0.443325	0.469310	-0.591755	-0.321856	0.633507	-0.547261	0.043374	-0.051816	0.051007	0.675764	0.645053	0.630730	0.531089	0.650741	0.616439	0.267098	0.222858	0.216225	-0.033270	-0.204061	0.270848	0.253499	-0.346155	-0.108345	-0.224861	-0.047013	0.074460	-0.628181	-0.414662
BIO18_Mean	-0.096498	-0.406072	0.164188	-0.206655	-0.400884	0.070331	-0.334237	-0.026560	-0.059291	-0.291569	-0.015259	0.545558	0.453590	0.448807	-0.208230	0.483734	0.443325	1.000000	0.007663	-0.438596	0.072182	0.356554	-0.544070	0.082872	-0.052195	0.081791	0.469066	0.428347	0.406218	0.623344	0.688136	0.713519	0.694786	0.718607	0.416320	-0.222818	-0.103305	0.107063	0.050356	-0.293329	-0.136724	-0.150569	-0.079973	-0.006028	-0.503676	-0.172928
BIO19_Mean	0.465106	-0.462666	0.669938	-0.619173	0.191516	0.662463	-0.608682	0.117859	0.607750	0.284856	0.578647	0.624525	0.399904	0.434811	-0.440954	0.402806	0.469310	0.007663	1.000000	-0.336585	-0.068955	0.649695	-0.248247	-0.115281	0.093893	-0.049953	0.649273	0.606912	0.684033	0.259688	0.480491	0.400495	-0.051162	-0.052480	0.098230	0.394549	0.066383	0.180621	0.422983	-0.136878	0.221384	-0.091232	-0.073541	0.428335	-0.142453	-0.285373
CDD_IDW1N10	0.114719	0.453799	-0.294193	0.134220	0.310402	-0.168532	0.384721	0.126941	-0.037438	0.185699	0.025100	-0.413961	-0.095713	-0.568740	0.730752	-0.133306	-0.591755	-0.438596	-0.336585	1.000000	0.548392	-0.311666	0.566545	-0.262943	0.234372	-0.147050	-0.463708	-0.374565	-0.533163	-0.372469	-0.614198	-0.644813	-0.429387	-0.325372	0.058624	0.326674	0.355925	-0.180269	0.058282	0.371855	0.173716	0.506846	0.095965	0.266811	0.551708	0.576172
CSDI_IDW1N10	0.415975	-0.156002	0.026883	-0.318799	0.260549	0.308812	-0.174111	0.327988	0.319946	0.279708	0.389229	0.114213	0.418800	-0.326348	0.659341	0.400360	-0.321856	0.072182	-0.068955	0.548392	1.000000	0.164836	-0.023112	-0.430949	0.393458	-0.242359	-0.005588	0.032033	-0.073854	0.094676	0.014837	0.004777	0.106584	0.269456	0.315904	0.454202	0.654496	-0.284338	0.457464	0.339044	0.358671	0.716839	-0.174833	0.581777	0.354970	0.559845
CWD_IDW1N10	0.467253	-0.494164	0.724237	-0.731420	0.123408	0.655917	-0.645050	0.150745	0.572744	0.184946	0.601474	0.850461	0.638784	0.600614	-0.344752	0.653468	0.633507	0.356554	0.649695	-0.311666	0.164836	1.000000	-0.319302	-0.164729	0.137782	-0.062461	0.907693	0.900013	0.869539	0.548078	0.718115	0.593861	0.071082	0.185742	0.415982	0.373556	0.196762	0.214510	0.427868	-0.316348	0.123986	0.175465	-0.095877	0.512107	-0.353296	-0.189101
DTR_IDW1N10	-0.145873	0.774690	-0.434494	0.485016	0.306303	-0.468410	0.713121	0.001007	-0.306720	0.086353	-0.277436	-0.463130	-0.309418	-0.530198	0.373796	-0.307974	-0.547261	-0.544070	-0.248247	0.566545	-0.023112	-0.319302	1.000000	0.037108	-0.013891	-0.037732	-0.386189	-0.294869	-0.418503	-0.428717	-0.622510	-0.699215	-0.568031	-0.487606	-0.033814	0.012654	-0.002420	0.018061	-0.511294	-0.042135	-0.271146	0.080820	0.321173	-0.197066	0.466694	0.356984
FD_IDW1N10	-0.512824	0.120748	-0.274605	0.354528	-0.366074	-0.436151	0.247131	-0.401912	-0.485411	-0.418442	-0.483374	-0.124960	-0.221779	0.060510	-0.248223	-0.210147	0.043374	0.082872	-0.115281	-0.262943	-0.430949	-0.164729	0.037108	1.000000	-0.951317	0.672495	0.029841	0.016558	0.051420	0.073464	0.051282	0.041714	0.034977	-0.037710	-0.024333	-0.598515	-0.323950	0.003613	-0.604461	-0.539978	-0.337323	-0.351621	0.079969	-0.593697	-0.502022	-0.259033
GSL_IDW1N10	0.464443	-0.097132	0.242992	-0.306708	0.322623	0.380588	-0.213609	0.382073	0.429871	0.382141	0.431051	0.110264	0.197712	-0.067061	0.234191	0.188226	-0.051816	-0.052195	0.093893	0.234372	0.393458	0.137782	-0.013891	-0.951317	1.000000	-0.773775	-0.030895	-0.020046	-0.052241	-0.064735	-0.045278	-0.032085	-0.014955	0.048691	0.026521	0.526029	0.266750	0.026422	0.529098	0.481243	0.287707	0.276726	-0.042082	0.539145	0.454037	0.235593
ID_IDW1N10	-0.312039	0.005589	-0.136241	0.145884	-0.261908	-0.226072	0.081908	-0.285925	-0.269844	-0.291761	-0.267558	-0.031176	-0.088720	0.056703	-0.138188	-0.080842	0.051007	0.081791	-0.049953	-0.147050	-0.242359	-0.062461	-0.037732	0.672495	-0.773775	1.000000	0.058531	0.047237	0.067989	0.081934	0.077295	0.068702	0.035569	-0.004940	0.010443	-0.333031	-0.157510	-0.024807	-0.316935	-0.317330	-0.163577	-0.164860	0.027983	-0.334046	-0.336826	-0.161752
PRCPTOT_IDW1N10	0.355050	-0.494535	0.692038	-0.684604	-0.000441	0.570110	-0.629606	0.079695	0.470276	0.070271	0.505255	0.896715	0.630939	0.644200	-0.493496	0.653402	0.675764	0.469066	0.649273	-0.463708	-0.005588	0.907693	-0.386189	0.029841	-0.030895	0.058531	1.000000	0.977489	0.944441	0.729983	0.876535	0.755425	0.268707	0.342140	0.539647	0.207302	-0.008628	0.259408	0.305698	-0.493031	0.018574	-0.039082	-0.067991	0.376783	-0.504055	-0.271519
R10MM_IDW1N10	0.272247	-0.428709	0.661134	-0.637775	-0.051012	0.483703	-0.566594	-0.002426	0.391167	-0.015763	0.426374	0.852450	0.577603	0.614879	-0.476184	0.605347	0.645053	0.428347	0.606912	-0.374565	0.032033	0.900013	-0.294869	0.016558	-0.020046	0.047237	0.977489	1.000000	0.866990	0.761495	0.807366	0.661059	0.206181	0.307240	0.639847	0.164104	0.019935	0.239245	0.244978	-0.554344	-0.099733	0.019286	-0.040866	0.326636	-0.521656	-0.195365
R1MM_IDW1N10	0.460619	-0.506406	0.685815	-0.700862	0.122334	0.652782	-0.642277	0.177101	0.565826	0.216367	0.595007	0.888807	0.658833	0.595720	-0.479146	0.674053	0.630730	0.406218	0.684033	-0.533163	-0.073854	0.869539	-0.418503	0.051420	-0.052241	0.067989	0.944441	0.866990	1.000000	0.528521	0.831581	0.734400	0.178926	0.221220	0.273987	0.282120	-0.024984	0.313825	0.343022	-0.386609	0.191465	-0.106603	-0.057616	0.428808	-0.419586	-0.365735
R20MM_IDW1N10	-0.015575	-0.448612	0.405759	-0.405543	-0.346718	0.220273	-0.465082	-0.131528	0.084357	-0.292962	0.116822	0.630448	0.449689	0.518800	-0.343794	0.473509	0.531089	0.623344	0.259688	-0.372469	0.094676	0.548078	-0.428717	0.073464	-0.064735	0.081934	0.729983	0.761495	0.528521	1.000000	0.835255	0.772721	0.671348	0.736473	0.820962	-0.173930	-0.120665	0.061661	0.141934	-0.549180	-0.302796	0.010119	-0.148908	0.069155	-0.599098	-0.012701
R95P_IDW1N10	0.275519	-0.617861	0.563394	-0.595046	-0.138216	0.517322	-0.659523	0.116622	0.375032	-0.002506	0.404847	0.828554	0.629611	0.627141	-0.431992	0.650851	0.650741	0.688136	0.480491	-0.614198	0.014837	0.718115	-0.622510	0.051282	-0.045278	0.077295	0.876535	0.807366	0.831581	0.835255	1.000000	0.971038	0.668697	0.691904	0.521037	0.050921	-0.109306	0.186329	0.325759	-0.390888	0.041221	-0.098458	-0.172874	0.279872	-0.526899	-0.249597
R99P_IDW1N10	0.255164	-0.645655	0.490748	-0.525377	-0.163740	0.492995	-0.649007	0.156249	0.343023	0.006249	0.362286	0.734590	0.564414	0.597292	-0.391475	0.580830	0.616439	0.713519	0.400495	-0.644813	0.004777	0.593861	-0.699215	0.041714	-0.032085	0.068702	0.755425	0.661059	0.734400	0.772721	0.971038	1.000000	0.774126	0.761247	0.415004	0.025212	-0.139135	0.164562	0.346201	-0.264807	0.103399	-0.141632	-0.188574	0.245728	-0.476677	-0.249059
RX1DAY_IDW1N10	-0.035302	-0.414848	0.042880	-0.103157	-0.306166	0.090052	-0.295378	0.113025	-0.039143	-0.165492	-0.016001	0.279708	0.261504	0.270125	-0.101000	0.277584	0.267098	0.694786	-0.051162	-0.429387	0.106584	0.071082	-0.568031	0.034977	-0.014955	0.035569	0.268707	0.206181	0.178926	0.671348	0.668697	0.774126	1.000000	0.956483	0.462172	-0.212242	-0.175096	-0.093013	0.143986	-0.077947	-0.032964	-0.103128	-0.247303	-0.024920	-0.271307	-0.012793
RX5DAY_IDW1N10	0.022593	-0.363769	0.064175	-0.150405	-0.241356	0.109294	-0.275135	0.160561	-0.007419	-0.136995	0.036066	0.352235	0.366724	0.217690	-0.002795	0.390614	0.222858	0.718607	-0.052480	-0.325372	0.269456	0.185742	-0.487606	-0.037710	0.048691	-0.004940	0.342140	0.307240	0.221220	0.736473	0.691904	0.761247	0.956483	1.000000	0.606751	-0.137776	-0.081556	-0.100819	0.158027	-0.120195	-0.057183	0.056562	-0.197610	0.066639	-0.245350	0.155058
SDII_IDW1N10	-0.021286	-0.101609	0.179987	-0.215469	-0.176878	0.023573	-0.139239	-0.026420	-0.044897	-0.218809	0.035961	0.404255	0.331033	0.207967	-0.033204	0.359359	0.216225	0.416320	0.098230	0.058624	0.315904	0.415982	-0.033814	-0.024333	0.026521	0.010443	0.539647	0.639847	0.273987	0.820962	0.521037	0.415004	0.462172	0.606751	1.000000	-0.043348	0.027991	-0.056937	0.029608	-0.444819	-0.311703	0.207558	-0.034657	0.108503	-0.311194	0.290950
SU_IDW1N10	0.875545	-0.121857	0.462799	-0.590712	0.721141	0.737410	-0.352405	0.659578	0.818287	0.779335	0.842739	0.315790	0.420434	-0.068226	0.270845	0.392665	-0.033270	-0.222818	0.394549	0.326674	0.454202	0.373556	0.012654	-0.598515	0.526029	-0.333031	0.207302	0.164104	0.282120	-0.173930	0.050921	0.025212	-0.212242	-0.137776	-0.043348	1.000000	0.444044	0.018927	0.776632	0.601407	0.785318	0.411814	-0.093384	0.913677	0.587821	0.177162
TN10P_IDW1N10	0.320887	-0.174814	0.100166	-0.338607	0.231460	0.318969	-0.203943	0.118403	0.340875	0.216364	0.352045	0.126271	0.315966	-0.221423	0.445878	0.315369	-0.204061	-0.103305	0.066383	0.355925	0.654496	0.196762	-0.002420	-0.323950	0.266750	-0.157510	-0.008628	0.019935	-0.024984	-0.120665	-0.109306	-0.139135	-0.175096	-0.081556	0.027991	0.444044	1.000000	-0.488556	0.374600	0.338479	0.336577	0.655507	-0.364546	0.445561	0.299724	0.058003
TN90P_IDW1N10	0.053695	0.034880	0.199554	-0.062670	0.012254	0.051340	-0.048829	0.064714	0.051730	0.044819	0.069442	0.255126	0.138032	0.259825	-0.265415	0.129432	0.270848	0.107063	0.180621	-0.180269	-0.284338	0.214510	0.018061	0.003613	0.026422	-0.024807	0.259408	0.239245	0.313825	0.061661	0.186329	0.164562	-0.093013	-0.100819	-0.056937	0.018927	-0.488556	1.000000	-0.039824	-0.257807	-0.114398	-0.459763	0.606445	0.033873	-0.246352	0.004219
TNN_IDW1N10	0.783560	-0.561004	0.665998	-0.795294	0.375448	0.879248	-0.730250	0.472755	0.849794	0.544816	0.848639	0.450145	0.486258	0.221958	0.069027	0.450470	0.253499	0.050356	0.422983	0.058282	0.457464	0.427868	-0.511294	-0.604461	0.529098	-0.316935	0.305698	0.244978	0.343022	0.141934	0.325759	0.346201	0.143986	0.158027	0.029608	0.776632	0.374600	-0.039824	1.000000	0.523059	0.742065	0.385300	-0.329694	0.873949	0.245175	0.051198
TNX_IDW1N10	0.484708	0.043513	-0.112699	-0.006481	0.518339	0.274882	0.028350	0.564019	0.363005	0.603293	0.345067	-0.334431	-0.099446	-0.340119	0.480919	-0.129651	-0.346155	-0.293329	-0.136878	0.371855	0.339044	-0.316348	-0.042135	-0.539978	0.481243	-0.317330	-0.493031	-0.554344	-0.386609	-0.549180	-0.390888	-0.264807	-0.077947	-0.120195	-0.444819	0.601407	0.338479	-0.257807	0.523059	1.000000	0.737705	0.335208	-0.193888	0.458449	0.783978	0.193387
TR_IDW1N10	0.787370	-0.225320	0.259958	-0.454427	0.639553	0.669573	-0.329746	0.651932	0.719984	0.761839	0.736089	0.146108	0.330323	-0.126535	0.301030	0.291651	-0.108345	-0.136724	0.221384	0.173716	0.358671	0.123986	-0.271146	-0.337323	0.287707	-0.163577	0.018574	-0.099733	0.191465	-0.302796	0.041221	0.103399	-0.032964	-0.057183	-0.311703	0.785318	0.336577	-0.114398	0.742065	0.737705	1.000000	0.336139	-0.288609	0.756204	0.537995	0.001591
TX10P_IDW1N10	0.374307	-0.014112	0.051604	-0.270603	0.372232	0.275924	-0.066320	0.203373	0.331617	0.294198	0.353498	0.029572	0.295021	-0.226387	0.541843	0.289028	-0.224861	-0.150569	-0.091232	0.506846	0.716839	0.175465	0.080820	-0.351621	0.276726	-0.164860	-0.039082	0.019286	-0.106603	0.010119	-0.098458	-0.141632	-0.103128	0.056562	0.207558	0.411814	0.655507	-0.459763	0.385300	0.335208	0.336139	1.000000	-0.487251	0.472852	0.393823	0.413758
TX90P_IDW1N10	-0.223396	0.342489	-0.125747	0.320694	-0.090961	-0.331846	0.308090	-0.010001	-0.310793	-0.126136	-0.281103	-0.152834	-0.262955	-0.051393	-0.081639	-0.255707	-0.047013	-0.079973	-0.073541	0.095965	-0.174833	-0.095877	0.321173	0.079969	-0.042082	0.027983	-0.067991	-0.040866	-0.057616	-0.148908	-0.172874	-0.188574	-0.247303	-0.197610	-0.034657	-0.093384	-0.364546	0.606445	-0.329694	-0.193888	-0.288609	-0.487251	1.000000	-0.212909	-0.138874	0.352115
TXN_IDW1N10	0.909162	-0.334822	0.581022	-0.788425	0.600559	0.853766	-0.558030	0.599244	0.891739	0.698814	0.935066	0.516360	0.639448	0.041007	0.265809	0.611896	0.074460	-0.006028	0.428335	0.266811	0.581777	0.512107	-0.197066	-0.593697	0.539145	-0.334046	0.376783	0.326636	0.428808	0.069155	0.279872	0.245728	-0.024920	0.066639	0.108503	0.913677	0.445561	0.033873	0.873949	0.458449	0.756204	0.472852	-0.212909	1.000000	0.400047	0.163159
TXX_IDW1N10	0.474201	0.393331	-0.283106	0.130706	0.714246	0.114471	0.330820	0.551390	0.288695	0.666658	0.289800	-0.392676	-0.065506	-0.619068	0.624753	-0.084075	-0.628181	-0.503676	-0.142453	0.551708	0.354970	-0.353296	0.466694	-0.502022	0.454037	-0.336826	-0.504055	-0.521656	-0.419586	-0.599098	-0.526899	-0.476677	-0.271307	-0.245350	-0.311194	0.587821	0.299724	-0.246352	0.245175	0.783978	0.537995	0.393823	-0.138874	0.400047	1.000000	0.349845
WSDI_IDW1N10	0.084967	0.352756	-0.201036	0.185705	0.216652	-0.150083	0.304347	0.237379	-0.086191	0.128846	-0.037914	-0.288472	-0.072499	-0.412709	0.516070	-0.078796	-0.414662	-0.172928	-0.285373	0.576172	0.559845	-0.189101	0.356984	-0.259033	0.235593	-0.161752	-0.271519	-0.195365	-0.365735	-0.012701	-0.249597	-0.249059	-0.012793	0.155058	0.290950	0.177162	0.058003	0.004219	0.051198	0.193387	0.001591	0.413758	0.352115	0.163159	0.349845	1.000000
