HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
48979	10	6	7	8	7	10	10	4	3	5	4	4	2	8	4	7	5	8	5	1
49054	2	7	3	3	7	7	7	7	10	8	7	6	10	1	1	8	10	8	4	2
49055	5	3	8	8	1	8	1	6	6	8	2	4	9	7	4	1	4	3	5	8
49056	10	5	1	3	3	5	6	5	6	1	6	1	4	10	7	7	2	7	7	2
49057	4	4	2	4	5	8	6	6	4	10	5	5	1	2	3	6	10	8	2	2
49058	1	3	7	10	9	7	4	1	7	6	9	9	4	7	10	2	4	3	8	1
49059	4	3	8	7	6	10	1	4	4	6	5	2	8	5	6	2	1	5	8	9
49060	6	6	8	6	2	7	7	7	5	10	1	10	8	1	6	3	3	8	1	5
49061	10	10	1	9	4	2	7	2	4	10	2	8	3	6	4	2	9	4	8	2
49135	10	9	10	2	3	2	5	10	4	4	10	7	5	10	1	6	3	5	4	6
49136	8	10	5	1	10	10	8	10	10	9	1	4	2	2	2	1	1	4	6	1
49137	8	1	6	10	6	3	1	9	1	4	1	4	6	3	4	7	10	6	8	6
49138	9	6	3	5	1	8	8	6	1	3	3	6	4	8	2	9	4	3	3	4
49139	9	7	8	3	8	10	8	7	2	1	5	5	5	1	5	10	5	5	6	4
49140	2	3	6	6	4	1	9	5	8	7	9	3	10	3	5	5	3	6	5	2
49141	6	9	2	4	4	2	9	3	2	3	10	1	5	9	9	4	5	5	7	3
49142	2	10	6	8	9	6	1	7	1	4	8	3	10	7	9	2	3	3	1	2
49143	5	5	7	1	2	6	2	4	9	8	4	2	8	3	3	3	9	4	6	4
49215	1	5	8	9	3	4	5	5	7	4	6	5	8	1	3	4	8	6	1	2
49216	7	2	9	1	8	10	2	3	5	9	7	9	7	7	7	8	10	4	5	7
49217	6	5	10	6	5	2	6	4	9	5	10	6	10	8	1	4	3	5	10	1
49218	6	4	6	7	10	6	5	4	2	4	3	2	7	10	8	10	5	7	9	1
49219	6	6	3	7	2	3	3	10	2	4	9	9	6	1	9	7	3	1	4	3
49220	9	2	10	3	6	6	7	6	6	5	2	3	6	3	9	5	10	1	2	10
49221	6	10	3	5	6	1	7	4	1	2	3	3	4	10	6	9	9	9	1	3
49222	1	10	1	8	9	10	1	10	10	9	8	4	6	8	4	4	5	10	8	7
49223	1	6	7	10	3	2	7	2	10	2	4	6	8	9	8	4	1	1	10	6
49224	4	6	10	8	8	5	9	10	3	10	10	2	1	8	6	7	3	3	8	6
49297	5	3	9	10	2	10	7	6	1	9	2	5	3	7	1	2	7	9	5	10
49298	7	7	6	5	7	3	3	10	10	10	4	7	5	5	6	5	4	8	2	3
49299	3	2	6	1	9	10	10	9	1	10	7	9	5	2	4	9	9	8	7	10
49300	7	1	6	7	4	3	7	8	6	1	5	1	7	1	5	3	5	3	3	3
49301	3	1	6	10	3	2	5	7	2	1	10	6	4	7	7	2	9	2	1	2
49302	8	2	9	2	10	3	1	5	9	3	3	8	9	7	3	10	5	2	2	7
49303	3	10	6	9	3	8	6	6	3	4	4	10	9	7	5	6	9	9	5	1
49304	8	3	7	1	1	6	10	8	1	10	3	5	5	4	5	6	9	9	3	9
49305	2	2	3	2	10	6	7	6	8	7	8	9	3	10	4	10	5	4	4	3
49306	7	7	4	9	8	2	8	4	2	6	9	2	9	5	4	6	9	5	5	9
49378	10	9	2	9	1	8	7	7	4	5	1	3	1	8	10	5	10	7	6	9
49379	2	9	3	2	7	2	7	9	2	5	10	6	8	8	5	9	8	10	1	7
49380	6	3	4	3	3	7	10	7	4	8	8	5	2	1	3	6	6	6	5	2
49381	6	9	2	1	8	5	1	5	10	4	9	9	8	7	6	2	4	4	5	7
49382	9	5	1	8	7	1	1	8	6	3	9	9	8	9	10	3	9	8	2	1
49383	8	5	4	1	7	8	10	7	1	4	10	5	3	3	2	2	9	1	10	1
49384	5	4	1	6	8	9	6	5	7	9	6	5	3	8	8	6	1	9	2	6
49385	5	4	8	1	9	5	8	7	6	9	6	4	6	10	10	9	10	5	1	10
49386	4	7	10	4	1	4	6	7	10	5	9	5	2	8	8	7	1	5	6	1
49387	8	5	1	2	5	5	3	6	4	8	3	9	7	2	4	1	2	3	5	9
49459	10	7	8	6	5	2	9	5	5	3	3	9	7	7	8	8	7	9	2	3
49460	9	8	7	10	1	8	7	7	8	1	4	8	1	1	6	5	4	2	10	5
49461	7	9	1	7	3	1	5	3	9	2	4	7	2	5	8	9	7	9	9	3
49462	10	5	7	8	7	9	6	7	10	1	9	8	9	1	3	6	3	10	2	5
49463	5	8	10	7	8	10	3	10	4	7	6	10	8	3	9	2	6	1	10	9
49464	6	10	1	9	5	2	8	6	10	9	6	1	3	8	5	3	5	5	9	3
49465	3	10	3	6	10	4	5	1	8	1	10	4	6	10	3	9	1	9	1	1
49466	3	9	9	8	3	10	10	8	2	1	5	3	6	5	4	4	3	9	3	9
49467	5	6	8	4	10	3	9	6	2	10	10	8	5	7	9	7	5	5	1	2
49468	9	5	4	2	6	9	2	10	5	9	10	6	5	3	2	2	1	7	4	6
49540	6	5	9	6	6	2	5	7	4	5	5	7	10	1	3	2	8	5	2	8
49541	7	10	10	4	10	10	1	3	7	4	9	2	10	3	10	7	4	6	8	2
49542	6	1	4	1	5	1	8	8	10	7	3	3	6	1	4	9	6	6	6	5
49543	4	1	8	2	2	1	2	9	8	9	9	8	4	1	7	8	3	1	5	10
49544	8	9	8	1	10	1	3	3	8	4	7	6	10	3	4	3	4	8	9	10
49545	6	1	4	7	10	5	9	8	8	6	3	10	2	5	9	1	1	6	2	3
49546	8	3	4	7	3	1	3	8	8	10	6	6	9	9	5	6	9	7	1	6
49547	3	2	9	8	4	9	10	2	8	1	9	7	6	5	6	5	2	5	4	5
49548	5	6	9	5	2	6	8	9	2	8	6	10	3	7	10	6	2	10	5	3
49549	7	9	5	2	4	1	1	1	5	10	4	10	2	2	4	7	8	6	4	8
49550	8	1	5	8	6	1	6	5	5	9	9	4	7	5	9	1	9	4	1	6
49622	1	3	10	1	5	2	8	4	9	1	8	9	7	6	10	5	8	2	6	5
49623	1	3	2	7	2	10	9	3	8	1	4	5	6	6	5	3	7	10	9	8
49624	3	6	7	8	6	9	6	8	3	3	6	1	3	2	1	4	9	4	4	9
49625	4	7	2	1	8	3	2	6	8	1	5	3	2	3	10	4	10	8	6	2
49626	2	3	2	8	8	1	3	4	10	8	6	7	1	9	4	9	6	7	3	10
49627	4	6	2	8	4	1	10	2	5	10	1	10	6	3	2	6	9	6	4	8
49628	9	6	10	4	9	8	3	2	1	4	10	3	8	5	3	2	7	10	10	3
49629	6	8	6	9	4	1	4	8	3	6	6	1	8	7	8	4	7	2	10	3
49630	9	2	8	7	8	5	6	6	7	9	10	4	10	1	10	6	4	4	2	2
49631	6	6	6	4	5	2	5	9	6	1	7	4	2	5	9	10	3	8	9	4
49702	2	6	4	6	2	3	4	6	2	10	10	4	3	8	8	8	5	9	6	5
49703	6	6	10	7	3	9	1	7	2	7	9	3	4	2	6	9	6	10	9	5
49704	1	9	8	4	7	10	4	9	6	4	7	10	2	1	7	10	2	2	2	6
49705	6	5	6	1	7	3	8	4	2	3	10	1	1	10	6	7	6	5	5	4
49706	9	3	6	10	10	4	2	9	2	2	2	8	4	8	9	3	10	7	3	2
49707	7	5	9	4	10	2	3	9	6	3	7	8	3	10	6	5	8	10	2	7
49708	9	4	2	9	5	9	9	5	7	4	2	2	4	1	4	1	5	3	10	4
49709	2	2	9	9	7	1	1	10	5	5	4	7	2	6	10	2	9	1	2	3
49710	2	7	3	2	10	2	1	1	4	6	10	6	2	6	10	2	1	10	5	6
49711	1	3	10	9	10	9	10	3	10	1	8	6	5	7	6	9	6	2	3	3
49712	4	6	6	7	6	8	5	8	8	10	5	2	2	9	9	5	4	1	8	3
49784	3	6	1	9	1	9	3	4	5	3	3	5	8	2	5	6	4	2	9	3
49785	8	4	1	7	9	4	9	2	7	4	10	10	10	6	1	4	6	2	4	1
49786	2	5	7	10	8	8	10	8	3	3	5	8	6	9	7	4	10	4	7	6
49787	1	5	9	8	5	1	10	6	6	1	3	5	8	1	4	3	7	6	2	4
49788	4	2	1	1	8	2	8	3	4	5	7	2	4	3	1	7	3	5	8	3
49789	1	5	8	7	3	6	10	10	4	6	7	1	10	10	8	1	4	5	2	8
49790	3	7	6	10	2	2	10	10	3	10	8	7	3	7	9	1	4	1	10	5
49791	10	2	9	6	9	8	2	9	7	1	2	3	6	9	2	2	5	3	1	9
49792	9	2	1	1	8	9	6	9	5	5	1	7	10	7	8	6	7	8	6	10
49793	5	5	8	10	3	8	4	9	2	10	7	3	3	6	10	1	4	3	10	8
49794	8	9	7	6	10	2	7	1	2	2	7	5	7	10	2	2	8	8	5	2
49865	6	4	8	3	9	8	10	7	5	1	4	2	3	9	5	4	7	6	8	8
49866	7	5	5	6	4	4	6	2	5	7	5	3	9	5	3	9	1	4	10	8
49867	6	3	9	9	9	5	7	7	7	8	4	7	6	2	5	2	4	5	6	3
49868	2	7	5	9	6	1	5	9	8	1	6	1	1	9	8	3	8	7	3	4
49869	5	8	2	6	6	5	3	2	8	7	5	2	8	7	4	9	7	1	6	2
49870	9	6	6	2	5	10	1	4	5	8	10	4	7	9	9	1	3	5	2	7
49871	2	1	7	6	4	9	4	8	6	7	6	3	9	5	8	9	8	1	7	7
49872	6	6	6	1	3	8	4	8	8	9	1	6	10	3	1	1	2	3	8	2
49873	1	10	3	6	6	6	8	9	3	2	2	9	4	3	8	7	10	10	10	2
49874	5	6	4	3	7	3	3	8	5	2	1	1	3	10	2	1	8	1	1	5
49875	2	10	8	4	1	10	3	6	1	4	7	8	8	3	1	6	10	9	6	2
49876	7	4	10	8	8	3	4	9	5	9	3	4	9	2	9	8	7	2	1	5
49946	10	10	2	6	5	10	5	5	10	7	9	1	9	3	4	10	10	7	1	8
49947	6	1	1	1	8	8	8	10	4	3	1	6	8	2	9	4	2	5	7	10
49948	10	5	2	3	8	5	6	8	8	1	8	8	5	9	5	3	5	9	7	6
49949	2	10	3	7	7	3	10	3	4	3	3	5	9	5	8	4	9	8	2	5
49950	4	10	10	8	5	7	10	9	6	8	5	1	3	2	1	4	2	1	5	4
49951	5	7	5	3	6	10	3	5	4	7	1	3	10	1	2	9	9	7	9	9
49952	5	1	10	10	2	10	2	4	4	6	4	5	4	2	10	1	8	5	7	10
49953	3	10	5	10	6	2	1	1	8	5	2	5	6	6	2	2	3	5	8	2
49954	3	7	8	4	5	3	10	6	4	6	7	2	5	6	10	2	1	10	9	1
49955	1	4	4	4	9	1	9	3	8	7	1	10	5	4	9	1	5	3	5	9
49956	2	6	3	1	9	1	4	2	10	5	1	3	1	2	2	1	5	5	7	4
49957	9	5	5	7	10	4	4	6	5	3	10	9	9	4	7	1	5	1	5	9
50027	6	4	3	1	8	2	10	2	5	4	10	4	6	9	3	1	2	8	10	2
50028	4	3	1	2	4	8	5	5	6	5	7	4	8	8	6	7	5	10	8	3
50029	9	6	5	1	8	8	5	2	2	8	10	1	8	4	8	10	8	2	10	7
50030	3	10	5	3	5	6	9	6	6	3	1	6	9	3	7	7	10	5	3	3
50031	5	7	8	10	6	3	7	7	9	1	7	8	8	3	2	1	8	6	7	6
50032	5	5	4	4	1	10	3	10	2	8	4	5	1	8	3	9	8	7	1	2
50033	1	10	2	3	4	2	6	4	2	1	5	2	7	4	1	5	2	2	4	10
50034	9	7	4	7	4	8	4	8	5	3	1	9	7	3	3	9	6	5	6	8
50035	7	6	7	1	5	10	8	10	5	7	5	9	2	2	9	2	8	9	9	7
50036	1	8	1	5	6	1	2	10	7	3	1	9	2	3	7	5	9	5	3	10
50037	5	4	4	2	7	8	10	3	2	10	9	6	1	10	7	1	1	5	1	10
50038	4	5	8	4	7	9	3	1	7	10	7	5	9	3	6	3	6	8	10	1
50109	10	8	5	2	5	1	10	3	5	1	2	1	3	10	2	10	3	7	5	6
50110	2	7	6	1	1	8	2	1	9	1	6	3	1	1	4	10	7	2	6	8
50111	1	2	6	4	8	9	6	5	2	8	6	8	6	7	5	9	2	10	1	8
50112	1	3	3	8	7	3	1	1	3	10	1	9	7	4	9	2	4	6	8	10
50113	9	9	5	7	9	10	1	2	10	10	6	4	5	6	8	7	4	8	1	6
50114	9	6	5	3	7	5	1	9	5	6	4	5	8	6	6	3	8	7	8	7
50115	9	5	10	9	6	10	8	7	8	5	9	6	9	7	7	6	8	3	9	9
50116	3	1	3	10	3	8	5	1	4	9	6	5	10	9	6	10	4	8	8	9
50117	5	8	5	6	4	2	7	1	2	4	1	8	4	10	9	1	9	9	4	7
50118	6	10	5	4	10	1	4	3	3	9	3	8	4	4	4	6	4	10	4	7
50119	9	7	2	3	7	5	10	9	4	4	5	9	3	9	1	8	9	7	2	9
50120	9	10	6	2	9	5	1	4	3	5	7	3	7	1	7	8	9	6	7	2
50189	3	5	6	2	6	7	7	2	2	8	3	6	10	8	9	1	5	8	2	1
50190	10	4	3	4	2	6	7	2	2	3	7	3	8	6	6	2	8	5	9	7
50191	1	9	2	6	7	5	9	5	1	10	10	3	5	5	6	3	3	6	10	6
50192	3	6	4	7	7	3	10	3	10	8	10	9	4	5	7	2	2	9	9	5
50193	1	8	1	7	8	5	9	4	4	3	3	10	8	3	7	8	7	7	7	10
50194	4	6	10	9	7	10	2	5	7	9	5	2	7	8	3	6	3	2	4	4
50195	1	8	2	8	5	8	8	4	10	10	5	1	5	3	6	3	6	7	6	5
50196	4	1	9	4	1	3	6	7	7	1	4	7	8	3	1	9	10	4	10	3
50197	6	6	4	7	6	8	3	10	9	2	9	7	7	2	8	4	9	9	2	10
50198	7	9	2	6	2	2	6	7	3	8	1	3	10	1	10	1	4	4	6	1
50199	7	9	6	8	2	9	9	4	8	2	6	3	7	7	9	6	4	2	2	2
50200	6	4	8	3	7	10	6	10	7	2	5	6	7	5	10	8	6	8	7	7
50201	6	4	6	7	7	5	2	6	10	6	2	1	1	2	3	5	6	8	1	10
50271	8	3	5	7	1	9	8	4	10	8	3	7	1	4	5	1	2	6	4	4
50272	8	1	2	2	3	5	5	10	8	1	7	3	2	8	8	1	10	5	2	5
50273	3	8	9	8	1	5	3	4	1	7	6	7	2	6	4	2	5	4	5	9
50274	10	2	1	10	5	5	1	8	9	2	2	2	4	8	1	9	9	9	1	7
50275	7	6	3	9	9	1	7	3	1	8	8	9	1	2	2	6	7	2	6	6
50276	4	1	1	6	7	10	8	7	1	5	7	2	8	5	3	9	6	9	6	1
50277	1	3	5	5	7	2	3	10	8	1	8	6	9	1	7	4	9	5	7	4
50278	8	4	6	1	5	8	8	8	10	5	6	4	6	8	3	6	10	10	8	10
50279	7	2	8	4	6	10	2	5	5	4	6	10	8	4	10	4	6	1	2	3
50280	8	7	2	5	9	4	10	4	3	10	9	3	8	3	10	5	4	5	4	1
50281	9	6	4	5	10	3	9	5	9	9	4	3	9	6	10	10	1	1	8	4
50282	9	7	10	1	10	9	2	1	10	6	5	10	5	6	2	9	6	3	5	10
50352	6	1	6	5	8	1	7	8	1	5	4	2	1	3	1	7	3	3	2	3
50353	5	4	6	1	7	7	4	5	7	6	6	9	2	4	3	4	4	9	3	10
50354	3	6	10	2	1	6	5	2	2	5	1	3	6	9	5	8	10	2	6	5
50355	3	3	6	7	10	5	10	1	2	6	9	2	2	5	5	1	1	8	8	7
50356	7	1	2	4	8	4	10	1	6	4	10	7	2	9	2	5	3	2	9	4
50357	1	5	2	4	1	5	8	6	7	10	1	5	3	9	1	1	1	8	1	10
50358	6	1	9	9	1	5	1	1	5	6	6	2	1	1	3	5	1	3	8	1
50359	5	10	3	1	4	7	9	5	8	2	9	9	6	9	6	7	5	9	7	3
50360	8	5	6	9	4	9	2	10	4	3	1	7	1	1	10	9	6	10	7	8
50361	3	9	3	8	4	1	3	1	7	2	10	2	7	9	5	1	4	10	3	1
50362	5	2	10	3	2	6	1	6	8	3	9	1	4	3	3	9	8	7	10	3
50363	2	9	10	8	2	10	6	1	2	10	4	4	5	1	9	9	5	6	3	9
50364	2	8	7	6	2	4	7	6	10	10	1	3	7	5	4	3	5	6	6	4
50433	1	6	5	6	10	7	1	1	9	3	6	8	4	6	5	2	10	7	2	4
50434	10	9	1	5	8	9	1	3	7	4	7	10	9	5	5	3	2	4	2	10
50435	5	2	3	4	8	10	8	7	9	5	4	4	6	8	7	4	1	7	6	7
50436	3	4	10	8	10	6	4	2	2	6	2	7	4	3	6	2	10	10	7	2
50437	5	4	3	7	2	1	7	9	6	4	10	7	1	9	10	1	1	9	2	3
50438	1	9	5	8	3	10	7	2	3	3	7	3	4	6	3	5	3	2	4	10
50439	9	6	2	4	3	7	3	3	4	2	10	3	10	5	9	1	4	9	4	9
50440	6	2	3	6	5	1	10	2	8	1	7	4	5	9	2	2	1	9	8	7
50441	9	10	3	2	1	7	10	4	9	2	7	4	1	5	9	9	3	4	10	6
50442	7	10	8	4	10	8	8	5	1	1	5	8	10	10	3	7	3	6	3	7
50443	5	6	4	2	8	1	6	10	6	6	1	7	5	1	8	8	8	3	1	8
50444	4	3	6	8	2	1	2	6	1	10	5	10	9	4	1	4	2	6	9	4
50445	4	6	9	7	5	4	1	5	3	9	3	2	9	7	5	7	10	4	8	5
50515	4	5	8	6	3	1	3	6	4	10	9	1	8	4	9	9	1	3	9	5
50516	4	2	7	1	4	6	4	6	4	6	2	9	9	5	4	3	8	9	1	4
50517	8	3	5	1	9	6	9	9	8	3	1	7	4	4	5	10	7	7	5	8
50518	7	8	10	2	9	1	2	1	6	5	5	4	2	3	5	1	6	1	6	9
50519	1	8	9	5	5	2	9	10	5	1	6	3	3	6	9	8	4	6	4	4
50520	2	3	2	5	5	10	3	10	9	3	8	4	6	5	10	9	5	5	4	5
50521	1	1	3	9	10	6	1	5	8	5	8	7	7	6	3	1	5	8	9	7
50522	5	9	9	6	1	2	9	3	4	10	6	10	5	6	5	10	10	5	6	1
50523	10	4	4	3	10	9	5	1	3	7	6	10	1	2	2	2	5	5	2	10
50524	8	2	1	4	6	2	1	10	1	9	1	4	10	9	3	6	4	2	8	2
50525	1	8	3	1	1	9	8	8	3	6	7	5	8	3	4	9	10	1	9	6
50526	7	5	3	7	3	10	1	4	4	9	10	10	6	9	6	3	6	1	1	10
50596	2	7	9	4	5	2	1	9	5	5	4	7	5	3	1	5	2	8	9	3
50597	7	3	9	2	1	9	6	7	1	7	2	9	10	2	10	7	2	4	9	2
50598	8	7	3	4	2	1	2	2	2	7	9	4	5	1	5	1	7	4	8	1
50599	10	2	3	10	5	3	8	10	6	2	8	4	6	2	7	6	8	5	9	7
50600	8	9	7	3	2	7	3	5	3	7	7	7	3	7	6	4	3	9	8	8
50601	7	9	6	2	6	10	5	9	10	5	9	5	3	1	2	10	5	2	5	4
50602	6	10	7	8	9	4	4	2	7	7	3	10	1	7	4	2	3	7	8	4
50603	3	6	2	7	7	7	3	5	5	1	7	6	5	6	10	5	7	2	9	4
50604	4	5	4	8	7	7	7	2	3	3	8	8	1	5	5	7	5	8	8	7
50605	8	6	5	4	5	8	8	6	9	5	1	10	7	5	1	4	1	10	9	7
50606	7	3	6	3	3	10	4	4	9	10	2	7	3	1	10	3	3	5	7	2
50607	8	10	4	7	2	5	4	2	8	7	6	4	1	10	1	2	5	1	4	2
50608	1	4	7	3	8	5	7	4	10	8	4	9	8	1	3	4	10	1	4	9
50677	8	1	1	5	2	8	2	7	8	6	1	6	8	2	9	7	2	3	10	2
50678	2	2	9	10	2	1	7	6	7	2	4	9	5	1	2	9	8	4	9	6
50679	8	5	5	2	4	6	6	3	8	1	1	4	2	6	2	4	4	2	3	6
50680	10	10	4	7	9	7	5	9	7	3	6	7	9	10	7	1	9	8	6	1
50681	9	5	4	7	7	2	1	6	10	1	3	10	1	2	5	10	10	7	10	5
50682	4	2	10	4	1	8	7	10	6	1	3	5	3	8	6	5	8	9	8	7
50683	8	7	2	1	7	7	6	8	10	5	5	1	4	7	7	1	6	2	7	4
50684	9	9	6	10	9	3	8	9	6	5	5	2	7	3	8	6	8	8	5	3
50685	2	8	2	7	10	1	7	7	2	4	10	5	4	4	5	6	5	6	9	6
50686	10	4	10	10	4	6	1	1	6	3	10	5	3	1	4	8	6	1	4	2
50687	8	1	6	7	8	7	3	1	8	4	1	6	9	10	5	8	1	6	7	2
50688	4	6	7	10	6	10	6	8	7	1	9	9	7	9	2	6	8	1	8	3
50689	8	2	5	9	5	6	6	10	5	6	7	9	7	7	10	5	7	6	5	1
50759	1	6	10	5	2	9	9	10	10	7	2	3	7	10	10	3	8	5	6	6
50760	5	3	8	9	6	5	4	5	6	1	2	5	4	5	7	3	1	10	1	3
50761	8	8	8	9	2	6	6	1	4	7	3	8	6	7	8	10	9	9	7	1
50762	10	5	1	2	1	4	2	6	2	7	7	7	9	10	10	2	8	1	5	2
50763	8	8	8	6	8	3	2	10	1	1	8	3	7	10	2	10	6	4	8	9
50764	4	8	4	9	9	10	7	5	8	1	3	1	2	10	8	3	8	5	1	8
50765	5	9	4	5	4	8	2	5	9	5	1	2	3	6	4	10	10	3	4	10
50766	5	5	2	3	7	3	2	9	10	8	3	10	1	8	7	2	2	6	9	2
50767	3	9	10	9	7	6	9	8	10	2	1	3	5	3	5	9	10	5	9	6
50768	5	3	3	4	9	2	10	6	6	6	6	7	7	1	10	5	3	2	6	10
50769	3	9	1	5	3	2	9	7	10	7	7	9	4	10	3	7	10	4	4	3
50770	7	6	1	7	6	8	7	3	10	8	2	1	6	6	10	7	10	6	5	8
50841	3	9	3	10	10	5	10	4	5	5	3	10	1	6	7	10	7	8	6	1
50842	2	9	1	6	1	9	4	6	10	7	3	4	1	10	4	7	10	7	4	4
50843	2	1	3	1	8	2	10	1	8	9	4	9	3	4	9	3	6	6	4	8
50844	7	7	9	3	1	2	4	6	5	9	4	1	3	1	5	10	2	1	1	1
50845	4	9	8	7	4	2	3	6	10	3	10	1	8	8	8	2	5	8	4	10
50846	4	5	8	2	6	9	1	2	10	1	1	7	7	2	2	9	7	8	8	4
50847	8	8	5	8	8	3	3	10	4	2	4	3	1	1	8	5	3	9	9	2
50848	8	7	1	3	9	6	9	8	1	3	9	5	5	4	2	4	4	7	8	7
50849	6	8	1	1	10	9	4	4	7	1	3	3	10	1	7	4	1	4	3	2
50850	10	2	9	6	8	10	9	9	8	9	2	9	10	5	6	9	5	2	3	6
50851	3	9	6	9	10	8	3	8	7	3	7	7	3	6	3	9	5	3	7	9
50852	2	10	1	10	10	9	9	8	2	10	3	7	6	3	2	7	8	1	2	10
50922	2	7	1	6	4	1	6	9	4	3	6	7	3	10	6	1	9	4	2	2
50923	8	10	9	3	6	10	9	1	1	7	8	5	5	3	6	3	7	4	8	9
50924	5	10	8	3	10	8	8	8	4	5	1	8	3	7	3	5	9	7	2	3
50925	7	1	9	2	6	6	4	9	9	9	7	1	7	6	3	1	6	1	3	2
50926	4	6	10	10	9	7	1	8	7	8	7	4	9	3	5	10	2	4	8	1
50927	4	3	7	5	9	4	9	8	5	6	8	8	8	8	6	8	9	10	2	2
50928	6	3	10	1	6	6	4	10	3	7	10	10	3	3	6	8	7	6	7	8
50929	6	6	4	10	10	2	7	5	1	1	7	10	9	1	2	7	5	4	1	3
50930	8	5	10	1	6	7	7	2	2	1	5	7	2	7	6	4	1	2	6	5
50931	10	3	2	7	2	5	1	4	8	9	5	3	1	2	3	8	4	6	2	10
50932	8	8	5	6	2	7	7	7	9	1	4	2	6	6	8	6	10	1	8	6
50933	2	8	9	1	10	10	1	1	8	6	5	3	2	8	5	3	4	5	2	1
51004	7	8	3	7	4	7	3	6	6	4	2	3	6	7	10	7	8	1	7	2
51005	3	8	4	7	3	5	3	1	6	7	3	9	10	9	8	8	10	6	4	5
51006	10	2	7	8	4	8	2	4	9	10	7	4	5	3	9	9	7	2	8	5
51007	8	5	8	1	1	5	5	7	4	7	1	5	6	10	10	6	1	2	7	6
51008	1	1	5	7	5	6	9	1	5	1	1	6	9	2	4	8	3	7	4	1
51009	10	3	1	9	7	5	6	2	7	6	4	10	4	3	2	6	2	4	9	3
51010	2	7	8	6	1	10	2	1	4	4	8	7	8	1	8	8	4	10	7	10
51011	4	8	10	1	3	10	7	1	3	3	9	9	3	8	6	9	1	9	4	8
51012	9	1	2	8	9	10	7	9	2	10	9	2	7	2	5	1	2	10	5	1
51013	7	1	9	3	10	9	7	5	8	5	6	9	6	6	5	4	2	8	6	8
51014	5	10	4	8	5	2	1	10	8	3	1	7	4	4	1	7	3	6	7	1
51085	7	3	6	2	9	2	3	4	9	6	4	4	10	7	9	3	1	3	3	3
51086	7	4	9	5	3	2	9	7	7	8	6	6	10	6	2	4	8	10	8	6
51087	10	6	2	5	3	2	5	10	6	8	4	5	6	2	3	5	7	5	10	1
51088	2	4	3	6	10	8	10	10	3	1	4	10	3	9	3	7	6	2	3	6
51089	2	6	6	7	1	2	6	2	9	8	9	6	6	6	8	2	2	1	7	1
51090	9	3	10	6	10	9	9	8	5	1	9	8	6	3	6	3	5	2	3	4
51091	1	5	5	9	1	8	9	8	9	3	2	8	1	6	3	5	7	2	3	2
51092	4	9	3	3	4	3	5	10	10	2	3	2	10	5	2	2	7	2	4	10
51093	9	10	6	6	7	5	5	10	1	10	10	3	7	6	1	8	6	1	3	2
51094	4	1	4	2	5	5	1	2	4	5	8	2	2	10	7	4	10	3	9	2
