ID	I0001	I0002	I0003	I0004	I0005	I0006	I0007	I0008	I0009	I0010	I0991	I0992	I0993	I0994	I0995	I0996	I0997	I0998	I0999	I1000
49135	6	9	8	9	3	2	2	1	10	3	8	1	1	6	10	3	2	1	9	8
49136	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	3	2	1	9	8
49137	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49138	6	9	8	5	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49139	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	9	8
49140	6	4	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49141	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49142	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49143	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	2	8	3	9
49215	6	9	8	9	3	2	2	2	10	3	8	1	1	6	10	3	2	1	9	8
49216	6	9	8	9	3	2	2	1	10	3	3	1	1	6	10	3	2	1	9	8
49217	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	3	2	1	9	8
49218	6	9	8	5	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49219	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	9	8
49220	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49221	6	4	8	5	1	1	2	1	10	2	3	1	10	6	10	2	2	1	3	8
49222	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49223	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	3	9
49224	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49297	6	9	8	9	3	2	2	2	10	3	3	1	1	6	10	3	2	1	9	8
49298	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	3	2	1	9	8
49299	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49300	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	9	8
49301	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49302	6	4	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49303	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49304	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49305	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49306	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49378	6	9	8	9	3	2	2	2	10	3	8	1	1	6	10	3	2	1	9	8
49379	6	9	8	9	3	2	2	2	10	3	3	1	1	6	10	3	2	1	9	8
49380	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49381	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49382	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49383	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49384	6	4	8	5	1	1	2	1	10	2	10	1	10	6	10	2	2	1	3	9
49385	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49386	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
49387	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49459	6	9	8	9	3	2	2	2	10	3	3	1	1	6	10	3	2	1	9	8
49460	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	3	2	1	9	8
49461	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49462	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	9	8
49463	6	9	8	5	2	1	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49464	6	4	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	9
49465	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49466	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	8	9
49467	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49468	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49540	6	9	8	9	3	2	2	2	10	3	8	1	1	6	10	3	2	1	9	8
49541	6	9	8	9	3	2	2	2	10	3	3	1	1	6	10	3	2	1	9	8
49542	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49543	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49544	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49545	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49546	6	4	8	5	1	1	2	1	10	2	10	1	1	6	10	2	2	1	3	9
49547	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49548	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
49549	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49550	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49622	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	3	2	1	9	8
49623	6	9	8	9	3	2	2	2	10	3	3	1	1	6	10	2	2	1	9	8
49624	6	9	8	9	2	2	2	1	10	3	3	1	1	6	10	2	2	1	9	8
49625	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49626	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49627	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	9
49628	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	3	9
49629	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
49630	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49631	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49702	6	9	8	9	3	2	2	2	7	3	8	1	1	6	10	3	2	1	9	8
49703	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	3	2	1	9	8
49704	6	9	8	9	2	2	2	2	7	3	3	1	1	6	10	2	2	1	9	8
49705	6	9	8	9	2	2	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49706	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49707	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	9
49708	6	4	8	5	1	1	2	1	10	2	10	1	1	6	10	2	2	1	3	9
49709	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	8	9
49710	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
49711	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49712	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49784	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	3	7	1	9	8
49785	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	2	2	1	9	8
49786	6	9	8	9	2	2	2	2	7	3	3	1	1	6	10	2	2	1	3	8
49787	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	3	8
49788	6	9	8	5	2	2	2	1	10	2	3	1	1	6	10	2	2	1	3	9
49789	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	9
49790	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	8	9
49791	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
49792	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49793	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49794	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	10	9
49865	6	9	10	9	3	2	2	2	7	3	8	1	1	6	10	3	7	1	9	8
49866	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	8
49867	6	9	8	9	2	2	2	2	7	3	3	1	1	6	10	2	7	1	9	8
49868	6	9	8	9	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	8
49869	6	9	8	5	2	2	2	1	7	2	3	1	1	6	10	2	2	1	3	8
49870	6	9	8	5	2	1	2	1	10	2	3	1	1	6	10	2	2	1	3	9
49871	6	4	8	5	1	1	2	1	10	2	10	8	1	6	10	2	2	8	3	9
49872	6	4	8	5	1	1	2	1	10	2	10	8	10	6	10	2	2	8	8	9
49873	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
49874	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49875	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
49876	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
49946	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	8
49947	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	8
49948	6	9	8	9	2	2	2	2	7	3	3	1	1	6	10	2	7	1	3	8
49949	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	8
49950	6	9	8	5	2	2	2	1	7	2	3	1	1	6	10	2	7	1	3	9
49951	6	9	8	5	1	1	2	1	10	2	3	1	1	6	10	2	2	1	3	9
49952	6	4	8	5	1	1	2	1	10	2	10	8	1	6	10	2	2	8	8	9
49953	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
49954	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	1	8	8	9
49955	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	8	9
49956	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
49957	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	10
50027	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	3	7	1	9	3
50028	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	8
50029	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	3	8
50030	6	9	8	9	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	8
50031	6	9	8	5	2	2	2	1	7	2	3	1	1	6	10	2	7	1	3	9
50032	6	9	8	5	2	2	2	1	7	2	3	1	1	6	10	2	2	1	3	9
50033	6	4	8	5	1	1	2	1	10	2	10	8	1	6	10	2	2	8	8	9
50034	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
50035	6	4	8	5	1	1	1	1	10	1	10	8	10	6	10	2	2	8	8	9
50036	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	8	9
50037	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50038	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50109	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	3
50110	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	3	8
50111	6	9	8	9	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	8
50112	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	9
50113	6	9	8	5	2	2	2	1	7	2	3	1	1	6	10	2	7	1	3	9
50114	6	9	8	5	1	1	2	1	10	2	10	1	1	6	10	2	2	1	8	9
50115	6	4	8	5	1	1	2	1	10	2	10	8	1	6	10	2	2	8	8	9
50116	6	4	8	5	1	1	2	1	10	1	10	8	10	6	10	2	2	8	8	9
50117	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	8	9
50118	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50119	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50120	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50189	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	3
50190	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	8
50191	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	3	8
50192	6	9	8	9	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	8
50193	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	9
50194	6	9	8	5	2	2	2	1	7	2	3	1	1	6	10	2	2	1	8	9
50195	6	4	8	5	1	1	2	1	10	2	10	8	1	6	10	2	2	8	8	9
50196	6	4	8	5	1	1	2	1	10	1	10	8	10	7	10	2	2	8	8	9
50197	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	2	8	8	9
50198	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50199	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50200	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	10
50201	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50271	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	3
50272	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	3	8
50273	6	9	8	9	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	8
50274	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	9
50275	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	9
50276	6	9	10	5	1	1	2	1	10	2	10	1	1	6	10	2	2	1	8	9
50277	6	4	8	5	1	1	2	1	10	2	10	8	1	7	7	2	2	8	8	9
50278	6	4	8	5	1	1	2	1	10	1	10	8	10	7	10	2	2	8	8	9
50279	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	8	9
50280	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50281	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50282	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50352	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	9	3
50353	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	3	3
50354	6	9	8	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	3	8
50355	6	9	8	9	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	9
50356	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	8	7	1	3	9
50357	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	2	2	1	8	9
50358	6	4	10	5	1	1	2	1	10	2	10	8	1	7	7	2	2	8	8	9
50359	6	4	8	5	1	1	2	1	10	1	10	8	1	7	10	2	2	8	8	9
50360	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	2	8	8	9
50361	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50362	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50363	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50364	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50433	6	9	10	9	3	2	2	2	7	3	3	2	1	6	10	2	7	1	3	3
50434	6	9	10	9	3	2	2	2	7	3	3	1	1	6	10	2	7	1	3	3
50435	6	9	8	9	2	2	2	2	7	2	3	1	1	6	10	2	7	1	3	4
50436	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	8	7	1	3	9
50437	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	2	7	1	8	9
50438	6	9	10	5	2	2	2	2	7	2	4	1	1	6	7	2	2	1	8	9
50439	6	4	8	5	1	1	2	1	10	1	10	8	1	7	7	2	2	8	8	9
50440	6	4	8	5	1	1	2	1	10	1	10	8	10	7	10	2	2	8	8	9
50441	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50442	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50443	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	10
50444	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50445	5	4	8	5	1	1	1	1	4	1	10	8	10	7	5	1	1	8	10	10
50515	6	9	10	9	3	2	2	2	7	3	3	2	1	6	10	2	7	1	3	3
50516	6	9	10	9	3	2	2	2	7	2	3	2	1	6	10	2	7	1	3	3
50517	6	9	8	9	2	2	2	2	7	2	3	1	1	6	10	8	7	1	3	4
50518	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	8	7	1	8	9
50519	6	9	10	5	2	2	2	2	7	2	3	1	1	6	7	2	1	1	8	9
50520	6	4	10	5	1	1	2	1	7	2	4	8	1	6	7	2	1	8	8	9
50521	6	4	8	5	1	1	2	1	10	1	4	8	1	7	7	2	1	8	8	9
50522	6	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	2	8	10	9
50523	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50524	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	10
50525	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50526	5	4	8	5	1	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
50596	6	9	10	9	3	2	2	2	7	3	3	2	1	6	10	2	7	1	3	3
50597	6	9	10	9	3	2	2	2	7	3	3	2	1	6	10	2	7	1	3	3
50598	6	9	10	9	3	2	2	2	7	2	3	2	1	6	10	2	7	1	3	4
50599	6	9	8	5	2	2	2	2	7	2	3	1	1	6	10	8	7	1	3	4
50600	6	9	10	5	2	6	2	2	7	2	3	1	1	6	10	8	7	1	8	9
50601	6	9	10	5	2	6	2	2	7	2	4	1	1	6	7	2	1	1	8	9
50602	6	4	10	5	1	1	2	1	7	1	4	8	1	7	7	2	1	8	8	9
50603	5	4	8	5	1	1	2	1	7	1	4	8	10	7	10	2	1	8	8	9
50604	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50605	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50606	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50607	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50608	5	4	8	5	1	1	1	1	4	1	10	8	10	7	5	1	1	8	10	10
50677	6	9	10	9	3	2	2	2	7	3	3	2	1	6	10	2	7	1	3	3
50678	6	9	10	9	3	2	2	2	7	2	3	2	1	6	10	2	7	1	3	4
50679	6	9	8	9	2	2	2	2	7	2	3	2	1	6	10	8	7	1	3	4
50680	6	9	10	5	2	6	2	2	7	2	3	2	1	6	10	8	7	1	8	4
50681	6	9	10	5	2	6	2	2	7	2	3	1	1	6	7	8	1	1	8	9
50682	6	4	10	5	1	1	2	2	7	2	4	8	1	6	7	2	1	8	8	9
50683	5	4	10	5	1	1	2	1	7	1	4	8	1	7	7	2	1	8	8	9
50684	5	4	8	5	1	1	1	1	7	1	4	8	10	7	10	2	1	8	10	9
50685	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	9
50686	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	10
50687	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50688	5	4	8	5	1	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
50689	5	4	8	5	1	1	1	1	4	1	10	8	10	7	5	1	1	8	10	10
50759	6	9	10	9	3	2	2	2	7	3	3	2	1	6	10	2	7	1	3	4
50760	6	9	10	9	3	2	2	2	7	2	3	2	1	6	10	8	7	1	3	4
50761	6	9	8	5	2	6	2	2	7	2	3	2	1	6	10	8	7	1	8	4
50762	6	9	10	5	2	6	2	2	7	2	3	2	1	6	7	8	7	1	8	9
50763	5	9	10	5	2	6	2	2	7	2	4	2	1	6	7	8	1	1	8	9
50764	5	4	10	5	1	1	2	2	7	7	4	8	1	6	7	2	1	8	8	9
50765	5	4	8	5	1	1	2	1	7	1	4	8	1	7	7	2	1	8	10	9
50766	5	4	8	5	1	1	1	1	7	1	4	8	10	7	10	2	1	8	10	9
50767	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	10
50768	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50769	5	4	8	5	1	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
50770	5	4	8	5	1	1	1	1	4	1	10	8	10	7	5	1	1	8	10	10
50841	6	9	10	9	3	2	2	2	8	2	3	2	1	6	10	2	7	1	3	4
50842	6	9	10	9	2	6	2	2	7	2	3	2	1	6	10	8	7	1	8	4
50843	5	9	10	9	2	6	2	2	7	2	3	2	1	6	10	8	7	1	8	4
50844	5	9	10	9	2	6	2	2	7	2	4	2	1	6	7	8	1	1	8	9
50845	5	9	10	9	2	6	2	2	7	2	4	2	1	6	7	8	1	1	8	9
50846	5	4	10	9	1	1	2	2	7	7	4	1	1	7	7	2	1	6	10	9
50847	5	4	8	5	1	1	1	1	7	1	4	8	10	7	7	2	1	8	10	9
50848	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	2	1	8	10	10
50849	5	4	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50850	5	4	8	5	1	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
50851	5	4	8	5	1	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
50852	5	4	8	5	7	1	1	1	4	1	10	8	10	7	5	1	1	8	10	10
50922	5	9	10	9	3	2	2	2	8	2	3	2	1	6	10	8	7	1	8	4
50923	5	9	10	9	2	6	2	2	8	2	3	2	1	6	10	8	7	1	8	4
50924	5	9	10	9	2	6	2	2	7	2	3	2	1	6	7	8	7	1	8	4
50925	5	9	10	9	2	6	2	2	7	2	4	2	1	6	7	8	1	1	8	9
50926	5	9	10	9	1	1	2	2	7	7	4	1	1	6	7	2	1	6	10	9
50927	5	9	10	9	1	1	2	2	7	7	4	1	1	7	7	2	1	6	10	9
50928	5	3	8	5	1	1	1	1	7	1	4	8	10	7	10	2	1	8	10	9
50929	5	3	8	5	1	1	1	1	10	1	10	8	10	7	10	1	1	8	10	10
50930	5	3	8	5	1	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
50931	5	4	8	5	7	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
50932	5	4	8	5	7	1	1	1	4	1	10	8	10	7	5	1	1	8	10	10
50933	5	4	8	5	7	1	1	1	4	1	10	8	10	7	5	1	1	8	10	10
51004	5	9	10	9	3	6	2	2	8	2	3	2	1	6	10	8	7	1	8	4
51005	5	9	10	9	2	6	2	2	8	2	3	2	1	6	10	8	7	1	8	4
51006	5	9	10	9	2	6	2	2	7	2	4	2	1	6	7	8	1	1	8	9
51007	5	9	10	9	2	6	2	2	7	7	4	1	1	6	7	2	1	6	8	9
51008	5	9	10	9	1	1	2	2	7	7	4	1	1	7	7	2	1	6	10	9
51009	5	3	10	9	1	1	1	2	7	7	4	1	10	7	7	2	1	6	10	9
51010	5	3	8	5	1	1	1	1	10	1	10	1	10	7	10	2	1	6	10	10
51011	5	3	8	5	7	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
51012	5	3	8	5	7	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
51013	5	4	8	4	7	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
51014	5	4	8	5	7	1	1	1	4	1	10	8	10	7	5	1	1	8	10	10
51085	5	9	10	9	3	2	2	2	8	2	3	2	1	6	10	8	7	1	8	4
51086	5	9	10	9	2	6	2	2	8	2	3	2	1	6	10	8	7	1	8	4
51087	5	9	10	9	2	6	2	2	8	2	3	2	1	6	10	8	7	1	8	9
51088	5	9	10	9	2	6	2	2	7	2	4	2	1	6	7	8	1	1	8	9
51089	5	9	10	9	1	1	2	2	7	7	4	1	1	6	7	2	1	6	10	9
51090	5	9	10	9	1	1	2	2	7	7	4	1	1	7	7	2	1	6	10	9
51091	5	3	8	5	1	1	1	1	10	7	4	1	10	7	7	2	1	6	10	10
51092	5	3	8	5	1	1	1	1	10	7	10	1	10	7	5	1	1	6	10	10
51093	5	3	8	5	7	1	1	1	10	1	10	8	10	7	5	1	1	8	10	10
