BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
DTR_IDW1N10	0.107896	0.651895	-0.004145	0.481935	0.317463	-0.128297	0.547942	0.193142	0.158723	0.277421	-0.038238	-0.456519	-0.426036	-0.108174	0.105018	-0.449779	-0.228012	-0.303979	-0.080769	0.658650	0.046024	-0.442120	1.000000	-0.194366	0.202359	-0.193282	-0.550880	-0.616055	-0.594639	-0.506016	-0.514666	-0.503963	-0.478229	-0.486767	-0.464900	0.104680	-0.517247	0.150479	0.025003	0.291035	0.015510	-0.482142	0.079101	0.043750	0.346863	0.014204
FD_IDW1N10	-0.942642	-0.393289	-0.498513	0.320097	-0.798080	-0.879141	-0.009685	-0.899893	-0.809870	-0.866452	-0.925694	-0.078790	-0.190069	0.571054	-0.623770	-0.182990	0.512494	0.013877	0.607079	-0.465031	-0.581701	0.212883	-0.194366	1.000000	-0.995539	0.926706	0.323751	0.324137	0.192096	0.372934	0.288546	0.206771	0.230979	0.253518	0.332970	-0.919753	-0.330467	0.637509	-0.976547	-0.895177	-0.874588	-0.469614	0.685938	-0.967614	-0.871701	-0.098286
GSL_IDW1N10	0.930647	0.385693	0.527381	-0.334263	0.773923	0.872400	-0.013224	0.892975	0.792808	0.849114	0.919025	0.104795	0.208609	-0.546749	0.600323	0.202489	-0.492889	0.022356	-0.589932	0.450752	0.546838	-0.177412	0.202359	-0.995539	1.000000	-0.952986	-0.293913	-0.300230	-0.176558	-0.342549	-0.250805	-0.164667	-0.193194	-0.213905	-0.305370	0.887558	0.306706	-0.617178	0.967355	0.873115	0.835363	0.450231	-0.667303	0.954927	0.847351	0.049500
ID_IDW1N10	-0.850850	-0.387548	-0.585068	0.344553	-0.683826	-0.803454	0.048809	-0.830402	-0.714335	-0.764947	-0.852348	-0.135732	-0.222537	0.464853	-0.537179	-0.217441	0.423752	-0.081230	0.499662	-0.395534	-0.446996	0.056915	-0.193282	0.926706	-0.952986	1.000000	0.184556	0.201668	0.137416	0.219631	0.135260	0.054043	0.083875	0.096217	0.197984	-0.751057	-0.240884	0.548699	-0.894573	-0.781119	-0.689927	-0.365734	0.587678	-0.868751	-0.747798	0.097076
PRCPTOT_IDW1N10	-0.295533	-0.617188	0.413987	-0.625618	-0.598417	-0.011648	-0.744336	-0.234307	-0.425256	-0.524073	-0.087669	0.657797	0.622793	0.203103	-0.129537	0.639003	0.323844	0.684028	0.041644	-0.718082	-0.572142	0.941834	-0.550880	0.323751	-0.293913	0.184556	1.000000	0.990783	0.837135	0.985454	0.988552	0.954697	0.933531	0.963420	0.891155	-0.470321	0.242359	-0.035802	-0.256224	-0.598030	-0.453217	0.352585	-0.064131	-0.204104	-0.665050	-0.694513
R10MM_IDW1N10	-0.288845	-0.647633	0.367971	-0.645369	-0.584266	0.006144	-0.746673	-0.246264	-0.407488	-0.519257	-0.074037	0.655866	0.628095	0.202934	-0.107388	0.645274	0.330335	0.642419	0.047305	-0.759853	-0.539053	0.926813	-0.616055	0.324137	-0.300230	0.201668	0.990783	1.000000	0.865720	0.968211	0.967600	0.931528	0.906329	0.932729	0.868364	-0.436027	0.307416	-0.077595	-0.238857	-0.586317	-0.410073	0.408510	-0.098013	-0.183890	-0.653728	-0.632118
R1MM_IDW1N10	-0.214879	-0.762562	0.429306	-0.783020	-0.577881	0.112070	-0.859160	-0.227750	-0.343972	-0.486146	0.031456	0.772566	0.685128	0.219783	-0.166435	0.724908	0.309017	0.695650	-0.030606	-0.849691	-0.562235	0.804384	-0.594639	0.192096	-0.176558	0.137416	0.837135	0.865720	1.000000	0.737444	0.825978	0.841779	0.686245	0.733861	0.546594	-0.235210	0.299637	-0.090373	-0.113456	-0.532436	-0.253308	0.554474	-0.150872	-0.041999	-0.587192	-0.552134
R20MM_IDW1N10	-0.328655	-0.540914	0.359876	-0.523602	-0.585529	-0.075681	-0.655134	-0.245530	-0.444973	-0.525701	-0.146573	0.567161	0.546849	0.209027	-0.126090	0.554757	0.333384	0.622959	0.086546	-0.642529	-0.550148	0.916720	-0.506016	0.372934	-0.342549	0.219631	0.985454	0.968211	0.737444	1.000000	0.970364	0.917653	0.941047	0.963221	0.937183	-0.531833	0.199107	-0.001543	-0.310988	-0.601462	-0.501952	0.257747	-0.017643	-0.265935	-0.667375	-0.689963
R95P_IDW1N10	-0.267983	-0.610422	0.455193	-0.633452	-0.590629	0.011563	-0.760896	-0.200489	-0.410138	-0.501072	-0.062609	0.684175	0.639400	0.205942	-0.142558	0.656500	0.321483	0.727100	0.028476	-0.695862	-0.572070	0.936159	-0.514666	0.288546	-0.250805	0.135260	0.988552	0.967600	0.825978	0.970364	1.000000	0.983573	0.954478	0.983281	0.881221	-0.465466	0.220327	-0.020892	-0.230680	-0.582720	-0.457776	0.342395	-0.062488	-0.183579	-0.651174	-0.721907
R99P_IDW1N10	-0.200687	-0.615008	0.508842	-0.680518	-0.554157	0.079893	-0.792500	-0.147322	-0.358734	-0.446522	0.010242	0.730695	0.676777	0.163048	-0.129327	0.699176	0.259832	0.763788	-0.041036	-0.685003	-0.543325	0.921034	-0.503963	0.206771	-0.164667	0.054043	0.954697	0.931528	0.841779	0.917653	0.983573	1.000000	0.928537	0.964864	0.811836	-0.393098	0.239499	-0.046626	-0.152292	-0.528996	-0.397591	0.385486	-0.096437	-0.108741	-0.599027	-0.711134
RX1DAY_IDW1N10	-0.190450	-0.527005	0.414504	-0.573124	-0.476122	0.067442	-0.679535	-0.118456	-0.312412	-0.401944	-0.011436	0.613908	0.622044	0.178808	-0.044743	0.620979	0.339701	0.654177	0.062297	-0.618241	-0.451484	0.865487	-0.478229	0.230979	-0.193194	0.083875	0.933531	0.906329	0.686245	0.941047	0.954478	0.928537	1.000000	0.985631	0.952039	-0.430132	0.268417	-0.098883	-0.176784	-0.479753	-0.413531	0.347723	-0.141071	-0.141398	-0.546726	-0.634668
RX5DAY_IDW1N10	-0.220923	-0.544779	0.450625	-0.586674	-0.526517	0.036474	-0.708086	-0.144018	-0.360463	-0.439761	-0.035539	0.640383	0.620454	0.172829	-0.097409	0.628469	0.293748	0.701054	0.018193	-0.626087	-0.503802	0.909498	-0.486767	0.253518	-0.213905	0.096217	0.963420	0.932729	0.733861	0.963221	0.983281	0.964864	0.985631	1.000000	0.926383	-0.453892	0.230607	-0.047296	-0.200074	-0.522910	-0.441122	0.318254	-0.084268	-0.163516	-0.592571	-0.696465
SDII_IDW1N10	-0.264636	-0.449788	0.284958	-0.435543	-0.466982	-0.038835	-0.546994	-0.186263	-0.347308	-0.431538	-0.115480	0.464874	0.507665	0.165607	-0.023030	0.493350	0.344809	0.513690	0.134042	-0.532388	-0.404876	0.814456	-0.464900	0.332970	-0.305370	0.197984	0.891155	0.868364	0.546594	0.937183	0.881221	0.811836	0.952039	0.926383	1.000000	-0.493129	0.246619	-0.078045	-0.272535	-0.495724	-0.451006	0.246938	-0.082882	-0.241746	-0.554429	-0.563471
SU_IDW1N10	0.885011	0.345591	0.309178	-0.255076	0.797297	0.815129	0.081557	0.790370	0.802116	0.831217	0.856968	-0.032599	0.076104	-0.620275	0.612665	0.074776	-0.553144	-0.190791	-0.603885	0.456654	0.701888	-0.374143	0.104680	-0.919753	0.887558	-0.751057	-0.470321	-0.436027	-0.235210	-0.531833	-0.465466	-0.393098	-0.430132	-0.453892	-0.493129	1.000000	0.428213	-0.650789	0.938760	0.900868	0.981066	0.521503	-0.674478	0.935254	0.894715	0.331632
TN10P_IDW1N10	0.390042	-0.164368	0.197318	-0.480496	0.234045	0.509784	-0.283961	0.305551	0.380418	0.247098	0.482234	0.206443	0.344137	-0.435857	0.554544	0.339889	-0.259717	0.029311	-0.387745	-0.177131	0.544285	0.231543	-0.517247	-0.330467	0.306706	-0.240884	0.242359	0.307416	0.299637	0.199107	0.220327	0.239499	0.268417	0.230607	0.246619	0.428213	1.000000	-0.791865	0.464790	0.303588	0.492665	0.809685	-0.760581	0.491149	0.239681	0.051575
TN90P_IDW1N10	-0.642214	-0.195270	-0.366971	0.415137	-0.539159	-0.676962	0.087979	-0.578831	-0.666671	-0.541338	-0.693006	-0.101050	-0.322043	0.591785	-0.830016	-0.292729	0.433132	0.071074	0.530390	-0.133737	-0.569174	-0.104706	0.150479	0.637509	-0.617178	0.548699	-0.035802	-0.077595	-0.090373	-0.001543	-0.020892	-0.046626	-0.098883	-0.047296	-0.078045	-0.650789	-0.791865	1.000000	-0.695591	-0.597247	-0.672793	-0.777032	0.937403	-0.737083	-0.530567	0.019546
TNN_IDW1N10	0.939824	0.315324	0.485704	-0.386412	0.772122	0.904967	-0.052573	0.885435	0.789482	0.839543	0.941070	0.107275	0.220238	-0.604771	0.637389	0.217814	-0.518205	-0.014587	-0.635178	0.382023	0.636540	-0.157925	0.025003	-0.976547	0.967355	-0.894573	-0.256224	-0.238857	-0.113456	-0.310988	-0.230680	-0.152292	-0.176784	-0.200074	-0.272535	0.938760	0.464790	-0.695591	1.000000	0.880898	0.920728	0.575962	-0.728752	0.988566	0.847830	0.135946
TNX_IDW1N10	0.883056	0.628216	0.152673	0.060852	0.938073	0.698424	0.392617	0.840354	0.856279	0.937531	0.766937	-0.293913	-0.140634	-0.611374	0.666168	-0.163438	-0.584458	-0.385652	-0.514390	0.679829	0.817540	-0.516237	0.291035	-0.895177	0.873115	-0.781119	-0.598030	-0.586317	-0.532436	-0.601462	-0.582720	-0.528996	-0.479753	-0.522910	-0.495724	0.900868	0.303588	-0.597247	0.880898	1.000000	0.902533	0.264960	-0.602199	0.848988	0.991008	0.405610
TR_IDW1N10	0.865424	0.362245	0.246884	-0.211076	0.804283	0.784544	0.125213	0.787441	0.779014	0.824781	0.826760	-0.096809	0.025951	-0.660407	0.640012	0.021791	-0.576183	-0.256246	-0.616407	0.465451	0.767170	-0.369908	0.015510	-0.874588	0.835363	-0.689927	-0.453217	-0.410073	-0.253308	-0.501952	-0.457776	-0.397591	-0.413531	-0.441122	-0.451006	0.981066	0.492665	-0.672793	0.920728	0.902533	1.000000	0.527504	-0.677924	0.914242	0.887330	0.391590
TX10P_IDW1N10	0.467082	-0.349028	0.457517	-0.771244	0.164076	0.682697	-0.569360	0.374648	0.385719	0.226183	0.631899	0.518514	0.621778	-0.346100	0.500544	0.623595	-0.137697	0.309947	-0.418528	-0.347853	0.263049	0.351476	-0.482142	-0.469614	0.450231	-0.365734	0.352585	0.408510	0.554474	0.257747	0.342395	0.385486	0.347723	0.318254	0.246938	0.521503	0.809685	-0.777032	0.575962	0.264960	0.527504	1.000000	-0.814102	0.631507	0.203857	-0.117474
TX90P_IDW1N10	-0.678494	-0.141231	-0.429062	0.481316	-0.530564	-0.735891	0.165935	-0.621889	-0.670926	-0.552562	-0.742090	-0.179289	-0.382229	0.539996	-0.820044	-0.356214	0.371181	-0.016006	0.534794	-0.093095	-0.520787	-0.119979	0.079101	0.685938	-0.667303	0.587678	-0.064131	-0.098013	-0.150872	-0.017643	-0.062488	-0.096437	-0.141071	-0.084268	-0.082882	-0.674478	-0.760581	0.937403	-0.728752	-0.602199	-0.677924	-0.814102	1.000000	-0.784726	-0.537820	0.063715
TXN_IDW1N10	0.923878	0.288809	0.531886	-0.444035	0.738763	0.909271	-0.099705	0.876425	0.775535	0.806140	0.944465	0.145263	0.266566	-0.613633	0.676858	0.263255	-0.516568	0.017220	-0.668276	0.350288	0.588187	-0.093467	0.043750	-0.967614	0.954927	-0.868751	-0.204104	-0.183890	-0.041999	-0.265935	-0.183579	-0.108741	-0.141398	-0.163516	-0.241746	0.935254	0.491149	-0.737083	0.988566	0.848988	0.914242	0.631507	-0.784726	1.000000	0.811413	0.079896
TXX_IDW1N10	0.856802	0.637003	0.095323	0.115975	0.936993	0.659479	0.435580	0.804124	0.834953	0.928686	0.728068	-0.330918	-0.187791	-0.581652	0.616464	-0.209911	-0.563978	-0.421612	-0.471819	0.704555	0.806235	-0.589769	0.346863	-0.871701	0.847351	-0.747798	-0.665050	-0.653728	-0.587192	-0.667375	-0.651174	-0.599027	-0.546726	-0.592571	-0.554429	0.894715	0.239681	-0.530567	0.847830	0.991008	0.887330	0.203857	-0.537820	0.811413	1.000000	0.461933
WSDI_IDW1N10	0.161960	0.226696	-0.655246	0.490761	0.435246	0.000840	0.550064	0.055405	0.282303	0.343294	0.008974	-0.466395	-0.409295	-0.076873	0.068726	-0.424319	-0.101666	-0.613070	0.112577	0.263940	0.555671	-0.759698	0.014204	-0.098286	0.049500	0.097076	-0.694513	-0.632118	-0.552134	-0.689963	-0.721907	-0.711134	-0.634668	-0.696465	-0.563471	0.331632	0.051575	0.019546	0.135946	0.405610	0.391590	-0.117474	0.063715	0.079896	0.461933	1.000000
