ID	I0001	I0002	I0003	I0004	I0005	I0006	I0007	I0008	I0009	I0010	I0991	I0992	I0993	I0994	I0995	I0996	I0997	I0998	I0999	I1000
69719	1	7	6	10	3	8	7	1	8	7	10	10	1	5	10	4	9	1	6	1
69720	1	7	6	10	3	1	7	1	8	7	7	10	1	5	10	4	9	1	1	8
69721	1	7	6	6	3	1	1	1	8	7	7	10	1	4	10	4	5	1	1	8
69722	1	7	6	6	2	1	1	8	8	7	7	10	1	4	6	10	5	1	1	8
69723	1	7	6	6	2	1	1	8	4	7	7	2	7	4	7	10	5	1	1	8
69797	3	1	10	10	5	2	2	2	8	1	10	7	2	5	8	4	8	2	2	2
69798	2	1	10	10	4	2	2	2	8	1	10	10	2	5	8	4	9	2	2	1
69799	2	7	10	10	4	2	2	2	8	1	10	10	1	5	9	4	9	2	6	1
69800	1	7	6	5	3	8	7	1	8	1	6	10	1	5	9	4	9	1	6	1
69801	1	7	6	5	3	8	7	1	8	7	6	10	1	5	10	4	9	1	6	8
69802	1	7	6	6	3	1	1	1	8	7	7	10	1	4	10	4	5	1	1	8
69803	1	7	6	6	2	1	1	8	8	7	7	10	1	4	6	10	5	1	1	8
69804	1	7	6	6	2	1	1	8	4	7	7	2	7	4	6	10	5	1	1	8
69877	3	1	10	10	5	2	2	2	8	1	10	7	2	5	8	1	8	3	2	2
69878	3	1	10	10	5	2	2	2	8	1	10	7	2	5	8	4	9	2	2	2
69879	2	7	10	10	4	2	2	2	8	1	10	10	2	5	8	4	9	2	2	2
69880	2	7	5	5	4	8	7	1	7	1	6	10	1	5	9	4	9	1	6	1
69881	1	7	6	5	3	8	7	1	8	7	6	10	1	5	10	4	9	1	6	1
69882	1	9	6	5	3	1	7	1	8	7	7	10	1	4	10	4	9	1	6	8
69883	1	7	6	6	3	1	1	8	8	7	7	10	1	4	10	4	5	1	1	8
69884	1	7	6	6	2	1	1	8	8	7	7	2	7	4	6	10	5	1	1	8
69885	1	7	6	6	1	1	1	8	4	7	7	2	7	3	7	10	5	1	1	8
69959	3	1	10	10	5	2	2	2	8	1	10	7	2	5	8	1	8	2	2	2
69960	2	1	10	10	4	2	2	2	8	1	10	7	2	5	8	4	9	2	2	2
69961	2	7	5	10	4	8	2	1	8	1	6	10	1	5	9	4	9	2	6	1
69962	1	7	5	5	3	8	7	1	7	1	6	10	1	5	9	4	9	1	6	1
69963	1	9	6	5	3	8	7	1	7	1	6	10	1	4	10	4	9	1	6	1
69964	1	9	6	6	3	1	7	1	8	1	7	10	1	4	10	4	5	1	1	8
69965	1	7	6	6	2	1	1	8	8	7	7	10	7	4	6	10	5	1	1	8
69966	1	7	6	6	2	1	1	8	4	7	7	2	7	3	6	10	5	1	1	8
69967	1	7	6	6	1	1	1	8	4	7	7	8	7	3	7	10	5	1	1	8
69968	1	7	6	6	1	1	1	8	4	7	7	8	7	3	7	10	5	1	1	8
70040	3	1	10	10	5	2	2	2	8	1	10	7	2	5	8	1	8	3	2	2
70041	3	1	10	10	4	2	2	2	8	2	10	7	2	5	8	4	8	2	2	2
70042	2	1	10	10	4	2	2	1	8	1	10	7	2	5	9	4	9	2	6	2
70043	2	1	5	4	3	8	2	1	7	1	6	10	1	5	9	4	9	1	6	1
70044	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	4	9	1	6	1
70045	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	4	9	1	6	1
70046	1	9	6	6	2	1	1	8	8	1	7	10	7	4	10	10	5	1	1	1
70047	1	7	6	6	2	1	1	8	8	7	7	2	7	3	6	10	5	1	1	8
70048	1	7	6	6	1	1	1	8	4	7	7	2	7	3	7	10	5	1	1	8
70121	3	1	10	10	5	2	2	2	7	2	10	7	2	5	8	1	8	3	2	2
70122	2	1	10	4	4	2	2	2	8	2	10	7	2	5	8	4	9	2	6	2
70123	2	1	5	4	4	8	2	1	8	1	5	7	6	5	9	4	9	2	6	1
70124	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	5	9	1	6	1
70125	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	4	9	1	6	1
70126	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	10	9	1	1	1
70127	1	7	6	6	2	1	1	8	8	7	7	2	7	3	6	10	5	1	1	1
70128	1	7	6	6	2	1	1	8	4	7	7	2	7	3	7	10	5	1	1	8
70129	1	7	6	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	1	8
70202	3	1	10	10	5	2	2	2	7	2	10	7	2	5	8	1	8	3	2	2
70203	3	1	10	10	4	2	2	2	7	2	10	7	2	5	8	1	8	2	6	2
70204	2	1	10	4	4	9	2	6	8	1	5	7	6	5	9	4	9	2	6	1
70205	2	1	5	4	3	8	2	1	7	1	6	7	1	4	9	5	9	2	6	1
70206	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	4	9	1	1	1
70207	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	10	9	1	1	1
70208	8	9	5	6	2	8	1	1	7	1	7	2	7	3	6	10	5	8	1	1
70209	1	7	5	6	2	1	1	8	4	7	7	2	7	3	6	10	5	8	1	8
70210	1	7	6	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	1	8
70211	1	7	6	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	1	8
70284	3	1	10	10	4	2	2	2	7	2	10	7	2	5	8	1	8	3	2	2
70285	2	1	10	4	4	9	2	6	7	2	5	7	6	5	8	1	9	2	6	2
70286	2	1	5	4	4	9	2	6	7	1	5	7	6	4	9	5	9	2	6	1
70287	1	1	5	5	3	8	7	1	7	1	6	7	1	4	10	5	9	1	1	1
70288	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	10	9	1	1	1
70289	1	9	5	5	2	8	7	1	7	1	6	2	1	3	10	10	9	1	1	1
70290	8	7	5	6	2	1	1	8	7	1	7	2	7	3	6	10	5	8	1	1
70291	8	7	5	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	1	8
70292	8	9	6	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	1	8
70293	8	9	6	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	10	8
70364	3	1	10	10	5	2	2	2	7	2	10	1	2	5	8	1	8	3	2	2
70365	3	1	10	10	4	9	2	2	7	2	5	7	6	5	8	1	8	3	6	2
70366	2	1	10	4	4	9	2	6	7	1	5	7	6	4	9	5	9	2	6	1
70367	2	1	5	4	3	9	2	6	7	1	5	7	6	4	9	5	9	2	6	1
70368	1	9	5	5	3	8	7	1	7	1	6	10	1	4	10	5	9	1	1	1
70369	1	9	5	5	3	8	7	1	7	1	6	2	1	7	10	10	4	1	1	1
70370	8	9	5	6	2	8	1	1	7	1	6	2	1	3	6	10	5	8	1	1
70371	8	9	5	6	2	1	1	8	7	7	7	8	7	3	7	10	5	8	1	8
70372	8	9	5	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	10	8
70446	3	1	10	10	4	2	2	2	7	2	5	7	2	5	8	1	8	3	2	2
70447	2	1	10	4	4	9	2	6	7	2	5	7	6	4	9	5	9	2	6	2
70448	2	1	10	4	3	9	2	6	7	1	5	7	6	4	9	5	9	2	6	1
70449	2	1	5	5	3	9	2	9	7	1	6	7	6	4	10	5	4	2	6	1
70450	1	9	5	5	3	8	7	1	7	1	6	10	1	7	10	10	4	1	1	1
70451	1	9	5	5	2	8	7	1	7	1	6	2	1	7	10	10	4	1	1	1
70452	8	9	5	6	2	8	1	1	7	1	7	8	1	3	6	10	5	8	1	1
70453	8	9	5	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	10	8
70454	8	9	5	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	10	8
70527	3	1	10	10	4	2	2	2	7	2	10	1	2	5	8	1	8	3	2	2
70528	3	1	10	10	4	9	2	6	7	2	5	7	6	4	8	5	8	3	6	2
70529	2	1	10	4	4	9	2	6	7	2	5	7	6	4	9	5	9	2	6	2
70530	2	1	10	4	3	9	2	6	7	1	5	7	6	4	10	5	9	2	6	2
70531	1	1	5	5	3	8	7	1	7	1	6	10	1	7	10	5	4	1	1	1
70532	1	9	5	5	2	8	7	1	7	1	6	2	1	7	10	10	4	1	1	1
70533	1	9	5	6	2	8	7	1	7	7	6	8	1	7	6	10	5	1	1	1
70534	8	9	5	6	1	8	1	8	7	7	7	8	7	3	7	10	5	8	10	8
70535	8	9	5	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	10	8
70608	2	1	10	10	4	9	2	2	7	2	10	1	2	4	8	1	8	3	2	2
70609	2	1	10	4	9	9	2	6	7	2	5	7	6	4	9	5	9	2	6	2
70610	9	1	10	4	8	9	2	6	7	1	5	7	6	4	9	5	9	9	6	2
70611	9	1	10	5	3	9	2	9	7	2	5	7	8	7	10	5	4	9	6	2
70612	1	9	4	5	3	8	7	1	7	2	6	2	1	7	10	5	4	1	1	9
70613	1	9	5	5	2	8	7	1	7	2	6	2	1	3	6	10	4	1	1	9
70614	8	9	5	6	2	8	1	8	7	7	6	8	7	3	6	10	5	8	10	8
70615	8	9	5	6	1	1	1	8	4	7	7	8	7	3	7	10	5	8	10	8
70616	8	9	5	6	1	1	7	8	4	7	7	8	7	3	7	10	5	8	10	8
70617	8	9	5	6	1	1	7	8	4	7	7	9	7	3	7	10	5	8	10	8
70689	2	1	10	10	4	2	2	2	7	2	10	1	2	5	8	1	8	3	2	2
70690	2	1	10	10	9	9	2	6	7	2	10	7	6	4	8	5	8	3	2	2
70691	9	1	10	4	8	9	2	6	7	2	5	7	6	4	9	5	9	9	6	2
70692	9	9	10	4	3	9	2	9	7	2	5	7	8	7	10	5	9	9	6	2
70693	1	9	4	5	3	9	7	9	3	2	6	2	8	7	10	5	4	1	6	9
70694	1	9	4	5	2	8	7	1	3	2	6	2	1	7	10	10	4	1	1	9
70695	1	9	5	6	2	8	7	8	7	2	6	8	7	3	6	10	5	8	10	9
70696	8	9	5	6	1	8	7	8	4	7	7	8	7	3	7	10	5	8	10	8
70697	8	9	5	6	1	1	7	8	4	7	7	8	7	3	7	10	5	8	10	8
70698	8	9	5	6	1	1	7	8	4	7	7	9	7	3	7	10	5	8	10	8
70770	3	1	10	7	5	2	8	2	7	2	10	1	2	5	8	1	10	3	2	2
70771	2	1	10	10	4	2	8	2	7	2	10	7	2	4	9	5	8	3	2	2
70772	2	1	10	10	9	9	8	6	7	2	5	7	6	4	9	5	8	3	6	2
70773	9	9	10	4	8	9	2	6	7	2	5	7	8	7	9	5	9	9	6	2
70774	9	9	10	4	3	9	2	9	7	2	5	2	8	7	10	5	4	9	6	2
70775	1	9	4	5	3	9	7	9	3	2	6	2	8	7	10	5	4	1	10	9
70776	1	9	4	5	2	8	7	1	3	2	6	8	1	3	6	10	4	8	10	9
70777	8	9	5	6	1	8	7	8	7	7	6	8	7	3	7	10	5	8	10	8
70778	8	9	5	6	1	8	7	8	4	7	7	8	7	3	7	10	5	8	10	8
70779	8	9	5	6	1	1	7	8	4	7	7	9	7	3	7	10	5	8	10	8
70780	8	9	5	6	1	1	7	8	4	7	7	9	7	3	7	10	5	8	10	8
70850	3	1	10	7	5	2	3	2	10	2	10	1	2	5	8	1	10	3	2	2
70851	2	1	10	10	4	2	8	2	7	2	10	7	2	4	9	1	8	3	2	2
70852	2	1	10	10	9	2	8	6	7	2	10	7	2	4	9	5	8	2	2	2
70853	9	1	10	4	8	9	2	6	7	2	5	7	8	7	9	5	4	9	6	2
70854	9	9	10	4	3	9	2	9	7	2	5	7	8	7	10	5	4	9	6	2
70855	1	9	4	5	2	9	7	9	3	2	5	2	8	7	10	5	4	9	6	9
70856	1	9	4	5	2	8	7	8	3	2	6	8	7	3	10	10	4	8	10	9
70857	8	9	5	5	2	8	7	8	4	2	6	8	7	3	6	10	4	8	10	8
70858	8	9	5	6	1	8	7	8	4	7	6	8	7	3	7	10	5	8	10	8
70859	8	9	5	6	1	8	7	8	4	7	7	9	7	3	7	10	5	8	10	8
70860	8	9	5	6	1	1	7	8	4	7	7	9	7	3	7	10	5	8	10	8
70932	3	1	10	7	4	2	3	2	10	2	10	7	2	4	8	1	10	2	2	2
70933	2	1	10	10	9	2	8	2	7	2	10	7	2	4	9	1	8	2	2	2
70934	2	1	10	10	9	2	8	6	7	2	10	7	6	7	9	5	8	2	6	2
70935	9	9	10	4	3	9	2	9	7	2	5	7	8	7	9	5	4	9	6	2
70936	9	9	10	4	2	9	2	9	3	2	5	2	8	7	10	5	4	9	6	2
70937	8	9	4	5	2	9	7	9	3	2	6	3	8	6	10	5	4	8	10	9
70938	8	9	4	5	2	8	7	8	4	2	6	8	7	3	6	10	4	8	10	9
70939	8	9	5	6	1	8	7	8	4	7	6	8	7	3	7	10	5	8	10	8
70940	8	9	5	6	1	8	7	8	4	7	7	8	7	3	7	10	5	8	10	8
70941	8	9	5	6	1	8	7	8	4	7	7	9	7	3	7	10	5	8	10	8
71013	3	1	10	7	5	2	3	2	10	2	10	1	2	4	8	1	10	3	2	2
71014	3	1	4	10	4	2	8	2	10	2	10	7	2	4	9	1	8	2	2	2
71015	2	1	10	10	9	2	8	6	7	2	10	7	6	7	9	5	8	2	6	2
71016	9	1	10	4	8	9	2	9	7	2	5	7	8	7	9	5	4	9	6	2
71017	9	9	10	4	3	9	2	9	7	2	5	2	8	7	10	5	4	9	6	2
71018	8	9	4	5	2	9	2	9	3	2	5	2	8	6	10	5	4	9	6	9
71019	8	9	4	5	7	8	7	8	3	2	6	8	7	6	6	10	4	8	10	9
71020	8	9	5	5	1	8	7	8	4	2	6	8	7	3	6	10	4	8	10	8
71021	8	9	5	6	1	8	7	8	4	7	6	8	7	3	7	10	5	8	10	8
71022	8	9	5	6	1	8	7	8	4	8	7	9	7	3	7	10	5	8	10	8
71023	8	9	5	6	1	1	7	8	4	8	7	9	7	3	7	9	5	8	10	8
71093	3	2	10	7	5	2	3	2	10	2	10	1	2	4	8	1	10	3	2	2
71094	3	1	10	7	4	2	3	2	10	2	10	7	2	4	8	1	10	3	2	3
71095	2	1	4	10	9	2	8	6	10	2	10	7	6	4	9	1	8	2	6	2
71096	2	1	10	10	8	2	8	6	10	2	10	7	6	7	9	5	8	2	6	2
71097	9	1	10	4	3	9	2	9	7	2	5	2	8	7	10	5	4	9	6	2
71098	9	2	10	4	2	9	2	9	3	2	5	2	8	6	10	5	4	9	6	9
71099	8	2	4	5	2	8	7	8	3	8	5	3	7	6	10	6	4	8	10	9
71100	8	9	4	5	7	8	7	8	4	8	6	8	7	6	6	10	4	8	10	9
71101	8	9	5	6	1	8	7	8	4	8	6	8	7	3	7	10	5	8	10	8
71102	8	9	5	6	1	8	7	8	4	8	6	9	7	3	7	10	5	8	10	8
71103	8	9	5	6	1	8	7	8	4	8	7	9	7	3	7	9	5	8	10	8
71174	3	2	10	9	5	2	3	2	10	2	4	1	2	4	8	1	10	3	2	2
71175	3	2	10	7	4	2	3	2	10	2	10	7	2	4	8	1	10	3	2	3
71176	3	1	4	10	4	2	8	6	10	2	10	7	6	4	9	1	8	2	6	3
71177	2	1	4	10	9	2	8	6	10	2	10	7	6	7	9	5	8	2	6	9
71178	9	1	4	4	8	2	2	6	3	2	10	2	6	7	9	5	4	2	6	9
71179	9	2	10	4	3	9	2	9	3	8	5	2	8	6	4	5	4	9	6	9
71180	8	2	4	5	2	8	2	8	3	8	5	3	7	6	10	6	4	8	10	9
71181	8	2	4	5	7	8	7	8	4	8	6	3	7	6	6	10	4	8	10	9
71182	8	9	5	5	1	8	7	8	4	8	6	8	7	3	6	10	4	8	10	8
71255	3	2	10	9	5	3	4	2	10	2	4	1	2	4	8	1	10	3	2	2
71256	3	2	10	7	5	2	3	2	10	2	4	7	2	4	8	1	10	3	2	2
71257	3	1	10	7	4	2	3	2	10	2	10	7	6	4	8	1	10	3	6	3
71258	2	1	4	10	9	2	8	6	10	2	10	7	6	7	9	5	8	2	6	3
71259	2	1	4	10	8	2	8	6	3	8	10	7	6	7	3	5	8	2	6	9
71260	9	2	4	4	3	9	8	9	3	8	5	2	8	6	4	5	4	9	8	9
71261	9	2	4	4	2	8	8	9	3	8	5	3	7	6	10	5	4	8	10	9
71262	8	2	4	5	2	8	7	8	3	8	6	3	7	6	10	6	4	8	10	9
71263	8	9	5	5	7	8	7	8	4	8	6	8	7	6	6	10	4	8	10	9
71264	8	8	5	6	1	8	7	8	4	8	6	9	7	3	7	10	5	8	10	8
71266	8	8	5	6	1	8	7	8	4	8	7	9	7	3	7	9	5	8	10	8
71336	3	2	10	9	5	3	3	2	10	2	4	7	2	4	8	1	10	3	2	2
71337	3	2	10	7	4	2	3	2	10	3	10	7	2	4	8	1	10	3	2	3
71338	3	1	4	7	9	2	3	6	10	3	10	1	6	7	9	5	10	2	6	3
71339	2	2	4	10	8	2	8	6	10	3	10	7	6	7	9	5	8	2	6	9
71340	2	2	4	4	3	9	8	9	3	8	10	2	8	6	3	5	4	2	8	9
71341	8	2	4	4	2	9	8	9	3	8	6	3	8	6	4	5	4	8	10	9
71342	8	2	4	4	2	8	8	8	3	8	6	3	7	6	10	6	4	8	10	9
71343	8	2	4	5	7	8	7	8	4	8	6	8	7	6	6	10	4	8	10	9
71344	8	8	5	5	1	8	7	8	4	8	6	8	7	6	7	10	4	8	10	9
71417	3	2	10	9	5	3	4	2	10	3	4	1	2	4	8	1	10	3	2	2
71418	3	2	10	7	5	3	3	2	10	3	4	7	2	4	8	1	10	3	2	2
71419	3	2	4	7	4	2	3	6	10	3	10	1	6	7	9	5	10	3	6	3
71420	9	2	4	10	9	2	8	6	10	3	10	7	6	7	9	5	8	2	6	3
71421	9	2	4	10	8	9	8	9	3	8	10	2	8	6	3	5	8	2	8	9
71422	8	2	4	4	3	9	8	9	3	8	5	2	8	6	4	5	4	8	8	9
71423	8	2	4	4	2	8	8	9	4	8	6	3	7	6	4	6	4	8	10	9
71424	8	2	4	5	7	8	7	8	3	8	6	8	7	6	6	6	4	8	10	9
71425	8	8	5	5	1	8	7	8	4	8	6	8	7	6	6	10	4	8	10	9
71427	8	8	5	6	1	8	7	8	4	8	6	9	7	3	7	9	5	8	10	9
71498	4	2	10	9	5	3	4	2	10	3	4	1	2	4	8	1	10	3	2	2
71499	3	2	10	9	5	3	4	2	10	3	4	7	2	4	8	1	10	3	2	2
71500	3	2	10	7	4	3	3	2	10	3	4	7	2	7	8	5	10	3	2	2
71501	3	2	4	7	9	2	3	6	10	3	10	1	6	7	9	5	10	3	6	3
71502	9	2	4	10	8	2	8	6	10	3	10	2	8	6	9	5	8	9	6	3
71503	9	2	4	10	3	9	8	9	3	8	5	2	8	6	4	5	8	9	8	9
71504	8	2	4	5	2	9	8	9	4	8	6	3	8	6	4	6	4	8	8	9
71505	8	8	4	5	2	8	8	9	4	8	6	8	7	6	10	6	4	8	10	9
71506	8	8	4	5	7	8	7	8	4	8	6	8	7	6	6	10	4	8	10	9
71578	4	2	10	9	5	3	4	2	10	3	9	1	2	4	8	1	10	3	2	2
71579	4	2	10	9	5	3	4	2	10	3	4	7	2	4	8	1	10	3	2	2
71580	3	2	10	7	4	3	3	2	10	3	4	7	2	7	8	1	10	3	2	2
71581	3	2	4	7	9	2	3	6	10	3	4	1	6	7	9	5	10	3	3	3
71582	9	2	4	10	8	2	8	6	10	3	10	1	6	10	9	6	8	9	6	3
71583	9	2	4	4	3	9	8	9	3	8	5	2	8	6	3	5	3	9	8	9
71584	8	2	4	5	2	9	8	9	3	8	5	3	8	6	4	6	4	9	8	9
71585	8	8	4	5	2	9	8	9	4	8	6	3	10	6	10	6	4	8	10	9
71586	8	8	4	5	7	8	8	8	4	8	6	8	7	6	6	6	4	8	10	9
71660	4	2	8	9	5	3	4	2	10	3	4	1	2	4	8	1	10	3	2	2
71661	3	2	10	9	5	3	4	2	10	3	4	7	2	7	8	1	10	3	2	2
71662	3	2	10	7	4	3	3	6	10	3	4	1	6	7	8	5	10	3	3	2
71663	3	2	4	7	9	2	3	6	10	3	10	1	6	10	9	5	10	3	6	3
71664	9	2	4	4	8	9	8	9	10	3	5	2	8	10	3	6	3	9	8	3
71665	9	8	4	4	3	9	8	9	3	8	5	3	8	6	4	6	3	9	8	9
71666	8	8	4	5	2	9	8	9	4	8	5	3	10	6	4	6	4	8	8	9
71667	8	8	4	5	7	9	8	9	4	8	6	8	10	6	10	6	4	8	10	9
71668	8	8	4	5	1	8	7	8	4	8	6	9	7	3	6	10	4	8	10	9
71741	4	2	8	9	5	3	4	2	10	3	9	1	2	4	8	1	10	3	3	3
71742	4	2	8	9	5	3	4	2	10	3	4	1	2	7	8	1	10	3	2	2
71743	3	2	10	9	4	3	3	6	10	3	4	1	2	7	8	5	10	3	3	2
71744	3	2	4	7	9	3	3	6	10	3	4	1	6	10	9	5	10	3	3	3
71745	3	2	4	4	8	9	8	9	10	3	10	2	8	10	9	6	3	9	8	3
71746	9	8	4	4	3	9	8	9	3	3	5	2	8	10	3	6	3	9	8	9
71747	8	8	4	5	2	9	8	9	3	8	5	3	10	10	4	6	4	9	8	9
71748	8	8	4	5	2	9	8	9	4	8	6	8	10	6	10	6	4	8	10	9
71749	8	8	4	5	7	9	8	9	4	8	6	8	7	3	6	6	4	8	10	9
71821	4	2	8	8	5	4	4	2	10	3	9	1	3	4	8	1	10	4	3	3
71822	4	2	8	9	5	3	4	2	10	3	9	1	2	7	8	1	10	3	3	3
71823	3	2	8	9	4	3	4	2	10	3	4	7	2	7	8	5	10	3	2	3
71824	3	2	8	7	4	3	3	6	10	3	4	1	6	10	9	5	8	3	3	9
71825	3	2	4	7	9	3	3	6	10	3	4	2	6	10	9	6	8	3	3	9
71826	9	8	4	4	8	9	8	9	3	3	5	2	8	10	3	6	3	9	8	3
71827	9	8	4	4	3	9	8	9	3	8	5	3	8	10	4	6	3	9	8	9
71828	8	8	4	5	2	9	8	9	4	8	5	8	10	10	4	6	4	8	10	9
71829	8	8	4	5	7	9	8	9	4	8	6	8	10	3	6	6	4	8	10	9
71902	4	2	8	8	5	4	5	3	10	3	9	1	3	4	1	1	10	4	3	3
71903	4	2	8	8	5	4	4	2	10	3	9	1	3	7	8	1	10	3	3	3
71904	4	2	8	9	5	3	4	2	10	3	4	1	2	7	8	5	10	3	2	3
71905	3	2	8	9	4	3	4	6	10	3	4	1	6	10	8	5	10	3	3	3
71906	3	8	8	7	9	3	3	6	10	3	4	2	6	10	9	6	8	3	3	9
71907	3	8	8	7	8	3	3	6	10	3	5	2	6	10	9	6	3	3	3	9
71908	9	8	4	4	3	9	8	9	3	8	5	3	8	10	4	6	3	9	8	7
71909	9	8	4	5	2	9	8	9	3	8	5	8	10	10	4	6	4	9	10	7
71910	8	8	4	5	2	9	8	9	4	8	5	8	10	3	10	6	4	8	10	7
71984	4	2	8	8	5	4	5	3	10	3	9	1	3	7	1	1	10	4	3	3
71985	4	2	8	9	5	3	4	2	10	3	9	1	3	7	8	1	10	3	3	3
71986	3	2	8	9	4	3	4	6	10	3	4	1	6	10	8	5	10	3	3	3
71987	3	8	8	7	9	3	3	6	10	3	4	1	6	10	9	6	8	3	3	3
71988	3	8	8	7	8	3	3	6	3	3	4	2	6	10	9	6	8	3	3	9
71989	9	8	8	4	3	9	8	9	3	3	5	3	8	10	3	6	3	9	8	9
