HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
69803	1	9	4	6	10	2	10	6	5	5	3	8	6	8	9	3	7	3	8	2
69804	5	5	9	3	3	5	3	7	6	8	4	9	8	6	5	1	5	7	5	10
69877	8	6	1	1	4	1	8	9	1	4	4	3	2	4	2	2	5	6	8	10
69878	9	1	10	1	8	4	10	6	5	8	6	5	1	5	3	1	10	9	7	6
69879	10	9	10	5	10	1	6	3	7	1	5	6	2	8	2	10	6	1	7	3
69880	4	7	9	7	7	2	8	9	4	6	2	2	3	7	2	7	9	4	7	6
69881	4	4	8	10	1	10	5	6	4	3	7	2	6	10	7	1	7	1	9	4
69882	8	4	4	6	5	7	6	1	4	6	4	1	7	10	5	4	1	4	5	8
69883	7	5	7	6	7	7	7	6	9	3	3	10	8	2	6	8	3	9	9	1
69884	3	6	8	10	9	4	6	8	3	7	6	4	2	9	6	6	1	2	9	10
69885	2	8	6	4	10	4	9	4	6	4	2	10	3	9	10	5	2	9	7	6
69959	5	2	10	8	2	9	9	1	7	3	9	1	5	4	7	6	7	10	6	9
69960	6	5	8	5	4	10	5	3	10	5	1	8	5	8	4	2	9	7	1	10
69961	2	5	2	1	1	8	10	5	7	1	5	3	5	10	8	2	6	8	4	6
69962	6	10	7	2	1	1	8	1	5	2	1	10	8	8	10	4	2	10	7	2
69963	6	8	9	3	3	2	4	5	1	2	7	3	9	3	4	3	4	7	9	1
69964	3	10	6	9	4	2	5	2	5	5	3	10	7	3	1	6	4	3	8	8
69965	3	1	4	10	3	6	8	7	3	5	9	8	2	2	3	6	8	9	9	3
69966	7	3	4	9	9	4	3	5	3	5	9	4	4	9	2	2	9	4	9	7
69967	7	8	5	4	1	2	7	8	10	1	7	7	10	10	7	8	4	1	2	6
69968	8	7	6	1	7	6	3	10	3	4	8	6	2	3	7	2	9	5	5	7
70040	2	8	2	4	1	6	7	8	2	6	3	5	7	9	7	6	5	5	8	3
70041	1	5	5	7	4	2	3	8	5	5	7	2	2	1	5	10	7	2	3	1
70042	10	4	7	5	8	4	2	5	8	7	4	10	9	6	8	9	10	6	8	3
70043	8	2	3	1	8	7	6	4	5	6	2	9	5	6	7	8	3	2	5	6
70044	10	8	6	7	1	3	8	6	4	5	2	4	8	1	6	1	10	8	7	2
70045	2	4	6	5	6	3	1	5	6	8	10	2	8	2	2	7	10	9	5	4
70046	4	8	2	7	8	9	2	2	9	3	8	6	1	8	6	2	8	9	9	7
70047	10	9	2	4	9	7	6	9	10	5	8	5	8	4	6	4	4	5	8	10
70048	4	7	9	7	8	7	1	9	6	1	8	9	1	5	4	10	3	9	5	8
70121	4	5	2	4	9	3	7	3	4	1	6	7	6	8	3	5	6	5	5	2
70122	2	10	4	7	8	2	4	4	6	6	10	9	5	5	4	1	10	2	10	3
70123	3	3	7	9	2	10	8	4	10	10	2	4	6	2	6	9	9	9	10	6
70124	9	7	6	9	5	6	6	2	1	3	7	1	7	6	8	3	9	4	2	8
70125	9	1	8	7	2	9	2	10	5	4	8	6	4	6	9	8	1	10	4	5
70126	4	1	4	2	7	8	1	6	2	8	9	9	8	2	5	6	7	7	3	7
70127	5	1	6	10	7	1	5	7	8	7	1	8	6	7	8	3	3	5	7	10
70128	8	10	7	7	3	8	9	6	4	7	8	3	3	3	7	6	6	10	7	4
70129	4	8	5	4	1	2	4	1	6	3	9	1	4	10	5	1	1	10	5	4
70202	5	8	9	2	3	2	2	8	5	2	7	2	2	3	1	1	6	9	6	8
70203	7	1	4	1	1	10	8	10	5	6	7	7	9	3	3	6	1	9	2	1
70204	9	1	2	1	3	1	7	8	9	10	7	8	5	8	5	5	5	5	9	7
70205	1	1	7	9	10	7	5	9	2	2	3	7	10	7	5	9	10	3	6	1
70206	5	7	5	9	1	6	4	7	8	9	5	4	3	9	5	2	3	4	8	9
70207	4	5	4	9	3	6	2	1	4	10	7	4	10	10	5	1	2	8	10	4
70208	2	6	5	1	10	10	2	10	4	5	4	4	10	9	2	4	7	3	5	9
70209	1	1	2	6	10	8	2	8	2	5	9	6	2	2	10	3	4	5	9	4
70210	1	1	7	1	5	7	10	10	6	1	7	1	4	2	1	7	2	7	7	10
70211	2	4	10	9	3	6	7	1	5	5	5	3	6	1	1	5	2	5	6	2
70284	10	7	3	9	6	6	9	10	7	4	1	9	10	8	2	6	8	3	2	1
70285	4	1	1	5	5	6	2	3	2	10	9	3	8	10	10	3	5	4	3	7
70286	6	1	6	5	4	7	5	4	4	9	7	6	6	1	6	3	8	7	1	5
70287	5	10	5	8	4	9	4	4	7	1	6	6	10	9	3	9	1	1	10	5
70288	10	5	1	1	3	4	2	2	4	1	3	5	4	2	6	7	1	1	2	8
70289	4	4	3	5	5	1	7	5	7	7	9	10	4	10	2	10	2	3	2	2
70290	3	7	4	1	3	4	7	7	9	10	4	4	7	7	9	6	8	8	2	7
70291	8	6	3	6	10	1	1	2	3	9	9	6	6	2	6	2	7	2	8	10
70292	7	1	6	9	9	3	7	2	5	3	3	5	7	1	1	7	1	2	3	1
70293	8	3	5	9	5	6	4	5	7	2	5	6	4	7	9	4	2	10	1	9
70364	9	1	3	7	7	10	8	7	2	3	10	7	7	3	3	2	7	7	1	2
70365	5	3	4	4	3	8	2	4	7	6	3	1	3	6	2	9	1	10	10	6
70366	10	6	1	3	3	2	2	10	5	10	9	1	3	5	1	4	8	8	8	7
70367	8	7	3	5	6	10	1	5	5	3	10	2	3	2	1	6	5	9	10	7
70368	7	2	3	8	3	1	9	2	2	10	8	5	6	2	9	1	2	9	4	3
70369	10	4	3	8	1	1	3	9	7	9	7	8	3	6	10	5	9	7	7	4
70370	7	8	4	3	2	1	2	2	3	7	10	7	2	4	2	8	2	1	7	1
70371	3	5	2	10	8	1	3	7	8	2	2	1	3	4	9	8	1	5	8	3
70372	6	2	4	7	6	1	6	7	6	3	3	6	6	2	6	1	1	7	6	9
70446	9	1	5	10	10	6	8	4	7	10	5	10	5	5	4	5	10	6	3	4
70447	4	1	10	4	4	7	6	4	6	3	10	2	3	1	5	7	3	8	7	7
70448	4	10	5	8	10	1	6	6	2	10	6	5	1	10	4	10	10	6	9	8
70449	2	7	9	3	8	9	8	10	5	3	8	9	6	9	7	1	10	4	2	4
70450	10	2	3	8	1	5	1	5	10	10	9	6	5	6	6	1	7	5	6	4
70451	7	9	9	5	2	1	4	2	10	9	10	10	9	2	1	3	8	3	2	7
70452	1	2	8	2	2	6	8	8	2	2	3	10	4	2	1	8	8	8	8	3
70453	2	7	2	7	3	4	7	1	8	2	6	10	4	1	2	7	3	6	5	2
70454	10	1	3	7	4	10	9	5	9	7	8	9	4	10	10	6	2	10	10	9
70527	2	2	3	9	2	2	9	3	7	5	10	7	1	4	2	9	6	4	3	3
70528	7	4	8	2	4	7	6	3	7	3	4	7	4	7	1	3	9	10	7	9
70529	5	9	10	8	8	6	2	6	10	5	8	1	4	3	9	10	10	7	2	1
70530	10	9	6	3	3	8	9	5	7	4	2	5	7	1	2	3	2	6	3	2
70531	4	5	9	9	4	8	7	10	5	10	7	9	8	4	7	3	6	7	2	2
70532	7	8	9	5	6	5	5	5	6	9	3	5	5	6	2	2	2	2	6	10
70533	1	4	1	4	9	10	9	6	10	5	10	9	9	9	3	2	7	2	8	2
70534	6	4	1	5	5	6	3	6	5	10	4	3	1	9	7	9	6	4	10	5
70535	1	1	6	5	8	8	5	9	4	5	9	8	10	3	1	7	10	6	1	1
70608	3	1	2	6	7	10	3	1	9	7	2	3	6	9	8	6	3	9	9	10
70609	7	8	5	10	3	1	1	1	2	4	3	6	10	8	3	6	10	1	1	9
70610	9	6	4	1	1	1	6	9	2	3	5	8	1	7	7	8	8	9	2	7
70611	8	3	4	2	1	3	8	7	9	2	2	1	7	10	1	7	2	4	1	8
70612	1	2	7	5	4	2	2	8	2	4	7	6	10	6	5	3	3	1	10	5
70613	1	8	10	3	5	2	10	3	6	8	9	9	3	8	9	4	7	4	10	6
70614	4	8	5	2	1	7	9	4	5	1	2	9	7	6	10	6	1	9	8	1
70615	5	7	9	3	6	6	9	6	7	10	1	7	1	6	2	6	6	2	8	9
70616	4	7	2	1	7	6	10	1	4	2	8	3	9	9	9	7	5	5	5	1
70617	8	9	8	6	6	7	10	2	6	10	10	2	8	10	9	8	10	1	9	3
70689	9	4	1	2	1	2	9	6	8	9	4	9	10	9	4	5	9	9	1	3
70690	4	9	7	5	7	10	4	9	1	1	6	10	10	10	3	6	8	7	4	4
70691	3	6	7	8	6	3	6	9	4	1	10	3	1	5	1	8	1	2	9	4
70692	3	6	3	10	5	8	4	10	3	6	1	2	2	1	10	4	6	8	2	2
70693	4	6	7	8	5	7	8	7	8	9	4	6	3	10	6	2	9	6	6	10
70694	8	7	1	10	10	7	8	4	9	10	9	4	10	9	5	10	4	1	2	2
70695	5	10	10	5	4	7	3	4	6	8	8	6	7	8	5	6	6	9	2	8
70696	1	10	2	10	5	7	9	4	10	7	9	9	7	5	10	6	8	6	8	4
70697	8	10	2	8	10	10	5	10	2	6	10	2	8	4	9	6	4	7	3	2
70698	3	7	8	10	2	3	2	6	3	6	2	10	4	3	8	8	6	8	6	2
70770	2	1	9	7	8	9	7	1	10	2	3	5	1	3	6	7	9	9	7	1
70771	3	10	10	10	7	1	3	1	1	9	8	4	3	7	5	10	2	2	6	5
70772	8	10	5	5	5	9	2	5	8	6	2	5	9	10	1	1	10	9	8	8
70773	7	5	3	3	1	2	5	6	1	8	3	10	4	9	2	3	2	8	7	5
70774	3	4	6	7	7	4	5	5	2	4	3	6	3	10	10	6	8	1	6	1
70775	9	8	10	7	6	8	3	9	8	9	1	1	6	4	3	10	8	4	9	10
70776	9	9	6	1	2	8	3	5	1	10	7	8	8	6	4	2	2	8	9	10
70777	7	6	7	8	2	9	10	5	3	8	10	4	4	8	6	2	2	1	10	3
70778	5	9	3	4	4	5	1	7	7	4	5	9	3	6	7	10	5	4	5	4
70779	7	10	10	2	4	7	7	2	5	7	9	2	5	5	5	7	1	5	10	10
70780	2	9	6	6	10	8	8	5	6	9	2	3	6	6	10	5	10	6	5	9
70850	6	10	4	7	7	5	2	6	6	10	6	7	4	7	6	4	8	6	4	3
70851	2	5	7	4	3	9	7	4	3	10	6	7	5	6	7	3	8	7	3	2
70852	6	8	1	6	9	4	5	8	4	7	9	2	9	1	3	3	5	7	9	1
70853	2	5	1	8	4	8	3	4	1	10	4	5	4	8	2	9	3	2	10	9
70854	8	8	8	10	9	8	4	7	3	2	6	1	6	7	8	2	9	4	10	9
70855	8	1	9	5	9	3	7	2	10	1	2	8	9	10	6	1	5	5	6	5
70856	9	8	6	2	8	9	10	4	9	6	8	6	2	5	3	3	3	5	3	4
70857	7	8	6	10	2	4	10	4	8	7	3	10	3	7	6	4	7	9	6	2
70858	3	8	1	10	3	9	6	9	4	2	10	5	1	2	2	8	5	8	3	1
70859	4	10	7	7	6	3	1	3	7	10	4	5	6	6	2	7	4	10	3	4
70860	2	1	10	7	2	7	7	9	9	3	4	5	2	4	10	1	10	6	3	7
70932	4	9	10	2	10	6	1	7	8	2	1	5	7	8	1	2	3	7	7	3
70933	6	5	3	6	2	2	6	8	6	4	8	4	2	4	9	3	3	10	6	5
70934	3	4	4	2	10	2	6	7	3	8	5	10	5	7	4	8	5	10	6	6
70935	1	2	8	6	5	7	2	1	2	5	7	9	7	8	9	9	7	9	8	9
70936	4	5	10	2	1	3	1	4	7	8	10	10	9	2	8	4	6	3	4	2
70937	2	10	7	2	5	5	1	4	3	9	5	8	8	1	6	10	9	3	10	10
70938	5	10	4	9	6	10	3	4	1	8	3	5	5	1	7	10	10	6	4	2
70939	10	6	8	4	1	6	8	9	2	6	3	5	1	1	5	10	5	5	5	2
70940	8	9	1	10	6	5	8	1	3	4	4	2	7	3	2	5	1	8	1	4
70941	3	8	1	5	4	10	4	1	10	9	9	4	5	2	9	5	5	2	2	10
71013	8	5	10	9	6	3	8	7	2	3	2	9	8	6	2	9	6	4	4	4
71014	1	6	3	8	8	2	7	4	9	3	3	4	4	1	10	6	1	3	10	2
71015	1	1	10	6	2	7	2	3	10	3	7	2	5	8	6	8	1	5	3	10
71016	7	7	6	6	6	3	5	1	2	4	4	8	7	10	10	3	9	9	10	2
71017	10	8	1	7	9	5	1	5	5	9	9	9	9	3	4	7	9	2	3	7
71018	2	6	1	1	10	8	9	2	9	6	3	7	10	3	6	3	7	7	10	3
71019	10	7	10	1	1	10	3	10	3	4	3	6	1	10	9	10	3	9	3	8
71020	9	5	9	3	4	2	4	4	6	10	7	6	4	9	7	10	3	7	8	5
71021	10	9	6	6	10	4	10	2	5	5	8	7	7	7	2	3	3	1	8	10
71022	3	8	4	5	9	2	3	6	3	1	9	4	1	10	9	4	2	5	6	3
71023	7	4	5	4	4	1	5	1	10	3	8	3	8	3	10	9	3	3	6	7
71093	1	8	4	9	9	10	3	8	6	4	4	5	5	9	9	4	6	2	10	4
71094	10	5	10	4	6	3	2	4	10	1	7	3	8	6	4	6	3	3	3	7
71095	3	4	7	9	5	2	4	2	2	6	10	9	3	10	8	5	3	5	10	1
71096	9	2	10	5	2	7	1	5	6	7	6	10	6	8	2	9	8	1	1	6
71097	9	9	5	2	8	1	3	7	4	1	10	3	2	8	5	3	4	10	10	3
71098	2	6	8	7	7	10	2	7	10	6	8	2	9	3	5	1	2	7	10	8
71099	3	9	9	10	1	9	9	9	3	9	8	1	5	6	3	6	10	7	9	3
71100	10	3	3	8	8	5	5	5	7	2	10	1	9	4	9	1	6	10	7	2
71101	6	5	10	9	3	5	3	8	2	5	8	1	3	6	10	7	4	6	5	6
71102	7	7	2	2	2	9	3	6	5	10	9	10	1	1	9	1	2	2	2	6
71103	7	1	3	6	2	2	6	1	6	8	5	7	4	6	1	4	4	7	3	10
71174	1	2	7	9	9	5	3	5	4	8	4	5	7	7	6	8	8	6	2	9
71175	4	3	1	7	10	9	4	1	9	6	4	10	6	2	7	1	2	7	1	3
71176	3	1	4	7	5	5	9	3	8	4	3	8	7	9	5	5	3	7	3	2
71177	1	6	2	10	4	3	8	3	1	2	9	10	9	5	4	2	7	10	3	10
71178	6	6	2	6	7	2	7	2	1	1	10	10	7	4	10	9	6	8	6	6
71179	6	3	10	7	9	5	5	7	4	8	3	4	3	9	5	7	2	5	4	8
71180	8	2	7	8	3	4	1	1	2	6	10	2	4	3	3	10	3	9	1	6
71181	2	2	10	3	3	9	6	4	9	6	1	4	4	2	7	10	1	8	8	7
71182	9	10	10	4	6	3	2	10	10	10	4	7	1	4	7	8	9	10	7	7
71255	9	1	2	3	8	2	3	5	6	5	6	9	9	9	9	10	10	8	4	6
71256	8	1	3	4	8	8	3	10	9	3	2	5	2	8	8	10	10	3	7	2
71257	8	8	3	9	8	4	8	10	10	10	8	10	1	5	8	6	5	9	1	10
71258	7	9	1	4	2	5	6	8	8	3	7	3	9	1	7	7	2	3	8	3
71259	5	9	7	6	4	3	8	2	5	3	2	10	6	6	7	8	5	2	2	9
71260	2	4	10	7	10	10	6	10	5	5	3	8	2	10	10	5	1	7	8	10
71261	5	9	9	6	4	5	5	2	6	9	5	9	8	10	8	9	8	6	1	10
71262	6	5	8	5	7	3	4	8	8	1	8	9	8	3	6	5	7	3	9	1
71263	1	9	10	7	5	2	10	5	10	5	7	9	1	7	1	5	7	7	4	4
71264	3	8	7	8	5	3	1	8	1	3	4	9	9	9	8	3	1	8	8	7
71266	7	2	1	4	3	4	9	7	5	7	4	8	7	2	8	4	9	7	9	2
71336	1	7	2	1	7	7	7	4	9	9	8	9	8	2	6	8	9	2	8	4
71337	7	6	4	4	2	10	10	10	4	2	10	2	7	10	9	9	3	6	2	7
71338	5	7	5	7	6	4	6	5	7	7	6	3	6	8	9	10	4	3	7	9
71339	8	6	2	1	9	1	3	10	2	10	3	6	7	2	8	1	6	3	6	3
71340	7	2	9	7	1	10	3	5	8	1	1	10	7	2	2	9	8	8	7	1
71341	3	7	1	1	5	3	6	4	5	3	7	3	2	5	5	10	5	10	1	1
71342	6	6	5	9	7	10	3	8	10	1	9	2	3	2	8	2	6	10	10	10
71343	3	7	3	6	2	2	8	6	3	2	10	5	2	9	7	8	9	3	10	2
71344	8	7	4	3	7	10	4	9	2	8	3	8	6	9	5	8	9	5	4	10
71417	8	9	8	6	1	1	10	5	6	5	5	6	1	6	3	8	9	5	10	8
71418	2	8	8	4	4	6	8	2	2	2	9	10	1	6	1	1	7	4	4	9
71419	8	5	2	5	6	2	4	5	1	3	4	6	1	4	6	9	4	7	10	4
71420	7	8	8	2	4	8	1	7	6	6	5	5	8	10	9	8	6	7	4	5
71421	8	4	1	6	1	5	7	7	8	5	7	8	2	3	9	10	6	9	6	9
71422	1	6	8	7	1	1	9	1	8	1	6	10	9	6	2	5	8	9	5	3
71423	6	10	2	8	2	3	7	10	4	3	10	1	8	1	6	1	6	8	3	9
71424	10	7	2	4	9	2	8	8	1	9	2	2	8	8	4	7	1	3	9	4
71425	2	10	9	6	8	4	2	6	9	7	3	6	2	8	8	5	1	7	9	7
71427	10	2	9	9	8	8	10	10	4	4	7	8	1	6	9	4	9	5	3	8
71498	9	2	4	3	7	3	4	2	10	9	4	4	5	10	5	2	7	8	7	7
71499	4	7	3	8	5	4	5	9	5	8	8	8	5	9	1	10	3	9	4	5
71500	1	5	4	5	1	7	1	3	5	8	2	2	3	7	1	7	2	3	5	4
71501	8	10	10	6	4	10	10	8	5	8	4	7	10	1	5	1	5	3	9	3
71502	4	10	4	10	4	3	10	1	2	1	5	8	9	1	4	7	9	2	6	7
71503	5	9	7	2	7	8	2	5	10	3	5	2	7	8	1	10	9	10	10	9
71504	1	3	3	4	2	2	5	5	10	10	8	7	4	7	7	9	6	7	4	6
71505	7	3	7	3	10	4	2	6	7	6	6	7	3	8	9	1	5	4	8	9
71506	6	3	3	1	2	1	10	1	2	9	3	3	9	9	7	10	5	7	4	10
71578	8	10	7	4	7	4	2	9	9	2	10	7	10	4	1	7	6	6	3	10
71579	10	9	8	1	8	5	4	3	5	6	1	7	2	10	5	9	9	7	6	6
71580	5	4	10	5	8	3	4	2	5	2	2	6	4	9	9	7	5	10	7	8
71581	3	1	6	2	5	3	4	10	9	5	9	3	8	4	3	5	6	10	1	1
71582	5	3	5	7	9	9	5	4	5	5	5	10	5	1	3	10	7	8	3	2
71583	9	2	7	8	4	4	10	1	7	8	8	4	5	7	1	5	6	4	1	4
71584	8	10	1	2	1	9	9	10	9	4	2	5	10	9	4	4	10	1	6	2
71585	6	4	8	2	7	6	3	1	5	3	4	1	2	4	8	6	9	9	7	2
71586	5	3	6	4	2	5	1	2	7	7	10	1	2	10	4	2	2	1	5	1
71660	1	3	4	5	3	4	8	8	9	1	3	9	8	9	6	4	4	10	3	9
71661	9	9	8	4	5	10	10	10	3	10	7	3	9	10	9	7	4	5	5	3
71662	2	10	3	5	6	3	9	1	8	5	4	1	1	8	4	10	4	4	1	9
71663	9	2	9	7	7	3	7	10	10	8	2	2	4	5	3	3	7	2	6	1
71664	2	4	3	2	8	2	1	9	10	6	2	5	3	2	8	4	5	3	2	2
71665	1	9	10	6	4	2	1	4	4	5	4	7	9	5	3	8	3	6	4	1
71666	8	3	5	6	7	2	1	10	1	1	8	8	1	6	3	5	5	5	1	1
71667	8	5	8	10	4	9	6	6	9	9	2	7	7	5	6	5	1	6	2	9
71668	6	3	1	3	8	6	4	6	1	6	5	4	6	1	2	7	1	2	3	6
71741	3	9	1	3	9	5	10	2	7	1	7	2	10	7	6	8	5	5	7	2
71742	4	10	10	3	10	3	6	3	10	4	5	9	5	10	9	7	6	3	8	6
71743	10	3	6	8	4	5	5	2	10	3	9	9	3	8	10	10	7	2	1	6
71744	10	1	1	6	3	2	6	8	6	6	10	8	5	1	3	7	2	2	3	8
71745	7	5	6	9	2	1	9	10	7	4	1	6	5	3	6	1	8	3	9	10
71746	9	8	6	1	4	6	2	10	3	4	2	10	7	3	5	4	8	1	1	9
71747	6	2	6	5	6	4	10	9	2	3	2	4	8	4	4	9	6	10	5	8
71748	10	5	7	10	4	6	9	7	6	8	10	9	4	1	1	1	4	6	2	8
71749	6	3	5	9	3	1	4	3	4	3	10	7	4	5	9	2	6	10	7	8
71821	5	6	4	10	3	7	6	5	2	7	3	1	4	3	5	8	1	7	1	1
71822	2	3	2	10	7	6	2	4	9	7	10	4	9	1	3	6	3	8	5	4
71823	5	1	10	3	1	3	7	10	4	3	9	6	10	2	3	8	8	7	3	8
71824	8	4	5	1	4	5	9	7	7	10	7	9	7	10	9	5	8	4	1	2
71825	8	5	7	9	8	9	9	5	1	7	8	3	3	10	6	3	7	6	7	9
71826	6	9	5	10	3	1	3	6	7	3	3	3	2	8	5	1	1	6	7	2
71827	1	7	4	10	10	9	6	4	10	10	9	2	5	4	6	9	4	4	7	8
71828	2	5	6	6	1	2	6	8	4	4	2	8	10	7	2	6	9	10	6	7
71829	5	4	8	8	1	5	9	7	2	10	7	1	10	1	5	5	6	7	2	9
71902	9	2	10	3	9	6	4	6	9	4	2	1	8	2	3	3	7	5	10	5
71903	8	8	7	9	7	7	2	2	7	10	6	1	9	4	5	10	1	6	3	10
71904	8	1	1	10	2	9	9	8	7	9	9	6	8	7	8	5	6	2	4	10
71905	6	7	4	8	10	1	6	3	8	7	2	3	4	2	8	3	3	5	5	8
71906	1	4	5	3	9	3	6	2	2	3	1	3	2	9	9	1	2	8	3	8
71907	6	6	6	2	9	6	8	4	1	1	3	4	5	3	5	7	8	5	1	4
71908	10	10	2	5	7	8	7	9	5	2	9	1	5	4	1	1	8	10	2	8
71909	5	2	9	5	3	8	5	10	6	10	3	10	7	7	1	2	10	6	1	10
71910	1	9	3	9	3	5	4	3	6	3	8	8	3	8	5	4	5	10	5	9
71984	8	4	9	4	3	4	6	9	8	2	6	3	9	1	9	7	2	1	3	1
71985	6	7	1	8	3	4	1	8	4	3	5	2	1	6	1	4	8	1	10	10
71986	2	6	3	9	6	9	3	10	8	6	5	5	4	7	8	8	8	9	5	2
71987	7	3	7	10	1	4	4	2	6	7	1	6	4	7	8	1	5	4	10	6
71988	10	6	4	8	7	2	8	2	5	9	6	2	8	8	6	3	8	9	4	1
71989	8	9	7	2	4	3	8	9	8	10	10	10	10	5	3	6	2	9	1	1
71990	2	10	5	10	3	2	1	2	3	9	8	4	8	6	10	8	4	6	2	2
