BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
BIO11_Mean	0.816930	-0.389040	0.452866	-0.564959	0.359261	0.934827	-0.494193	0.357907	0.931963	0.473086	1.000000	0.324039	0.378019	0.138147	0.105694	0.332905	0.174000	0.042403	0.337268	-0.098596	0.059725	0.314222	-0.235765	-0.414167	0.363733	-0.218407	0.231413	0.153325	0.324150	0.038528	0.227620	0.252311	0.133282	0.077974	-0.047894	0.799162	0.145055	0.086767	0.786611	0.293726	0.698558	0.134219	-0.209940	0.913422	0.113107	-0.308299
BIO12_Mean	-0.139607	-0.648864	0.690200	-0.761989	-0.550948	0.441893	-0.753469	-0.502440	0.189367	-0.467463	0.324039	1.000000	0.892823	0.546329	-0.597067	0.915391	0.609083	0.783321	0.634808	-0.658886	-0.347471	0.888848	-0.642047	-0.056317	0.045664	-0.009814	0.906487	0.858607	0.888066	0.795096	0.902207	0.874571	0.714745	0.734883	0.705547	0.072430	0.136481	0.207365	0.390742	-0.579123	-0.028029	-0.346487	0.123221	0.355988	-0.676290	-0.533203
BIO13_Mean	-0.044453	-0.511582	0.508932	-0.707345	-0.397994	0.410740	-0.618045	-0.453316	0.232019	-0.349470	0.378019	0.892823	1.000000	0.261362	-0.318790	0.985807	0.311709	0.617060	0.559744	-0.533348	-0.184086	0.710371	-0.557460	-0.097656	0.082469	-0.033208	0.726441	0.662929	0.732410	0.670551	0.774312	0.763426	0.704772	0.709415	0.629294	0.144920	0.261075	0.116308	0.420215	-0.439657	0.082759	-0.209901	0.058726	0.453704	-0.511228	-0.426439
BIO14_Mean	-0.099114	-0.447364	0.593841	-0.391314	-0.362962	0.304706	-0.507333	-0.223948	0.100068	-0.266843	0.138147	0.546329	0.261362	1.000000	-0.571565	0.281707	0.983337	0.508993	0.407202	-0.455804	-0.387527	0.563877	-0.417146	0.018634	-0.024516	0.022212	0.553729	0.522466	0.552173	0.391798	0.509005	0.502325	0.309669	0.307907	0.273526	-0.009182	-0.124605	0.220219	0.236167	-0.317178	-0.015204	-0.211268	0.066682	0.083510	-0.474092	-0.436573
BIO15_Mean	0.451381	0.537258	-0.546197	0.442612	0.661538	-0.111467	0.566965	0.562950	0.138164	0.588788	0.105694	-0.597067	-0.318790	-0.571565	1.000000	-0.366805	-0.618191	-0.588575	-0.388587	0.645127	0.510711	-0.600984	0.563192	-0.142266	0.126993	-0.070427	-0.671607	-0.648221	-0.664429	-0.566410	-0.643206	-0.610187	-0.475924	-0.498625	-0.504841	0.267875	0.115220	-0.230463	-0.120040	0.601663	0.274049	0.537706	-0.249676	0.132453	0.678619	0.396376
BIO16_Mean	-0.092827	-0.508677	0.500942	-0.698021	-0.432185	0.369027	-0.609092	-0.485314	0.188151	-0.389526	0.332905	0.915391	0.985807	0.281707	-0.366805	1.000000	0.330030	0.644206	0.571294	-0.547119	-0.197605	0.746398	-0.542796	-0.083211	0.070587	-0.025174	0.771544	0.722287	0.755713	0.725640	0.808247	0.788088	0.724075	0.741172	0.691474	0.100584	0.275012	0.101890	0.362792	-0.486658	0.013259	-0.237799	0.069958	0.408294	-0.529081	-0.411967
BIO17_Mean	-0.095134	-0.504527	0.654096	-0.449600	-0.397810	0.352963	-0.571353	-0.243994	0.129521	-0.290859	0.174000	0.609083	0.311709	0.983337	-0.618191	0.330030	1.000000	0.561246	0.443241	-0.498469	-0.413203	0.623030	-0.465953	0.006356	-0.013807	0.017534	0.608392	0.569365	0.610060	0.435302	0.566363	0.560838	0.354716	0.350290	0.306500	0.015049	-0.126805	0.253333	0.274418	-0.345053	0.004381	-0.237484	0.072014	0.118806	-0.515430	-0.475712
BIO18_Mean	-0.342151	-0.606580	0.583964	-0.594677	-0.695277	0.200792	-0.663280	-0.487091	-0.108191	-0.594662	0.042403	0.783321	0.617060	0.508993	-0.588575	0.644206	0.561246	1.000000	0.233918	-0.707918	-0.336858	0.749422	-0.660892	0.047676	-0.036885	0.047410	0.796156	0.758652	0.795943	0.712086	0.803325	0.778701	0.653868	0.713396	0.627418	-0.143407	-0.009013	0.217131	0.263407	-0.612216	-0.166208	-0.386052	0.196432	0.116763	-0.748996	-0.432549
BIO19_Mean	0.083653	-0.420413	0.456924	-0.442057	-0.170461	0.444604	-0.481223	-0.215417	0.331321	-0.109617	0.337268	0.634808	0.559744	0.407202	-0.388587	0.571294	0.443241	0.233918	1.000000	-0.353542	-0.177432	0.519274	-0.366939	-0.059493	0.047366	-0.024044	0.523893	0.463638	0.512576	0.436050	0.556275	0.565784	0.438988	0.387241	0.336165	0.170809	0.148116	0.079792	0.281590	-0.223913	0.150173	-0.183633	0.052271	0.267680	-0.285641	-0.374741
CDD_IDW1N10	0.375045	0.602803	-0.685721	0.706282	0.723881	-0.282821	0.750013	0.625218	0.036010	0.645167	-0.098596	-0.658886	-0.533348	-0.455804	0.645127	-0.547119	-0.498469	-0.707918	-0.353542	1.000000	0.498322	-0.635704	0.832172	-0.127831	0.122399	-0.079308	-0.735095	-0.653719	-0.823278	-0.614872	-0.787033	-0.774092	-0.708573	-0.752374	-0.550505	0.202153	0.040751	-0.197737	-0.389013	0.655211	0.102502	0.416696	-0.240798	-0.085272	0.810234	0.586986
CSDI_IDW1N10	0.257349	0.233871	-0.350029	0.244926	0.353777	-0.047990	0.293837	0.325710	0.079075	0.314544	0.059725	-0.347471	-0.184086	-0.387527	0.510711	-0.197605	-0.413203	-0.336858	-0.177432	0.498322	1.000000	-0.331844	0.264668	-0.276274	0.260521	-0.160846	-0.407350	-0.368947	-0.433287	-0.305151	-0.393927	-0.386474	-0.308810	-0.257555	-0.235635	0.159927	0.390495	-0.213936	-0.032034	0.329968	0.134405	0.598819	-0.202419	0.080540	0.359674	0.584111
CWD_IDW1N10	-0.126291	-0.623909	0.719848	-0.738143	-0.532429	0.437367	-0.736465	-0.443369	0.170199	-0.454024	0.314222	0.888848	0.710371	0.563877	-0.600984	0.746398	0.623030	0.749422	0.519274	-0.635704	-0.331844	1.000000	-0.598081	-0.075511	0.060055	-0.023502	0.951794	0.939332	0.899707	0.820190	0.884397	0.834582	0.621152	0.683957	0.746995	0.057281	0.099343	0.191109	0.349185	-0.616507	-0.101612	-0.288741	0.086877	0.310956	-0.696374	-0.489026
DTR_IDW1N10	0.219384	0.757685	-0.670199	0.731165	0.658930	-0.446844	0.835341	0.506153	-0.109948	0.528229	-0.235765	-0.642047	-0.557460	-0.417146	0.563192	-0.542796	-0.465953	-0.660892	-0.366939	0.832172	0.264668	-0.598081	1.000000	0.008751	0.004750	-0.019720	-0.645339	-0.548058	-0.737865	-0.556150	-0.728997	-0.740097	-0.679016	-0.691315	-0.454214	0.058131	0.082164	-0.277970	-0.622314	0.474155	-0.155061	0.340516	-0.179357	-0.233205	0.794339	0.514537
FD_IDW1N10	-0.379277	0.100057	-0.153163	0.192119	-0.203192	-0.370426	0.151946	-0.209870	-0.416067	-0.233474	-0.414167	-0.056317	-0.097656	0.018634	-0.142266	-0.083211	0.006356	0.047676	-0.059493	-0.127831	-0.276274	-0.075511	0.008751	1.000000	-0.951626	0.672978	0.042231	0.043263	0.038234	0.070205	0.050926	0.043600	0.057808	0.041776	0.064004	-0.427733	-0.148452	-0.011823	-0.399533	-0.256456	-0.229524	-0.216430	0.096704	-0.463124	-0.193715	-0.123032
GSL_IDW1N10	0.340807	-0.081179	0.129431	-0.159132	0.182007	0.319341	-0.126060	0.196818	0.365304	0.214128	0.363733	0.045664	0.082469	-0.024516	0.126993	0.070587	-0.013807	-0.036885	0.047366	0.122399	0.260521	0.060055	0.004750	-0.951626	1.000000	-0.774456	-0.043113	-0.043541	-0.042047	-0.064928	-0.049463	-0.041084	-0.048972	-0.034733	-0.056664	0.375852	0.120011	0.028704	0.343855	0.230028	0.195125	0.173637	-0.065196	0.413502	0.178244	0.123429
ID_IDW1N10	-0.219983	0.020731	-0.068621	0.072068	-0.137929	-0.185125	0.049697	-0.136855	-0.223753	-0.153430	-0.218407	-0.009814	-0.033208	0.022212	-0.070427	-0.025174	0.017534	0.047410	-0.024044	-0.079308	-0.160846	-0.023502	-0.019720	0.672978	-0.774456	1.000000	0.045528	0.044543	0.043346	0.061233	0.052864	0.048753	0.045013	0.035022	0.046001	-0.232066	-0.067765	-0.023343	-0.200810	-0.149033	-0.109401	-0.101882	0.040948	-0.248106	-0.130112	-0.089714
PRCPTOT_IDW1N10	-0.233646	-0.614727	0.705032	-0.741019	-0.621076	0.356253	-0.735037	-0.543702	0.072443	-0.545774	0.231413	0.906487	0.726441	0.553729	-0.671607	0.771544	0.608392	0.796156	0.523893	-0.735095	-0.407350	0.951794	-0.645339	0.042231	-0.043113	0.045528	1.000000	0.979078	0.955263	0.882208	0.952502	0.901036	0.729194	0.787494	0.833231	-0.020548	0.110961	0.171632	0.295033	-0.696135	-0.161126	-0.372537	0.139850	0.241497	-0.752373	-0.499090
R10MM_IDW1N10	-0.284716	-0.538550	0.657850	-0.682629	-0.620394	0.263331	-0.659667	-0.548369	0.001335	-0.569152	0.153325	0.858607	0.662929	0.522466	-0.648221	0.722287	0.569365	0.758652	0.463638	-0.653719	-0.368947	0.939332	-0.548058	0.043263	-0.043541	0.044543	0.979078	1.000000	0.886121	0.905717	0.896466	0.825550	0.660995	0.744200	0.875911	-0.085546	0.122527	0.134821	0.196506	-0.727880	-0.283549	-0.339113	0.129972	0.166260	-0.729488	-0.416906
R1MM_IDW1N10	-0.165756	-0.674815	0.751520	-0.799692	-0.602113	0.459904	-0.804885	-0.525861	0.158246	-0.505348	0.324150	0.888066	0.732410	0.552173	-0.664429	0.755713	0.610060	0.795943	0.512576	-0.823278	-0.433287	0.899707	-0.737865	0.038234	-0.042047	0.043346	0.955263	0.886121	1.000000	0.749081	0.928234	0.890897	0.700117	0.745967	0.692544	0.051174	0.078636	0.225701	0.417240	-0.645598	-0.017585	-0.386375	0.169272	0.327380	-0.764149	-0.574507
R20MM_IDW1N10	-0.363253	-0.514516	0.533924	-0.602744	-0.651147	0.158077	-0.597030	-0.568321	-0.102037	-0.607721	0.038528	0.795096	0.670551	0.391798	-0.566410	0.725640	0.435302	0.712086	0.436050	-0.614872	-0.305151	0.820190	-0.556150	0.070205	-0.064928	0.061233	0.882208	0.905717	0.749081	1.000000	0.898221	0.853891	0.813220	0.869579	0.921008	-0.233162	0.092607	0.050154	0.147443	-0.710700	-0.339224	-0.324816	0.072561	0.064015	-0.706241	-0.306599
R95P_IDW1N10	-0.231748	-0.659073	0.663003	-0.731859	-0.631251	0.370333	-0.753722	-0.538357	0.072182	-0.539519	0.227620	0.902207	0.774312	0.509005	-0.643206	0.808247	0.566363	0.803325	0.556275	-0.787033	-0.393927	0.884397	-0.728997	0.050926	-0.049463	0.052864	0.952502	0.896466	0.928234	0.898221	1.000000	0.986360	0.879013	0.898291	0.806021	-0.046594	0.081371	0.171410	0.343285	-0.646081	-0.083356	-0.393252	0.126601	0.239717	-0.746084	-0.499688
R99P_IDW1N10	-0.182155	-0.665773	0.635467	-0.703650	-0.586921	0.398690	-0.744600	-0.484069	0.108176	-0.482392	0.252311	0.874571	0.763426	0.502325	-0.610187	0.788088	0.560838	0.778701	0.565784	-0.774092	-0.386474	0.834582	-0.740097	0.043600	-0.041084	0.048753	0.901036	0.825550	0.890897	0.853891	0.986360	1.000000	0.910281	0.899419	0.740456	-0.005335	0.063824	0.184332	0.378190	-0.564194	0.003414	-0.387492	0.110215	0.262453	-0.696821	-0.510584
RX1DAY_IDW1N10	-0.257069	-0.527334	0.468344	-0.600202	-0.573890	0.235188	-0.603446	-0.513069	-0.014371	-0.500752	0.133282	0.714745	0.704772	0.309669	-0.475924	0.724075	0.354716	0.653868	0.438988	-0.708573	-0.308810	0.621152	-0.679016	0.057808	-0.048972	0.045013	0.729194	0.660995	0.700117	0.813220	0.879013	0.910281	1.000000	0.966358	0.761515	-0.087916	0.108141	0.063061	0.311322	-0.509398	-0.038018	-0.336670	0.074875	0.183450	-0.600895	-0.377857
RX5DAY_IDW1N10	-0.346400	-0.504446	0.512734	-0.640215	-0.655507	0.177701	-0.615988	-0.588475	-0.093285	-0.605063	0.077974	0.734883	0.709415	0.307907	-0.498625	0.741172	0.350290	0.713396	0.387241	-0.752374	-0.257555	0.683957	-0.691315	0.041776	-0.034733	0.035022	0.787494	0.744200	0.745967	0.869579	0.898291	0.899419	0.966358	1.000000	0.849381	-0.161256	0.119750	0.054952	0.273372	-0.632772	-0.164336	-0.309395	0.132527	0.141320	-0.690231	-0.304079
SDII_IDW1N10	-0.437060	-0.334768	0.441127	-0.546676	-0.636275	0.000090	-0.458993	-0.633520	-0.218780	-0.643007	-0.047894	0.705547	0.629294	0.273526	-0.504841	0.691474	0.306500	0.627418	0.336165	-0.550505	-0.235635	0.746995	-0.454214	0.064004	-0.056664	0.046001	0.833231	0.875911	0.692544	0.921008	0.806021	0.740456	0.761515	0.849381	1.000000	-0.221376	0.210181	-0.022033	0.040398	-0.737414	-0.410913	-0.256004	0.119947	0.024908	-0.654353	-0.185715
SU_IDW1N10	0.830315	-0.105137	0.129559	-0.196095	0.567024	0.677561	-0.137029	0.550056	0.792225	0.648691	0.799162	0.072430	0.144920	-0.009182	0.267875	0.100584	0.015049	-0.143407	0.170809	0.202153	0.159927	0.057281	0.058131	-0.427733	0.375852	-0.232066	-0.020548	-0.085546	0.051174	-0.233162	-0.046594	-0.005335	-0.087916	-0.161256	-0.221376	1.000000	0.188603	0.038668	0.619903	0.606479	0.810550	0.188470	-0.128981	0.849610	0.450806	-0.099162
TN10P_IDW1N10	0.069703	0.045447	-0.058068	-0.125212	0.066765	0.050795	0.007223	-0.123885	0.130226	0.021871	0.145055	0.136481	0.261075	-0.124605	0.115220	0.275012	-0.126805	-0.009013	0.148116	0.040751	0.390495	0.099343	0.082164	-0.148452	0.120011	-0.067765	0.110961	0.122527	0.078636	0.092607	0.081371	0.063824	0.108141	0.119750	0.210181	0.188603	1.000000	-0.592201	0.026148	0.032043	0.015284	0.392983	-0.349512	0.224254	0.115829	-0.003224
TN90P_IDW1N10	0.002968	-0.228331	0.258032	-0.155120	-0.147679	0.163682	-0.238415	-0.010766	0.033173	-0.075656	0.086767	0.207365	0.116308	0.220219	-0.230463	0.101890	0.253333	0.217131	0.079792	-0.197737	-0.213936	0.191109	-0.277970	-0.011823	0.028704	-0.023343	0.171632	0.134821	0.225701	0.050154	0.171410	0.184332	0.063061	0.054952	-0.022033	0.038668	-0.592201	1.000000	0.173951	-0.122646	0.110420	-0.349897	0.528709	0.051869	-0.260997	-0.104450
TNN_IDW1N10	0.481243	-0.600563	0.593726	-0.682813	-0.026518	0.849358	-0.703566	0.069864	0.708579	0.115837	0.786611	0.390742	0.420215	0.236167	-0.120040	0.362792	0.274418	0.263407	0.281590	-0.389013	-0.032034	0.349185	-0.622314	-0.399533	0.343855	-0.200810	0.295033	0.196506	0.417240	0.147443	0.343285	0.378190	0.311322	0.273372	0.040398	0.619903	0.026148	0.173951	1.000000	0.156143	0.680128	-0.036204	-0.025197	0.817442	-0.189520	-0.378605
TNX_IDW1N10	0.718715	0.289541	-0.529250	0.524721	0.838440	0.172248	0.465930	0.825577	0.444259	0.877174	0.293726	-0.579123	-0.439657	-0.317178	0.601663	-0.486658	-0.345053	-0.612216	-0.223913	0.655211	0.329968	-0.616507	0.474155	-0.256456	0.230028	-0.149033	-0.696135	-0.727880	-0.645598	-0.710700	-0.646081	-0.564194	-0.509398	-0.632772	-0.737414	0.606479	0.032043	-0.122646	0.156143	1.000000	0.681163	0.313207	-0.263476	0.323029	0.878112	0.236369
TR_IDW1N10	0.765815	-0.207897	0.044497	-0.108794	0.518259	0.657084	-0.155700	0.549209	0.717690	0.637314	0.698558	-0.028029	0.082759	-0.015204	0.274049	0.013259	0.004381	-0.166208	0.150173	0.102502	0.134405	-0.101612	-0.155061	-0.229524	0.195125	-0.109401	-0.161126	-0.283549	-0.017585	-0.339224	-0.083356	0.003414	-0.038018	-0.164336	-0.410913	0.810550	0.015284	0.110420	0.680128	0.681163	1.000000	0.151943	-0.148249	0.711371	0.383683	-0.197760
TX10P_IDW1N10	0.290195	0.333770	-0.195759	0.167801	0.400768	0.012537	0.278956	0.266325	0.127183	0.326953	0.134219	-0.346487	-0.209901	-0.211268	0.537706	-0.237799	-0.237484	-0.386052	-0.183633	0.416696	0.598819	-0.288741	0.340516	-0.216430	0.173637	-0.101882	-0.372537	-0.339113	-0.386375	-0.324816	-0.393252	-0.387492	-0.336670	-0.309395	-0.256004	0.188470	0.392983	-0.349897	-0.036204	0.313207	0.151943	1.000000	-0.528888	0.094088	0.388538	0.320448
TX90P_IDW1N10	-0.282946	-0.018025	0.116702	-0.040448	-0.276175	-0.166208	-0.065258	-0.193290	-0.240651	-0.277897	-0.209940	0.123221	0.058726	0.066682	-0.249676	0.069958	0.072014	0.196432	0.052271	-0.240798	-0.202419	0.086877	-0.179357	0.096704	-0.065196	0.040948	0.139850	0.129972	0.169272	0.072561	0.126601	0.110215	0.074875	0.132527	0.119947	-0.128981	-0.349512	0.528709	-0.025197	-0.263476	-0.148249	-0.528888	1.000000	-0.137152	-0.290642	0.148676
TXN_IDW1N10	0.720163	-0.373868	0.395050	-0.558271	0.281717	0.832085	-0.467330	0.273291	0.837567	0.385879	0.913422	0.355988	0.453704	0.083510	0.132453	0.408294	0.118806	0.116763	0.267680	-0.085272	0.080540	0.310956	-0.233205	-0.463124	0.413502	-0.248106	0.241497	0.166260	0.327380	0.064015	0.239717	0.262453	0.183450	0.141320	0.024908	0.849610	0.224254	0.051869	0.817442	0.323029	0.711371	0.094088	-0.137152	1.000000	0.136130	-0.249114
TXX_IDW1N10	0.595911	0.579699	-0.689762	0.670941	0.891242	-0.091801	0.716793	0.764553	0.267406	0.838364	0.113107	-0.676290	-0.511228	-0.474092	0.678619	-0.529081	-0.515430	-0.748996	-0.285641	0.810234	0.359674	-0.696374	0.794339	-0.193715	0.178244	-0.130112	-0.752373	-0.729488	-0.764149	-0.706241	-0.746084	-0.696821	-0.600895	-0.690231	-0.654353	0.450806	0.115829	-0.260997	-0.189520	0.878112	0.383683	0.388538	-0.290642	0.136130	1.000000	0.405787
WSDI_IDW1N10	0.017720	0.489090	-0.525454	0.546028	0.327859	-0.422036	0.576562	0.297870	-0.250995	0.240230	-0.308299	-0.533203	-0.426439	-0.436573	0.396376	-0.411967	-0.475712	-0.432549	-0.374741	0.586986	0.584111	-0.489026	0.514537	-0.123032	0.123429	-0.089714	-0.499090	-0.416906	-0.574507	-0.306599	-0.499688	-0.510584	-0.377857	-0.304079	-0.185715	-0.099162	-0.003224	-0.104450	-0.378605	0.236369	-0.197760	0.320448	0.148676	-0.249114	0.405787	1.000000
