BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
BIO11_Mean	0.869149	-0.135676	0.742100	-0.776000	0.259363	0.990925	-0.656830	0.234049	0.821783	0.378518	1.000000	0.555647	0.558853	0.489386	-0.505592	0.550135	0.487879	0.582519	0.515776	-0.661188	0.114967	0.552572	0.141205	-0.671213	0.560324	-0.684149	0.744307	0.616414	0.754523	0.431720	0.690730	0.674651	0.479314	0.471994	0.574505	0.193565	0.169369	-0.144090	0.787638	0.184852	-0.077609	0.103518	-0.073840	0.832921	0.157208	-0.049677
BIO12_Mean	0.325244	-0.344131	0.376554	-0.672455	-0.187617	0.586238	-0.625228	-0.320240	0.637079	-0.129255	0.555647	1.000000	0.948591	0.960846	-0.684058	0.969834	0.968783	0.902554	0.969538	-0.217032	-0.014797	0.532314	-0.092725	-0.179398	0.204394	-0.145793	0.673670	0.700461	0.473031	0.659277	0.661395	0.629904	0.539706	0.631921	0.648587	0.012468	0.319596	-0.317971	0.576090	-0.226625	-0.080835	0.224183	-0.286919	0.563835	-0.228799	-0.185816
BIO13_Mean	0.410176	-0.193838	0.447963	-0.572874	-0.041089	0.578541	-0.517060	-0.158812	0.610866	0.019097	0.558853	0.948591	1.000000	0.851525	-0.501292	0.991861	0.861551	0.953423	0.875987	-0.315490	-0.039330	0.590652	0.001410	-0.314614	0.308293	-0.273631	0.728700	0.721362	0.572594	0.650436	0.721148	0.694875	0.596973	0.657739	0.664017	0.071727	0.387724	-0.377083	0.577623	-0.102055	-0.075904	0.320710	-0.306004	0.588645	-0.090084	-0.115871
BIO14_Mean	0.189232	-0.452436	0.291831	-0.713811	-0.342814	0.531345	-0.686558	-0.472152	0.610616	-0.291856	0.489386	0.960846	0.851525	1.000000	-0.759316	0.879076	0.995758	0.786940	0.970491	-0.092855	-0.000366	0.444818	-0.207529	-0.008710	0.052981	0.012198	0.563937	0.615384	0.349216	0.607175	0.550440	0.514847	0.437692	0.559829	0.572869	-0.106495	0.258209	-0.266375	0.521626	-0.370829	-0.123300	0.167886	-0.268842	0.487528	-0.374730	-0.159585
BIO15_Mean	-0.218642	0.411150	-0.255372	0.691380	0.275474	-0.525484	0.634885	0.394730	-0.610574	0.227263	-0.505592	-0.684058	-0.501292	-0.759316	1.000000	-0.542325	-0.754896	-0.511529	-0.720246	0.040584	-0.105376	-0.289665	0.164636	-0.004353	-0.061979	-0.010675	-0.365243	-0.373311	-0.244137	-0.320046	-0.336475	-0.315015	-0.253702	-0.363886	-0.397768	0.013713	-0.168958	0.127102	-0.472245	0.295813	0.022760	0.003486	0.173187	-0.441761	0.316599	0.279287
BIO16_Mean	0.390609	-0.228198	0.411665	-0.583852	-0.066103	0.570898	-0.527963	-0.192516	0.596083	-0.008203	0.550135	0.969834	0.991861	0.879076	-0.542325	1.000000	0.888795	0.955822	0.897909	-0.291590	-0.044296	0.566169	-0.000494	-0.285393	0.295817	-0.244796	0.712929	0.717233	0.541797	0.658553	0.707779	0.682070	0.590744	0.653076	0.659943	0.083230	0.358288	-0.353060	0.565550	-0.119489	-0.054842	0.277753	-0.289676	0.573739	-0.112867	-0.157620
BIO17_Mean	0.192295	-0.444573	0.295586	-0.708427	-0.337370	0.529144	-0.680922	-0.466087	0.618680	-0.285889	0.487879	0.968783	0.861551	0.995758	-0.754896	0.888795	1.000000	0.798428	0.978958	-0.093530	-0.001343	0.449181	-0.199400	-0.017609	0.062910	0.004650	0.566906	0.620084	0.349175	0.607854	0.553066	0.516904	0.442387	0.564778	0.579356	-0.094921	0.268380	-0.277665	0.520275	-0.364683	-0.119763	0.178447	-0.282601	0.487823	-0.367097	-0.164082
BIO18_Mean	0.509571	-0.042449	0.507092	-0.500904	0.116804	0.579750	-0.408527	-0.001501	0.601317	0.167724	0.582519	0.902554	0.953423	0.786940	-0.511529	0.955822	0.798428	1.000000	0.789319	-0.413748	-0.106010	0.513037	0.170635	-0.413937	0.436346	-0.387268	0.730268	0.690790	0.616759	0.606690	0.736509	0.721580	0.634362	0.646112	0.664050	0.227974	0.333930	-0.349637	0.559774	0.050648	0.004720	0.239158	-0.252371	0.604083	0.062045	-0.207523
BIO19_Mean	0.232184	-0.416880	0.351006	-0.699489	-0.293075	0.559839	-0.676108	-0.416004	0.660556	-0.236253	0.515776	0.969538	0.875987	0.970491	-0.720246	0.897909	0.978958	0.789319	1.000000	-0.134441	0.035459	0.534202	-0.216627	-0.078560	0.085779	-0.042899	0.623023	0.671287	0.404723	0.638827	0.592625	0.552593	0.452219	0.582102	0.603784	-0.109315	0.321469	-0.297150	0.570262	-0.317374	-0.127406	0.236213	-0.301001	0.529018	-0.320953	-0.140652
CDD_IDW1N10	-0.844236	-0.428577	-0.672658	0.165690	-0.711700	-0.596384	0.009804	-0.692869	-0.474991	-0.754509	-0.661188	-0.217032	-0.315490	-0.092855	0.040584	-0.291590	-0.093530	-0.413748	-0.134441	1.000000	0.117123	-0.393476	-0.546619	0.791040	-0.674423	0.816112	-0.620352	-0.406777	-0.809456	-0.243427	-0.580544	-0.594242	-0.407556	-0.289283	-0.361312	-0.387219	-0.020468	0.074519	-0.389406	-0.644386	-0.070184	-0.012517	-0.089567	-0.504851	-0.644807	0.038429
CSDI_IDW1N10	-0.024640	-0.291123	-0.089183	-0.184883	-0.116631	0.162519	-0.218164	-0.113170	0.061980	-0.096848	0.114967	-0.014797	-0.039330	-0.000366	-0.105376	-0.044296	-0.001343	-0.106010	0.035459	0.117123	1.000000	0.191544	-0.425919	0.059303	-0.184703	0.144261	-0.062172	-0.136245	0.054848	-0.179087	-0.148108	-0.172101	-0.295042	-0.180480	-0.189273	-0.232425	0.135932	0.314076	0.098430	-0.106185	0.081957	0.083079	0.330576	-0.047147	-0.149872	0.381333
CWD_IDW1N10	0.391201	-0.162440	0.533940	-0.530808	-0.013649	0.589909	-0.507621	-0.060650	0.528947	0.055678	0.552572	0.532314	0.590652	0.444818	-0.289665	0.566169	0.449181	0.513037	0.534202	-0.393476	0.191544	1.000000	-0.286656	-0.315469	0.152322	-0.264776	0.811322	0.698192	0.808636	0.492353	0.719124	0.675653	0.438428	0.578726	0.566770	-0.251026	0.414685	-0.179337	0.675857	-0.124566	-0.268827	0.416088	-0.145712	0.644204	-0.123069	0.243663
DTR_IDW1N10	0.521742	0.679592	0.233620	0.365850	0.790313	0.034952	0.518845	0.718205	0.029542	0.766042	0.141205	-0.092725	0.001410	-0.207529	0.164636	-0.000494	-0.199400	0.170635	-0.216627	-0.546619	-0.425919	-0.286656	1.000000	-0.591140	0.752212	-0.659316	0.006215	-0.117779	0.174391	-0.150366	0.016155	0.050662	0.057552	-0.132316	-0.076053	0.848622	-0.229015	-0.049506	-0.209262	0.759589	0.346297	-0.249904	0.102647	-0.017475	0.808010	-0.250611
FD_IDW1N10	-0.907692	-0.457425	-0.683141	0.115003	-0.786073	-0.608604	-0.031481	-0.747502	-0.476329	-0.850466	-0.671213	-0.179398	-0.314614	-0.008710	-0.004353	-0.285393	-0.017609	-0.413937	-0.078560	0.791040	0.059303	-0.315469	-0.591140	1.000000	-0.900114	0.980451	-0.542676	-0.371989	-0.681698	-0.170087	-0.495736	-0.504883	-0.329250	-0.179872	-0.289730	-0.526306	-0.089816	0.121584	-0.503062	-0.732203	-0.140195	-0.079478	-0.049572	-0.614150	-0.723386	0.082881
GSL_IDW1N10	0.822183	0.478528	0.556750	-0.039834	0.760718	0.486989	0.116587	0.677993	0.389440	0.811340	0.560324	0.204394	0.308293	0.052981	-0.061979	0.295817	0.062910	0.436346	0.085779	-0.674423	-0.184703	0.152322	0.752212	-0.900114	1.000000	-0.914832	0.402920	0.253060	0.527350	0.094043	0.368449	0.379595	0.253980	0.116517	0.207208	0.727603	-0.017676	-0.089779	0.376240	0.666918	0.179805	-0.061250	0.073827	0.521089	0.676310	-0.127679
ID_IDW1N10	-0.926226	-0.489297	-0.707082	0.120804	-0.800577	-0.611988	-0.038687	-0.773499	-0.473939	-0.863253	-0.684149	-0.145793	-0.273631	0.012198	-0.010675	-0.244796	0.004650	-0.387268	-0.042899	0.816112	0.144261	-0.264776	-0.659316	0.980451	-0.914832	1.000000	-0.528037	-0.357395	-0.666032	-0.170178	-0.486182	-0.495119	-0.335668	-0.179185	-0.294987	-0.574869	-0.008822	0.093075	-0.475988	-0.733725	-0.129973	-0.003731	-0.069282	-0.610975	-0.728595	0.093259
PRCPTOT_IDW1N10	0.660505	-0.033022	0.717221	-0.570449	0.202585	0.753530	-0.495756	0.157310	0.668936	0.289225	0.744307	0.673670	0.728700	0.563937	-0.365243	0.712929	0.566906	0.730268	0.623023	-0.620352	-0.062172	0.811322	0.006215	-0.542676	0.402920	-0.528037	1.000000	0.940115	0.866165	0.792983	0.974216	0.943552	0.786565	0.814358	0.865270	-0.009178	0.381528	-0.296561	0.779101	0.116643	-0.180840	0.329199	-0.219126	0.805043	0.102759	-0.033135
R10MM_IDW1N10	0.482933	-0.166150	0.586609	-0.564264	0.015073	0.642868	-0.532413	-0.016232	0.578916	0.101354	0.616414	0.700461	0.721362	0.615384	-0.373311	0.717233	0.620084	0.690790	0.671287	-0.406777	-0.136245	0.698192	-0.117779	-0.371989	0.253060	-0.357395	0.940115	1.000000	0.650381	0.924384	0.954559	0.923846	0.852075	0.883405	0.930664	-0.108169	0.411087	-0.360790	0.746646	-0.026460	-0.197072	0.346296	-0.332666	0.747710	-0.053659	-0.139161
R1MM_IDW1N10	0.766177	0.174888	0.746250	-0.438496	0.433796	0.736950	-0.321329	0.385048	0.638699	0.500479	0.754523	0.473031	0.572594	0.349216	-0.244137	0.541797	0.349175	0.616759	0.404723	-0.809456	0.054848	0.808636	0.174391	-0.681698	0.527350	-0.666032	0.866165	0.650381	1.000000	0.416464	0.787033	0.766168	0.501752	0.508308	0.552740	0.100939	0.273146	-0.145373	0.651865	0.310380	-0.127548	0.262186	-0.013554	0.707635	0.320129	0.131960
R20MM_IDW1N10	0.295391	-0.208344	0.406729	-0.461394	-0.094160	0.461051	-0.454669	-0.121499	0.424941	-0.027549	0.431720	0.659277	0.650436	0.607175	-0.320046	0.658553	0.607854	0.606690	0.638827	-0.243427	-0.179087	0.492353	-0.150366	-0.170087	0.094043	-0.170178	0.792983	0.924384	0.416464	1.000000	0.850685	0.822122	0.847200	0.876459	0.901205	-0.127888	0.320920	-0.339026	0.583661	-0.105392	-0.150938	0.255515	-0.328987	0.570351	-0.140855	-0.185290
R95P_IDW1N10	0.619145	-0.043941	0.658592	-0.535420	0.172962	0.698531	-0.469866	0.137852	0.609859	0.259650	0.690730	0.661395	0.721148	0.550440	-0.336475	0.707779	0.553066	0.736509	0.592625	-0.580544	-0.148108	0.719124	0.016155	-0.495736	0.368449	-0.486182	0.974216	0.954559	0.787033	0.850685	1.000000	0.987189	0.893034	0.886297	0.917797	-0.006085	0.416422	-0.382345	0.750422	0.102149	-0.184900	0.360132	-0.311773	0.780974	0.085162	-0.133428
R99P_IDW1N10	0.620173	-0.026274	0.638316	-0.507182	0.191891	0.677802	-0.439228	0.160259	0.578385	0.276646	0.674651	0.629904	0.694875	0.514847	-0.315015	0.682070	0.516904	0.721580	0.552593	-0.594242	-0.172101	0.675653	0.050662	-0.504883	0.379595	-0.495119	0.943552	0.923846	0.766168	0.822122	0.987189	1.000000	0.908423	0.878435	0.897283	0.020145	0.426672	-0.407334	0.734284	0.131710	-0.174272	0.372796	-0.337277	0.769768	0.116806	-0.178488
RX1DAY_IDW1N10	0.451619	-0.016979	0.483371	-0.371755	0.111406	0.481050	-0.328925	0.093930	0.414040	0.180035	0.479314	0.539706	0.596973	0.437692	-0.253702	0.590744	0.442387	0.634362	0.452219	-0.407556	-0.295042	0.438428	0.057552	-0.329250	0.253980	-0.335668	0.786565	0.852075	0.501752	0.847200	0.893034	0.908423	1.000000	0.947920	0.938363	0.041191	0.404091	-0.484866	0.581300	0.080420	-0.126739	0.325596	-0.439226	0.615671	0.060193	-0.301190
RX5DAY_IDW1N10	0.343988	-0.158009	0.468316	-0.486946	-0.068257	0.498455	-0.468282	-0.103084	0.470559	0.001394	0.471994	0.631921	0.657739	0.559829	-0.363886	0.653076	0.564778	0.646112	0.582102	-0.289283	-0.180480	0.578726	-0.132316	-0.179872	0.116517	-0.179185	0.814358	0.883405	0.508308	0.876459	0.886297	0.878435	0.947920	1.000000	0.968528	-0.105834	0.446626	-0.467792	0.621671	-0.128681	-0.213200	0.368336	-0.447303	0.619655	-0.141575	-0.151157
SDII_IDW1N10	0.450685	-0.136357	0.557013	-0.537876	-0.000833	0.592873	-0.501231	-0.023675	0.557571	0.080010	0.574505	0.648587	0.664017	0.572869	-0.397768	0.659943	0.579356	0.664050	0.603784	-0.361312	-0.189273	0.566770	-0.076053	-0.289730	0.207208	-0.294987	0.865270	0.930664	0.552740	0.901205	0.917797	0.897283	0.938363	0.968528	1.000000	-0.051060	0.397352	-0.424441	0.683113	-0.051299	-0.191346	0.310670	-0.398885	0.693293	-0.075310	-0.185613
SU_IDW1N10	0.495590	0.493041	0.181474	0.228495	0.661790	0.107255	0.368613	0.576926	0.051705	0.658847	0.193565	0.012468	0.071727	-0.106495	0.013713	0.083230	-0.094921	0.227974	-0.109315	-0.387219	-0.232425	-0.251026	0.848622	-0.526306	0.727603	-0.574869	-0.009178	-0.108169	0.100939	-0.127888	-0.006085	0.020145	0.041191	-0.105834	-0.051060	1.000000	-0.258330	0.073914	-0.066868	0.627395	0.497459	-0.344523	0.177318	0.079985	0.630679	-0.303262
TN10P_IDW1N10	0.086179	-0.093894	0.212914	-0.196482	-0.097010	0.210226	-0.244837	-0.136824	0.337151	-0.052263	0.169369	0.319596	0.387724	0.258209	-0.168958	0.358288	0.268380	0.333930	0.321469	-0.020468	0.135932	0.414685	-0.229015	-0.089816	-0.017676	-0.008822	0.381528	0.411087	0.273146	0.320920	0.416422	0.426672	0.404091	0.446626	0.397352	-0.258330	1.000000	-0.676782	0.364903	-0.130644	-0.208113	0.895621	-0.607836	0.323187	-0.085003	-0.003997
TN90P_IDW1N10	-0.122410	-0.028817	-0.234041	0.145850	0.045296	-0.159110	0.165790	0.107313	-0.336252	0.013588	-0.144090	-0.317971	-0.377083	-0.266375	0.127102	-0.353060	-0.277665	-0.349637	-0.297150	0.074519	0.314076	-0.179337	-0.049506	0.121584	-0.089779	0.093075	-0.296561	-0.360790	-0.145373	-0.339026	-0.382345	-0.407334	-0.484866	-0.467792	-0.424441	0.073914	-0.676782	1.000000	-0.245909	0.077376	0.255620	-0.674195	0.912327	-0.278831	0.007753	0.259063
TNN_IDW1N10	0.596699	-0.230487	0.691481	-0.732592	0.004802	0.815017	-0.684912	0.001499	0.698116	0.119208	0.787638	0.576090	0.577623	0.521626	-0.472245	0.565550	0.520275	0.559774	0.570262	-0.389406	0.098430	0.675857	-0.209262	-0.503062	0.376240	-0.475988	0.779101	0.746646	0.651865	0.583661	0.750422	0.734284	0.581300	0.621671	0.683113	-0.066868	0.364903	-0.245909	1.000000	-0.068021	-0.256633	0.298178	-0.232625	0.973298	-0.106642	-0.038329
TNX_IDW1N10	0.591554	0.724172	0.347139	0.417829	0.908999	0.096265	0.549419	0.894075	0.028443	0.888711	0.184852	-0.226625	-0.102055	-0.370829	0.295813	-0.119489	-0.364683	0.050648	-0.317374	-0.644386	-0.106185	-0.124566	0.759589	-0.732203	0.666918	-0.733725	0.116643	-0.026460	0.310380	-0.105392	0.102149	0.131710	0.080420	-0.128681	-0.051299	0.627395	-0.130644	0.077376	-0.068021	1.000000	0.493486	-0.127345	0.251736	0.044454	0.980827	-0.191367
TR_IDW1N10	0.102865	0.245658	-0.082529	0.284474	0.339220	-0.119207	0.336033	0.289135	-0.153891	0.310244	-0.077609	-0.080835	-0.075904	-0.123300	0.022760	-0.054842	-0.119763	0.004720	-0.127406	-0.070184	0.081957	-0.268827	0.346297	-0.140195	0.179805	-0.129973	-0.180840	-0.197072	-0.127548	-0.150938	-0.184900	-0.174272	-0.126739	-0.213200	-0.191346	0.497459	-0.208113	0.255620	-0.256633	0.493486	1.000000	-0.256908	0.293274	-0.228732	0.421868	-0.226485
TX10P_IDW1N10	0.031329	-0.058984	0.195541	-0.140916	-0.110157	0.144359	-0.198337	-0.131238	0.277492	-0.076417	0.103518	0.224183	0.320710	0.167886	0.003486	0.277753	0.178447	0.239158	0.236213	-0.012517	0.083079	0.416088	-0.249904	-0.079478	-0.061250	-0.003731	0.329199	0.346296	0.262186	0.255515	0.360132	0.372796	0.325596	0.368336	0.310670	-0.344523	0.895621	-0.674195	0.298178	-0.127345	-0.256908	1.000000	-0.615470	0.259868	-0.065955	0.089678
TX90P_IDW1N10	0.020900	0.117049	-0.131402	0.195439	0.231690	-0.100491	0.245619	0.267571	-0.286686	0.193510	-0.073840	-0.286919	-0.306004	-0.268842	0.173187	-0.289676	-0.282601	-0.252371	-0.301001	-0.089567	0.330576	-0.145712	0.102647	-0.049572	0.073827	-0.069282	-0.219126	-0.332666	-0.013554	-0.328987	-0.311773	-0.337277	-0.439226	-0.447303	-0.398885	0.177318	-0.607836	0.912327	-0.232625	0.251736	0.293274	-0.615470	1.000000	-0.243417	0.196832	0.339079
TXN_IDW1N10	0.706156	-0.106115	0.753498	-0.689379	0.139617	0.837981	-0.610762	0.128304	0.715560	0.254228	0.832921	0.563835	0.588645	0.487528	-0.441761	0.573739	0.487823	0.604083	0.529018	-0.504851	-0.047147	0.644204	-0.017475	-0.614150	0.521089	-0.610975	0.805043	0.747710	0.707635	0.570351	0.780974	0.769768	0.615671	0.619655	0.693293	0.079985	0.323187	-0.278831	0.973298	0.044454	-0.228732	0.259868	-0.243417	1.000000	0.017104	-0.090310
TXX_IDW1N10	0.573988	0.765875	0.351307	0.446094	0.915765	0.066455	0.579287	0.891606	0.036836	0.887425	0.157208	-0.228799	-0.090084	-0.374730	0.316599	-0.112867	-0.367097	0.062045	-0.320953	-0.644807	-0.149872	-0.123069	0.808010	-0.723386	0.676310	-0.728595	0.102759	-0.053659	0.320129	-0.140855	0.085162	0.116806	0.060193	-0.141575	-0.075310	0.630679	-0.085003	0.007753	-0.106642	0.980827	0.421868	-0.065955	0.196832	0.017104	1.000000	-0.140888
WSDI_IDW1N10	-0.095902	-0.022154	0.023151	0.018467	-0.056862	-0.011381	-0.029843	-0.017349	-0.015194	-0.054830	-0.049677	-0.185816	-0.115871	-0.159585	0.279287	-0.157620	-0.164082	-0.207523	-0.140652	0.038429	0.381333	0.243663	-0.250611	0.082881	-0.127679	0.093259	-0.033135	-0.139161	0.131960	-0.185290	-0.133428	-0.178488	-0.301190	-0.151157	-0.185613	-0.303262	-0.003997	0.259063	-0.038329	-0.191367	-0.226485	0.089678	0.339079	-0.090310	-0.140888	1.000000
