HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
59897	10	8	6	5	3	7	2	4	10	5	4	9	10	1	2	1	1	8	8	2
59898	10	2	5	3	4	8	7	8	2	8	8	10	2	9	7	3	5	2	4	1
59899	7	1	7	3	1	3	1	10	8	1	5	2	7	9	6	6	3	6	1	2
59900	4	5	2	8	5	2	7	10	8	3	6	7	4	6	8	4	4	4	9	9
59901	1	9	5	2	5	8	5	1	8	3	3	6	7	7	3	2	10	5	2	5
59902	5	8	3	4	6	3	1	8	2	4	9	2	2	6	7	8	1	3	1	2
59903	1	9	6	10	8	10	9	8	5	4	7	1	8	9	10	5	9	7	2	5
59910	10	8	7	7	4	5	2	9	8	7	3	3	1	5	8	8	7	10	2	8
59911	3	6	4	4	3	4	8	9	7	9	6	8	1	6	6	10	8	1	4	7
59912	2	5	6	2	10	4	6	7	10	10	1	4	8	8	6	7	1	7	6	2
59913	7	8	2	9	3	10	9	8	4	9	7	7	2	7	5	6	3	4	10	1
59914	7	6	9	7	10	10	6	4	4	7	9	4	4	5	6	6	2	5	5	3
59915	1	3	6	2	6	1	3	1	3	8	8	9	1	6	6	6	8	8	8	5
59976	3	6	6	1	7	6	9	4	8	7	6	1	7	2	9	8	1	6	1	6
59977	5	6	9	8	8	7	6	4	1	10	4	8	2	3	1	10	2	9	3	4
59978	9	4	9	1	4	2	2	2	2	6	4	3	8	3	3	7	1	4	7	9
59979	1	4	5	4	7	7	6	7	9	3	10	3	7	3	5	9	7	7	10	3
59980	10	6	1	3	6	4	2	1	3	6	1	10	4	10	1	4	4	2	8	9
59981	3	9	10	1	5	5	9	8	2	4	2	8	7	5	10	9	7	2	10	6
59982	1	6	3	8	5	10	3	4	4	3	6	9	1	6	1	3	2	8	10	9
59983	7	10	7	7	8	4	10	1	5	5	2	9	1	6	1	6	9	4	4	5
59984	4	10	4	7	5	8	7	2	2	8	3	5	7	9	3	1	2	10	10	8
59985	9	4	9	5	10	1	6	2	8	1	6	2	8	2	2	7	6	10	6	6
59991	3	10	8	8	6	1	9	10	4	10	8	7	4	2	6	6	2	5	1	10
59992	8	3	3	9	9	6	10	9	9	1	4	7	9	7	6	8	6	9	6	8
59993	5	5	10	10	4	10	5	3	6	3	1	7	4	1	9	6	4	10	1	6
59994	3	10	6	10	10	6	3	5	5	6	2	10	4	8	5	8	4	10	1	9
59995	5	2	2	6	6	9	8	9	1	1	6	2	1	2	7	6	4	6	9	5
59996	2	4	7	2	6	1	6	5	9	8	9	6	7	5	8	4	1	3	6	10
59997	4	2	4	5	10	7	5	6	10	7	5	4	2	4	8	6	4	10	1	4
60057	10	9	5	2	10	1	5	8	2	10	9	2	5	10	10	6	7	4	4	1
60058	3	8	7	9	4	4	7	5	8	7	10	6	9	10	6	8	1	3	1	2
60059	3	4	8	9	7	7	10	1	8	8	1	9	7	2	3	5	8	4	8	2
60060	2	9	2	5	1	10	6	9	10	9	6	3	9	4	6	6	2	4	10	8
60061	5	2	3	5	7	2	5	4	5	10	5	2	10	10	6	3	7	1	5	5
60062	4	3	1	5	4	7	2	8	6	5	4	10	3	9	1	9	9	6	2	10
60063	10	3	9	7	5	4	3	9	4	9	8	7	2	9	1	1	7	5	6	5
60064	3	4	5	7	9	6	5	10	2	8	7	3	6	2	3	5	5	10	1	9
60065	4	1	10	4	1	6	9	6	6	5	6	7	4	10	6	10	4	6	7	6
60066	4	7	4	9	10	10	3	4	5	9	2	10	10	1	1	7	8	4	5	7
60067	6	8	6	7	3	8	7	1	4	7	10	10	5	8	9	3	2	9	5	5
60073	1	7	4	3	9	2	2	1	4	1	10	3	6	6	10	9	3	10	9	5
60074	4	6	4	2	8	1	5	7	10	1	6	3	9	8	2	5	2	3	9	7
60075	9	1	8	9	4	7	6	4	1	8	1	5	9	6	7	5	3	10	9	7
60076	3	7	5	6	5	4	10	9	1	8	10	7	5	8	4	1	9	7	7	3
60077	7	9	10	4	2	10	9	1	8	3	4	8	9	4	7	5	6	5	8	3
60078	1	4	3	7	1	9	10	2	10	2	10	3	2	7	1	4	8	9	2	5
60137	2	8	9	8	7	2	6	3	9	10	8	10	5	5	4	6	7	10	2	10
60138	2	1	9	8	2	3	9	3	8	2	1	5	2	5	7	9	5	9	6	9
60139	9	7	1	2	9	2	9	9	6	8	5	6	3	5	5	8	8	9	1	8
60140	3	9	4	6	1	5	2	7	9	2	6	1	9	9	4	2	2	5	4	9
60141	6	10	2	5	6	8	9	1	5	3	3	8	6	7	9	10	2	7	10	1
60142	1	5	9	9	5	3	8	6	5	1	7	2	10	9	2	5	10	9	2	10
60143	5	7	4	7	6	8	7	9	8	7	6	5	2	4	6	8	10	3	10	7
60144	6	9	5	9	5	8	5	5	9	5	1	8	2	8	4	8	9	5	8	10
60145	4	3	10	10	8	8	8	7	8	6	5	9	7	6	8	4	7	10	8	10
60146	7	1	5	9	1	2	7	2	5	10	2	10	9	8	2	2	6	8	10	6
60147	5	9	6	3	6	8	1	3	1	4	6	9	6	5	2	10	6	4	5	9
60148	7	7	8	3	8	10	10	6	9	10	3	3	4	7	9	5	5	9	7	5
60153	3	6	9	5	5	1	4	6	2	4	4	4	3	1	2	6	7	3	6	2
60154	7	1	10	8	9	4	2	2	1	2	4	9	5	8	9	10	5	3	2	7
60155	5	5	3	8	8	4	7	10	6	10	5	9	5	8	10	4	10	9	8	1
60156	3	4	10	8	8	7	2	3	6	1	7	5	6	10	2	4	2	10	4	10
60157	8	9	3	6	4	3	2	6	2	4	4	10	3	10	8	10	6	1	9	8
60158	7	2	1	7	9	10	9	10	4	2	7	5	7	5	6	6	7	3	1	3
60159	10	1	6	9	5	6	7	10	2	7	2	9	8	6	2	8	10	5	1	8
60218	10	1	3	1	2	9	1	7	4	3	4	1	9	8	10	9	5	6	1	9
60219	9	1	6	9	5	3	7	5	9	8	2	1	8	4	1	8	2	2	7	1
60220	2	10	10	5	10	4	8	3	1	9	10	10	10	3	7	10	9	3	2	4
60221	1	9	7	2	8	7	9	7	3	1	3	5	6	4	1	2	3	10	3	3
60222	2	8	6	4	4	7	1	1	7	10	2	9	1	10	6	6	4	1	2	8
60223	7	2	3	8	6	3	10	2	5	6	6	2	2	1	9	7	9	8	8	9
60224	10	10	9	5	6	5	7	4	3	4	10	8	8	7	10	5	7	3	7	10
60225	7	3	2	2	9	1	10	6	5	6	9	9	1	3	8	10	3	10	1	7
60226	7	10	1	6	8	4	4	3	9	3	6	4	7	1	3	9	9	2	5	6
60227	6	5	1	5	5	9	10	4	10	6	5	3	10	3	1	3	2	7	2	9
60228	9	6	8	7	5	2	10	10	10	8	10	2	1	9	10	5	10	10	4	3
60229	8	6	7	7	7	8	10	4	4	6	5	3	9	5	5	8	7	5	4	1
60230	4	1	7	10	6	10	9	6	10	6	2	9	6	3	8	10	4	4	5	1
60235	4	9	6	4	2	3	5	6	5	3	1	5	7	2	1	4	3	3	5	9
60236	10	8	4	4	8	2	4	1	2	9	7	1	4	7	2	3	6	1	4	7
60237	1	2	10	9	6	4	10	1	6	4	4	8	4	5	1	8	10	9	4	7
60238	5	8	1	8	9	6	8	8	5	3	8	2	8	10	7	2	2	4	2	1
60239	7	10	5	1	6	3	6	7	10	1	10	7	2	10	9	1	6	1	8	1
60240	1	4	8	9	4	4	3	1	7	3	9	6	2	5	5	4	7	9	5	1
60299	10	5	1	10	8	3	2	7	2	5	8	5	1	1	10	9	5	8	10	8
60300	3	6	3	4	10	7	8	8	3	7	6	2	5	7	8	9	1	9	1	1
60301	10	3	3	8	10	7	3	10	6	10	6	9	9	3	4	2	1	4	9	10
60302	4	3	5	1	2	10	10	3	5	2	1	7	5	3	1	8	8	7	7	3
60303	1	3	5	9	9	2	8	4	1	2	5	6	3	4	3	5	7	4	8	9
60304	8	8	3	1	7	5	7	4	8	9	2	9	1	1	5	5	9	8	8	6
60305	10	9	4	4	8	1	8	3	8	9	9	5	1	6	3	9	4	10	5	8
60306	10	7	4	3	4	9	8	9	8	9	2	4	3	7	9	3	2	7	5	7
60307	10	7	7	10	6	5	10	8	3	7	3	8	5	4	6	7	9	10	8	9
60308	7	6	5	4	7	2	7	10	6	9	5	6	1	3	4	8	8	9	7	8
60309	10	5	7	9	2	5	6	8	10	8	8	2	6	7	10	6	6	4	6	5
60310	10	3	7	1	9	2	10	7	6	5	6	5	7	3	3	9	9	2	3	8
60311	9	7	6	7	2	2	9	9	7	10	3	8	2	8	5	8	8	2	7	6
60312	3	1	8	1	10	3	4	3	7	9	1	8	1	9	3	1	9	2	2	3
60316	4	10	8	2	10	9	9	2	6	7	1	6	6	2	7	4	3	1	1	1
60317	6	1	7	9	6	5	3	3	6	9	6	1	4	7	6	3	8	3	3	1
60318	7	2	3	10	6	7	5	6	9	10	9	3	5	4	7	4	1	1	8	8
60319	5	1	4	4	10	6	5	7	1	6	4	6	3	10	7	10	6	8	5	9
60320	3	7	2	8	3	7	6	2	3	7	5	6	7	10	8	8	8	3	3	9
60321	10	9	5	8	9	3	7	2	1	4	2	5	3	8	5	6	3	6	4	9
60322	10	6	10	6	10	2	5	4	5	5	3	8	5	4	1	3	8	4	8	5
60379	1	7	6	3	1	9	3	2	5	3	10	6	5	8	4	7	10	1	5	2
60380	8	5	1	9	8	1	7	9	8	8	4	9	3	1	10	1	10	8	4	6
60381	8	9	3	10	9	5	4	4	4	1	9	4	5	9	10	10	5	7	10	10
60382	5	6	7	6	3	4	3	2	2	3	9	8	9	1	4	6	7	7	1	5
60383	9	5	2	3	4	5	10	10	10	5	2	4	7	1	6	2	3	4	8	6
60384	1	10	1	3	7	4	5	1	6	2	4	3	2	5	3	4	5	3	2	10
60385	10	7	5	3	8	9	2	7	1	1	7	2	3	2	3	1	10	7	1	5
60386	1	8	7	8	5	10	2	7	10	1	2	3	2	1	3	8	9	5	8	2
60387	2	2	2	3	3	8	1	10	2	6	5	1	1	7	6	8	4	8	5	10
60388	1	1	5	7	8	1	10	1	1	1	4	10	3	3	2	6	3	8	10	1
60389	8	9	7	9	2	9	1	4	6	1	2	7	1	9	6	9	7	2	1	5
60390	2	7	7	3	5	8	10	8	5	9	1	4	4	6	2	10	5	2	2	5
60391	9	9	9	8	2	5	9	4	9	3	3	1	2	2	10	5	1	6	9	5
60392	2	10	7	3	4	3	4	6	1	5	4	2	10	1	4	4	4	5	3	7
60393	1	6	3	10	7	7	4	6	2	3	2	6	6	6	9	1	9	10	3	7
60397	6	6	7	9	2	6	3	7	2	3	5	4	2	8	4	6	10	1	10	6
60398	2	7	4	1	9	7	7	8	1	2	5	1	1	8	3	2	7	3	2	7
60399	2	4	8	8	6	8	3	6	9	2	5	10	8	1	1	2	8	9	7	7
60400	6	8	2	5	9	2	8	7	4	8	1	7	7	2	10	5	9	5	5	1
60401	8	10	9	9	7	4	8	8	9	6	1	1	6	6	3	3	8	8	1	7
60402	2	9	8	1	8	1	5	5	3	2	4	3	5	2	8	7	4	6	9	5
60403	10	5	6	2	10	1	6	7	10	4	7	1	10	3	5	3	9	4	10	4
60460	9	8	8	5	1	10	10	4	4	8	5	8	9	2	6	8	3	4	10	3
60461	10	9	3	2	10	5	5	9	1	10	3	6	8	5	6	4	7	4	1	4
60462	2	4	7	7	8	3	4	3	2	9	7	3	3	4	5	7	8	1	10	8
60463	1	6	1	2	3	1	6	9	6	8	10	2	3	1	4	1	3	4	10	7
60464	8	1	6	8	6	6	3	4	5	7	9	8	5	9	9	3	8	6	1	7
60465	5	2	2	8	7	10	8	6	8	8	10	10	5	7	3	3	10	9	7	2
60466	3	8	9	10	1	7	2	3	3	8	8	1	8	10	6	9	8	9	5	9
60467	5	6	3	9	5	5	6	9	2	7	3	4	8	1	1	2	7	8	6	5
60468	5	3	6	5	6	10	4	3	7	4	6	8	5	7	4	8	2	4	5	6
60469	1	8	1	7	3	7	3	3	2	10	2	8	10	7	6	8	2	6	2	9
60470	4	5	9	4	2	10	5	2	5	5	1	2	7	7	7	2	9	4	1	6
60471	9	3	9	6	4	10	8	1	5	2	6	5	6	6	4	9	6	4	2	2
60472	2	1	7	3	6	8	4	9	5	8	5	10	5	5	1	5	7	2	5	3
60473	2	8	4	4	3	5	3	8	10	3	6	4	5	9	8	8	10	9	8	2
60474	2	7	9	1	4	10	3	6	4	10	7	4	1	4	6	8	10	7	4	9
60478	6	8	8	8	9	6	9	3	10	5	4	2	10	2	8	10	1	7	6	4
60479	4	10	4	8	4	4	8	10	6	2	10	6	2	9	7	2	7	9	7	3
60480	4	10	4	7	5	6	9	2	8	6	1	6	3	10	4	3	6	7	3	5
60481	5	10	6	3	9	2	10	9	8	2	9	9	9	2	5	7	1	4	3	3
60482	10	1	10	3	10	4	8	8	3	5	4	4	1	8	2	8	6	3	4	5
60483	5	1	9	9	2	7	1	7	8	7	9	8	2	10	8	5	10	2	3	4
60484	9	10	1	3	9	5	1	2	6	3	7	7	5	7	5	7	5	1	3	2
60541	9	2	7	2	5	7	1	3	5	3	3	1	7	6	7	3	5	5	1	9
60542	3	3	4	8	3	6	6	7	2	6	8	4	5	6	8	4	2	10	2	6
60543	7	7	1	6	2	2	6	9	9	2	5	5	5	6	4	8	7	5	4	5
60544	9	2	2	7	5	10	10	1	2	8	4	7	7	5	8	1	6	3	1	9
60545	5	8	4	3	6	8	10	6	7	3	9	10	6	8	7	5	3	9	3	1
60546	9	4	9	3	10	10	3	4	8	6	7	7	10	5	7	7	6	1	3	8
60547	9	1	4	6	2	6	8	8	2	8	7	3	3	9	1	7	8	6	1	7
60548	1	2	3	9	5	4	4	1	8	10	6	4	7	3	2	9	2	5	3	2
60549	6	5	7	10	2	10	7	10	3	9	5	8	10	2	10	4	8	8	10	6
60550	5	8	7	5	2	4	4	9	9	4	4	3	10	9	6	4	10	9	6	3
60551	10	2	5	9	9	10	2	1	9	10	9	10	10	2	5	5	2	4	2	7
60552	3	10	2	6	9	10	10	7	3	1	7	9	6	1	7	7	1	8	6	10
60553	2	4	10	9	3	8	5	2	5	9	7	1	10	3	6	4	10	2	1	9
60554	5	9	2	9	2	3	10	4	2	7	4	6	8	10	3	9	4	7	7	1
60555	3	4	9	10	9	4	10	2	5	7	8	5	10	6	5	3	6	6	3	5
60556	1	5	7	7	4	1	4	2	4	8	9	4	4	4	10	8	1	10	1	10
60557	5	2	8	9	4	4	1	6	5	3	5	10	5	10	6	1	8	8	7	8
60560	4	2	10	3	7	4	4	5	3	9	3	1	2	10	10	1	5	10	8	3
60561	4	7	1	3	10	9	4	3	8	9	7	6	9	7	7	4	4	2	3	7
60562	9	1	2	1	5	5	5	4	3	3	3	10	5	9	3	9	3	5	4	5
60563	2	10	2	3	6	4	5	10	4	10	7	3	1	9	3	5	2	2	1	9
60564	6	5	10	1	1	1	7	9	7	4	4	5	9	3	5	2	4	5	1	10
60565	4	8	4	9	5	8	1	8	5	3	6	7	1	5	1	2	8	2	10	9
60566	1	5	5	6	10	3	1	3	4	2	1	1	6	4	4	9	3	3	7	5
60621	2	3	7	5	3	4	5	4	10	8	10	10	3	2	6	7	10	10	1	9
60622	8	2	7	4	5	8	2	7	3	3	6	9	5	4	10	8	1	2	10	5
60623	6	8	4	3	4	4	10	8	2	7	10	8	2	9	5	2	8	5	6	3
60624	5	6	3	7	3	10	1	4	10	1	10	7	3	4	3	6	3	1	8	2
60625	2	7	3	7	4	10	1	2	10	2	1	3	4	8	3	5	5	10	5	10
60626	7	2	1	10	7	1	8	1	4	5	9	2	3	9	6	10	1	9	9	5
60627	4	1	9	1	9	1	8	8	8	10	8	1	5	6	4	7	10	10	5	2
60628	2	2	1	3	8	9	2	7	5	9	3	3	7	2	4	1	7	2	4	1
60629	5	3	7	1	6	9	5	8	7	8	7	1	6	10	6	5	9	3	4	1
60630	2	10	10	3	3	6	4	3	1	7	10	5	3	3	10	2	4	5	10	5
60631	2	10	7	3	6	2	8	3	2	8	5	3	1	1	4	1	8	3	8	1
60632	3	4	6	2	8	8	2	2	10	2	5	9	9	2	3	8	10	5	8	5
60633	3	3	4	8	5	10	9	3	9	10	6	6	3	6	1	2	2	6	3	3
60634	7	5	7	9	1	1	2	10	9	1	4	3	5	1	5	10	6	2	7	5
60635	10	10	6	8	6	5	5	5	6	3	8	4	2	2	9	9	3	6	4	2
60636	7	4	5	4	6	7	6	10	1	8	7	7	10	3	2	10	5	3	7	6
60637	7	7	7	5	1	5	1	4	10	10	4	3	4	4	7	8	2	7	10	1
60638	9	2	3	8	7	9	5	1	8	2	9	10	9	2	3	10	2	6	2	1
60640	3	7	2	4	1	1	10	5	3	5	5	7	8	7	2	8	1	6	1	5
60641	2	9	8	5	6	8	1	4	3	3	1	7	9	10	8	3	1	7	10	7
60642	2	4	2	9	6	2	7	3	4	6	1	8	10	8	7	4	5	3	1	3
60643	6	4	7	5	10	10	4	1	3	1	6	4	7	9	8	3	9	4	1	10
60644	4	5	5	9	5	3	6	5	4	2	5	2	5	4	3	9	9	2	4	6
60645	6	3	2	3	8	7	3	5	4	4	1	6	9	7	3	4	3	8	3	5
60646	9	2	1	1	3	10	7	1	1	10	5	9	9	1	9	10	8	5	5	3
60702	4	2	8	3	1	2	6	5	6	1	3	7	8	9	3	4	2	6	5	4
60703	5	6	5	5	5	9	3	7	6	4	4	3	5	8	1	1	1	2	1	2
60704	1	6	9	1	9	10	3	6	9	10	5	8	6	7	9	3	10	5	4	10
60705	2	9	10	1	1	3	3	6	2	2	4	5	9	3	9	8	10	1	8	7
60706	8	9	3	5	10	6	5	8	6	7	7	5	2	9	1	4	1	1	2	2
60707	2	5	2	5	4	7	9	7	9	3	6	1	3	10	10	5	2	2	4	2
60708	2	5	2	2	6	10	5	5	6	9	8	1	10	4	3	8	9	9	3	6
60709	9	8	8	3	9	6	10	8	4	4	7	1	6	1	10	5	6	10	5	8
60710	4	10	4	2	3	9	6	6	7	7	8	10	1	3	8	6	3	8	2	8
60711	1	3	8	10	10	10	4	7	7	7	8	4	2	10	10	7	3	4	2	2
60712	3	8	4	6	9	7	1	8	7	5	4	4	10	4	1	2	8	4	4	4
60713	2	5	10	4	7	1	4	4	4	9	4	1	2	3	9	10	8	3	10	5
60714	10	7	4	9	3	1	6	6	5	4	1	4	10	1	3	5	6	6	1	2
60715	7	4	6	2	7	4	5	1	5	8	5	4	5	7	5	7	10	3	6	4
60716	8	8	1	2	9	5	6	1	4	5	7	10	2	9	4	1	6	2	7	4
60717	1	10	3	4	10	2	1	8	4	1	1	7	10	2	7	3	2	4	10	10
60718	8	4	3	9	2	9	10	6	10	4	9	10	9	5	2	10	4	1	7	7
60719	9	4	5	9	9	1	4	3	2	7	5	5	3	5	10	3	5	10	5	2
60720	7	5	10	1	9	10	6	10	4	5	4	6	1	10	6	4	2	10	8	5
60722	9	6	6	8	6	1	3	9	10	3	1	7	2	6	8	6	1	1	9	2
60723	3	6	5	5	10	4	1	6	9	10	1	8	7	8	1	6	3	7	2	7
60724	6	9	7	10	6	9	2	1	7	2	1	3	4	2	7	4	5	7	7	6
60725	3	10	3	4	8	9	10	5	10	7	7	2	9	3	3	3	1	1	2	5
60726	6	2	7	9	1	6	4	2	8	3	1	4	4	2	9	10	4	6	8	1
60727	3	3	10	2	2	8	9	2	5	1	10	3	10	5	10	6	7	7	9	8
60783	3	10	9	1	8	8	10	3	7	10	6	4	9	2	10	7	8	5	7	4
60784	8	2	3	7	1	6	7	6	8	1	4	2	7	2	5	7	6	3	3	6
60785	1	10	10	4	10	2	6	6	3	7	5	7	6	6	8	2	9	5	8	3
60786	10	9	2	5	4	7	5	10	2	10	6	8	2	6	8	5	10	7	1	1
60787	4	7	4	8	4	7	8	2	2	6	10	1	10	3	2	3	6	8	5	6
60788	8	10	4	10	6	4	6	10	5	10	3	6	8	10	8	9	2	2	9	7
60789	3	7	2	6	3	2	5	10	1	10	2	2	9	4	4	3	4	5	7	2
60790	1	2	5	10	6	6	1	2	4	1	3	7	9	1	5	6	4	9	8	5
60791	3	6	7	10	7	1	10	5	1	3	6	8	6	5	4	5	7	4	5	8
60792	2	3	6	9	3	9	5	7	1	1	1	9	5	8	4	3	9	5	2	8
60793	8	1	6	1	2	9	7	4	1	2	4	4	3	10	5	2	2	6	1	3
60794	1	5	4	1	7	9	10	6	4	7	5	3	2	2	8	3	6	5	7	1
60795	8	3	6	7	9	5	10	3	7	4	2	1	6	3	2	2	5	9	4	3
60796	7	4	2	8	9	3	1	3	2	7	10	5	6	2	3	5	8	7	8	5
60797	7	7	7	4	8	10	3	8	2	1	1	2	6	6	8	10	2	6	9	10
60798	7	9	9	3	10	9	3	7	3	1	2	7	10	8	5	8	4	7	6	8
60799	9	6	1	9	3	7	6	9	7	2	1	6	5	6	4	4	5	7	7	4
60800	9	10	7	10	2	3	8	8	3	7	1	3	6	5	6	4	6	2	9	9
60801	6	4	10	5	4	4	4	3	8	3	1	2	5	8	5	1	9	10	4	4
60802	7	3	8	5	6	5	9	3	7	7	6	5	8	7	2	9	4	2	6	5
