BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
BIO17_Mean	0.223013	-0.528430	0.709104	-0.516557	-0.262198	0.429442	-0.614017	0.223835	0.094231	-0.100796	0.358254	0.721509	0.344194	0.996125	-0.647940	0.387148	1.000000	0.503625	0.820446	-0.523481	-0.295018	0.448214	-0.619456	-0.222426	0.218495	-0.178841	0.685360	0.709145	0.710603	0.605826	0.628101	0.613121	0.396332	0.393540	0.334205	0.386015	0.049526	0.336132	0.451436	-0.117139	0.513278	-0.100464	0.163536	0.380950	-0.493429	-0.412550
BIO18_Mean	0.167750	-0.667607	0.346590	-0.482851	-0.425022	0.333412	-0.594243	0.460830	-0.173423	-0.188871	0.295950	0.819376	0.732064	0.476342	-0.260986	0.771504	0.503625	1.000000	0.307176	-0.664296	-0.379313	0.622765	-0.406951	-0.152578	0.186126	-0.162311	0.759199	0.727857	0.719708	0.746165	0.790074	0.794442	0.731098	0.746178	0.657913	0.175046	0.196472	-0.136284	0.267061	-0.268188	0.252629	0.030686	-0.079262	0.261878	-0.545022	-0.317828
BIO19_Mean	0.238549	-0.410251	0.697543	-0.494334	-0.165499	0.432582	-0.566170	0.065596	0.229538	-0.049968	0.363515	0.639877	0.367991	0.814492	-0.543420	0.382791	0.820446	0.307176	1.000000	-0.379299	-0.186406	0.405084	-0.616815	-0.243169	0.225336	-0.194720	0.573851	0.600083	0.589637	0.506938	0.508301	0.492295	0.275730	0.297825	0.244512	0.401556	-0.015647	0.439727	0.471726	-0.050890	0.529168	-0.131437	0.244749	0.392061	-0.397009	-0.253118
CDD_IDW1N10	0.127924	0.725185	-0.244589	0.332733	0.622602	-0.110702	0.452834	-0.338148	0.431827	0.471835	-0.047880	-0.665131	-0.523224	-0.499497	0.459506	-0.554712	-0.523481	-0.664296	-0.379299	1.000000	0.529200	-0.577693	0.603172	-0.156458	0.152148	-0.107678	-0.756464	-0.723177	-0.856362	-0.662712	-0.741279	-0.718112	-0.643382	-0.632961	-0.532295	0.021517	0.014002	-0.018389	-0.066038	0.537562	-0.142001	0.367492	-0.239792	-0.039909	0.755388	0.329373
CSDI_IDW1N10	0.515378	0.478457	0.119141	-0.168569	0.708939	0.319481	0.022969	0.119673	0.567032	0.617949	0.404606	-0.214871	-0.028268	-0.302159	0.506608	-0.057841	-0.295018	-0.379313	-0.186406	0.529200	1.000000	-0.013139	0.216952	-0.482155	0.443489	-0.325653	-0.245342	-0.223275	-0.354692	-0.188229	-0.223354	-0.189867	-0.095743	-0.062294	-0.013698	0.489184	0.496941	-0.278317	0.379147	0.590933	0.331413	0.449634	-0.397616	0.436058	0.698057	0.688646
CWD_IDW1N10	0.489809	-0.542474	0.677341	-0.818006	-0.142917	0.656594	-0.801893	0.530945	0.157942	0.033502	0.649905	0.788421	0.767374	0.421130	-0.122099	0.778952	0.448214	0.622765	0.405084	-0.577693	-0.013139	1.000000	-0.607901	-0.418990	0.406260	-0.288278	0.896818	0.891485	0.831756	0.878408	0.884237	0.873105	0.771825	0.845047	0.758886	0.568845	0.280624	-0.063957	0.623549	-0.147222	0.621393	0.040264	-0.152593	0.629486	-0.408088	-0.063762
DTR_IDW1N10	-0.222859	0.683358	-0.596004	0.577108	0.322491	-0.453720	0.672861	-0.319686	-0.016181	0.147754	-0.383060	-0.671451	-0.492469	-0.602403	0.435615	-0.508981	-0.619456	-0.406951	-0.616815	0.603172	0.216952	-0.607901	1.000000	0.223028	-0.174456	0.080860	-0.700649	-0.708467	-0.747035	-0.626950	-0.653779	-0.633303	-0.481060	-0.516714	-0.430390	-0.413777	0.065317	-0.348059	-0.508548	0.097110	-0.635882	0.290948	-0.239834	-0.405334	0.588284	0.269788
FD_IDW1N10	-0.918146	0.159131	-0.567935	0.746531	-0.603207	-0.897361	0.672149	-0.371769	-0.811713	-0.728976	-0.908213	-0.367850	-0.351081	-0.208831	-0.024098	-0.361712	-0.222426	-0.152578	-0.243169	-0.156458	-0.482155	-0.418990	0.223028	1.000000	-0.989352	0.860793	-0.293471	-0.324298	-0.225765	-0.291541	-0.301929	-0.331615	-0.279105	-0.310632	-0.270505	-0.857839	-0.469511	0.107383	-0.912285	-0.688581	-0.757658	-0.435724	0.341803	-0.923438	-0.429116	-0.322353
GSL_IDW1N10	0.912939	-0.167284	0.543220	-0.733879	0.593186	0.888282	-0.667428	0.376652	0.790835	0.730752	0.899160	0.369259	0.351835	0.204447	0.024910	0.364437	0.218495	0.186126	0.225336	0.152148	0.443489	0.406260	-0.174456	-0.989352	1.000000	-0.883295	0.293728	0.324060	0.223501	0.297213	0.308455	0.338588	0.292031	0.316672	0.274686	0.831319	0.475392	-0.140580	0.891350	0.675490	0.727104	0.440130	-0.348657	0.906009	0.414506	0.286841
ID_IDW1N10	-0.769679	0.193112	-0.393434	0.631840	-0.502770	-0.777188	0.592568	-0.194952	-0.759785	-0.616370	-0.767667	-0.301526	-0.270085	-0.166672	0.108242	-0.283537	-0.178841	-0.162311	-0.194720	-0.107678	-0.325653	-0.288278	0.080860	0.860793	-0.883295	1.000000	-0.240990	-0.261031	-0.184967	-0.249491	-0.248014	-0.262535	-0.224727	-0.241165	-0.225708	-0.635580	-0.385179	0.069286	-0.762716	-0.564536	-0.528367	-0.292528	0.124986	-0.783356	-0.379134	-0.291062
PRCPTOT_IDW1N10	0.371607	-0.721242	0.667131	-0.750287	-0.306297	0.589040	-0.813901	0.527483	0.019783	-0.085493	0.544845	0.892731	0.749939	0.657342	-0.341468	0.778449	0.685360	0.759199	0.573851	-0.756464	-0.245342	0.896818	-0.700649	-0.293471	0.293728	-0.240990	1.000000	0.993011	0.947027	0.972419	0.985133	0.966215	0.847529	0.883765	0.809670	0.470550	0.237323	0.032909	0.548754	-0.216554	0.592090	-0.052160	-0.024964	0.530247	-0.587370	-0.264636
R10MM_IDW1N10	0.407582	-0.700906	0.710881	-0.769026	-0.266647	0.618627	-0.825574	0.533296	0.058081	-0.046152	0.576559	0.890630	0.734452	0.683537	-0.336256	0.763129	0.709145	0.727857	0.600083	-0.723177	-0.223275	0.891485	-0.708467	-0.324298	0.324060	-0.261031	0.993011	1.000000	0.939467	0.963475	0.967170	0.945163	0.819025	0.851975	0.793328	0.518627	0.241297	0.051791	0.586256	-0.170850	0.635908	-0.032295	-0.035488	0.563325	-0.561595	-0.269651
R1MM_IDW1N10	0.270992	-0.768017	0.642054	-0.717344	-0.411044	0.524932	-0.798603	0.466151	-0.052316	-0.203986	0.466618	0.866210	0.671454	0.686660	-0.467274	0.708879	0.710603	0.719708	0.589637	-0.856362	-0.354692	0.831756	-0.747035	-0.225765	0.223501	-0.184967	0.947027	0.939467	1.000000	0.853149	0.913773	0.894287	0.733944	0.760377	0.640240	0.397396	0.140764	0.074855	0.486672	-0.323883	0.535018	-0.164579	0.070910	0.454629	-0.665797	-0.320154
R20MM_IDW1N10	0.388543	-0.670440	0.598236	-0.702922	-0.240914	0.570381	-0.758569	0.544841	0.024958	-0.021094	0.536305	0.854137	0.767832	0.575778	-0.229954	0.786454	0.605826	0.746165	0.506938	-0.662712	-0.188229	0.878408	-0.626950	-0.291541	0.297213	-0.249491	0.972419	0.963475	0.853149	1.000000	0.975597	0.954636	0.885226	0.921866	0.885395	0.459963	0.264726	-0.008352	0.526192	-0.150286	0.569269	-0.006861	-0.070905	0.519565	-0.519947	-0.232267
R95P_IDW1N10	0.385155	-0.719188	0.599563	-0.725846	-0.277654	0.579946	-0.788644	0.573119	-0.001828	-0.048306	0.542319	0.880354	0.773867	0.596490	-0.268371	0.799806	0.628101	0.790074	0.508301	-0.741279	-0.223354	0.884237	-0.653779	-0.301929	0.308455	-0.248014	0.985133	0.967170	0.913773	0.975597	1.000000	0.992899	0.913197	0.938839	0.856031	0.459443	0.273953	-0.041459	0.528395	-0.184684	0.570530	-0.020968	-0.081973	0.521810	-0.552676	-0.236492
R99P_IDW1N10	0.410053	-0.699668	0.593724	-0.725610	-0.243853	0.591249	-0.783203	0.587429	0.017712	-0.013210	0.557942	0.872008	0.772600	0.581579	-0.241495	0.799310	0.613121	0.794442	0.492295	-0.718112	-0.189867	0.873105	-0.633303	-0.331615	0.338588	-0.262535	0.966215	0.945163	0.894287	0.954636	0.992899	1.000000	0.921665	0.944121	0.844277	0.478019	0.299840	-0.066407	0.540289	-0.150833	0.578927	0.016489	-0.117509	0.536570	-0.515966	-0.211319
RX1DAY_IDW1N10	0.384829	-0.619206	0.365742	-0.586088	-0.149852	0.492959	-0.624630	0.669462	-0.076497	0.064754	0.482545	0.730418	0.760997	0.360557	0.013310	0.765344	0.396332	0.731098	0.275730	-0.643382	-0.095743	0.771825	-0.481060	-0.279105	0.292031	-0.224727	0.847529	0.819025	0.733944	0.885226	0.913197	0.921665	1.000000	0.979842	0.948177	0.403445	0.340148	-0.231004	0.428236	-0.057460	0.475876	0.043893	-0.210032	0.458059	-0.379492	-0.083103
RX5DAY_IDW1N10	0.410385	-0.615879	0.427131	-0.648635	-0.162241	0.534439	-0.677072	0.638435	-0.020709	0.048048	0.524726	0.771829	0.804484	0.356462	-0.017232	0.812233	0.393540	0.746178	0.297825	-0.632961	-0.062294	0.845047	-0.516714	-0.310632	0.316672	-0.241165	0.883765	0.851975	0.760377	0.921866	0.938839	0.944121	0.979842	1.000000	0.946656	0.432850	0.355795	-0.212383	0.474421	-0.089850	0.504979	0.063027	-0.209692	0.500113	-0.397299	-0.058316
SDII_IDW1N10	0.391783	-0.535120	0.359401	-0.566580	-0.099530	0.480567	-0.584220	0.617136	-0.024281	0.092092	0.479598	0.681860	0.751931	0.300354	0.090745	0.746643	0.334205	0.657913	0.244512	-0.532295	-0.013698	0.758886	-0.430390	-0.270505	0.274686	-0.225708	0.809670	0.793328	0.640240	0.885395	0.856031	0.844277	0.948177	0.946656	1.000000	0.400222	0.373891	-0.234807	0.425775	-0.019152	0.462105	0.110402	-0.234448	0.460897	-0.317499	-0.016845
SU_IDW1N10	0.910397	-0.203929	0.745389	-0.802642	0.536704	0.905991	-0.716986	0.534232	0.681943	0.673073	0.922765	0.503934	0.447721	0.370937	0.041027	0.455576	0.386015	0.175046	0.401556	0.021517	0.489184	0.568845	-0.413777	-0.857839	0.831319	-0.635580	0.470550	0.518627	0.397396	0.459963	0.459443	0.478019	0.403445	0.432850	0.400222	1.000000	0.435215	-0.029057	0.934974	0.601683	0.946941	0.367979	-0.338621	0.935720	0.264771	0.214220
TN10P_IDW1N10	0.514344	0.008176	0.234988	-0.403840	0.349107	0.451952	-0.314482	0.317705	0.387020	0.401679	0.495443	0.250150	0.325722	0.027501	0.269784	0.339778	0.049526	0.196472	-0.015647	0.014002	0.496941	0.280624	0.065317	-0.469511	0.475392	-0.385179	0.237323	0.241297	0.140764	0.264726	0.273953	0.299840	0.340148	0.355795	0.373891	0.435215	1.000000	-0.596901	0.415680	0.308906	0.340780	0.654930	-0.596588	0.484022	0.248050	0.341293
TN90P_IDW1N10	-0.170767	-0.107458	0.227157	0.035602	-0.184208	-0.043719	-0.049418	-0.330726	0.041211	-0.191411	-0.113685	0.034507	-0.175938	0.354479	-0.508510	-0.175488	0.336132	-0.136284	0.439727	-0.018389	-0.278317	-0.063957	-0.348059	0.107383	-0.140580	0.069286	0.032909	0.051791	0.074855	-0.008352	-0.041459	-0.066407	-0.231004	-0.212383	-0.234807	-0.029057	-0.596901	1.000000	0.040747	-0.081347	0.093451	-0.481055	0.699669	-0.056369	-0.224087	-0.194392
TNN_IDW1N10	0.907110	-0.322365	0.794140	-0.900371	0.420035	0.967397	-0.846805	0.450779	0.733357	0.585170	0.962252	0.572340	0.481981	0.434316	-0.110131	0.497158	0.451436	0.267061	0.471726	-0.066038	0.379147	0.623549	-0.508548	-0.912285	0.891350	-0.762716	0.548754	0.586256	0.486672	0.526192	0.528395	0.540289	0.428236	0.474421	0.425775	0.934974	0.415680	0.040747	1.000000	0.514401	0.919514	0.327212	-0.242783	0.985182	0.144347	0.193528
TNX_IDW1N10	0.655557	0.198520	0.092186	-0.142203	0.828620	0.461718	-0.070797	0.248788	0.614526	0.855101	0.491682	-0.129181	-0.043666	-0.117588	0.332352	-0.062828	-0.117139	-0.268188	-0.050890	0.537562	0.590933	-0.147222	0.097110	-0.688581	0.675490	-0.564536	-0.216554	-0.170850	-0.323883	-0.150286	-0.184684	-0.150833	-0.057460	-0.089850	-0.019152	0.601683	0.308906	-0.081347	0.514401	1.000000	0.498653	0.383649	-0.299941	0.523393	0.786904	0.371562
TR_IDW1N10	0.823505	-0.363255	0.790918	-0.808288	0.365533	0.877320	-0.776125	0.553943	0.560543	0.540660	0.868581	0.595994	0.487697	0.495743	-0.092817	0.497846	0.513278	0.252629	0.529168	-0.142001	0.331413	0.621393	-0.635882	-0.757658	0.727104	-0.528367	0.592090	0.635908	0.535018	0.569269	0.570530	0.578927	0.475876	0.504979	0.462105	0.946941	0.340780	0.093451	0.919514	0.498653	1.000000	0.230689	-0.222620	0.887019	0.040910	0.058038
TX10P_IDW1N10	0.476754	0.231795	0.167613	-0.234362	0.447117	0.343853	-0.142933	0.241558	0.424340	0.477701	0.399972	0.000890	0.079028	-0.105696	0.385890	0.091663	-0.100464	0.030686	-0.131437	0.367492	0.449634	0.040264	0.290948	-0.435724	0.440130	-0.292528	-0.052160	-0.032295	-0.164579	-0.006861	-0.020968	0.016489	0.043893	0.063027	0.110402	0.367979	0.654930	-0.481055	0.327212	0.383649	0.230689	1.000000	-0.756752	0.393416	0.392049	0.232991
TX90P_IDW1N10	-0.429111	-0.161305	-0.110350	0.222392	-0.359499	-0.285270	0.124654	-0.469122	-0.191026	-0.411598	-0.358440	-0.013692	-0.166050	0.172991	-0.545484	-0.160445	0.163536	-0.079262	0.244749	-0.239792	-0.397616	-0.152593	-0.239834	0.341803	-0.348657	0.124986	-0.024964	-0.035488	0.070910	-0.070905	-0.081973	-0.117509	-0.210032	-0.209692	-0.234448	-0.338621	-0.596588	0.699669	-0.242783	-0.299941	-0.222620	-0.756752	1.000000	-0.322777	-0.309507	-0.048153
TXN_IDW1N10	0.935237	-0.280444	0.745093	-0.897589	0.470896	0.970327	-0.823052	0.487198	0.740079	0.627180	0.978271	0.541867	0.491824	0.362354	-0.026078	0.504069	0.380950	0.261878	0.392061	-0.039909	0.436058	0.629486	-0.405334	-0.923438	0.906009	-0.783356	0.530247	0.563325	0.454629	0.519565	0.521810	0.536570	0.458059	0.500113	0.460897	0.935720	0.484022	-0.056369	0.985182	0.523393	0.887019	0.393416	-0.322777	1.000000	0.209577	0.263030
TXX_IDW1N10	0.383274	0.589590	-0.232301	0.166262	0.841633	0.118755	0.315349	-0.060098	0.528237	0.712778	0.187421	-0.506879	-0.315126	-0.483988	0.501161	-0.344053	-0.493429	-0.545022	-0.397009	0.755388	0.698057	-0.408088	0.588284	-0.429116	0.414506	-0.379134	-0.587370	-0.561595	-0.665797	-0.519947	-0.552676	-0.515966	-0.379492	-0.397299	-0.317499	0.264771	0.248050	-0.224087	0.144347	0.786904	0.040910	0.392049	-0.309507	0.209577	1.000000	0.587434
WSDI_IDW1N10	0.295036	0.395087	-0.100332	-0.073853	0.509285	0.162565	0.090524	-0.131308	0.440069	0.378249	0.224729	-0.219980	-0.000957	-0.426262	0.397714	-0.022829	-0.412550	-0.317828	-0.253118	0.329373	0.688646	-0.063762	0.269788	-0.322353	0.286841	-0.291062	-0.264636	-0.269651	-0.320154	-0.232267	-0.236492	-0.211319	-0.083103	-0.058316	-0.016845	0.214220	0.341293	-0.194392	0.193528	0.371562	0.058038	0.232991	-0.048153	0.263030	0.587434	1.000000
