HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
59413	5	7	4	2	10	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59414	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59415	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59416	5	7	4	1	10	6	5	2	10	1	1	8	5	7	5	10	5	6	1	6
59424	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
59425	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	1	6
59494	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59495	5	7	4	2	10	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59496	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59497	5	7	4	1	10	6	5	2	10	1	1	8	5	7	5	10	5	6	1	6
59506	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	1	6
59507	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59576	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59577	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59578	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59579	5	7	4	1	10	6	5	2	10	1	1	8	5	7	5	10	5	6	1	6
59587	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	1	6
59588	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59589	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59656	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59657	5	7	4	1	10	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59658	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59659	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59668	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59669	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59670	5	4	4	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59736	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
59737	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59738	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59739	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59740	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59741	5	7	4	1	10	6	5	2	10	1	1	8	5	7	5	10	5	6	1	6
59749	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	1	6
59750	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59751	5	4	4	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59752	5	4	4	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59816	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
59817	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
59818	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59819	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59820	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59821	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59822	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59830	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
59831	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59832	5	4	4	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59833	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59834	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59895	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
59896	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
59897	8	7	4	2	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
59898	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
59899	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59900	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59901	8	7	4	1	9	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59902	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59903	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59910	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
59911	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59912	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59913	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59914	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59915	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59976	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
59977	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
59978	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
59979	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
59980	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
59981	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59982	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
59983	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59984	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
59985	5	7	4	1	10	6	5	2	10	5	1	8	5	7	5	10	5	6	1	6
59991	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
59992	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	8	6
59993	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
59994	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59995	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59996	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
59997	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60057	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60058	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60059	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60060	8	7	4	2	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60061	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60062	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60063	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60064	8	7	4	1	9	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
60065	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
60066	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60067	5	7	4	1	10	6	5	2	10	5	1	8	5	7	5	10	5	6	1	6
60073	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60074	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
60075	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60076	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60077	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60078	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60137	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60138	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60139	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60140	8	7	4	2	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60141	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60142	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60143	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60144	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60145	8	7	4	1	9	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
60146	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
60147	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60148	5	7	4	1	10	6	5	2	10	5	1	8	5	7	5	10	5	6	1	6
60153	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60154	5	4	4	1	10	6	5	1	10	5	8	8	5	5	5	10	5	6	8	6
60155	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60156	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60157	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60158	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60159	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60218	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60219	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60220	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60221	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60222	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60223	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60224	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60225	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60226	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60227	5	7	4	1	10	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
60228	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60229	5	7	4	1	10	6	5	2	10	5	1	8	5	7	5	10	5	6	1	6
60230	5	4	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60235	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	8	6
60236	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60237	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60238	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60239	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60240	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60299	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60300	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60301	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60302	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60303	8	7	4	2	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60304	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60305	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60306	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60307	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60308	8	7	4	1	9	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
60309	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60310	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60311	5	7	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60312	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60316	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	8	6
60317	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60318	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60319	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60320	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60321	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60322	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60379	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	1	6
60380	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60381	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60382	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60383	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60384	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60385	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60386	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60387	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60388	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60389	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60390	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60391	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60392	5	4	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60393	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60397	5	4	3	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	8	6
60398	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60399	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60400	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60401	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60402	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60403	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60460	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	1	6
60461	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60462	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60463	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60464	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60465	8	7	4	2	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60466	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60467	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60468	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60469	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60470	8	7	4	1	9	6	8	2	10	1	1	8	5	7	5	10	5	6	1	6
60471	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60472	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60473	5	4	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60474	5	4	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60478	5	4	3	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	8	6
60479	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60480	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60481	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60482	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60483	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60484	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60541	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60542	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	1	6
60543	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60544	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60545	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60546	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60547	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60548	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60549	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60550	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60551	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60552	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60553	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60554	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60555	5	4	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60556	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60557	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60560	5	4	3	1	10	6	5	1	10	8	8	8	5	7	5	10	5	6	8	6
60561	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60562	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60563	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60564	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60565	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60566	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60621	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60622	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60623	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60624	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60625	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60626	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60627	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60628	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60629	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60630	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60631	8	7	4	1	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60632	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60633	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60634	5	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60635	5	4	4	1	10	6	8	1	10	5	1	8	5	7	5	10	5	6	1	6
60636	5	4	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60637	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60638	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60640	5	4	3	1	10	6	5	1	10	8	8	8	5	7	5	10	5	6	8	6
60641	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	10	5	6	8	6
60642	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60643	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60644	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60645	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60646	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60702	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60703	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60704	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60705	8	7	4	3	1	6	8	4	10	1	1	1	5	7	5	10	8	6	1	6
60706	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60707	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60708	8	7	4	3	9	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60709	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60710	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60711	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60712	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	5	6	1	6
60713	8	7	4	1	9	6	8	2	10	5	1	1	5	7	5	10	5	6	1	6
60714	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60715	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60716	5	7	4	1	10	6	8	1	10	5	1	8	5	7	5	10	5	6	1	6
60717	5	4	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60718	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60719	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60720	5	4	3	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60722	5	4	3	1	10	6	5	1	10	8	8	8	5	7	5	10	5	6	8	6
60723	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60724	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60725	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60726	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60727	5	4	3	1	10	6	5	1	10	8	8	8	5	5	5	6	5	6	8	6
60783	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60784	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60785	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60786	8	7	4	3	1	6	8	4	5	1	1	1	5	7	5	10	8	6	2	6
60787	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60788	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60789	8	7	4	3	1	6	8	3	10	1	1	1	5	7	5	10	8	6	1	6
60790	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60791	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60792	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60793	8	7	4	2	9	6	8	2	10	1	1	1	5	7	5	10	8	6	1	6
60794	8	7	4	1	9	6	8	2	10	5	1	1	5	7	5	10	5	6	1	6
60795	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60796	8	7	4	1	9	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60797	8	7	4	1	10	6	8	2	10	5	1	8	5	7	5	10	5	6	1	6
60798	5	4	4	1	10	6	8	1	10	5	1	8	5	7	5	10	5	6	1	6
60799	5	4	4	1	10	6	5	1	10	5	1	8	5	7	5	10	5	6	1	6
60800	5	4	4	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60801	5	4	3	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	1	6
60802	5	4	3	1	10	6	5	1	10	5	8	8	5	7	5	10	5	6	8	6
