HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
39407	9	8	9	8	2	4	10	6	8	5	10	3	8	8	8	4	1	10	1	2
39408	10	9	9	2	6	5	9	2	8	8	5	10	3	10	3	2	4	1	3	1
39409	2	4	4	6	6	3	1	7	3	9	7	5	5	2	6	1	2	2	9	4
39410	4	2	10	2	6	1	4	9	3	3	3	1	2	7	3	4	6	10	1	4
39411	8	8	9	2	6	5	5	7	6	2	9	4	4	7	9	1	2	4	2	5
39412	10	9	7	8	7	1	1	7	9	4	7	5	4	1	5	3	9	10	7	6
39413	1	3	1	6	3	9	5	5	8	10	8	5	3	6	3	2	8	8	2	6
39418	9	1	1	10	4	10	3	4	2	10	1	10	4	1	7	3	3	7	8	3
39419	1	6	8	4	9	2	7	5	5	1	5	8	3	6	6	9	1	6	10	10
39420	2	8	5	10	4	3	2	8	8	9	7	3	10	4	10	10	7	1	1	4
39421	9	10	4	8	10	6	2	2	9	2	8	6	7	8	7	10	8	2	5	6
39422	5	9	1	1	7	2	4	8	10	1	10	7	3	7	2	7	10	6	5	8
39423	5	2	8	7	10	10	4	8	1	2	8	7	9	9	10	6	8	9	4	6
39484	1	7	8	4	3	9	5	5	9	3	7	10	6	10	8	10	1	4	8	10
39485	2	6	5	9	6	10	10	9	9	10	8	5	2	6	6	10	4	4	5	6
39486	3	2	7	7	3	3	6	10	7	1	6	5	4	3	8	5	4	6	8	1
39487	2	10	7	10	6	7	9	8	10	5	2	6	8	2	7	7	5	8	7	7
39488	4	8	9	3	8	1	4	3	8	2	2	7	1	4	1	5	2	9	3	3
39489	8	10	7	6	4	3	8	2	9	7	4	10	7	6	8	8	2	9	6	7
39490	3	1	2	3	3	1	7	4	8	10	6	7	5	10	5	9	1	10	7	5
39491	5	6	6	9	5	5	10	4	6	2	8	10	8	8	9	6	7	2	1	3
39492	5	3	2	3	5	5	9	8	9	1	8	9	7	3	2	10	2	5	9	8
39493	3	3	4	7	9	7	9	9	2	1	8	2	6	10	9	9	1	8	3	2
39498	5	6	2	5	5	7	10	10	2	7	2	6	6	4	7	7	7	7	6	10
39499	1	5	1	1	2	3	9	2	5	9	3	1	3	8	1	6	1	3	2	2
39500	3	7	2	1	9	3	1	4	10	5	5	1	2	1	5	6	8	3	5	1
39501	6	10	10	4	2	2	3	2	5	7	2	5	5	9	9	3	6	7	8	4
39502	2	2	1	2	5	6	3	7	9	6	6	7	10	8	10	3	3	6	7	10
39503	9	2	6	10	10	4	6	7	7	3	9	8	8	6	9	1	4	1	2	6
39566	3	5	8	3	8	10	6	8	9	4	9	10	8	9	10	5	6	1	6	6
39567	3	10	10	9	5	2	8	10	8	5	10	5	8	7	6	7	4	5	2	7
39568	10	10	2	3	7	10	9	1	9	7	4	10	5	4	5	5	8	2	7	5
39569	2	9	10	1	3	5	4	6	9	10	1	3	8	10	3	5	3	4	4	3
39570	3	3	3	1	6	1	5	4	7	5	2	4	6	6	3	10	2	6	7	7
39571	7	3	9	9	5	6	3	1	8	10	2	1	10	6	7	7	10	3	1	7
39572	4	9	9	5	1	6	5	10	1	5	2	2	6	8	6	9	9	5	3	8
39573	10	10	6	3	3	3	8	3	5	4	1	5	9	7	2	1	2	5	7	4
39574	8	8	4	1	5	7	2	3	3	1	5	2	6	2	10	2	7	3	9	7
39575	1	9	6	10	6	5	8	8	3	10	7	10	8	1	1	6	9	2	6	8
39580	10	7	6	6	3	6	9	2	4	4	6	7	8	10	10	2	2	5	1	8
39581	4	7	2	10	5	5	2	1	9	9	2	8	4	7	9	3	10	10	9	5
39582	8	6	1	10	8	6	5	10	6	6	8	8	10	2	8	2	5	5	10	5
39583	9	10	8	4	2	6	10	3	3	2	5	10	3	5	5	2	4	6	9	4
39584	6	5	8	9	8	3	2	2	9	3	9	9	7	7	10	3	8	2	6	1
39585	10	8	7	2	5	3	9	1	8	4	8	8	9	4	5	6	5	4	8	6
39647	2	4	5	1	6	7	1	2	10	4	3	2	6	10	3	9	3	9	7	1
39648	1	6	1	1	4	3	8	2	10	3	2	4	7	10	2	10	3	5	7	7
39649	9	9	10	1	6	8	5	5	5	2	9	5	1	7	2	3	1	1	1	9
39650	6	6	10	1	8	2	9	9	7	6	6	1	4	10	3	10	6	10	3	9
39651	7	4	10	5	8	1	9	3	4	9	10	9	2	5	3	7	6	5	10	6
39652	5	7	6	10	10	8	10	2	3	6	1	1	3	3	10	3	10	3	1	10
39653	7	4	4	6	8	6	5	7	9	8	4	10	1	9	2	3	8	7	2	9
39654	5	8	5	8	4	8	7	9	1	10	6	10	3	6	9	2	5	8	1	9
39655	8	10	3	2	4	10	8	6	9	8	5	7	4	8	1	6	6	9	3	1
39656	5	2	4	6	4	8	4	3	1	4	6	6	7	9	2	9	5	10	10	4
39657	6	5	2	3	9	3	5	10	5	3	9	4	9	6	6	9	8	10	8	2
39658	6	2	4	3	3	10	9	3	9	1	9	7	8	3	6	4	4	5	7	6
39661	1	6	5	5	2	3	3	1	7	4	8	9	7	4	3	8	1	9	9	2
39662	4	10	8	8	9	9	1	10	7	7	5	8	10	4	4	3	8	10	9	6
39663	7	9	8	4	3	1	1	8	6	5	4	2	8	6	7	7	5	3	8	2
39664	2	6	6	7	9	2	8	2	10	6	2	10	5	2	7	6	2	8	1	4
39665	1	10	6	9	9	4	8	8	5	2	3	8	3	3	3	8	4	4	10	1
39666	7	3	1	9	6	5	1	2	10	6	2	10	1	8	6	5	5	8	10	9
39728	7	10	8	8	9	9	7	10	10	9	7	9	6	7	4	5	5	6	10	10
39729	6	7	4	7	8	9	4	1	9	1	1	1	2	4	10	6	7	10	2	9
39730	6	1	6	7	3	10	6	10	8	3	7	5	7	8	9	2	7	5	2	10
39731	9	2	9	1	5	6	3	10	1	4	10	10	8	1	9	8	4	4	10	8
39732	1	3	6	7	2	7	8	7	1	4	9	10	3	1	8	6	10	6	6	5
39733	4	6	2	9	5	4	6	9	9	5	7	2	5	2	1	6	8	10	9	2
39734	2	3	1	7	9	8	8	6	9	10	5	6	8	7	10	6	1	9	5	6
39735	4	4	7	3	2	2	6	8	6	3	8	5	9	10	5	7	3	8	3	3
39736	9	3	3	1	6	3	3	4	3	7	8	9	8	8	2	6	9	8	7	7
39737	1	9	8	7	3	5	5	3	8	10	6	3	10	10	2	8	8	7	8	2
39738	6	1	5	4	6	4	7	7	8	9	10	4	3	9	4	8	7	5	1	9
39739	7	6	5	5	9	2	3	7	3	9	4	2	4	2	3	8	4	6	10	9
39740	10	1	4	1	7	1	9	3	7	1	4	6	4	2	3	9	6	4	2	2
39742	8	2	6	3	3	4	3	5	5	7	5	2	8	1	5	6	6	4	10	2
39743	4	1	4	3	7	5	10	2	9	1	10	8	10	3	7	4	4	8	8	3
39744	1	9	4	8	8	2	1	3	2	2	7	5	8	9	9	4	4	3	3	2
39745	7	3	4	7	9	2	1	8	3	2	7	6	2	7	7	3	10	8	2	2
39746	5	3	7	7	6	9	1	7	7	8	4	5	9	8	5	9	2	6	2	3
39747	8	10	2	8	10	8	4	4	9	6	2	7	9	2	2	8	8	5	10	4
39809	9	6	7	1	7	4	5	1	9	4	7	5	6	5	6	5	6	7	9	1
39810	8	3	4	8	9	5	4	2	4	6	2	7	4	3	3	10	7	5	5	5
39811	9	4	4	6	5	5	5	8	1	3	3	1	6	5	3	8	5	1	9	6
39812	9	10	9	10	9	9	2	7	5	2	7	8	10	8	2	3	2	5	7	7
39813	4	2	4	5	6	1	10	10	5	5	4	4	6	2	3	2	1	5	10	4
39814	9	4	7	6	2	5	8	2	4	2	3	1	7	4	7	7	1	10	9	2
39815	10	3	2	7	1	4	1	4	2	1	1	9	1	4	9	2	1	4	1	6
39816	3	6	3	2	4	10	10	3	5	3	4	2	1	7	3	8	1	8	7	6
39817	2	10	5	6	3	3	3	7	10	4	3	1	1	4	1	3	10	3	6	4
39818	10	5	9	7	4	7	3	2	3	8	4	10	6	10	2	7	9	2	9	10
39819	3	7	3	6	2	1	6	5	5	6	7	9	7	1	8	3	8	9	2	7
39820	10	10	6	2	8	6	7	4	7	3	4	9	7	2	8	3	9	1	10	4
39821	1	3	7	4	3	8	6	3	6	2	8	5	3	6	7	5	6	6	10	6
39822	9	2	6	7	4	3	1	2	3	2	2	8	8	10	7	6	3	2	5	1
39824	6	7	9	9	1	1	2	6	2	2	3	10	5	3	7	1	9	7	2	8
39825	8	5	3	5	3	2	1	6	4	10	4	2	4	3	4	5	9	10	6	1
39826	9	3	10	1	5	1	4	4	5	9	1	6	8	6	1	5	4	8	2	8
39827	2	7	10	5	7	4	7	5	2	10	4	8	9	4	4	10	3	5	6	4
39828	1	2	2	1	3	1	8	10	9	9	1	10	5	10	9	4	9	8	7	2
39891	5	6	5	3	2	1	6	3	2	7	9	2	8	10	5	2	4	2	1	2
39892	8	2	5	8	1	7	6	5	7	4	7	10	5	4	9	4	5	3	2	5
39893	10	10	6	4	1	8	2	5	4	2	9	5	7	6	8	7	6	7	3	10
39894	7	6	6	10	6	5	9	6	10	5	1	1	1	2	4	1	9	9	1	9
39895	4	4	1	1	2	4	6	4	2	9	4	6	7	1	1	5	5	2	10	9
39896	8	8	1	1	3	7	7	5	6	6	9	8	4	7	9	10	7	9	6	1
39897	7	1	2	7	2	4	1	9	10	3	1	2	4	2	8	2	8	9	3	8
39898	8	9	3	3	5	9	10	4	3	4	5	9	2	5	7	1	7	8	1	8
39899	1	6	2	3	4	2	8	9	10	9	4	2	7	5	6	4	10	10	4	7
39900	7	9	4	2	3	2	3	6	3	9	8	10	10	4	9	8	5	7	1	3
39901	6	3	2	3	9	7	5	1	7	2	8	10	4	3	6	3	4	6	10	10
39902	9	6	4	10	9	6	9	6	8	5	8	9	1	2	1	7	6	1	8	1
39903	1	6	6	8	4	6	9	10	5	9	10	7	9	10	10	9	5	7	6	2
39906	9	8	10	1	5	10	5	4	9	4	1	1	2	10	8	7	6	8	2	3
39907	5	10	7	9	5	4	3	1	4	1	7	3	2	4	1	2	6	2	2	4
39908	1	1	5	7	3	3	4	4	8	3	6	10	4	2	9	3	5	5	2	5
39909	2	8	10	1	4	8	4	2	6	3	7	10	9	6	10	8	2	6	9	3
39910	6	3	3	9	1	10	5	10	3	3	9	8	7	4	5	9	8	8	9	5
39971	8	3	6	3	6	2	4	1	2	9	10	7	7	4	3	8	10	1	4	3
39972	2	9	9	7	4	10	7	10	5	10	3	1	3	8	9	9	10	5	3	9
39973	1	9	8	3	9	4	5	10	2	5	10	10	4	4	7	2	4	3	2	7
39974	7	6	7	6	9	8	10	1	1	1	2	1	10	4	6	3	2	9	7	1
39975	2	9	4	5	9	8	2	7	1	6	4	3	2	8	3	6	8	4	2	1
39976	3	6	1	4	10	3	8	8	5	2	3	1	9	6	1	8	6	7	6	7
39977	1	8	4	8	9	5	2	9	2	4	6	8	6	2	1	2	9	4	8	5
39978	7	9	10	7	4	7	4	6	9	4	5	7	6	3	8	2	6	4	6	1
39979	4	3	3	10	8	7	9	1	6	7	7	1	1	9	1	9	2	7	6	10
39980	2	9	3	8	6	7	3	6	10	6	1	6	2	5	3	10	10	5	9	5
39981	4	9	5	9	3	9	2	10	2	1	10	6	3	3	2	8	10	3	6	5
39982	1	9	5	3	6	7	9	1	5	2	8	8	4	9	8	10	7	7	1	9
39983	5	1	10	6	3	10	3	2	10	1	1	8	8	4	5	5	7	10	2	3
39987	3	5	6	8	1	8	5	8	2	5	4	5	2	10	10	6	2	2	1	5
39988	3	3	2	3	3	7	10	10	7	4	6	7	6	7	8	8	3	10	6	10
39989	10	1	6	1	10	1	10	7	10	1	9	6	1	8	5	4	5	9	7	4
39990	3	5	7	10	9	2	5	1	5	3	9	5	9	2	8	7	9	7	8	2
40053	9	3	2	9	2	9	3	9	7	10	7	7	4	7	5	10	10	3	4	9
40054	9	9	1	2	8	4	3	8	9	4	2	1	5	1	1	5	4	2	5	1
40055	6	10	5	2	9	3	7	8	6	6	5	4	5	6	5	10	8	4	1	2
40056	1	3	7	10	3	6	4	10	6	4	9	5	3	2	5	1	9	10	6	9
40057	9	5	9	9	9	5	2	2	4	5	6	7	1	6	4	2	5	1	5	7
40058	7	2	2	6	2	4	5	6	1	2	8	3	3	9	6	7	3	8	8	3
40059	4	4	9	3	8	2	3	5	1	2	9	10	1	4	5	2	9	9	8	6
40060	7	6	9	9	5	5	10	3	10	4	6	2	7	2	6	9	10	8	8	8
40061	1	8	9	6	2	6	6	5	8	10	2	8	7	8	9	7	7	2	1	5
40062	1	4	2	1	4	7	3	5	8	9	9	4	1	5	5	3	10	6	8	6
40063	1	6	1	5	9	6	6	4	10	8	4	8	6	2	3	5	8	10	7	2
40064	1	10	5	7	8	8	3	5	2	4	4	3	8	10	3	9	8	1	10	3
40065	4	2	10	8	10	3	7	9	1	1	9	10	6	3	5	2	3	8	7	4
40068	10	9	4	1	1	4	4	6	8	3	8	3	4	1	9	8	4	6	8	1
40069	6	3	8	10	3	1	6	3	7	8	6	2	2	5	6	9	7	10	4	1
40070	3	8	1	1	10	7	4	2	2	6	6	7	6	7	7	5	8	4	9	1
40071	9	6	2	5	1	5	6	1	7	2	10	7	1	4	3	1	4	4	5	9
40072	2	10	7	3	6	10	3	10	10	9	5	9	8	5	5	9	7	3	1	7
40134	4	10	5	8	9	3	8	6	5	4	9	10	2	1	1	3	2	2	10	1
40135	2	7	5	3	1	7	4	5	2	9	5	9	5	10	1	2	8	8	10	1
40136	1	2	5	1	8	3	5	9	9	8	8	5	10	6	4	5	4	6	10	6
40137	3	10	9	5	7	1	4	9	8	9	5	10	8	3	5	9	1	5	4	1
40138	10	3	1	3	3	8	6	9	2	9	9	6	9	9	2	7	6	7	3	8
40139	7	7	1	3	5	2	6	4	10	3	2	9	8	10	4	5	4	4	2	6
40140	1	4	2	5	2	7	4	7	7	2	4	2	1	4	6	6	7	7	8	2
40141	5	2	9	7	10	2	1	2	2	8	8	5	3	2	5	2	3	9	9	8
40142	7	1	6	4	10	3	6	8	6	1	5	8	8	7	5	7	7	9	1	6
40143	3	4	9	6	1	9	10	1	10	9	1	3	6	8	3	3	6	8	9	5
40144	2	4	10	7	1	3	1	5	2	10	10	3	5	8	10	3	8	5	8	8
40145	7	6	6	5	9	5	7	7	8	6	1	4	10	5	5	1	2	4	5	8
40146	9	3	7	3	7	7	5	4	8	5	4	1	4	3	4	7	10	1	6	7
40147	10	4	10	5	8	2	3	6	5	2	7	9	6	1	1	8	2	2	7	10
40150	7	6	8	7	7	5	3	4	7	2	3	9	6	7	2	4	2	5	3	7
40151	1	9	4	9	6	8	6	7	4	9	4	7	6	4	8	9	5	9	7	3
40152	3	9	4	6	1	8	4	7	2	1	2	2	3	7	7	5	1	9	6	9
40153	5	9	10	9	7	9	1	4	5	6	1	1	4	9	5	7	6	1	8	10
40215	10	8	8	5	9	10	5	1	8	2	8	3	8	10	10	6	1	8	6	10
40216	3	9	8	5	7	8	7	7	1	1	5	5	2	7	5	10	5	6	4	9
40217	10	10	8	7	5	2	4	4	10	10	7	10	4	6	4	1	7	3	8	2
40218	3	5	7	4	1	10	4	2	9	6	10	7	7	4	4	9	10	2	6	8
40219	8	9	8	5	8	4	6	1	2	3	10	8	2	10	9	9	6	2	3	5
40220	4	5	1	2	1	7	7	3	9	4	8	5	1	5	10	2	1	8	2	2
40221	7	8	3	8	6	7	10	1	4	8	9	8	6	3	7	1	2	3	4	6
40222	4	6	2	3	3	7	7	6	6	6	3	5	3	7	4	3	1	1	3	5
40223	9	6	5	5	1	4	5	3	2	9	4	5	7	9	6	9	10	6	4	5
40224	8	5	9	2	7	10	3	8	8	8	7	7	7	2	7	4	6	8	9	4
40225	2	10	4	10	10	7	2	8	6	8	6	2	10	9	7	3	10	6	6	7
40226	10	5	6	5	9	9	6	1	7	3	10	8	3	1	1	5	10	6	7	1
40227	7	4	2	10	3	5	4	6	3	6	4	7	9	3	3	7	1	5	4	3
40230	6	9	9	2	6	2	10	7	1	8	2	1	1	4	10	5	7	8	2	3
40231	3	4	6	10	6	6	8	2	2	8	10	2	3	4	3	4	4	6	4	2
40232	9	5	3	6	9	10	1	8	9	9	9	9	5	10	3	5	1	4	10	10
40233	8	4	3	4	6	5	6	2	7	4	7	10	1	3	9	10	4	10	2	9
40234	3	9	8	10	3	4	5	1	3	6	8	2	10	9	7	3	1	3	3	6
40296	5	4	3	8	2	3	10	4	1	7	2	4	2	5	7	10	2	7	5	4
40297	8	5	9	8	10	9	10	10	1	5	2	4	8	10	9	6	3	7	3	4
40298	10	2	7	5	3	7	1	2	4	3	5	6	3	9	2	2	7	1	3	3
40299	3	2	2	5	8	8	1	3	7	8	10	4	8	9	10	2	2	1	3	5
40300	6	1	3	8	9	8	8	8	7	8	9	7	5	6	8	10	7	10	3	8
40301	7	7	2	4	5	8	1	10	4	9	5	8	1	10	10	6	1	5	10	8
40302	6	10	1	10	1	9	1	8	9	7	10	6	3	6	4	5	9	9	2	6
40303	6	3	5	5	4	10	3	9	10	2	5	5	9	3	9	10	6	2	9	7
40304	6	3	4	10	2	8	10	9	4	1	3	5	3	3	5	1	1	3	7	8
40305	5	3	2	1	1	1	9	5	3	6	8	4	1	2	1	9	5	1	3	4
40306	2	10	8	10	2	2	3	5	7	6	10	5	5	1	7	8	4	6	7	1
40307	2	6	6	1	9	1	6	1	10	3	5	4	8	8	1	8	3	9	3	7
40308	3	5	6	4	2	5	3	9	3	2	5	10	10	10	9	4	1	5	6	6
40309	10	3	7	10	5	6	10	9	4	6	5	4	3	10	9	8	9	3	5	2
40312	1	7	4	10	9	9	9	10	5	1	1	4	3	4	5	7	1	10	8	4
40313	4	9	3	6	4	2	7	5	8	9	4	5	2	4	8	7	6	4	3	3
40314	4	8	3	2	1	2	2	10	9	8	8	4	3	4	3	7	9	1	4	1
40315	10	4	1	3	3	10	8	1	3	1	5	5	2	2	5	5	10	6	1	9
40378	4	4	4	9	4	9	8	9	2	3	2	6	4	9	4	10	3	6	10	7
40379	2	8	2	9	1	10	9	4	8	7	9	9	10	1	6	1	1	10	7	9
40380	1	1	6	6	7	2	4	2	7	8	3	6	6	10	5	10	6	8	4	9
40381	1	2	5	3	1	2	7	9	2	1	10	5	4	1	10	4	2	7	1	5
40382	5	3	6	9	7	2	7	4	6	2	3	1	4	8	1	1	3	7	7	5
40383	6	4	1	1	2	4	1	5	1	10	8	8	10	6	5	9	10	3	6	3
40384	3	8	3	8	6	3	4	9	2	5	5	10	3	6	10	2	10	9	8	10
40385	9	7	2	9	1	1	8	4	6	9	6	9	4	2	10	8	3	3	3	9
40386	3	3	1	4	1	10	8	1	9	2	2	7	3	2	5	1	6	6	10	4
40387	8	5	5	8	5	1	1	4	4	4	9	6	1	8	10	9	5	9	1	1
40388	10	9	9	1	2	2	6	4	2	6	4	7	2	7	8	5	6	10	8	10
40389	7	9	6	10	2	4	3	8	9	5	10	3	7	8	4	10	6	4	9	5
40390	4	7	8	5	5	5	6	1	8	4	10	10	2	7	1	10	6	8	2	6
40391	1	10	4	7	8	2	4	4	8	2	5	5	4	6	2	5	5	10	8	10
40394	4	9	9	8	3	10	7	1	8	10	2	7	6	6	6	10	6	3	2	6
40395	10	4	5	4	4	3	2	8	7	10	9	3	10	7	7	7	5	9	6	5
40396	2	5	10	7	9	1	3	9	3	9	3	7	1	8	9	10	10	6	2	1
40397	10	7	7	2	3	5	1	7	10	6	6	9	6	6	8	4	6	6	3	2
40459	5	2	10	4	2	2	5	8	10	2	8	7	6	6	7	3	4	2	1	8
40460	2	5	10	3	2	5	7	3	7	9	4	10	7	5	1	10	2	3	2	9
40461	9	4	3	1	2	2	1	9	5	5	1	6	6	3	7	5	3	2	3	7
40462	4	8	2	6	2	6	4	6	9	2	7	5	10	4	1	1	10	10	1	8
40463	9	6	8	10	7	7	6	6	8	9	5	1	9	8	7	3	1	3	6	10
40464	8	7	6	6	6	4	10	8	1	7	10	1	7	1	9	10	3	5	4	9
40465	4	5	3	3	6	10	3	9	3	3	8	10	10	7	1	7	6	9	6	1
40466	1	7	1	7	6	7	1	9	2	9	6	3	6	7	10	6	9	10	3	7
40467	8	10	3	6	8	10	7	9	10	6	10	2	8	1	9	7	1	1	5	1
40468	7	1	8	8	6	1	9	9	9	7	1	7	7	5	10	2	9	3	1	7
40469	7	2	1	7	8	3	1	1	7	4	9	1	10	5	4	9	1	9	5	4
