BIO01_Mean	BIO02_Mean	BIO03_Mean	BIO04_Mean	BIO05_Mean	BIO06_Mean	BIO07_Mean	BIO08_Mean	BIO09_Mean	BIO10_Mean	BIO11_Mean	BIO12_Mean	BIO13_Mean	BIO14_Mean	BIO15_Mean	BIO16_Mean	BIO17_Mean	BIO18_Mean	BIO19_Mean	CDD_IDW1N10	CSDI_IDW1N10	CWD_IDW1N10	DTR_IDW1N10	FD_IDW1N10	GSL_IDW1N10	ID_IDW1N10	PRCPTOT_IDW1N10	R10MM_IDW1N10	R1MM_IDW1N10	R20MM_IDW1N10	R95P_IDW1N10	R99P_IDW1N10	RX1DAY_IDW1N10	RX5DAY_IDW1N10	SDII_IDW1N10	SU_IDW1N10	TN10P_IDW1N10	TN90P_IDW1N10	TNN_IDW1N10	TNX_IDW1N10	TR_IDW1N10	TX10P_IDW1N10	TX90P_IDW1N10	TXN_IDW1N10	TXX_IDW1N10	WSDI_IDW1N10
BIO15_Mean	-0.116647	0.404783	0.003210	0.332836	0.076253	-0.270673	0.398782	0.261998	-0.264289	0.050124	-0.215384	-0.382363	0.088879	-0.673346	1.000000	0.005320	-0.673827	0.024006	-0.467266	0.550713	-0.089646	-0.169820	0.245601	0.205749	-0.142927	0.207977	-0.298076	-0.182022	-0.510151	0.004877	-0.138218	-0.071335	0.170819	0.141461	0.041286	-0.007667	0.008069	-0.092097	-0.147045	0.007541	0.003857	0.172682	-0.294507	-0.144476	0.002131	-0.278292
BIO16_Mean	0.282883	-0.102743	0.243257	-0.356217	0.059924	0.316007	-0.370694	0.117155	0.196420	0.146687	0.314104	0.892336	0.986465	0.528071	0.005320	1.000000	0.553146	0.813833	0.638455	-0.232991	-0.437023	0.599475	0.033651	-0.289162	0.318602	-0.329970	0.782329	0.790675	0.473691	0.789509	0.843639	0.849662	0.785336	0.798277	0.778274	0.134227	0.087665	0.003312	0.310296	0.110365	0.200757	-0.026162	0.184526	0.339256	-0.046660	-0.114772
BIO17_Mean	0.298102	-0.273876	0.224495	-0.495601	-0.002267	0.417096	-0.541102	-0.072481	0.329577	0.082628	0.386927	0.854628	0.485090	0.994246	-0.673827	0.553146	1.000000	0.484807	0.774238	-0.499453	-0.297633	0.499888	-0.113709	-0.344731	0.331495	-0.374826	0.720801	0.669734	0.650313	0.501463	0.628887	0.577374	0.349978	0.360584	0.454010	0.123337	0.062387	-0.018563	0.333527	0.061002	0.156596	-0.084471	0.288195	0.356547	-0.052028	0.066202
BIO18_Mean	0.118417	-0.117012	0.016919	-0.124606	-0.034302	0.094793	-0.144497	0.329208	-0.089105	0.061854	0.107825	0.711644	0.826008	0.478909	0.024006	0.813833	0.484807	1.000000	0.225641	-0.410423	-0.510804	0.464144	0.122552	-0.081368	0.133794	-0.154260	0.658309	0.617150	0.490087	0.609556	0.741339	0.773246	0.725557	0.663971	0.622848	0.041128	0.138377	-0.114577	0.081807	0.065350	0.132103	0.025649	0.061489	0.125867	-0.107945	-0.321922
BIO19_Mean	0.360907	-0.180155	0.384368	-0.570154	0.075317	0.500153	-0.599147	-0.246259	0.500964	0.128912	0.464352	0.822557	0.564261	0.749394	-0.467266	0.638455	0.774238	0.225641	1.000000	-0.186460	-0.163687	0.541303	-0.151738	-0.437130	0.410004	-0.428385	0.672094	0.675511	0.483940	0.561149	0.587955	0.529254	0.351106	0.432844	0.515921	0.163582	0.012066	0.083237	0.453856	0.074272	0.164257	-0.101972	0.298342	0.457926	0.009707	0.240796
CDD_IDW1N10	0.291756	0.411767	0.277291	-0.019035	0.458558	0.178637	0.060962	0.115433	0.303908	0.422458	0.209246	-0.390076	-0.188385	-0.505343	0.550713	-0.232991	-0.499453	-0.410423	-0.186460	1.000000	0.281318	-0.328882	0.123917	-0.234505	0.245226	-0.185049	-0.410613	-0.222443	-0.747391	-0.056851	-0.306643	-0.286420	-0.025685	-0.024191	0.014927	0.395831	-0.159987	0.184297	0.297009	0.396307	0.345003	-0.047104	-0.005617	0.272730	0.366570	0.061416
CSDI_IDW1N10	0.058615	-0.210451	-0.110659	-0.037249	0.077584	0.117644	-0.102794	-0.051630	0.152297	0.086585	0.073320	-0.403851	-0.424048	-0.289932	-0.089646	-0.437023	-0.297633	-0.510804	-0.163687	0.281318	1.000000	-0.205560	-0.414871	-0.110283	-0.009045	-0.028314	-0.416951	-0.455978	-0.245810	-0.432815	-0.498117	-0.518045	-0.529589	-0.459416	-0.445605	0.043576	-0.071646	0.315093	0.102483	0.096566	0.053762	-0.093124	0.093961	0.026513	0.115508	0.327298
CWD_IDW1N10	0.283643	-0.019924	0.446604	-0.525107	-0.010714	0.404523	-0.530216	-0.080940	0.319120	0.038908	0.389412	0.616398	0.583360	0.480678	-0.169820	0.599475	0.499888	0.464144	0.541303	-0.328882	-0.205560	1.000000	-0.177763	-0.289367	0.260933	-0.311079	0.817740	0.717787	0.752818	0.545667	0.732667	0.705040	0.475063	0.608059	0.559228	0.016939	0.174344	0.035385	0.366204	-0.184082	0.091300	0.100440	0.144539	0.392202	-0.240593	0.224879
DTR_IDW1N10	0.135191	0.581184	0.145812	0.175735	0.383439	-0.078983	0.346434	0.331902	-0.015425	0.298374	-0.001521	-0.039294	0.038563	-0.119479	0.245601	0.033651	-0.113709	0.122552	-0.151738	0.123917	-0.414871	-0.177763	1.000000	0.034755	0.144020	-0.129392	-0.078658	-0.036288	-0.169973	0.022684	-0.012014	0.014736	0.104897	0.058903	0.051456	0.319131	-0.151864	-0.144438	-0.140569	0.257713	-0.036140	-0.120243	-0.049712	-0.019820	0.524491	-0.250200
FD_IDW1N10	-0.937283	-0.245450	-0.774172	0.777602	-0.762204	-0.926753	0.713572	-0.371294	-0.858169	-0.821526	-0.927143	-0.377846	-0.280982	-0.321722	0.205749	-0.289162	-0.344731	-0.081368	-0.437130	-0.234505	-0.110283	-0.289367	0.034755	1.000000	-0.975871	0.957825	-0.331020	-0.385194	-0.039327	-0.329073	-0.332693	-0.318573	-0.334854	-0.378995	-0.470267	-0.755054	0.144645	-0.436760	-0.955719	-0.725206	-0.641972	0.198468	-0.458220	-0.954570	-0.568240	-0.254194
GSL_IDW1N10	0.942350	0.346879	0.787057	-0.719342	0.818844	0.887536	-0.626752	0.444474	0.820712	0.865261	0.902962	0.386953	0.312099	0.306778	-0.142927	0.318602	0.331495	0.133794	0.410004	0.245226	-0.009045	0.260933	0.144020	-0.975871	1.000000	-0.958291	0.321788	0.385613	0.007492	0.347894	0.344851	0.339196	0.377646	0.408945	0.491800	0.798333	-0.168359	0.401105	0.915046	0.766189	0.644809	-0.217103	0.441747	0.934020	0.641548	0.177685
ID_IDW1N10	-0.955473	-0.298621	-0.770880	0.794612	-0.776780	-0.927244	0.704922	-0.397112	-0.854501	-0.828419	-0.938430	-0.415799	-0.320665	-0.354874	0.207977	-0.329970	-0.374826	-0.154260	-0.428385	-0.185049	-0.028314	-0.311079	-0.129392	0.957825	-0.958291	1.000000	-0.402162	-0.442371	-0.106985	-0.378570	-0.398472	-0.378853	-0.380362	-0.422214	-0.518910	-0.736370	0.208585	-0.413545	-0.911424	-0.699806	-0.557110	0.279405	-0.458586	-0.948023	-0.593108	-0.210315
PRCPTOT_IDW1N10	0.345300	-0.118299	0.363756	-0.550589	0.025443	0.448435	-0.564000	-0.007669	0.327221	0.105209	0.434316	0.850215	0.749846	0.705605	-0.298076	0.782329	0.720801	0.658309	0.672094	-0.410613	-0.416951	0.817740	-0.078658	-0.331020	0.321788	-0.402162	1.000000	0.955908	0.762085	0.829412	0.959210	0.922183	0.729496	0.796039	0.816068	0.068734	0.134879	-0.011850	0.376949	-0.031161	0.114136	0.000386	0.199067	0.423548	-0.155502	0.082142
R10MM_IDW1N10	0.409897	-0.013007	0.426876	-0.536864	0.133501	0.475259	-0.529876	0.024013	0.381429	0.209217	0.473284	0.830578	0.763534	0.651646	-0.182022	0.790675	0.669734	0.617150	0.675511	-0.222443	-0.455978	0.717787	-0.036288	-0.385194	0.385613	-0.442371	0.955908	1.000000	0.552130	0.926743	0.961329	0.930645	0.812465	0.861562	0.901170	0.188046	0.104468	-0.005126	0.436835	0.095095	0.223486	-0.004231	0.199998	0.480696	-0.065252	0.050796
R1MM_IDW1N10	0.006260	-0.335200	0.072105	-0.360976	-0.308110	0.173451	-0.420678	-0.170010	0.052088	-0.253582	0.135550	0.622997	0.423719	0.648932	-0.510151	0.473691	0.650313	0.490087	0.483940	-0.747391	-0.245810	0.752818	-0.169973	-0.039327	0.007492	-0.106985	0.762085	0.552130	1.000000	0.303918	0.610010	0.563335	0.236845	0.317481	0.301141	-0.290212	0.218801	-0.099727	0.054821	-0.377644	-0.228909	0.075631	0.091510	0.089313	-0.369073	0.123507
R20MM_IDW1N10	0.379706	0.039649	0.351657	-0.398437	0.194340	0.392923	-0.384593	0.103767	0.314904	0.265693	0.401451	0.739884	0.786236	0.481282	0.004877	0.789509	0.501463	0.609556	0.561149	-0.056851	-0.432815	0.545667	0.022684	-0.329073	0.347894	-0.378570	0.829412	0.926743	0.303918	1.000000	0.916554	0.907954	0.897824	0.918756	0.930235	0.260106	0.022698	0.016582	0.383781	0.190138	0.313279	-0.054647	0.173310	0.418653	0.006049	-0.035387
R95P_IDW1N10	0.366913	-0.048267	0.358480	-0.485744	0.095733	0.422559	-0.485748	0.095275	0.295796	0.180399	0.422291	0.835109	0.829451	0.610108	-0.138218	0.843639	0.628887	0.741339	0.587955	-0.306643	-0.498117	0.732667	-0.012014	-0.332693	0.344851	-0.398472	0.959210	0.961329	0.610010	0.916554	1.000000	0.988363	0.881618	0.914093	0.908256	0.151548	0.137253	-0.031841	0.382912	0.067578	0.212612	0.020429	0.165773	0.428275	-0.098075	-0.029189
R99P_IDW1N10	0.356187	-0.020173	0.347119	-0.445099	0.108875	0.393445	-0.439707	0.144257	0.259725	0.192783	0.398770	0.807600	0.844256	0.558294	-0.071335	0.849662	0.577374	0.773246	0.529254	-0.286420	-0.518045	0.705040	0.014736	-0.318573	0.339196	-0.378853	0.922183	0.930645	0.563335	0.907954	0.988363	1.000000	0.911137	0.928850	0.906676	0.169218	0.147178	-0.038341	0.366523	0.090379	0.234233	0.040347	0.145040	0.409581	-0.082228	-0.080669
RX1DAY_IDW1N10	0.395428	0.124084	0.349654	-0.335053	0.253666	0.358437	-0.302184	0.278654	0.240138	0.328147	0.382831	0.646916	0.811467	0.328802	0.170819	0.785336	0.349978	0.725557	0.351106	-0.025685	-0.529589	0.475063	0.104897	-0.334854	0.377646	-0.380362	0.729496	0.812465	0.236845	0.897824	0.881618	0.911137	1.000000	0.971392	0.948879	0.302365	0.080828	0.008708	0.379293	0.267927	0.355533	0.025603	0.141667	0.416046	0.061999	-0.145278
RX5DAY_IDW1N10	0.430851	0.137892	0.436658	-0.420813	0.255853	0.424434	-0.386181	0.208220	0.316823	0.321659	0.441839	0.665337	0.817899	0.334661	0.141461	0.798277	0.360584	0.663971	0.432844	-0.024191	-0.459416	0.608059	0.058903	-0.378995	0.408945	-0.422214	0.796039	0.861562	0.317481	0.918756	0.914093	0.928850	0.971392	1.000000	0.962887	0.286570	0.078323	0.045304	0.437777	0.210407	0.329181	0.018386	0.165769	0.475099	0.037209	-0.030484
SDII_IDW1N10	0.521582	0.133631	0.488150	-0.511215	0.319100	0.522079	-0.472231	0.202284	0.419627	0.391306	0.537605	0.707368	0.787383	0.431580	0.041286	0.778274	0.454010	0.622848	0.515921	0.014927	-0.445605	0.559228	0.051456	-0.470267	0.491800	-0.518910	0.816068	0.901170	0.301141	0.930235	0.908256	0.906676	0.948879	0.962887	1.000000	0.350904	0.035915	0.092789	0.517219	0.296847	0.359917	-0.023921	0.236855	0.559462	0.096828	0.017013
SU_IDW1N10	0.826376	0.502950	0.652037	-0.448246	0.886216	0.684199	-0.320751	0.527215	0.687844	0.895268	0.726206	0.169419	0.150595	0.096698	-0.007667	0.134227	0.123337	0.041128	0.163582	0.395831	0.043576	0.016939	0.319131	-0.755054	0.798333	-0.736370	0.068734	0.188046	-0.290212	0.260106	0.151548	0.169218	0.302365	0.286570	0.350904	1.000000	-0.205127	0.368926	0.671933	0.850021	0.836543	-0.172836	0.403745	0.702773	0.784313	0.191986
TN10P_IDW1N10	-0.195581	-0.127667	-0.065047	0.093854	-0.237853	-0.144184	0.035045	-0.078134	-0.134640	-0.215122	-0.159334	0.081250	0.081878	0.064238	0.008069	0.087665	0.062387	0.138377	0.012066	-0.159987	-0.071646	0.174344	-0.151864	0.144645	-0.168359	0.208585	0.134879	0.104468	0.218801	0.022698	0.137253	0.147178	0.080828	0.078323	0.035915	-0.205127	1.000000	-0.477802	-0.088848	-0.259476	-0.104028	0.821301	-0.349512	-0.124832	-0.255604	0.015969
TN90P_IDW1N10	0.416832	0.135638	0.316359	-0.355858	0.389718	0.425564	-0.302374	0.163331	0.350304	0.379753	0.424445	0.014054	0.017474	-0.026176	-0.092097	0.003312	-0.018563	-0.114577	0.083237	0.184297	0.315093	0.035385	-0.144438	-0.436760	0.401105	-0.413545	-0.011850	-0.005126	-0.099727	0.016582	-0.031841	-0.038341	0.008708	0.045304	0.092789	0.368926	-0.477802	1.000000	0.376328	0.413155	0.317755	-0.392332	0.751480	0.369051	0.325840	0.414557
TNN_IDW1N10	0.906315	0.185176	0.788467	-0.832858	0.664372	0.937002	-0.789149	0.282963	0.870986	0.738898	0.930241	0.380605	0.308021	0.312417	-0.147045	0.310296	0.333527	0.081807	0.453856	0.297009	0.102483	0.366204	-0.140569	-0.955719	0.915046	-0.911424	0.376949	0.436835	0.054821	0.383781	0.382912	0.366523	0.379293	0.437777	0.517219	0.671933	-0.088848	0.376328	1.000000	0.596049	0.626542	-0.140517	0.378346	0.985444	0.410478	0.244082
TNX_IDW1N10	0.738612	0.385550	0.434703	-0.281340	0.863244	0.565465	-0.181761	0.569363	0.545741	0.881532	0.598832	0.120624	0.126456	0.044710	0.007541	0.110365	0.061002	0.065350	0.074272	0.396307	0.096566	-0.184082	0.257713	-0.725206	0.766189	-0.699806	-0.031161	0.095095	-0.377644	0.190138	0.067578	0.090379	0.267927	0.210407	0.296847	0.850021	-0.259476	0.413155	0.596049	1.000000	0.698659	-0.284485	0.389290	0.612478	0.871168	-0.031427
TR_IDW1N10	0.674538	0.254420	0.490874	-0.383912	0.668929	0.585433	-0.331369	0.424471	0.570709	0.724811	0.606768	0.216868	0.227765	0.129883	0.003857	0.200757	0.156596	0.132103	0.164257	0.345003	0.053762	0.091300	-0.036140	-0.641972	0.644809	-0.557110	0.114136	0.223486	-0.228909	0.313279	0.212612	0.234233	0.355533	0.329181	0.359917	0.836543	-0.104028	0.317755	0.626542	0.698659	1.000000	-0.081597	0.339654	0.606246	0.501755	0.147804
TX10P_IDW1N10	-0.224603	0.028638	0.005388	0.121848	-0.232269	-0.190286	0.098252	-0.062110	-0.172309	-0.233794	-0.186932	-0.071072	-0.014477	-0.081458	0.172682	-0.026162	-0.084471	0.025649	-0.101972	-0.047104	-0.093124	0.100440	-0.120243	0.198468	-0.217103	0.279405	0.000386	-0.004231	0.075631	-0.054647	0.020429	0.040347	0.025603	0.018386	-0.023921	-0.172836	0.821301	-0.392332	-0.140517	-0.284485	-0.081597	1.000000	-0.327902	-0.175833	-0.264022	0.118040
TX90P_IDW1N10	0.432676	0.104808	0.350332	-0.413409	0.367365	0.459453	-0.360459	0.080785	0.398181	0.360861	0.455187	0.292871	0.167493	0.271278	-0.294507	0.184526	0.288195	0.061489	0.298342	-0.005617	0.093961	0.144539	-0.049712	-0.458220	0.441747	-0.458586	0.199067	0.199998	0.091510	0.173310	0.165773	0.145040	0.141667	0.165769	0.236855	0.403745	-0.349512	0.751480	0.378346	0.389290	0.339654	-0.327902	1.000000	0.392529	0.334606	0.492320
TXN_IDW1N10	0.938666	0.266338	0.824403	-0.843524	0.708402	0.947175	-0.774265	0.318294	0.880844	0.773011	0.951282	0.409864	0.335191	0.334457	-0.144476	0.339256	0.356547	0.125867	0.457926	0.272730	0.026513	0.392202	-0.019820	-0.954570	0.934020	-0.948023	0.423548	0.480696	0.089313	0.418653	0.428275	0.409581	0.416046	0.475099	0.559462	0.702773	-0.124832	0.369051	0.985444	0.612478	0.606246	-0.175833	0.392529	1.000000	0.452253	0.229852
TXX_IDW1N10	0.610032	0.493670	0.393827	-0.156460	0.826259	0.424242	-0.022597	0.479465	0.476049	0.783156	0.463961	-0.025274	-0.039919	-0.069666	0.002131	-0.046660	-0.052028	-0.107945	0.009707	0.366570	0.115508	-0.240593	0.524491	-0.568240	0.641548	-0.593108	-0.155502	-0.065252	-0.369073	0.006049	-0.098075	-0.082228	0.061999	0.037209	0.096828	0.784313	-0.255604	0.325840	0.410478	0.871168	0.501755	-0.264022	0.334606	0.452253	1.000000	0.047185
WSDI_IDW1N10	0.221982	0.082580	0.371849	-0.374423	0.124881	0.334954	-0.353833	-0.187799	0.389595	0.088001	0.314773	-0.005580	-0.128300	0.049864	-0.278292	-0.114772	0.066202	-0.321922	0.240796	0.061416	0.327298	0.224879	-0.250200	-0.254194	0.177685	-0.210315	0.082142	0.050796	0.123507	-0.035387	-0.029189	-0.080669	-0.145278	-0.030484	0.017013	0.191986	0.015969	0.414557	0.244082	-0.031427	0.147804	0.118040	0.492320	0.229852	0.047185	1.000000
